Lineage,date,total_count,lineage_count,total_count_rolling,lineage_count_rolling,proportion,proportion_ci_lower,proportion_ci_upper
BA.1,2020-11-16,4922,0,4066.85714285714,0,0,1.20728877747339e-07,0.000617411653987513
BA.1,2020-11-17,3253,0,4061.57142857143,0,0,1.20877476270861e-07,0.000618171357076771
BA.1,2020-11-18,4198,0,4126.85714285714,0,0,1.18973778782415e-07,0.00060843874784927
BA.1,2020-11-19,2477,0,3884.71428571429,0,0,1.26384280686764e-07,0.000646324233302088
BA.1,2020-11-20,2851,0,3703.57142857143,0,0,1.32559769162387e-07,0.000677894733249661
BA.1,2020-11-21,1871,0,3460.57142857143,0,0,1.41866239789536e-07,0.000725469641517828
BA.1,2020-11-22,2252,0,3117.71428571429,0,0,1.57471183627057e-07,0.00080523741874588
BA.1,2020-11-23,5553,0,3207.85714285714,0,0,1.5305369578862e-07,0.000782657196237142
BA.1,2020-11-24,3528,0,3247.14285714286,0,0,1.51215496191337e-07,0.00077326099152711
BA.1,2020-11-25,2788,0,3045.71428571429,0,0,1.61193111975989e-07,0.000824261856159544
BA.1,2020-11-26,1982,0,2975,0,0,1.65039750048435e-07,0.000843923360079058
BA.1,2020-11-27,2580,0,2936.28571428571,0,0,1.67231848700742e-07,0.00085512776501983
BA.1,2020-11-28,1591,0,2896.28571428571,0,0,1.69541481270922e-07,0.000866932781472605
BA.1,2020-11-29,1443,0,2780.71428571429,0,0,1.7655173510249e-07,0.000902762805018462
BA.1,2020-11-30,6833,0,2963.57142857143,0,0,1.65652194035094e-07,0.000847053738424156
BA.1,2020-12-01,3927,0,3020.57142857143,0,0,1.62526939845091e-07,0.000831079557713692
BA.1,2020-12-02,3613,0,3138.42857142857,0,0,1.56467623234774e-07,0.000800107711547878
BA.1,2020-12-03,3306,0,3327.57142857143,0,0,1.47535347698339e-07,0.00075444915161174
BA.1,2020-12-04,2863,0,3368,0,0,1.45783276609977e-07,0.000745492953563719
BA.1,2020-12-05,1679,0,3380.57142857143,0,0,1.45222779026793e-07,0.000742627797540892
BA.1,2020-12-06,1725,0,3420.85714285714,0,0,1.43524887698294e-07,0.000733948452919576
BA.1,2020-12-07,8282,0,3627.85714285714,0,0,1.35336463637798e-07,0.000692089501189977
BA.1,2020-12-08,3431,0,3557,0,0,1.38037676150263e-07,0.000705898203575183
BA.1,2020-12-09,4219,0,3643.57142857143,0,0,1.34742271894645e-07,0.000689051944513578
BA.1,2020-12-10,5254,0,3921.85714285714,0,0,1.25192052229915e-07,0.000640229175741082
BA.1,2020-12-11,4791,0,4197.28571428572,0,0,1.1698958341645e-07,0.000598294494234979
BA.1,2020-12-12,3137,0,4405.57142857143,0,0,1.11440460807946e-07,0.000569923905050108
BA.1,2020-12-13,2737,0,4550.14285714286,0,0,1.07913747892456e-07,0.000551892721980446
BA.1,2020-12-14,11332,0,4985.85714285714,0,0,9.84777204917691e-08,0.000503647122715262
BA.1,2020-12-15,8358,1,5689.71428571429,0.142857142857143,2.51079642462589e-05,8.62940181775534e-08,0.000441349452841017
BA.1,2020-12-16,5495,0,5872,0.142857142857143,2.43285325029194e-05,8.36194878644115e-08,0.000427673532885528
BA.1,2020-12-17,5030,0,5840,0.142857142857143,2.44618395303327e-05,8.4077657205049e-08,0.000430016345275662
BA.1,2020-12-18,4877,1,5852.28571428572,0.285714285714286,4.88209734902114e-05,8.39052565354973e-08,0.00042913478881944
BA.1,2020-12-19,3381,0,5887.14285714286,0.285714285714286,4.85319097306479e-05,8.34064355458213e-08,0.000426584104973102
BA.1,2020-12-20,3065,0,5934,0.285714285714286,4.81486831335163e-05,8.27458462052387e-08,0.000423206220705156
BA.1,2020-12-21,9045,0,5607.28571428572,0.285714285714286,5.09541158187053e-05,8.75713650357882e-08,0.000447880961119872
BA.1,2020-12-22,4402,0,5042.14285714286,0.142857142857143,2.83326250177079e-05,9.73840119145464e-08,0.000498054933935305
BA.1,2020-12-23,3887,0,4812.42857142857,0.142857142857143,2.96850417074836e-05,1.02038450386166e-07,0.000521853103002753
BA.1,2020-12-24,3556,0,4601.85714285714,0.142857142857143,3.10433675845156e-05,1.06694449818432e-07,0.00054565868642773
BA.1,2020-12-25,1772,0,4158.28571428571,0,0,1.18086822272451e-07,0.000603904170911245
BA.1,2020-12-26,4477,0,4314.85714285714,0,0,1.13790517311274e-07,0.00058193896360429
BA.1,2020-12-27,4109,0,4464,0,0,1.09992614843168e-07,0.000562521477492931
BA.1,2020-12-28,10170,0,4624.71428571429,0,0,1.06163889909567e-07,0.000542946023969354
BA.1,2020-12-29,6968,0,4991.28571428572,0,0,9.83790701380036e-08,0.000503142719615103
BA.1,2020-12-30,5252,1,5186.28571428572,0.142857142857143,2.75451740855002e-05,9.4680074190521e-08,0.00048422942557319
BA.1,2020-12-31,4405,2,5307.57142857143,0.428571428571429,8.07471805776115e-05,9.25040334085475e-08,0.000473102969051535
BA.1,2021-01-01,2836,31,5459.57142857143,4.85714285714286,0.000889656435617657,0.000349510475315539,0.00200614327598303
BA.1,2021-01-02,5226,2,5566.57142857143,5.14285714285714,0.000923882358979623,0.000342791177201382,0.00196760676388597
BA.1,2021-01-03,5097,24,5707.71428571429,8.57142857142857,0.00150172698603394,0.000780455131341842,0.00287574633578835
BA.1,2021-01-04,14094,4,6268.28571428572,9.14285714285714,0.00145858972605862,0.00071070463839357,0.0026189819364093
BA.1,2021-01-05,8545,2,6493.57142857143,9.42857142857143,0.0014519854801452,0.000685963440798345,0.00252789346146731
BA.1,2021-01-06,6133,1,6619.42857142857,9.42857142857143,0.00142437845303867,0.000673005038597498,0.00248018271778971
BA.1,2021-01-07,6497,1,6918.28571428572,9.28571428571429,0.00134219872800859,0.000643908853242047,0.00237304920476389
