Lineage,date,total_count,lineage_count,total_count_rolling,lineage_count_rolling,proportion,proportion_ci_lower,proportion_ci_upper
B.1.1.7,2020-02-07,34,1,41.2857142857143,0.142857142857143,0.00346020761245675,1.19035785691706e-05,0.0590757099093132
B.1.1.7,2020-02-08,42,0,40.4285714285714,0.142857142857143,0.00353356890459364,1.21993065751864e-05,0.0604979752140797
B.1.1.7,2020-02-09,42,0,38.2857142857143,0.142857142857143,0.00373134328358209,1.28371481450411e-05,0.0635582549702204
B.1.1.7,2020-02-10,30,0,36.5714285714286,0.142857142857143,0.00390625,1.3181751978966e-05,0.0652074564454339
B.1.1.7,2020-02-11,25,0,35.2857142857143,0.142857142857143,0.00404858299595142,1.39296109795325e-05,0.0687765361160591
B.1.1.7,2020-02-12,15,0,31.4285714285714,0.142857142857143,0.00454545454545455,1.57124795370013e-05,0.0772300356534818
B.1.1.7,2020-02-13,25,0,30.4285714285714,0.142857142857143,0.00469483568075117,1.62318612234644e-05,0.07967817381726
B.1.1.7,2020-02-14,24,0,29,0,0,1.67867521247904e-05,0.0822864829238237
B.1.1.7,2020-02-15,105,0,38,0,0,1.28371481450411e-05,0.0635582549702204
B.1.1.7,2020-02-16,37,0,37.2857142857143,0,0,1.3181751978966e-05,0.0652074564454339
B.1.1.7,2020-02-17,55,0,40.8571428571429,0,0,1.19035785691706e-05,0.0590757099093132
B.1.1.7,2020-02-18,26,0,41,0,0,1.19035785691706e-05,0.0590757099093132
B.1.1.7,2020-02-19,35,0,43.8571428571429,0,0,1.10965874712552e-05,0.0551835969121707
B.1.1.7,2020-02-20,48,0,47.1428571428571,0,0,1.03920662915274e-05,0.051772500175186
B.1.1.7,2020-02-21,60,0,52.2857142857143,0,0,9.39763883547412e-06,0.046936736718992
B.1.1.7,2020-02-22,56,0,45.2857142857143,0,0,1.08513679206047e-05,0.0539977096907176
B.1.1.7,2020-02-23,48,0,46.8571428571429,0,0,1.03920662915274e-05,0.051772500175186
B.1.1.7,2020-02-24,76,0,49.8571428571429,0,0,9.77166330180406e-06,0.0487584594440714
B.1.1.7,2020-02-25,77,0,57.1428571428572,0,0,8.57690427525629e-06,0.0429270058037562
B.1.1.7,2020-02-26,92,0,65.2857142857143,0,0,7.52535028085923e-06,0.0377648855539825
B.1.1.7,2020-02-27,127,0,76.5714285714286,0,0,6.35638091717777e-06,0.0319936262649119
B.1.1.7,2020-02-28,200,0,96.5714285714286,0,0,5.04916910989899e-06,0.0254987923361407
B.1.1.7,2020-02-29,154,0,110.571428571429,0,0,4.4137728963029e-06,0.022326110902588
B.1.1.7,2020-03-01,228,0,136.285714285714,0,0,3.60391080304845e-06,0.0182672895031009
B.1.1.7,2020-03-02,358,0,176.571428571429,0,0,2.77028710782409e-06,0.0140717685353221
B.1.1.7,2020-03-03,432,0,227.285714285714,0,0,2.16076449219375e-06,0.0109927701147918
B.1.1.7,2020-03-04,491,0,284.285714285714,0,0,1.72747210021362e-06,0.00879814953690492
