Lineage,date,total_count,lineage_count,total_count_rolling,lineage_count_rolling,proportion,proportion_ci_lower,proportion_ci_upper
BA.2,2021-01-01,2836,1,5459.57142857143,0.142857142857143,2.61663657534605e-05,8.99289475755355e-08,0.000459935969201014
BA.2,2021-01-02,5226,0,5566.57142857143,0.142857142857143,2.56633988605451e-05,8.82005543902748e-08,0.000451098204279783
BA.2,2021-01-03,5097,0,5707.71428571429,0.142857142857143,2.50287831005657e-05,8.60219046106184e-08,0.000439958038262747
BA.2,2021-01-04,14094,0,6268.28571428572,0.142857142857143,2.27904644696659e-05,7.83367828296803e-08,0.000400660445352214
BA.2,2021-01-05,8545,0,6493.57142857143,0.142857142857143,2.19997800022e-05,7.5610661686905e-08,0.000386720152113235
BA.2,2021-01-06,6133,1,6619.42857142857,0.285714285714286,4.31629834254144e-05,7.41828062118824e-08,0.000379418592706791
BA.2,2021-01-07,6497,0,6918.28571428572,0.285714285714286,4.12984224002643e-05,7.09766979847159e-08,0.000363023469018798
BA.2,2021-01-08,6524,0,7445.14285714286,0.142857142857143,1.91879653081587e-05,6.59527271907583e-08,0.000337331773538564
BA.2,2021-01-09,5943,0,7547.57142857143,0.142857142857143,1.89275642117616e-05,6.50527661870455e-08,0.000332729462860353
BA.2,2021-01-10,4427,0,7451.85714285714,0.142857142857143,1.91706765331749e-05,6.58907768982551e-08,0.000337014966605273
BA.2,2021-01-11,13367,0,7348,0.142857142857143,1.94416362081033e-05,6.68233309839057e-08,0.000341783934189904
BA.2,2021-01-12,9137,0,7432.57142857143,0.142857142857143,1.92204197739679e-05,6.60591991531136e-08,0.000337876259102984
BA.2,2021-01-13,7590,0,7640.71428571429,0,0,6.42610230736973e-08,0.000328680550173403
BA.2,2021-01-14,8345,0,7904.71428571429,0,0,6.21149923257024e-08,0.000317705833425446
BA.2,2021-01-15,14260,0,9009.85714285714,0,0,5.44973274887962e-08,0.000278748422599614
BA.2,2021-01-16,6250,0,9053.71428571429,0,0,5.42324924863494e-08,0.000277394005687998
BA.2,2021-01-17,5155,0,9157.71428571429,0,0,5.36166347566829e-08,0.000274244384270764
BA.2,2021-01-18,13816,0,9221.85714285714,0,0,5.32445493593358e-08,0.000272341459247176
BA.2,2021-01-19,10164,0,9368.57142857143,0,0,5.24091624772297e-08,0.000268069097213471
BA.2,2021-01-20,8418,0,9486.85714285714,0,0,5.17573106753621e-08,0.000264735363416378
BA.2,2021-01-21,7849,0,9416,0,0,5.21475688948848e-08,0.000266731243281311
BA.2,2021-01-22,7762,0,8487.71428571429,0,0,5.78487372752472e-08,0.00029588801525431
BA.2,2021-01-23,4811,0,8282.14285714286,0,0,5.92875781091153e-08,0.000303246364520739
BA.2,2021-01-24,4254,0,8153.42857142857,0,0,6.02256208978492e-08,0.000308043562587946
BA.2,2021-01-25,13887,0,8163.57142857143,0,0,6.01444766618577e-08,0.000307628587799935
BA.2,2021-01-26,9982,0,8137.57142857143,0,0,6.03366256301713e-08,0.000308611244876075
BA.2,2021-01-27,10272,0,8402.42857142857,0,0,5.84408395410221e-08,0.000298916081034781
BA.2,2021-01-28,9667,0,8662.14285714286,0,0,5.66867204778154e-08,0.000289945327159136
BA.2,2021-01-29,9423,0,8899.42857142857,0,0,5.51770705223095e-08,0.000282224750184181
BA.2,2021-01-30,6313,0,9114,0,0,5.38754746874558e-08,0.000275568145430164
BA.2,2021-01-31,5188,0,9247.42857142857,0,0,5.31006023818162e-08,0.000271605282354101
