Lineage,date,total_count,lineage_count,total_count_rolling,lineage_count_rolling,proportion,proportion_ci_lower,proportion_ci_upper
BA.3,2021-11-18,27001,1,27717.2857142857,0.142857142857143,5.15408125924513e-06,1.77158467789645e-08,9.06233219900047e-05
BA.3,2021-11-19,23959,0,27534.4285714286,0.142857142857143,5.18830970058265e-06,1.7833591040777e-08,9.12256013853431e-05
BA.3,2021-11-20,19847,0,27571.7142857143,0.142857142857143,5.18129345809888e-06,1.78090128363496e-08,9.10998802347527e-05
BA.3,2021-11-21,18383,0,27957.5714285714,0.142857142857143,5.10978370285586e-06,1.75631362558067e-08,8.98421844178245e-05
BA.3,2021-11-22,35749,1,26385,0.285714285714286,1.08286634722109e-05,1.86101914507823e-08,9.51980187973715e-05
BA.3,2021-11-23,28624,1,26028.7142857143,0.428571428571429,1.64653322429624e-05,1.88647215694928e-08,9.64999717701373e-05
BA.3,2021-11-24,26520,2,25726.1428571429,0.714285714285714,2.77649750392874e-05,4.19414069757679e-06,0.000181677004284508
BA.3,2021-11-25,19159,2,24605.8571428571,0.857142857142857,3.48349115483538e-05,4.38504840350724e-06,0.000189945759301091
BA.3,2021-11-26,25914,1,24885.1428571429,1,4.0184619623872e-05,4.33588472465456e-06,0.000187816347117509
BA.3,2021-11-27,18852,0,24743,1,4.0415471042315e-05,4.36076855086223e-06,0.000188894133629325
BA.3,2021-11-28,20393,0,25030.1428571429,1,3.99518295084213e-05,4.31076653814508e-06,0.000186728408660963
BA.3,2021-11-29,44269,3,26247.2857142857,1.28571428571429,4.89846569169057e-05,4.11088685432596e-06,0.000178071022924553
BA.3,2021-11-30,35864,5,27281.5714285714,1.85714285714286,6.80731629409701e-05,1.52340028845351e-05,0.000235161385405913
BA.3,2021-12-01,32003,4,28064.8571428571,2.14285714285714,7.63537520233744e-05,1.4808973321126e-05,0.000228601070512369
BA.3,2021-12-02,30907,7,29743.1428571429,2.85714285714286,9.60605565748648e-05,2.84086373224424e-05,0.000269160510052435
BA.3,2021-12-03,28276,7,30080.5714285714,3.71428571428571,0.000123477897456355,4.48869053649525e-05,0.000316160817830369
BA.3,2021-12-04,23192,3,30700.5714285714,4.14285714285714,0.000134943974984179,4.39803923597409e-05,0.00030977664415488
BA.3,2021-12-05,21425,0,30848,4.14285714285714,0.000134299051570836,4.37708052563912e-05,0.000308300609089152
BA.3,2021-12-06,45089,4,30965.1428571429,4.28571428571429,0.000138404473232575,4.36054132978219e-05,0.000307135820783233
BA.3,2021-12-07,35321,4,30887.5714285714,4.14285714285714,0.000134126995139053,4.3714120034074e-05,0.000307901398252985
BA.3,2021-12-08,31687,6,30842.4285714286,4.42857142857143,0.000143586988239762,4.37793207213018e-05,0.000308360580019706
BA.3,2021-12-09,28975,2,30566.4285714286,3.71428571428571,0.000121515201084289,4.41746461646112e-05,0.000311144691478416
BA.3,2021-12-10,27610,2,30471.2857142857,3,9.84533448351844e-05,2.77298919690711e-05,0.000262730424187008
BA.3,2021-12-11,20048,1,30022.1428571429,2.71428571428571,9.04094596845186e-05,2.81446233236312e-05,0.000266659381024437
BA.3,2021-12-12,19255,0,29712.1428571429,2.71428571428571,9.13527417842633e-05,2.84382782854214e-05,0.0002694413125095
BA.3,2021-12-13,38342,2,28748.2857142857,2.42857142857143,8.44770868325068e-05,1.4457132513097e-05,0.000223170390784899
BA.3,2021-12-14,38200,4,29159.5714285714,2.42857142857143,8.32855666113063e-05,1.42528647023631e-05,0.000220017494690361
BA.3,2021-12-15,45156,6,31083.7142857143,2.42857142857143,7.81300267480444e-05,1.3370642657884e-05,0.000206400193691114
BA.3,2021-12-16,31709,2,31474.2857142857,2.42857142857143,7.71604938271605e-05,1.32049617638137e-05,0.000203842851475788
BA.3,2021-12-17,29827,2,31791,2.42857142857143,7.63917910280088e-05,1.3073287884359e-05,0.000201810415019321
BA.3,2021-12-18,25856,1,32620.7142857143,2.42857142857143,7.44487507937551e-05,1.27406491149852e-05,0.000196675991716133
BA.3,2021-12-19,20654,1,32820.5714285714,2.57142857142857,7.83480743784386e-05,2.57443677840408e-05,0.0002439203725626
BA.3,2021-12-20,42791,5,33456.1428571429,3,8.96696314578147e-05,2.52557236559932e-05,0.00023929110755494
BA.3,2021-12-21,37737,1,33390,2.57142857142857,7.70119368502118e-05,2.53056463605749e-05,0.000239764060855796
BA.3,2021-12-22,37817,0,32341.5714285714,1.71428571428571,5.30056406835961e-05,1.28505588515101e-05,0.000198372498770749
BA.3,2021-12-23,33324,1,32572.2857142857,1.57142857142857,4.8244344447076e-05,1.27598159517524e-05,0.000196971840796811
BA.3,2021-12-24,18018,1,30885.2857142857,1.42857142857143,4.62541108341004e-05,3.49355111648595e-06,0.000151331907045638
BA.3,2021-12-25,10944,1,28755,1.42857142857143,4.96808008545098e-05,3.75233444513358e-06,0.000162540864322658
BA.3,2021-12-26,23570,2,29171.5714285714,1.57142857142857,5.38684923188427e-05,1.42470016294022e-05,0.000219926997384601
BA.3,2021-12-27,49261,0,30095.8571428571,0.857142857142857,2.84804268266634e-05,3.58513902807189e-06,0.000155298965610506
BA.3,2021-12-28,44819,1,31107.5714285714,0.857142857142857,2.75541553962517e-05,3.46850717885796e-06,0.000150247145855209
BA.3,2021-12-29,47052,2,32426.8571428571,1.14285714285714,3.52441538759758e-05,3.32742139776882e-06,0.000144136089314739
BA.3,2021-12-30,44222,2,33983.7142857143,1.28571428571429,3.78332478582178e-05,3.17497245103041e-06,0.000137532802219287
BA.3,2021-12-31,24569,7,34919.5714285714,2.14285714285714,6.13655052222045e-05,1.19018402054007e-05,0.0001837285038504
BA.3,2022-01-01,16714,3,35743.8571428571,2.42857142857143,6.79437425811428e-05,1.16274650628875e-05,0.000179493334984349
BA.3,2022-01-02,31385,2,36860.2857142857,2.42857142857143,6.58858546945609e-05,1.12754183482597e-05,0.000174059227462942
BA.3,2022-01-03,56434,12,37885,4.14285714285714,0.000109353494598314,3.56403077899264e-05,0.000251039443493029
BA.3,2022-01-04,54874,12,39321.4285714286,5.71428571428571,0.000145322434150772,6.36929543715939e-05,0.000314506812941096
BA.3,2022-01-05,42931,8,38732.7142857143,6.57142857142857,0.000169660936307072,8.08407579026783e-05,0.000354811431618973
BA.3,2022-01-06,37477,11,37769.1428571429,7.85714285714286,0.000208030743161462,0.000100142428782762,0.000399639564437893
BA.3,2022-01-07,34871,9,39240.8571428572,8.14285714285714,0.000207509665581792,9.63857294314367e-05,0.000384649821495775
BA.3,2022-01-08,24141,9,40301.8571428571,9,0.000223314771031466,0.000110502750212282,0.000407536802099262
BA.3,2022-01-09,20830,6,38794,9.57142857142857,0.000246724456653827,0.000132539509882704,0.000457224162113801
BA.3,2022-01-10,48247,9,37624.4285714286,9.14285714285714,0.000243003215995687,0.000118368534867904,0.000436541389312373
BA.3,2022-01-11,44117,14,36087.7142857143,9.42857142857143,0.000261268179910852,0.000123406892910658,0.000455119696049056
BA.3,2022-01-12,38848,7,35504.4285714286,9.28571428571429,0.000261536790179092,0.000125436910184196,0.000462605056350873
BA.3,2022-01-13,37358,6,35487.4285714286,8.57142857142857,0.000241534225399739,0.000125497003998109,0.000462826641928649
BA.3,2022-01-14,36889,20,35775.7142857143,10.1428571428571,0.000283512358742962,0.000143720989394103,0.000495790340810265
BA.3,2022-01-15,35708,15,37428.1428571429,11,0.000293896494998034,0.000156156874384829,0.000508593626789233
BA.3,2022-01-16,23231,5,37771.1428571429,10.8571428571429,0.000287445442098654,0.000154738719991262,0.000503975589249084
BA.3,2022-01-17,47312,20,37637.5714285714,12.4285714285714,0.000330217146240649,0.000174299659195202,0.000539902557396332
BA.3,2022-01-18,47535,13,38125.8571428571,12.2857142857143,0.000322240998797217,0.000172068537506051,0.000532992785642672
BA.3,2022-01-19,42368,17,38628.7142857143,13.7142857142857,0.000355028272824435,0.000207722298840921,0.000591741253411993
BA.3,2022-01-20,35463,19,38358,15.5714285714286,0.000405949960149866,0.000248294301112826,0.000661121002662357
BA.3,2022-01-21,34562,14,38025.5714285714,14.7142857142857,0.000386957648800243,0.00023063246671422,0.000634116014983421
BA.3,2022-01-22,24397,13,36409.7142857143,14.4285714285714,0.000396283566395154,0.000220382844128602,0.000627800166424164
BA.3,2022-01-23,22768,5,36343.5714285714,14.4285714285714,0.000397004775849531,0.000220783085262867,0.00062894009252501
BA.3,2022-01-24,44008,12,35871.5714285714,13.2857142857143,0.000370368895384726,0.000203145097391601,0.000601988094517947
BA.3,2022-01-25,38019,16,34512.1428571429,13.7142857142857,0.000397375664879856,0.000232503840697916,0.000662321581965997
BA.3,2022-01-26,33257,11,33210.5714285714,12.8571428571429,0.000387140067276341,0.000219423184231839,0.000650215214933803
BA.3,2022-01-27,32794,17,32829.2857142857,12.5714285714286,0.000382933356541415,0.000221976606918399,0.000657780105516759
BA.3,2022-01-28,27801,11,31863.4285714286,12.1428571428571,0.000381090726493427,0.00020589299882527,0.000637743486654796
BA.3,2022-01-29,22891,8,31648.2857142857,11.4285714285714,0.000361111863427493,0.000184678523053307,0.000601467571545999
BA.3,2022-01-30,24328,8,31871.1428571429,11.8571428571429,0.000372033814736125,0.000205841313225555,0.00063758342762188
BA.3,2022-01-31,45270,14,32051.4285714286,12.1428571428571,0.000378855410946693,0.000204685209129085,0.000634003220497115
BA.3,2022-02-01,33613,12,31422,11.5714285714286,0.000368258817752803,0.000208782883358882,0.000646692801985482
BA.3,2022-02-02,34667,10,31623.4285714286,11.4285714285714,0.00036139571023292,0.000184824533963924,0.000601943005856365
BA.3,2022-02-03,34101,23,31810.1428571429,12.2857142857143,0.000386220028652137,0.000206236072591106,0.00063880591094112
BA.3,2022-02-04,29570,9,32062.8571428571,12,0.000374264836927464,0.000204608597089455,0.000633765969098143
BA.3,2022-02-05,24236,5,32255,11.5714285714286,0.000358748366809133,0.000203390557725761,0.000629993951698382
BA.3,2022-02-06,23922,8,32197,11.5714285714286,0.000359394619729434,0.00020375697563645,0.000631128673633796
BA.3,2022-02-07,43436,10,31935,11,0.000344449663378738,0.000183018695260343,0.000596062902208816
BA.3,2022-02-08,35786,10,32245.4285714286,10.7142857142857,0.000332273013228896,0.00018125904594202,0.000590333175607305
BA.3,2022-02-09,29254,9,31472.1428571429,10.5714285714286,0.000335897959646853,0.000185711372085797,0.000604830685813518
BA.3,2022-02-10,28476,4,30668.5714285714,7.85714285714286,0.000256195267374697,0.000123327219544506,0.000492146314835851
BA.3,2022-02-11,27151,3,30323,7,0.000230847871252844,0.0001032629637038,0.00045320564360618
BA.3,2022-02-12,22630,6,30093.5714285714,7.14285714285714,0.000237354916807102,0.000104048786208659,0.000456653892438985
BA.3,2022-02-13,19198,5,29418.7142857143,6.71428571428571,0.000228231786375048,0.000106436255282191,0.000467130231683099
BA.3,2022-02-14,37364,5,28551.2857142857,6,0.000210148154448886,8.77204528772175e-05,0.000433130713114793
BA.3,2022-02-15,34821,7,28413.4285714286,5.57142857142857,0.00019608434643579,8.81465275871173e-05,0.000435234145143015
BA.3,2022-02-16,25787,9,27918.1428571429,5.57142857142857,0.000199563008182083,8.97094931433387e-05,0.000442950113386797
BA.3,2022-02-17,25096,8,27435.2857142857,6.14285714285714,0.000223903523616615,9.12889373241425e-05,0.000450747384212025
BA.3,2022-02-18,22904,3,26828.5714285714,6.14285714285714,0.000228966986155485,9.33510412008603e-05,0.000460927336942363
BA.3,2022-02-19,18367,1,26219.5714285714,5.42857142857143,0.000207042721631061,7.27676751012347e-05,0.000417950973923609
BA.3,2022-02-20,16000,1,25762.7142857143,4.85714285714286,0.000188533816867122,7.40585379931161e-05,0.000425363916801258
BA.3,2022-02-21,32949,4,25132,4.71428571428571,0.000187581000886747,7.5918053659041e-05,0.000436042340101417
BA.3,2022-02-22,25975,5,23868.2857142857,4.42857142857143,0.000185542082141275,5.6571793244737e-05,0.000398449228857567
BA.3,2022-02-23,22087,3,23339.7142857143,3.57142857142857,0.000153019378374077,5.78516254049695e-05,0.000407461829528111
BA.3,2022-02-24,15407,0,21955.5714285714,2.42857142857143,0.000110612991170481,1.89294985634852e-05,0.000292199521612191
BA.3,2022-02-25,14480,1,20752.1428571429,2.14285714285714,0.000103259560114274,2.00277884532257e-05,0.000309150492693866
BA.3,2022-02-26,11493,2,19770.1428571429,2.28571428571429,0.000115614454697199,2.10226204043022e-05,0.000324504465258779
BA.3,2022-02-27,10130,2,18931.5714285714,2.42857142857143,0.000128281555376129,2.19531856098435e-05,0.000338866362277757
BA.3,2022-02-28,17275,5,16692.4285714286,2.57142857142857,0.000154047600708619,5.062164407596e-05,0.00047957474600635
BA.3,2022-03-01,16086,5,15279.7142857143,2.57142857142857,0.000168290356962546,5.52997614204221e-05,0.000523883484782051
BA.3,2022-03-02,16743,1,14516.2857142857,2.28571428571429,0.000157458617906981,2.86319462220988e-05,0.000441937487847599
BA.3,2022-03-03,15098,0,14472.1428571429,2.28571428571429,0.000157938897389073,2.87190007296267e-05,0.000443280905943477
BA.3,2022-03-04,14282,1,14443.8571428571,2.28571428571429,0.000158248192508926,2.87746752111576e-05,0.000444140069131294
BA.3,2022-03-05,12323,1,14562.4285714286,2.14285714285714,0.000147149710115071,2.85414972059277e-05,0.000440541684193052
BA.3,2022-03-06,11947,4,14822,2.42857142857143,0.000163849104612834,2.80408184339427e-05,0.000432815207181414
