Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Barnstable,Massachusetts,US,41.72980578,-70.28854339,5396,206,2021-01-02,05:22:33
Berkshire,Massachusetts,US,42.37428441,-73.20524838,2907,130,2021-01-02,05:22:33
Bristol,Massachusetts,US,41.79228404,-71.10872211,34655,905,2021-01-02,05:22:33
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1231,2,2021-01-02,05:22:33
Essex,Massachusetts,US,42.6687626,-70.94687179,58429,1466,2021-01-02,05:22:33
Franklin,Massachusetts,US,42.58119713,-72.58602547,1278,65,2021-01-02,05:22:33
Hampden,Massachusetts,US,42.13440424,-72.63235561,26282,889,2021-01-02,05:22:33
Hampshire,Massachusetts,US,42.33997957,-72.65898478,3832,158,2021-01-02,05:22:33
Middlesex,Massachusetts,US,42.48607732,-71.39049229,75615,2321,2021-01-02,05:22:33
Norfolk,Massachusetts,US,42.16073095,-71.20530408,27296,1104,2021-01-02,05:22:33
Plymouth,Massachusetts,US,41.94070556,-70.80802823,24296,830,2021-01-02,05:22:33
Suffolk,Massachusetts,US,42.3279514,-71.07850442,54556,1177,2021-01-02,05:22:33
Unassigned,Massachusetts,US,,,16810,3,2021-01-02,05:22:33
Worcester,Massachusetts,US,42.35026951,-71.90493363,42595,1266,2021-01-02,05:22:33
Barnstable,Massachusetts,US,41.72980578,-70.28854339,5617,207,2021-01-03,05:22:52
Berkshire,Massachusetts,US,42.37428441,-73.20524838,2982,130,2021-01-03,05:22:52
Bristol,Massachusetts,US,41.79228404,-71.10872211,35721,916,2021-01-03,05:22:52
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1273,2,2021-01-03,05:22:52
Essex,Massachusetts,US,42.6687626,-70.94687179,59403,1481,2021-01-03,05:22:52
Franklin,Massachusetts,US,42.58119713,-72.58602547,1310,65,2021-01-03,05:22:52
Hampden,Massachusetts,US,42.13440424,-72.63235561,26886,895,2021-01-03,05:22:52
Hampshire,Massachusetts,US,42.33997957,-72.65898478,3940,161,2021-01-03,05:22:52
Middlesex,Massachusetts,US,42.48607732,-71.39049229,77222,2331,2021-01-03,05:22:52
Norfolk,Massachusetts,US,42.16073095,-71.20530408,28052,1108,2021-01-03,05:22:52
Plymouth,Massachusetts,US,41.94070556,-70.80802823,24993,835,2021-01-03,05:22:52
Suffolk,Massachusetts,US,42.3279514,-71.07850442,55575,1179,2021-01-03,05:22:52
Unassigned,Massachusetts,US,,,17330,3,2021-01-03,05:22:52
Worcester,Massachusetts,US,42.35026951,-71.90493363,43877,1276,2021-01-03,05:22:52
Barnstable,Massachusetts,US,41.72980578,-70.28854339,5708,214,2021-01-04,05:22:02
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3020,136,2021-01-04,05:22:02
Bristol,Massachusetts,US,41.79228404,-71.10872211,36074,925,2021-01-04,05:22:02
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1285,2,2021-01-04,05:22:02
Essex,Massachusetts,US,42.6687626,-70.94687179,59763,1490,2021-01-04,05:22:02
Franklin,Massachusetts,US,42.58119713,-72.58602547,1318,65,2021-01-04,05:22:02
Hampden,Massachusetts,US,42.13440424,-72.63235561,27058,903,2021-01-04,05:22:02
Hampshire,Massachusetts,US,42.33997957,-72.65898478,3988,163,2021-01-04,05:22:02
Middlesex,Massachusetts,US,42.48607732,-71.39049229,77821,2347,2021-01-04,05:22:02
Norfolk,Massachusetts,US,42.16073095,-71.20530408,28388,1119,2021-01-04,05:22:02
Plymouth,Massachusetts,US,41.94070556,-70.80802823,25280,841,2021-01-04,05:22:02
Suffolk,Massachusetts,US,42.3279514,-71.07850442,55925,1183,2021-01-04,05:22:02
Unassigned,Massachusetts,US,,,17737,3,2021-01-04,05:22:02
Worcester,Massachusetts,US,42.35026951,-71.90493363,44297,1292,2021-01-04,05:22:02
Barnstable,Massachusetts,US,41.72980578,-70.28854339,5750,218,2021-01-05,05:21:49
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3082,136,2021-01-05,05:21:49
Bristol,Massachusetts,US,41.79228404,-71.10872211,36502,932,2021-01-05,05:21:49
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1328,2,2021-01-05,05:21:49
Essex,Massachusetts,US,42.6687626,-70.94687179,60624,1500,2021-01-05,05:21:49
Franklin,Massachusetts,US,42.58119713,-72.58602547,1327,65,2021-01-05,05:21:49
Hampden,Massachusetts,US,42.13440424,-72.63235561,27403,906,2021-01-05,05:21:49
Hampshire,Massachusetts,US,42.33997957,-72.65898478,4043,163,2021-01-05,05:21:49
Middlesex,Massachusetts,US,42.48607732,-71.39049229,78663,2361,2021-01-05,05:21:49
Norfolk,Massachusetts,US,42.16073095,-71.20530408,28745,1123,2021-01-05,05:21:49
Plymouth,Massachusetts,US,41.94070556,-70.80802823,25666,843,2021-01-05,05:21:49
Suffolk,Massachusetts,US,42.3279514,-71.07850442,56431,1187,2021-01-05,05:21:49
Unassigned,Massachusetts,US,,,18271,3,2021-01-05,05:21:49
Worcester,Massachusetts,US,42.35026951,-71.90493363,44733,1300,2021-01-05,05:21:49
Barnstable,Massachusetts,US,41.72980578,-70.28854339,5818,220,2021-01-06,05:22:16
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3174,141,2021-01-06,05:22:16
Bristol,Massachusetts,US,41.79228404,-71.10872211,36957,941,2021-01-06,05:22:16
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1335,2,2021-01-06,05:22:16
Essex,Massachusetts,US,42.6687626,-70.94687179,61162,1505,2021-01-06,05:22:16
Franklin,Massachusetts,US,42.58119713,-72.58602547,1338,65,2021-01-06,05:22:16
Hampden,Massachusetts,US,42.13440424,-72.63235561,27844,907,2021-01-06,05:22:16
Hampshire,Massachusetts,US,42.33997957,-72.65898478,4111,164,2021-01-06,05:22:16
Middlesex,Massachusetts,US,42.48607732,-71.39049229,79505,2369,2021-01-06,05:22:16
Norfolk,Massachusetts,US,42.16073095,-71.20530408,29149,1128,2021-01-06,05:22:16
Plymouth,Massachusetts,US,41.94070556,-70.80802823,26021,847,2021-01-06,05:22:16
Suffolk,Massachusetts,US,42.3279514,-71.07850442,56911,1195,2021-01-06,05:22:16
Unassigned,Massachusetts,US,,,18738,3,2021-01-06,05:22:16
Worcester,Massachusetts,US,42.35026951,-71.90493363,45139,1304,2021-01-06,05:22:16
Barnstable,Massachusetts,US,41.72980578,-70.28854339,5881,226,2021-01-07,05:22:03
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3260,146,2021-01-07,05:22:03
Bristol,Massachusetts,US,41.79228404,-71.10872211,37701,958,2021-01-07,05:22:03
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1379,2,2021-01-07,05:22:03
Essex,Massachusetts,US,42.6687626,-70.94687179,62272,1516,2021-01-07,05:22:03
Franklin,Massachusetts,US,42.58119713,-72.58602547,1356,65,2021-01-07,05:22:03
Hampden,Massachusetts,US,42.13440424,-72.63235561,28209,913,2021-01-07,05:22:03
Hampshire,Massachusetts,US,42.33997957,-72.65898478,4198,165,2021-01-07,05:22:03
Middlesex,Massachusetts,US,42.48607732,-71.39049229,80812,2384,2021-01-07,05:22:03
Norfolk,Massachusetts,US,42.16073095,-71.20530408,29618,1134,2021-01-07,05:22:03
Plymouth,Massachusetts,US,41.94070556,-70.80802823,26426,852,2021-01-07,05:22:03
Suffolk,Massachusetts,US,42.3279514,-71.07850442,57742,1199,2021-01-07,05:22:03
Unassigned,Massachusetts,US,,,19186,3,2021-01-07,05:22:03
Worcester,Massachusetts,US,42.35026951,-71.90493363,46013,1314,2021-01-07,05:22:03
Barnstable,Massachusetts,US,41.72980578,-70.28854339,5973,232,2021-01-08,05:22:42
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3338,147,2021-01-08,05:22:42
Bristol,Massachusetts,US,41.79228404,-71.10872211,38419,964,2021-01-08,05:22:42
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1434,2,2021-01-08,05:22:42
Essex,Massachusetts,US,42.6687626,-70.94687179,63337,1526,2021-01-08,05:22:42
Franklin,Massachusetts,US,42.58119713,-72.58602547,1382,65,2021-01-08,05:22:42
Hampden,Massachusetts,US,42.13440424,-72.63235561,28830,920,2021-01-08,05:22:42
Hampshire,Massachusetts,US,42.33997957,-72.65898478,4292,167,2021-01-08,05:22:42
Middlesex,Massachusetts,US,42.48607732,-71.39049229,82238,2389,2021-01-08,05:22:42
Norfolk,Massachusetts,US,42.16073095,-71.20530408,30158,1140,2021-01-08,05:22:42
Plymouth,Massachusetts,US,41.94070556,-70.80802823,26952,856,2021-01-08,05:22:42
Suffolk,Massachusetts,US,42.3279514,-71.07850442,58671,1203,2021-01-08,05:22:42
Unassigned,Massachusetts,US,,,19584,3,2021-01-08,05:22:42
Worcester,Massachusetts,US,42.35026951,-71.90493363,46993,1323,2021-01-08,05:22:42
Barnstable,Massachusetts,US,41.72980578,-70.28854339,6143,234,2021-01-09,05:22:18
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3414,147,2021-01-09,05:22:18
Bristol,Massachusetts,US,41.79228404,-71.10872211,39255,974,2021-01-09,05:22:18
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1468,2,2021-01-09,05:22:18
Essex,Massachusetts,US,42.6687626,-70.94687179,64512,1535,2021-01-09,05:22:18
Franklin,Massachusetts,US,42.58119713,-72.58602547,1418,65,2021-01-09,05:22:18
Hampden,Massachusetts,US,42.13440424,-72.63235561,29368,923,2021-01-09,05:22:18
Hampshire,Massachusetts,US,42.33997957,-72.65898478,4393,168,2021-01-09,05:22:18
Middlesex,Massachusetts,US,42.48607732,-71.39049229,83698,2398,2021-01-09,05:22:18
Norfolk,Massachusetts,US,42.16073095,-71.20530408,30818,1144,2021-01-09,05:22:18
Plymouth,Massachusetts,US,41.94070556,-70.80802823,27624,864,2021-01-09,05:22:18
Suffolk,Massachusetts,US,42.3279514,-71.07850442,59640,1208,2021-01-09,05:22:18
Unassigned,Massachusetts,US,,,20091,3,2021-01-09,05:22:18
Worcester,Massachusetts,US,42.35026951,-71.90493363,47879,1337,2021-01-09,05:22:18
Barnstable,Massachusetts,US,41.72980578,-70.28854339,6258,236,2021-01-10,05:22:12
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3500,151,2021-01-10,05:22:12
Bristol,Massachusetts,US,41.79228404,-71.10872211,40134,988,2021-01-10,05:22:12
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1508,2,2021-01-10,05:22:12
Essex,Massachusetts,US,42.6687626,-70.94687179,65536,1540,2021-01-10,05:22:12
Franklin,Massachusetts,US,42.58119713,-72.58602547,1438,65,2021-01-10,05:22:12
Hampden,Massachusetts,US,42.13440424,-72.63235561,29876,927,2021-01-10,05:22:12
Hampshire,Massachusetts,US,42.33997957,-72.65898478,4489,169,2021-01-10,05:22:12
Middlesex,Massachusetts,US,42.48607732,-71.39049229,85112,2412,2021-01-10,05:22:12
Norfolk,Massachusetts,US,42.16073095,-71.20530408,31347,1147,2021-01-10,05:22:12
Plymouth,Massachusetts,US,41.94070556,-70.80802823,28182,870,2021-01-10,05:22:12
Suffolk,Massachusetts,US,42.3279514,-71.07850442,60502,1211,2021-01-10,05:22:12
Unassigned,Massachusetts,US,,,20405,4,2021-01-10,05:22:12
Worcester,Massachusetts,US,42.35026951,-71.90493363,48848,1349,2021-01-10,05:22:12
Barnstable,Massachusetts,US,41.72980578,-70.28854339,6454,237,2021-01-11,05:21:50
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3543,151,2021-01-11,05:21:50
Bristol,Massachusetts,US,41.79228404,-71.10872211,40820,994,2021-01-11,05:21:50
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1539,2,2021-01-11,05:21:50
Essex,Massachusetts,US,42.6687626,-70.94687179,66326,1547,2021-01-11,05:21:50
Franklin,Massachusetts,US,42.58119713,-72.58602547,1458,65,2021-01-11,05:21:50
Hampden,Massachusetts,US,42.13440424,-72.63235561,30270,934,2021-01-11,05:21:50
Hampshire,Massachusetts,US,42.33997957,-72.65898478,4553,170,2021-01-11,05:21:50
Middlesex,Massachusetts,US,42.48607732,-71.39049229,86020,2424,2021-01-11,05:21:50
Norfolk,Massachusetts,US,42.16073095,-71.20530408,31860,1153,2021-01-11,05:21:50
Plymouth,Massachusetts,US,41.94070556,-70.80802823,28588,874,2021-01-11,05:21:50
Suffolk,Massachusetts,US,42.3279514,-71.07850442,61178,1218,2021-01-11,05:21:50
Unassigned,Massachusetts,US,,,20700,4,2021-01-11,05:21:50
Worcester,Massachusetts,US,42.35026951,-71.90493363,49482,1359,2021-01-11,05:21:50
Barnstable,Massachusetts,US,41.72980578,-70.28854339,6569,237,2021-01-12,05:22:15
Berkshire,Massachusetts,US,42.37428441,-73.20524838,3614,152,2021-01-12,05:22:15
Bristol,Massachusetts,US,41.79228404,-71.10872211,41297,996,2021-01-12,05:22:15
Dukes and Nantucket,Massachusetts,US,41.40674725,-70.68763497,1549,2,2021-01-12,05:22:15
Essex,Massachusetts,US,42.6687626,-70.94687179,66977,1556,2021-01-12,05:22:15
Franklin,Massachusetts,US,42.58119713,-72.58602547,1472,65,2021-01-12,05:22:15
Hampden,Massachusetts,US,42.13440424,-72.63235561,30559,937,2021-01-12,05:22:15
Hampshire,Massachusetts,US,42.33997957,-72.65898478,4600,172,2021-01-12,05:22:15
Middlesex,Massachusetts,US,42.48607732,-71.39049229,86826,2435,2021-01-12,05:22:15
Norfolk,Massachusetts,US,42.16073095,-71.20530408,32299,1158,2021-01-12,05:22:15
Plymouth,Massachusetts,US,41.94070556,-70.80802823,28975,880,2021-01-12,05:22:15
Suffolk,Massachusetts,US,42.3279514,-71.07850442,61722,1221,2021-01-12,05:22:15
Unassigned,Massachusetts,US,,,20703,4,2021-01-12,05:22:15
