Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-03-24,23:37:31
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-03-24,23:37:31
Kalawao,Hawaii,US,21.17882515,-156.9583592,,,2020-03-24,23:37:31
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-03-24,23:37:31
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-03-24,23:37:31
Unassigned,Hawaii,US,0.0,0.0,,,2020-03-24,23:37:31
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-03-25,23:33:19
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-03-25,23:33:19
Kalawao,Hawaii,US,21.17882515,-156.9583592,,,2020-03-25,23:33:19
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-03-25,23:33:19
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-03-25,23:33:19
Unassigned,Hawaii,US,0.0,0.0,,,2020-03-25,23:33:19
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-03-26,23:48:35
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-03-26,23:48:35
Kalawao,Hawaii,US,21.17882515,-156.9583592,,,2020-03-26,23:48:35
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-03-26,23:48:35
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-03-26,23:48:35
Unassigned,Hawaii,US,0.0,0.0,,,2020-03-26,23:48:35
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-03-27,22:14:55
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-03-27,22:14:55
Kalawao,Hawaii,US,21.17882515,-156.9583592,,,2020-03-27,22:14:55
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-03-27,22:14:55
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-03-27,22:14:55
Unassigned,Hawaii,US,0.0,0.0,,,2020-03-27,22:14:55
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,3/28/20,23:05
Honolulu,Hawaii,US,21.45803166,-157.9712182,,,3/28/20,23:05
Kalawao,Hawaii,US,21.17882515,-156.9583592,,,3/28/20,23:05
Kauai,Hawaii,US,22.03935037,-159.5966786,,,3/28/20,23:05
Maui,Hawaii,US,20.86399628,-156.5689097,,,3/28/20,23:05
Unassigned,Hawaii,US,0.0,0.0,,,3/28/20,23:05
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,3/29/20,23:08
Honolulu,Hawaii,US,21.45803166,-157.9712182,,,3/29/20,23:08
Kalawao,Hawaii,US,21.17882515,-156.9583592,,,3/29/20,23:08
Kauai,Hawaii,US,22.03935037,-159.5966786,,,3/29/20,23:08
Maui,Hawaii,US,20.86399628,-156.5689097,,,3/29/20,23:08
Unassigned,Hawaii,US,0.0,0.0,,,3/29/20,23:08
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,3/30/20,22:52
Honolulu,Hawaii,US,21.45803166,-157.9712182,,,3/30/20,22:52
Kalawao,Hawaii,US,21.17882515,-156.9583592,,,3/30/20,22:52
Kauai,Hawaii,US,22.03935037,-159.5966786,,,3/30/20,22:52
Maui,Hawaii,US,20.86399628,-156.5689097,,,3/30/20,22:52
Unassigned,Hawaii,US,0.0,0.0,,,3/30/20,22:52
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-03-31,23:43:56
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-03-31,23:43:56
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-03-31,23:43:56
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-03-31,23:43:56
Unassigned,Hawaii,US,0.0,0.0,,,2020-03-31,23:43:56
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-01,21:58:49
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-01,21:58:49
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-01,21:58:49
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-01,21:58:49
Unassigned,Hawaii,US,0.0,0.0,,,2020-04-01,21:58:49
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,4/2/20,23:25
Honolulu,Hawaii,US,21.45803166,-157.9712182,,,4/2/20,23:25
Kauai,Hawaii,US,22.03935037,-159.5966786,,,4/2/20,23:25
Maui,Hawaii,US,20.86399628,-156.5689097,,,4/2/20,23:25
Unassigned,Hawaii,US,,,,,4/2/20,23:25
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-03,22:46:37
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-03,22:46:37
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-03,22:46:37
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-03,22:46:37
Out of HI,Hawaii,US,,,,,2020-04-03,22:46:37
Unassigned,Hawaii,US,,,,,2020-04-03,22:46:37
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,4/4/20,23:34
Honolulu,Hawaii,US,21.45803166,-157.9712182,,,4/4/20,23:34
Kauai,Hawaii,US,22.03935037,-159.5966786,,,4/4/20,23:34
Maui,Hawaii,US,20.86399628,-156.5689097,,,4/4/20,23:34
Out of HI,Hawaii,US,,,,,4/4/20,23:34
Unassigned,Hawaii,US,,,,,4/4/20,23:34
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-05,23:06:45
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-05,23:06:45
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-05,23:06:45
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-05,23:06:45
Out of HI,Hawaii,US,,,,,2020-04-05,23:06:45
Unassigned,Hawaii,US,,,,,2020-04-05,23:06:45
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,4/6/20,23:22
Honolulu,Hawaii,US,21.45803166,-157.9712182,,,4/6/20,23:22
Kauai,Hawaii,US,22.03935037,-159.5966786,,,4/6/20,23:22
Maui,Hawaii,US,20.86399628,-156.5689097,,,4/6/20,23:22
Out of HI,Hawaii,US,,,,,4/6/20,23:22
Unassigned,Hawaii,US,,,,,4/6/20,23:22
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-07,23:04:49
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-07,23:04:49
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-07,23:04:49
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-07,23:04:49
Out of HI,Hawaii,US,,,,,2020-04-07,23:04:49
Unassigned,Hawaii,US,,,,,2020-04-07,23:04:49
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-08,22:51:58
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-08,22:51:58
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-08,22:51:58
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-08,22:51:58
Out of HI,Hawaii,US,,,,,2020-04-08,22:51:58
Unassigned,Hawaii,US,,,,,2020-04-08,22:51:58
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-09,23:02:37
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-09,23:02:37
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-09,23:02:37
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-09,23:02:37
Out of HI,Hawaii,US,,,,,2020-04-09,23:02:37
Unassigned,Hawaii,US,,,,,2020-04-09,23:02:37
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-10,22:54:07
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-10,22:54:07
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-10,22:54:07
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-10,22:54:07
Out of HI,Hawaii,US,,,,,2020-04-10,22:54:07
Unassigned,Hawaii,US,,,,,2020-04-10,22:54:07
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-11,22:45:33
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-11,22:45:33
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-11,22:45:33
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-11,22:45:33
Out of HI,Hawaii,US,,,,,2020-04-11,22:45:33
Unassigned,Hawaii,US,,,,,2020-04-11,22:45:33
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-12,23:18:00
Honolulu,Hawaii,US,21.45803166,-157.9712182,,,2020-04-12,23:18:00
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-12,23:18:00
Maui,Hawaii,US,20.86399628,-156.5689097,,,2020-04-12,23:18:00
Out of HI,Hawaii,US,,,,,2020-04-12,23:18:00
Unassigned,Hawaii,US,,,,,2020-04-12,23:18:00
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-13,23:07:54
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-13,23:07:54
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-13,23:07:54
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-13,23:07:54
Out of HI,Hawaii,US,,,,,2020-04-13,23:07:54
Unassigned,Hawaii,US,,,,,2020-04-13,23:07:54
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-14,23:33:31
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-14,23:33:31
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-14,23:33:31
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-14,23:33:31
Unassigned,Hawaii,US,,,,,2020-04-14,23:33:31
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-15,22:56:51
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-15,22:56:51
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-15,22:56:51
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-15,22:56:51
Unassigned,Hawaii,US,,,,,2020-04-15,22:56:51
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-16,23:30:51
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-16,23:30:51
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-16,23:30:51
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-16,23:30:51
Out of HI,Hawaii,US,,,,,2020-04-16,23:30:51
Unassigned,Hawaii,US,,,,,2020-04-16,23:30:51
Hawaii,Hawaii,US,19.60121157,-155.5210167,,,2020-04-17,23:30:52
Honolulu,Hawaii,US,21.45803166,-157.97121819999995,,,2020-04-17,23:30:52
Kauai,Hawaii,US,22.03935037,-159.5966786,,,2020-04-17,23:30:52
Maui,Hawaii,US,20.86399628,-156.56890969999995,,,2020-04-17,23:30:52
Out of HI,Hawaii,US,,,,,2020-04-17,23:30:52
Unassigned,Hawaii,US,,,,,2020-04-17,23:30:52
