Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Adams,Nebraska,US,40.52449420000001,-98.50117804,379,11.0,2020-08-21,04:27:41
Antelope,Nebraska,US,42.17695516,-98.0666283,21,1.0,2020-08-21,04:27:41
Arthur,Nebraska,US,41.56896142,-101.6959559,1,0.0,2020-08-21,04:27:41
Banner,Nebraska,US,41.54634427,-103.7114332,2,0.0,2020-08-21,04:27:41
Blaine,Nebraska,US,41.91311716,-99.97677845,0,0.0,2020-08-21,04:27:41
Boone,Nebraska,US,41.70759415,-98.06737183,16,0.0,2020-08-21,04:27:41
Box Butte,Nebraska,US,42.22079243,-103.0878834,18,0.0,2020-08-21,04:27:41
Boyd,Nebraska,US,42.8997274,-98.76486568,10,0.0,2020-08-21,04:27:41
Brown,Nebraska,US,42.43018907,-99.92904055,2,0.0,2020-08-21,04:27:41
Buffalo,Nebraska,US,40.85486962,-99.07500296,544,1.0,2020-08-21,04:27:41
Burt,Nebraska,US,41.85056773,-96.32605633,56,0.0,2020-08-21,04:27:41
Butler,Nebraska,US,41.22703692,-97.13106306,70,0.0,2020-08-21,04:27:41
Cass,Nebraska,US,40.90899107,-96.13971217,226,2.0,2020-08-21,04:27:41
Cedar,Nebraska,US,42.5988851,-97.25311951,34,0.0,2020-08-21,04:27:41
Chase,Nebraska,US,40.5237198,-101.6978026,10,0.0,2020-08-21,04:27:41
Cherry,Nebraska,US,42.54502621,-101.1244332,5,0.0,2020-08-21,04:27:41
Cheyenne,Nebraska,US,41.21999357,-102.9941693,27,0.0,2020-08-21,04:27:41
Clay,Nebraska,US,40.52439441,-98.05126296,51,0.0,2020-08-21,04:27:41
Colfax,Nebraska,US,41.57486951,-97.0868542,710,4.0,2020-08-21,04:27:41
Cuming,Nebraska,US,41.91637624,-96.78730772,73,0.0,2020-08-21,04:27:41
Custer,Nebraska,US,41.39374521,-99.72805369,64,4.0,2020-08-21,04:27:41
Dakota,Nebraska,US,42.39040144,-96.56656425,1953,42.0,2020-08-21,04:27:41
Dawes,Nebraska,US,42.71985036,-103.1313774,39,0.0,2020-08-21,04:27:41
Dawson,Nebraska,US,40.87028216,-99.8201461,983,9.0,2020-08-21,04:27:41
Deuel,Nebraska,US,41.11168186,-102.3333331,2,0.0,2020-08-21,04:27:41
Dixon,Nebraska,US,42.49188363,-96.86782408,57,2.0,2020-08-21,04:27:41
Dodge,Nebraska,US,41.58071748,-96.65598179,859,11.0,2020-08-21,04:27:41
Douglas,Nebraska,US,41.29518299,-96.15085305,12421,148.0,2020-08-21,04:27:41
Dundy,Nebraska,US,40.17638677,-101.6876522,3,0.0,2020-08-21,04:27:41
Fillmore,Nebraska,US,40.52458567,-97.59646937,29,1.0,2020-08-21,04:27:41
Franklin,Nebraska,US,40.17636348,-98.95299073,16,0.0,2020-08-21,04:27:41
Frontier,Nebraska,US,40.52993007,-100.3924658,4,0.0,2020-08-21,04:27:41
Furnas,Nebraska,US,40.17642064,-99.91247454,17,1.0,2020-08-21,04:27:41
Gage,Nebraska,US,40.26186809,-96.68946704,110,4.0,2020-08-21,04:27:41
Garden,Nebraska,US,41.61703149,-102.3313973,5,0.0,2020-08-21,04:27:41
Garfield,Nebraska,US,41.91428955,-98.99111827,6,0.0,2020-08-21,04:27:41
Gosper,Nebraska,US,40.51481965,-99.83020279,22,0.0,2020-08-21,04:27:41
Grant,Nebraska,US,41.91528587,-101.740701,0,0.0,2020-08-21,04:27:41
Greeley,Nebraska,US,41.56742671,-98.52150266,10,0.0,2020-08-21,04:27:41
Hall,Nebraska,US,40.87257079,-98.50218293,1783,46.0,2020-08-21,04:27:41
Hamilton,Nebraska,US,40.87349452,-98.02099117,104,12.0,2020-08-21,04:27:41
Harlan,Nebraska,US,40.17658508,-99.40438879,2,0.0,2020-08-21,04:27:41
Hayes,Nebraska,US,40.52451972,-101.0603568,0,0.0,2020-08-21,04:27:41
Hitchcock,Nebraska,US,40.17609175,-101.0416477,1,0.0,2020-08-21,04:27:41
Holt,Nebraska,US,42.45522056,-98.78402558,15,0.0,2020-08-21,04:27:41
Hooker,Nebraska,US,41.91586243,-101.1354293,4,0.0,2020-08-21,04:27:41
Howard,Nebraska,US,41.2200529,-98.5166499,58,5.0,2020-08-21,04:27:41
Jefferson,Nebraska,US,40.17584531,-97.142601,19,0.0,2020-08-21,04:27:41
Johnson,Nebraska,US,40.39257596,-96.26522753,20,0.0,2020-08-21,04:27:41
Kearney,Nebraska,US,40.50663314,-98.94877182,93,0.0,2020-08-21,04:27:41
Keith,Nebraska,US,41.19930341,-101.6620164,40,0.0,2020-08-21,04:27:41
Keya Paha,Nebraska,US,42.87990694,-99.71343729,0,0.0,2020-08-21,04:27:41
Kimball,Nebraska,US,41.19774275,-103.7148131,15,0.0,2020-08-21,04:27:41
Knox,Nebraska,US,42.63758421,-97.89178836,45,0.0,2020-08-21,04:27:41
Lancaster,Nebraska,US,40.78416049,-96.68777155,3545,20.0,2020-08-21,04:27:41
Lincoln,Nebraska,US,41.04658298,-100.7475374,245,2.0,2020-08-21,04:27:41
Logan,Nebraska,US,41.56650314,-100.4817851,2,0.0,2020-08-21,04:27:41
Loup,Nebraska,US,41.91371961,-99.45440415,0,0.0,2020-08-21,04:27:41
Madison,Nebraska,US,41.91676024,-97.6005481,519,5.0,2020-08-21,04:27:41
McPherson,Nebraska,US,41.56797682,-101.0599362,6,0.0,2020-08-21,04:27:41
Merrick,Nebraska,US,41.16624273,-98.0374887,64,0.0,2020-08-21,04:27:41
Morrill,Nebraska,US,41.71711774,-103.0061405,63,0.0,2020-08-21,04:27:41
Nance,Nebraska,US,41.39750195,-97.99327291,11,0.0,2020-08-21,04:27:41
Nemaha,Nebraska,US,40.38514847,-95.85433992,56,0.0,2020-08-21,04:27:41
Nuckolls,Nebraska,US,40.17637905,-98.04743961,8,0.0,2020-08-21,04:27:41
Otoe,Nebraska,US,40.64843556,-96.13374142,81,0.0,2020-08-21,04:27:41
Pawnee,Nebraska,US,40.13141096,-96.23705437,10,0.0,2020-08-21,04:27:41
Perkins,Nebraska,US,40.85082525,-101.6502942,25,7.0,2020-08-21,04:27:41
Phelps,Nebraska,US,40.51156033,-99.41461667,52,0.0,2020-08-21,04:27:41
Pierce,Nebraska,US,42.26434853,-97.60122773,53,1.0,2020-08-21,04:27:41
Platte,Nebraska,US,41.57246836,-97.52144359,830,3.0,2020-08-21,04:27:41
Polk,Nebraska,US,41.18813488,-97.56630712,30,0.0,2020-08-21,04:27:41
Red Willow,Nebraska,US,40.17556879999999,-100.476998,18,0.0,2020-08-21,04:27:41
Richardson,Nebraska,US,40.1247415,-95.71755036,28,1.0,2020-08-21,04:27:41
Rock,Nebraska,US,42.42252217,-99.44832069,3,0.0,2020-08-21,04:27:41
Saline,Nebraska,US,40.52418865,-97.14085859,608,2.0,2020-08-21,04:27:41
Sarpy,Nebraska,US,41.11314181,-96.11156432,2598,13.0,2020-08-21,04:27:41
Saunders,Nebraska,US,41.2278103,-96.63773905,188,2.0,2020-08-21,04:27:41
Scotts Bluff,Nebraska,US,41.85070896,-103.7080986,322,6.0,2020-08-21,04:27:41
Seward,Nebraska,US,40.87241834,-97.139673,138,1.0,2020-08-21,04:27:41
Sheridan,Nebraska,US,42.50284406,-102.4126613,12,0.0,2020-08-21,04:27:41
Sherman,Nebraska,US,41.22045983,-98.97588642,14,1.0,2020-08-21,04:27:41
Sioux,Nebraska,US,42.48932059,-103.7576544,5,0.0,2020-08-21,04:27:41
Stanton,Nebraska,US,41.9169835,-97.19394708,32,0.0,2020-08-21,04:27:41
Thayer,Nebraska,US,40.17626377,-97.59504381,27,0.0,2020-08-21,04:27:41
Thomas,Nebraska,US,41.91358968,-100.5556632,2,0.0,2020-08-21,04:27:41
Thurston,Nebraska,US,42.15725356,-96.54157099,215,4.0,2020-08-21,04:27:41
Unassigned,Nebraska,US,,,166,0.0,2020-08-21,04:27:41
Valley,Nebraska,US,41.56730777,-98.98197724,17,0.0,2020-08-21,04:27:41
Washington,Nebraska,US,41.52815707,-96.22019892,152,1.0,2020-08-21,04:27:41
Wayne,Nebraska,US,42.20934475,-97.11926964,40,0.0,2020-08-21,04:27:41
Webster,Nebraska,US,40.17642643,-98.50019851,11,0.0,2020-08-21,04:27:41
Wheeler,Nebraska,US,41.91482725,-98.52798941,1,0.0,2020-08-21,04:27:41
York,Nebraska,US,40.87272618,-97.59710186,97,0.0,2020-08-21,04:27:41
Adams,Nebraska,US,40.52449420000001,-98.50117804,381,11.0,2020-08-22,04:27:49
Antelope,Nebraska,US,42.17695516,-98.0666283,21,1.0,2020-08-22,04:27:49
Arthur,Nebraska,US,41.56896142,-101.6959559,1,0.0,2020-08-22,04:27:49
Banner,Nebraska,US,41.54634427,-103.7114332,3,0.0,2020-08-22,04:27:49
Blaine,Nebraska,US,41.91311716,-99.97677845,0,0.0,2020-08-22,04:27:49
Boone,Nebraska,US,41.70759415,-98.06737183,16,0.0,2020-08-22,04:27:49
Box Butte,Nebraska,US,42.22079243,-103.0878834,18,0.0,2020-08-22,04:27:49
Boyd,Nebraska,US,42.8997274,-98.76486568,10,0.0,2020-08-22,04:27:49
Brown,Nebraska,US,42.43018907,-99.92904055,2,0.0,2020-08-22,04:27:49
Buffalo,Nebraska,US,40.85486962,-99.07500296,554,2.0,2020-08-22,04:27:49
Burt,Nebraska,US,41.85056773,-96.32605633,56,0.0,2020-08-22,04:27:49
Butler,Nebraska,US,41.22703692,-97.13106306,71,0.0,2020-08-22,04:27:49
Cass,Nebraska,US,40.90899107,-96.13971217,230,2.0,2020-08-22,04:27:49
Cedar,Nebraska,US,42.5988851,-97.25311951,39,0.0,2020-08-22,04:27:49
Chase,Nebraska,US,40.5237198,-101.6978026,11,0.0,2020-08-22,04:27:49
Cherry,Nebraska,US,42.54502621,-101.1244332,5,0.0,2020-08-22,04:27:49
Cheyenne,Nebraska,US,41.21999357,-102.9941693,27,0.0,2020-08-22,04:27:49
Clay,Nebraska,US,40.52439441,-98.05126296,53,0.0,2020-08-22,04:27:49
Colfax,Nebraska,US,41.57486951,-97.0868542,710,4.0,2020-08-22,04:27:49
Cuming,Nebraska,US,41.91637624,-96.78730772,73,0.0,2020-08-22,04:27:49
Custer,Nebraska,US,41.39374521,-99.72805369,66,4.0,2020-08-22,04:27:49
Dakota,Nebraska,US,42.39040144,-96.56656425,1956,42.0,2020-08-22,04:27:49
Dawes,Nebraska,US,42.71985036,-103.1313774,44,0.0,2020-08-22,04:27:49
Dawson,Nebraska,US,40.87028216,-99.8201461,985,9.0,2020-08-22,04:27:49
Deuel,Nebraska,US,41.11168186,-102.3333331,2,0.0,2020-08-22,04:27:49
Dixon,Nebraska,US,42.49188363,-96.86782408,57,2.0,2020-08-22,04:27:49
Dodge,Nebraska,US,41.58071748,-96.65598179,863,11.0,2020-08-22,04:27:49
Douglas,Nebraska,US,41.29518299,-96.15085305,12498,148.0,2020-08-22,04:27:49
Dundy,Nebraska,US,40.17638677,-101.6876522,6,0.0,2020-08-22,04:27:49
Fillmore,Nebraska,US,40.52458567,-97.59646937,30,1.0,2020-08-22,04:27:49
Franklin,Nebraska,US,40.17636348,-98.95299073,16,0.0,2020-08-22,04:27:49
Frontier,Nebraska,US,40.52993007,-100.3924658,4,0.0,2020-08-22,04:27:49
Furnas,Nebraska,US,40.17642064,-99.91247454,18,1.0,2020-08-22,04:27:49
Gage,Nebraska,US,40.26186809,-96.68946704,110,4.0,2020-08-22,04:27:49
Garden,Nebraska,US,41.61703149,-102.3313973,5,0.0,2020-08-22,04:27:49
Garfield,Nebraska,US,41.91428955,-98.99111827,6,0.0,2020-08-22,04:27:49
Gosper,Nebraska,US,40.51481965,-99.83020279,22,0.0,2020-08-22,04:27:49
Grant,Nebraska,US,41.91528587,-101.740701,0,0.0,2020-08-22,04:27:49
Greeley,Nebraska,US,41.56742671,-98.52150266,10,0.0,2020-08-22,04:27:49
Hall,Nebraska,US,40.87257079,-98.50218293,1790,46.0,2020-08-22,04:27:49
Hamilton,Nebraska,US,40.87349452,-98.02099117,105,12.0,2020-08-22,04:27:49
Harlan,Nebraska,US,40.17658508,-99.40438879,2,0.0,2020-08-22,04:27:49
Hayes,Nebraska,US,40.52451972,-101.0603568,0,0.0,2020-08-22,04:27:49
Hitchcock,Nebraska,US,40.17609175,-101.0416477,1,0.0,2020-08-22,04:27:49
Holt,Nebraska,US,42.45522056,-98.78402558,15,0.0,2020-08-22,04:27:49
Hooker,Nebraska,US,41.91586243,-101.1354293,4,0.0,2020-08-22,04:27:49
Howard,Nebraska,US,41.2200529,-98.5166499,59,5.0,2020-08-22,04:27:49
Jefferson,Nebraska,US,40.17584531,-97.142601,19,0.0,2020-08-22,04:27:49
Johnson,Nebraska,US,40.39257596,-96.26522753,21,0.0,2020-08-22,04:27:49
Kearney,Nebraska,US,40.50663314,-98.94877182,96,0.0,2020-08-22,04:27:49
Keith,Nebraska,US,41.19930341,-101.6620164,44,0.0,2020-08-22,04:27:49
Keya Paha,Nebraska,US,42.87990694,-99.71343729,0,0.0,2020-08-22,04:27:49
Kimball,Nebraska,US,41.19774275,-103.7148131,15,0.0,2020-08-22,04:27:49
Knox,Nebraska,US,42.63758421,-97.89178836,48,0.0,2020-08-22,04:27:49
Lancaster,Nebraska,US,40.78416049,-96.68777155,3572,20.0,2020-08-22,04:27:49
Lincoln,Nebraska,US,41.04658298,-100.7475374,248,2.0,2020-08-22,04:27:49
Logan,Nebraska,US,41.56650314,-100.4817851,2,0.0,2020-08-22,04:27:49
Loup,Nebraska,US,41.91371961,-99.45440415,0,0.0,2020-08-22,04:27:49
Madison,Nebraska,US,41.91676024,-97.6005481,540,5.0,2020-08-22,04:27:49
McPherson,Nebraska,US,41.56797682,-101.0599362,6,0.0,2020-08-22,04:27:49
Merrick,Nebraska,US,41.16624273,-98.0374887,65,0.0,2020-08-22,04:27:49
Morrill,Nebraska,US,41.71711774,-103.0061405,63,0.0,2020-08-22,04:27:49
Nance,Nebraska,US,41.39750195,-97.99327291,11,0.0,2020-08-22,04:27:49
Nemaha,Nebraska,US,40.38514847,-95.85433992,59,0.0,2020-08-22,04:27:49
Nuckolls,Nebraska,US,40.17637905,-98.04743961,7,0.0,2020-08-22,04:27:49
Otoe,Nebraska,US,40.64843556,-96.13374142,86,1.0,2020-08-22,04:27:49
Pawnee,Nebraska,US,40.13141096,-96.23705437,10,0.0,2020-08-22,04:27:49
Perkins,Nebraska,US,40.85082525,-101.6502942,27,7.0,2020-08-22,04:27:49
Phelps,Nebraska,US,40.51156033,-99.41461667,52,0.0,2020-08-22,04:27:49
Pierce,Nebraska,US,42.26434853,-97.60122773,56,1.0,2020-08-22,04:27:49
Platte,Nebraska,US,41.57246836,-97.52144359,830,3.0,2020-08-22,04:27:49
Polk,Nebraska,US,41.18813488,-97.56630712,30,0.0,2020-08-22,04:27:49
Red Willow,Nebraska,US,40.17556879999999,-100.476998,18,0.0,2020-08-22,04:27:49
Richardson,Nebraska,US,40.1247415,-95.71755036,28,1.0,2020-08-22,04:27:49
Rock,Nebraska,US,42.42252217,-99.44832069,4,0.0,2020-08-22,04:27:49
Saline,Nebraska,US,40.52418865,-97.14085859,613,2.0,2020-08-22,04:27:49
Sarpy,Nebraska,US,41.11314181,-96.11156432,2626,13.0,2020-08-22,04:27:49
Saunders,Nebraska,US,41.2278103,-96.63773905,190,2.0,2020-08-22,04:27:49
Scotts Bluff,Nebraska,US,41.85070896,-103.7080986,323,6.0,2020-08-22,04:27:49
Seward,Nebraska,US,40.87241834,-97.139673,143,2.0,2020-08-22,04:27:49
Sheridan,Nebraska,US,42.50284406,-102.4126613,14,0.0,2020-08-22,04:27:49
Sherman,Nebraska,US,41.22045983,-98.97588642,14,1.0,2020-08-22,04:27:49
Sioux,Nebraska,US,42.48932059,-103.7576544,5,0.0,2020-08-22,04:27:49
Stanton,Nebraska,US,41.9169835,-97.19394708,32,0.0,2020-08-22,04:27:49
Thayer,Nebraska,US,40.17626377,-97.59504381,27,0.0,2020-08-22,04:27:49
Thomas,Nebraska,US,41.91358968,-100.5556632,2,0.0,2020-08-22,04:27:49
Thurston,Nebraska,US,42.15725356,-96.54157099,216,4.0,2020-08-22,04:27:49
Unassigned,Nebraska,US,,,183,0.0,2020-08-22,04:27:49
Valley,Nebraska,US,41.56730777,-98.98197724,17,0.0,2020-08-22,04:27:49
Washington,Nebraska,US,41.52815707,-96.22019892,158,1.0,2020-08-22,04:27:49
Wayne,Nebraska,US,42.20934475,-97.11926964,43,0.0,2020-08-22,04:27:49
Webster,Nebraska,US,40.17642643,-98.50019851,11,0.0,2020-08-22,04:27:49
Wheeler,Nebraska,US,41.91482725,-98.52798941,1,0.0,2020-08-22,04:27:49
