Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Arkansas,Arkansas,US,34.29145151,-91.37277296,2072,36,2021-03-30,04:26:23
Ashley,Arkansas,US,33.19153461,-91.7698471,1897,33,2021-03-30,04:26:23
Baxter,Arkansas,US,36.28784385,-92.33782872,3063,100,2021-03-30,04:26:23
Benton,Arkansas,US,36.33644656,-94.25680817,28085,405,2021-03-30,04:26:23
Boone,Arkansas,US,36.3084504,-93.09374925,3737,79,2021-03-30,04:26:23
Bradley,Arkansas,US,33.46755808,-92.15980837,1356,32,2021-03-30,04:26:23
Calhoun,Arkansas,US,33.55598792,-92.49974403,409,3,2021-03-30,04:26:23
Carroll,Arkansas,US,36.34038560000001,-93.54270261,2748,44,2021-03-30,04:26:23
Chicot,Arkansas,US,33.26458973,-91.29539209,1609,38,2021-03-30,04:26:23
Clark,Arkansas,US,34.04613432,-93.17484713,2078,40,2021-03-30,04:26:23
Clay,Arkansas,US,36.36826212,-90.4148172,1722,50,2021-03-30,04:26:23
Cleburne,Arkansas,US,35.53864922,-92.02640019,1942,71,2021-03-30,04:26:23
Cleveland,Arkansas,US,33.89723187,-92.18537045,937,25,2021-03-30,04:26:23
Columbia,Arkansas,US,33.21230701,-93.22642793,2314,55,2021-03-30,04:26:23
Conway,Arkansas,US,35.26205537,-92.70506566,2186,32,2021-03-30,04:26:23
Craighead,Arkansas,US,35.83018283,-90.63235729,13069,174,2021-03-30,04:26:23
Crawford,Arkansas,US,35.58928601,-94.2446814,6971,115,2021-03-30,04:26:23
Crittenden,Arkansas,US,35.21247318,-90.30839406,5859,95,2021-03-30,04:26:23
Cross,Arkansas,US,35.29631396,-90.77185818,1917,49,2021-03-30,04:26:23
Dallas,Arkansas,US,33.97042763,-92.65167437,756,15,2021-03-30,04:26:23
Desha,Arkansas,US,33.83011025,-91.25500948,1355,24,2021-03-30,04:26:23
Drew,Arkansas,US,33.59035001,-91.71777921,1984,39,2021-03-30,04:26:23
Faulkner,Arkansas,US,35.14719007,-92.33717519,12160,157,2021-03-30,04:26:23
Franklin,Arkansas,US,35.51202821,-93.89299569,1670,39,2021-03-30,04:26:23
Fulton,Arkansas,US,36.38177105,-91.81729127,1099,47,2021-03-30,04:26:23
Garland,Arkansas,US,34.57692074,-93.14921604,10024,254,2021-03-30,04:26:23
Grant,Arkansas,US,34.29017991,-92.42320562,1632,32,2021-03-30,04:26:23
