Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Kent,Delaware,US,39.08646628,-75.56884914,3422,120.0,2020-10-26,04:25:02
New Castle,Delaware,US,39.57992638,-75.64054974,12646,361.0,2020-10-26,04:25:02
Sussex,Delaware,US,38.66143781,-75.39031349,7802,235.0,2020-10-26,04:25:02
Unassigned,Delaware,US,,,91,0.0,2020-10-26,04:25:02
Kent,Delaware,US,39.08646628,-75.56884914,3447,120.0,2020-10-27,04:24:45
New Castle,Delaware,US,39.57992638,-75.64054974,12776,362.0,2020-10-27,04:24:45
Sussex,Delaware,US,38.66143781,-75.39031349,7854,235.0,2020-10-27,04:24:45
Unassigned,Delaware,US,,,91,0.0,2020-10-27,04:24:45
Kent,Delaware,US,39.08646628,-75.56884914,3462,120.0,2020-10-28,04:24:39
New Castle,Delaware,US,39.57992638,-75.64054974,12814,362.0,2020-10-28,04:24:39
Sussex,Delaware,US,38.66143781,-75.39031349,7882,235.0,2020-10-28,04:24:39
Unassigned,Delaware,US,,,91,0.0,2020-10-28,04:24:39
Kent,Delaware,US,39.08646628,-75.56884914,3481,120.0,2020-10-29,04:24:49
New Castle,Delaware,US,39.57992638,-75.64054974,12895,364.0,2020-10-29,04:24:49
Sussex,Delaware,US,38.66143781,-75.39031349,7925,237.0,2020-10-29,04:24:49
Unassigned,Delaware,US,,,91,0.0,2020-10-29,04:24:49
Kent,Delaware,US,39.08646628,-75.56884914,3505,121.0,2020-10-30,04:24:49
New Castle,Delaware,US,39.57992638,-75.64054974,12989,368.0,2020-10-30,04:24:49
Sussex,Delaware,US,38.66143781,-75.39031349,7968,240.0,2020-10-30,04:24:49
Unassigned,Delaware,US,,,91,0.0,2020-10-30,04:24:49
Kent,Delaware,US,39.08646628,-75.56884914,3545,122.0,2020-10-31,04:24:44
New Castle,Delaware,US,39.57992638,-75.64054974,13079,368.0,2020-10-31,04:24:44
Sussex,Delaware,US,38.66143781,-75.39031349,8036,241.0,2020-10-31,04:24:44
Unassigned,Delaware,US,,,91,0.0,2020-10-31,04:24:44
Kent,Delaware,US,39.08646628,-75.56884914,3569,122.0,2020-11-01,04:36:19
New Castle,Delaware,US,39.57992638,-75.64054974,13192,369.0,2020-11-01,04:36:19
Sussex,Delaware,US,38.66143781,-75.39031349,8099,244.0,2020-11-01,04:36:19
Unassigned,Delaware,US,,,91,0.0,2020-11-01,04:36:19
Kent,Delaware,US,39.08646628,-75.56884914,3606,122.0,2020-11-02,05:25:04
New Castle,Delaware,US,39.57992638,-75.64054974,13259,372.0,2020-11-02,05:25:04
Sussex,Delaware,US,38.66143781,-75.39031349,8170,244.0,2020-11-02,05:25:04
Unassigned,Delaware,US,,,91,0.0,2020-11-02,05:25:04
Kent,Delaware,US,39.08646628,-75.56884914,3613,123.0,2020-11-03,06:00:16
New Castle,Delaware,US,39.57992638,-75.64054974,13394,373.0,2020-11-03,06:00:16
Sussex,Delaware,US,38.66143781,-75.39031349,8213,244.0,2020-11-03,06:00:16
Unassigned,Delaware,US,,,91,0.0,2020-11-03,06:00:16
Kent,Delaware,US,39.08646628,-75.56884914,3629,123.0,2020-11-04,05:25:09
New Castle,Delaware,US,39.57992638,-75.64054974,13451,373.0,2020-11-04,05:25:09
Sussex,Delaware,US,38.66143781,-75.39031349,8255,248.0,2020-11-04,05:25:09
Unassigned,Delaware,US,,,91,0.0,2020-11-04,05:25:09
Kent,Delaware,US,39.08646628,-75.56884914,3636,123.0,2020-11-05,06:05:03
New Castle,Delaware,US,39.57992638,-75.64054974,13507,374.0,2020-11-05,06:05:03
Sussex,Delaware,US,38.66143781,-75.39031349,8299,248.0,2020-11-05,06:05:03
