Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Fairfield,Connecticut,US,41.26809896,-73.3881171,65226,1825,2021-01-15,05:22:24
Hartford,Connecticut,US,41.80283011,-72.73103891,55926,1981,2021-01-15,05:22:24
Litchfield,Connecticut,US,41.7937534,-73.2451475,8796,243,2021-01-15,05:22:24
Middlesex,Connecticut,US,41.45949668,-72.53714864,8041,290,2021-01-15,05:22:24
New Haven,Connecticut,US,41.4080325,-72.93620426,55943,1685,2021-01-15,05:22:24
New London,Connecticut,US,41.48896435,-72.10430976,14000,304,2021-01-15,05:22:24
Tolland,Connecticut,US,41.85853803,-72.3308481,5911,122,2021-01-15,05:22:24
Unassigned,Connecticut,US,,,822,4,2021-01-15,05:22:24
Windham,Connecticut,US,41.82972709,-71.98182316,6879,99,2021-01-15,05:22:24
Fairfield,Connecticut,US,41.26809896,-73.3881171,65725,1830,2021-01-16,05:22:40
Hartford,Connecticut,US,41.80283011,-72.73103891,56292,1992,2021-01-16,05:22:40
Litchfield,Connecticut,US,41.7937534,-73.2451475,8879,245,2021-01-16,05:22:40
Middlesex,Connecticut,US,41.45949668,-72.53714864,8110,292,2021-01-16,05:22:40
New Haven,Connecticut,US,41.4080325,-72.93620426,56512,1694,2021-01-16,05:22:40
New London,Connecticut,US,41.48896435,-72.10430976,14167,311,2021-01-16,05:22:40
Tolland,Connecticut,US,41.85853803,-72.3308481,5967,124,2021-01-16,05:22:40
Unassigned,Connecticut,US,,,819,4,2021-01-16,05:22:40
Windham,Connecticut,US,41.82972709,-71.98182316,6951,102,2021-01-16,05:22:40
Fairfield,Connecticut,US,41.26809896,-73.3881171,65725,1830,2021-01-17,05:22:17
Hartford,Connecticut,US,41.80283011,-72.73103891,56292,1992,2021-01-17,05:22:17
Litchfield,Connecticut,US,41.7937534,-73.2451475,8879,245,2021-01-17,05:22:17
Middlesex,Connecticut,US,41.45949668,-72.53714864,8110,292,2021-01-17,05:22:17
New Haven,Connecticut,US,41.4080325,-72.93620426,56512,1694,2021-01-17,05:22:17
New London,Connecticut,US,41.48896435,-72.10430976,14167,311,2021-01-17,05:22:17
Tolland,Connecticut,US,41.85853803,-72.3308481,5967,124,2021-01-17,05:22:17
Unassigned,Connecticut,US,,,819,4,2021-01-17,05:22:17
Windham,Connecticut,US,41.82972709,-71.98182316,6951,102,2021-01-17,05:22:17
Fairfield,Connecticut,US,41.26809896,-73.3881171,65725,1830,2021-01-18,05:22:34
Hartford,Connecticut,US,41.80283011,-72.73103891,56292,1992,2021-01-18,05:22:34
Litchfield,Connecticut,US,41.7937534,-73.2451475,8879,245,2021-01-18,05:22:34
Middlesex,Connecticut,US,41.45949668,-72.53714864,8110,292,2021-01-18,05:22:34
New Haven,Connecticut,US,41.4080325,-72.93620426,56512,1694,2021-01-18,05:22:34
New London,Connecticut,US,41.48896435,-72.10430976,14167,311,2021-01-18,05:22:34
Tolland,Connecticut,US,41.85853803,-72.3308481,5967,124,2021-01-18,05:22:34
Unassigned,Connecticut,US,,,819,4,2021-01-18,05:22:34
Windham,Connecticut,US,41.82972709,-71.98182316,6951,102,2021-01-18,05:22:34
Fairfield,Connecticut,US,41.26809896,-73.3881171,67081,1851,2021-01-19,05:22:15
Hartford,Connecticut,US,41.80283011,-72.73103891,58134,2013,2021-01-19,05:22:15
Litchfield,Connecticut,US,41.7937534,-73.2451475,9118,244,2021-01-19,05:22:15
Middlesex,Connecticut,US,41.45949668,-72.53714864,8405,298,2021-01-19,05:22:15
