Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Adams,Washington,US,46.98299757,-118.5601734,2267,24,2021-07-02,04:21:47
Asotin,Washington,US,46.18894415,-117.2022851,1510,30,2021-07-02,04:21:47
Benton,Washington,US,46.23946995,-119.5120834,17901,230,2021-07-02,04:21:47
Chelan,Washington,US,47.87046092,-120.6173956,6949,71,2021-07-02,04:21:47
Clallam,Washington,US,48.04754642,-123.9226319,1446,12,2021-07-02,04:21:47
Clark,Washington,US,45.77568046,-122.4829204,25991,289,2021-07-02,04:21:47
Columbia,Washington,US,46.29442881,-117.9051983,133,6,2021-07-02,04:21:47
Cowlitz,Washington,US,46.19074721,-122.6782231,6692,92,2021-07-02,04:21:47
Douglas,Washington,US,47.7361335,-119.692937,3710,23,2021-07-02,04:21:47
Ferry,Washington,US,48.471143100000006,-118.5154041,399,8,2021-07-02,04:21:47
Franklin,Washington,US,46.53351425,-118.9018212,12865,116,2021-07-02,04:21:47
Garfield,Washington,US,46.43197502,-117.5454032,133,5,2021-07-02,04:21:47
Grant,Washington,US,47.20753737,-119.4500749,9387,84,2021-07-02,04:21:47
Grays Harbor,Washington,US,47.14003705,-123.7820567,4588,76,2021-07-02,04:21:47
Island,Washington,US,48.14713305,-122.5216407,1873,29,2021-07-02,04:21:47
Jefferson,Washington,US,47.75003077,-123.56097040000002,449,4,2021-07-02,04:21:47
King,Washington,US,47.49137892,-121.8346131,112631,1657,2021-07-02,04:21:47
Kitsap,Washington,US,47.63479026,-122.6436061,8846,117,2021-07-02,04:21:47
Kittitas,Washington,US,47.12521214,-120.679439,3348,36,2021-07-02,04:21:47
Klickitat,Washington,US,45.87325839,-120.7913598,887,10,2021-07-02,04:21:47
Lewis,Washington,US,46.57756476,-122.3925769,5337,77,2021-07-02,04:21:47
Lincoln,Washington,US,47.57705241,-118.4194388,676,12,2021-07-02,04:21:47
Mason,Washington,US,47.35007586,-123.1863685,2945,34,2021-07-02,04:21:47
Okanogan,Washington,US,48.54855019,-119.7387224,2803,43,2021-07-02,04:21:47
Pacific,Washington,US,46.55418369,-123.7285716,1007,14,2021-07-02,04:21:47
Pend Oreille,Washington,US,48.53234021,-117.2741804,831,9,2021-07-02,04:21:47
Pierce,Washington,US,47.03892768,-122.1405958,56999,646,2021-07-02,04:21:47
San Juan,Washington,US,48.60182783,-122.96745,186,0,2021-07-02,04:21:47
Skagit,Washington,US,48.48171488,-121.766131,6052,77,2021-07-02,04:21:47
Skamania,Washington,US,46.02408726,-121.9164403,391,1,2021-07-02,04:21:47
Snohomish,Washington,US,48.04615983,-121.7170703,40285,606,2021-07-02,04:21:47
Spokane,Washington,US,47.62113146,-117.4046494,46900,680,2021-07-02,04:21:47
Stevens,Washington,US,48.40035475,-117.8542701,2394,32,2021-07-02,04:21:47
Thurston,Washington,US,46.9291895,-122.8290656,11077,112,2021-07-02,04:21:47
Unassigned,Washington,US,,,1532,3,2021-07-02,04:21:47
Wahkiakum,Washington,US,46.29180039999999,-123.4250831,156,1,2021-07-02,04:21:47
Walla Walla,Washington,US,46.23040051,-118.4775539,5494,68,2021-07-02,04:21:47
Whatcom,Washington,US,48.82227976,-121.7490018,9923,103,2021-07-02,04:21:47
Whitman,Washington,US,46.90022523,-117.5241763,4340,50,2021-07-02,04:21:47
Yakima,Washington,US,46.45738486,-120.7380126,30739,451,2021-07-02,04:21:47
