Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Androscoggin,Maine,US,44.1664747,-70.20380627,4896,56,2021-03-08,05:24:48
Aroostook,Maine,US,46.65926321,-68.59841248,1295,43,2021-03-08,05:24:48
Cumberland,Maine,US,43.8370751,-70.37226999,12857,180,2021-03-08,05:24:48
Franklin,Maine,US,44.97330019,-70.44381045,917,12,2021-03-08,05:24:48
Hancock,Maine,US,44.59816444,-68.38401854,940,34,2021-03-08,05:24:48
Kennebec,Maine,US,44.40759555,-69.76738544,3743,51,2021-03-08,05:24:48
Knox,Maine,US,44.11486325,-69.10529169,669,5,2021-03-08,05:24:48
Lincoln,Maine,US,44.05996956,-69.54227124,594,2,2021-03-08,05:24:48
Out of ME,Maine,US,,,0,0,2020-08-07,22:34:20
Oxford,Maine,US,44.49952995,-70.75682123,2273,52,2021-03-08,05:24:48
Penobscot,Maine,US,45.40194593,-68.65020455,4051,85,2021-03-08,05:24:48
Piscataquis,Maine,US,45.83839062,-69.2860223,328,1,2021-03-08,05:24:48
Sagadahoc,Maine,US,43.95415864,-69.85074999,894,5,2021-03-08,05:24:48
Somerset,Maine,US,45.51229767,-69.95995554,1265,27,2021-03-08,05:24:48
Unassigned,Maine,US,,,7,0,2021-03-08,05:24:48
Waldo,Maine,US,44.4858305,-69.12061935,606,19,2021-03-08,05:24:48
Washington,Maine,US,45.01607142,-67.62813524,726,14,2021-03-08,05:24:48
York,Maine,US,43.47808377,-70.71052375,9733,120,2021-03-08,05:24:48
Androscoggin,Maine,US,44.1664747,-70.20380627,4904,56,2021-03-09,05:28:19
Aroostook,Maine,US,46.65926321,-68.59841248,1296,43,2021-03-09,05:28:19
Cumberland,Maine,US,43.8370751,-70.37226999,12906,180,2021-03-09,05:28:19
Franklin,Maine,US,44.97330019,-70.44381045,920,12,2021-03-09,05:28:19
Hancock,Maine,US,44.59816444,-68.38401854,944,34,2021-03-09,05:28:19
Kennebec,Maine,US,44.40759555,-69.76738544,3757,51,2021-03-09,05:28:19
Knox,Maine,US,44.11486325,-69.10529169,675,5,2021-03-09,05:28:19
Lincoln,Maine,US,44.05996956,-69.54227124,594,2,2021-03-09,05:28:19
Out of ME,Maine,US,,,0,0,2020-08-07,22:34:20
Oxford,Maine,US,44.49952995,-70.75682123,2283,52,2021-03-09,05:28:19
Penobscot,Maine,US,45.40194593,-68.65020455,4063,85,2021-03-09,05:28:19
Piscataquis,Maine,US,45.83839062,-69.2860223,332,1,2021-03-09,05:28:19
Sagadahoc,Maine,US,43.95415864,-69.85074999,896,5,2021-03-09,05:28:19
Somerset,Maine,US,45.51229767,-69.95995554,1266,27,2021-03-09,05:28:19
Unassigned,Maine,US,,,7,0,2021-03-09,05:28:19
Waldo,Maine,US,44.4858305,-69.12061935,611,19,2021-03-09,05:28:19
Washington,Maine,US,45.01607142,-67.62813524,726,14,2021-03-09,05:28:19
York,Maine,US,43.47808377,-70.71052375,9753,120,2021-03-09,05:28:19
Androscoggin,Maine,US,44.1664747,-70.20380627,4917,57,2021-03-10,05:24:35
Aroostook,Maine,US,46.65926321,-68.59841248,1296,44,2021-03-10,05:24:35
Cumberland,Maine,US,43.8370751,-70.37226999,12957,183,2021-03-10,05:24:35
Franklin,Maine,US,44.97330019,-70.44381045,921,13,2021-03-10,05:24:35
Hancock,Maine,US,44.59816444,-68.38401854,948,34,2021-03-10,05:24:35
Kennebec,Maine,US,44.40759555,-69.76738544,3770,53,2021-03-10,05:24:35
Knox,Maine,US,44.11486325,-69.10529169,676,5,2021-03-10,05:24:35
Lincoln,Maine,US,44.05996956,-69.54227124,595,2,2021-03-10,05:24:35
Out of ME,Maine,US,,,0,0,2020-08-07,22:34:20
Oxford,Maine,US,44.49952995,-70.75682123,2287,54,2021-03-10,05:24:35
Penobscot,Maine,US,45.40194593,-68.65020455,4081,87,2021-03-10,05:24:35
Piscataquis,Maine,US,45.83839062,-69.2860223,333,1,2021-03-10,05:24:35
Sagadahoc,Maine,US,43.95415864,-69.85074999,898,6,2021-03-10,05:24:35
Somerset,Maine,US,45.51229767,-69.95995554,1269,27,2021-03-10,05:24:35
Unassigned,Maine,US,,,7,0,2021-03-10,05:24:35
Waldo,Maine,US,44.4858305,-69.12061935,611,19,2021-03-10,05:24:35
Washington,Maine,US,45.01607142,-67.62813524,729,14,2021-03-10,05:24:35
York,Maine,US,43.47808377,-70.71052375,9771,124,2021-03-10,05:24:35
Androscoggin,Maine,US,44.1664747,-70.20380627,4930,57,2021-03-11,05:25:48
Aroostook,Maine,US,46.65926321,-68.59841248,1298,44,2021-03-11,05:25:48
Cumberland,Maine,US,43.8370751,-70.37226999,13014,183,2021-03-11,05:25:48
Franklin,Maine,US,44.97330019,-70.44381045,924,13,2021-03-11,05:25:48
Hancock,Maine,US,44.59816444,-68.38401854,950,34,2021-03-11,05:25:48
Kennebec,Maine,US,44.40759555,-69.76738544,3791,53,2021-03-11,05:25:48
Knox,Maine,US,44.11486325,-69.10529169,680,5,2021-03-11,05:25:48
Lincoln,Maine,US,44.05996956,-69.54227124,597,2,2021-03-11,05:25:48
Out of ME,Maine,US,,,0,0,2020-08-07,22:34:20
Oxford,Maine,US,44.49952995,-70.75682123,2291,54,2021-03-11,05:25:48
Penobscot,Maine,US,45.40194593,-68.65020455,4101,87,2021-03-11,05:25:48
Piscataquis,Maine,US,45.83839062,-69.2860223,339,1,2021-03-11,05:25:48
Sagadahoc,Maine,US,43.95415864,-69.85074999,903,6,2021-03-11,05:25:48
Somerset,Maine,US,45.51229767,-69.95995554,1274,27,2021-03-11,05:25:48
Unassigned,Maine,US,,,7,0,2021-03-11,05:25:48
Waldo,Maine,US,44.4858305,-69.12061935,619,19,2021-03-11,05:25:48
Washington,Maine,US,45.01607142,-67.62813524,729,14,2021-03-11,05:25:48
York,Maine,US,43.47808377,-70.71052375,9814,124,2021-03-11,05:25:48
Androscoggin,Maine,US,44.1664747,-70.20380627,4946,57,2021-03-12,05:26:50
Aroostook,Maine,US,46.65926321,-68.59841248,1302,44,2021-03-12,05:26:50
Cumberland,Maine,US,43.8370751,-70.37226999,13066,183,2021-03-12,05:26:50
Franklin,Maine,US,44.97330019,-70.44381045,927,13,2021-03-12,05:26:50
Hancock,Maine,US,44.59816444,-68.38401854,954,34,2021-03-12,05:26:50
Kennebec,Maine,US,44.40759555,-69.76738544,3814,53,2021-03-12,05:26:50
Knox,Maine,US,44.11486325,-69.10529169,683,5,2021-03-12,05:26:50
Lincoln,Maine,US,44.05996956,-69.54227124,598,2,2021-03-12,05:26:50
Out of ME,Maine,US,,,0,0,2020-08-07,22:34:20
Oxford,Maine,US,44.49952995,-70.75682123,2297,54,2021-03-12,05:26:50
Penobscot,Maine,US,45.40194593,-68.65020455,4119,87,2021-03-12,05:26:50
Piscataquis,Maine,US,45.83839062,-69.2860223,342,1,2021-03-12,05:26:50
Sagadahoc,Maine,US,43.95415864,-69.85074999,903,6,2021-03-12,05:26:50
Somerset,Maine,US,45.51229767,-69.95995554,1283,27,2021-03-12,05:26:50
