Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Beaverhead,Montana,US,45.13434354,-112.8984694,349,2,2020-11-09,05:25:45
Big Horn,Montana,US,45.42335905,-107.492347,1551,40,2020-11-09,05:25:45
Blaine,Montana,US,48.43175214,-108.9582723,408,8,2020-11-09,05:25:45
Broadwater,Montana,US,46.33277565,-111.4955813,112,0,2020-11-09,05:25:45
Carbon,Montana,US,45.22850116,-109.0274047,356,1,2020-11-09,05:25:45
Carter,Montana,US,45.5197966,-104.5395536,86,2,2020-11-09,05:25:45
Cascade,Montana,US,47.30797024,-111.3467922,2814,41,2020-11-09,05:25:45
Chouteau,Montana,US,47.88084126,-110.4353362,161,0,2020-11-09,05:25:45
Custer,Montana,US,46.25319932,-105.57375259999998,412,5,2020-11-09,05:25:45
Daniels,Montana,US,48.78420029,-105.54763429999998,57,3,2020-11-09,05:25:45
Dawson,Montana,US,47.26584855,-104.89444170000002,353,7,2020-11-09,05:25:45
Deer Lodge,Montana,US,46.05953325,-113.073353,519,8,2020-11-09,05:25:45
Fallon,Montana,US,46.33478338,-104.4183565,110,0,2020-11-09,05:25:45
Fergus,Montana,US,47.26331584,-109.2245206,308,2,2020-11-09,05:25:45
Flathead,Montana,US,48.29575866,-114.0520569,4281,27,2020-11-09,05:25:45
Gallatin,Montana,US,45.54486106,-111.1692571,4463,10,2020-11-09,05:25:45
Garfield,Montana,US,47.27545948,-107.0002351,31,0,2020-11-09,05:25:45
Glacier,Montana,US,48.70513576,-112.9934235,1083,17,2020-11-09,05:25:45
Golden Valley,Montana,US,46.3816474,-109.1768522,16,0,2020-11-09,05:25:45
Granite,Montana,US,46.40605220000001,-113.4414186,83,0,2020-11-09,05:25:45
Hill,Montana,US,48.62879827,-110.1129252,1015,20,2020-11-09,05:25:45
Jefferson,Montana,US,46.14907081,-112.094396,235,0,2020-11-09,05:25:45
Judith Basin,Montana,US,47.04581276,-110.2660688,24,0,2020-11-09,05:25:45
Lake,Montana,US,47.64514965,-114.0898013,714,7,2020-11-09,05:25:45
Lewis and Clark,Montana,US,47.12610041,-112.394698,1379,7,2020-11-09,05:25:45
Liberty,Montana,US,48.56084317,-111.024307,40,1,2020-11-09,05:25:45
Lincoln,Montana,US,48.54265777,-115.4046155,403,6,2020-11-09,05:25:45
Madison,Montana,US,45.30080065,-111.9173017,253,1,2020-11-09,05:25:45
McCone,Montana,US,47.64469406,-105.7944994,71,0,2020-11-09,05:25:45
Meagher,Montana,US,46.59907074,-110.8898557,96,5,2020-11-09,05:25:45
Mineral,Montana,US,47.15283992,-115.0015239,17,0,2020-11-09,05:25:45
Missoula,Montana,US,47.03728583,-113.92135079999998,2903,28,2020-11-09,05:25:45
Musselshell,Montana,US,46.49684637,-108.39498,152,2,2020-11-09,05:25:45
Park,Montana,US,45.48965095,-110.52643940000002,331,0,2020-11-09,05:25:45
Petroleum,Montana,US,47.1182463,-108.2508876,5,0,2020-11-09,05:25:45
Phillips,Montana,US,48.25936577,-107.9128511,212,4,2020-11-09,05:25:45
Pondera,Montana,US,48.22773388,-112.2252703,198,1,2020-11-09,05:25:45
Powder River,Montana,US,45.39617714,-105.636738,74,5,2020-11-09,05:25:45
Powell,Montana,US,46.85538891,-112.9359164,316,1,2020-11-09,05:25:45
Prairie,Montana,US,46.86048047,-105.379384,36,0,2020-11-09,05:25:45
Ravalli,Montana,US,46.08520862,-114.11891640000002,677,4,2020-11-09,05:25:45
Richland,Montana,US,47.78668011,-104.5610786,385,6,2020-11-09,05:25:45
Roosevelt,Montana,US,48.29607488,-105.0079268,1086,31,2020-11-09,05:25:45
Rosebud,Montana,US,46.23397237,-106.72928799999998,897,21,2020-11-09,05:25:45
Sanders,Montana,US,47.67657534,-115.1329916,118,2,2020-11-09,05:25:45
Sheridan,Montana,US,48.72085833,-104.503829,139,0,2020-11-09,05:25:45
Silver Bow,Montana,US,45.90018933,-112.6620092,846,10,2020-11-09,05:25:45
Stillwater,Montana,US,45.67071407,-109.3950061,278,4,2020-11-09,05:25:45
Sweet Grass,Montana,US,45.81367654,-109.9425686,136,2,2020-11-09,05:25:45
Teton,Montana,US,47.83741052,-112.2410688,113,1,2020-11-09,05:25:45
Toole,Montana,US,48.65577551,-111.6942414,501,8,2020-11-09,05:25:45
Treasure,Montana,US,46.20973220000001,-107.2666516,24,1,2020-11-09,05:25:45
Unassigned,Montana,US,,,0,0,2020-11-09,05:25:45
Valley,Montana,US,48.36435097,-106.6669635,452,5,2020-11-09,05:25:45
Wheatland,Montana,US,46.46652491,-109.8464636,76,3,2020-11-09,05:25:45
Wibaux,Montana,US,46.95925154,-104.2510927,48,0,2020-11-09,05:25:45
Yellowstone,Montana,US,45.93955949,-108.2691486,7876,97,2020-11-09,05:25:45
Beaverhead,Montana,US,45.13434354,-112.8984694,349,2,2020-11-10,05:40:07
Big Horn,Montana,US,45.42335905,-107.492347,1556,40,2020-11-10,05:40:07
Blaine,Montana,US,48.43175214,-108.9582723,423,8,2020-11-10,05:40:07
Broadwater,Montana,US,46.33277565,-111.4955813,112,0,2020-11-10,05:40:07
Carbon,Montana,US,45.22850116,-109.0274047,369,1,2020-11-10,05:40:07
Carter,Montana,US,45.5197966,-104.5395536,86,2,2020-11-10,05:40:07
Cascade,Montana,US,47.30797024,-111.3467922,2793,41,2020-11-10,05:40:07
Chouteau,Montana,US,47.88084126,-110.4353362,161,0,2020-11-10,05:40:07
Custer,Montana,US,46.25319932,-105.57375259999998,412,5,2020-11-10,05:40:07
