Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Belknap,New Hampshire,US,43.51637314,-71.41684235,125,4.0,2020-08-31,04:28:27
Carroll,New Hampshire,US,43.87498583,-71.20430216,104,1.0,2020-08-31,04:28:27
Cheshire,New Hampshire,US,42.92015988,-72.25311043,129,3.0,2020-08-31,04:28:27
Coos,New Hampshire,US,44.69063265,-71.30633239,18,0.0,2020-08-31,04:28:27
Grafton,New Hampshire,US,43.93779815,-71.82057197,113,1.0,2020-08-31,04:28:27
Hillsborough,New Hampshire,US,42.91537785,-71.7200253,4027,286.0,2020-08-31,04:28:27
Merrimack,New Hampshire,US,43.29662971,-71.6811573,500,23.0,2020-08-31,04:28:27
Rockingham,New Hampshire,US,42.98499744,-71.12883377,1805,100.0,2020-08-31,04:28:27
Strafford,New Hampshire,US,43.291833,-71.02336013,383,13.0,2020-08-31,04:28:27
Sullivan,New Hampshire,US,43.36094111,-72.22203125,47,1.0,2020-08-31,04:28:27
Unassigned,New Hampshire,US,,,3,0.0,2020-08-31,04:28:27
Belknap,New Hampshire,US,43.51637314,-71.41684235,125,4.0,2020-09-01,04:28:31
Carroll,New Hampshire,US,43.87498583,-71.20430216,105,1.0,2020-09-01,04:28:31
Cheshire,New Hampshire,US,42.92015988,-72.25311043,129,3.0,2020-09-01,04:28:31
Coos,New Hampshire,US,44.69063265,-71.30633239,18,0.0,2020-09-01,04:28:31
Grafton,New Hampshire,US,43.93779815,-71.82057197,114,1.0,2020-09-01,04:28:31
Hillsborough,New Hampshire,US,42.91537785,-71.7200253,4040,286.0,2020-09-01,04:28:31
Merrimack,New Hampshire,US,43.29662971,-71.6811573,502,23.0,2020-09-01,04:28:31
Rockingham,New Hampshire,US,42.98499744,-71.12883377,1809,100.0,2020-09-01,04:28:31
Strafford,New Hampshire,US,43.291833,-71.02336013,383,13.0,2020-09-01,04:28:31
Sullivan,New Hampshire,US,43.36094111,-72.22203125,48,1.0,2020-09-01,04:28:31
Unassigned,New Hampshire,US,,,2,0.0,2020-09-01,04:28:31
Belknap,New Hampshire,US,43.51637314,-71.41684235,125,4.0,2020-09-02,04:28:25
