Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Alcona,Michigan,US,44.6846864,-83.59507875,739,33,2021-06-30,04:21:41
Alger,Michigan,US,46.41292944,-86.60260122,519,7,2021-06-30,04:21:41
Allegan,Michigan,US,42.59147037,-85.89102866,11186,161,2021-06-30,04:21:41
Alpena,Michigan,US,45.03477666,-83.62212411,2270,63,2021-06-30,04:21:41
Antrim,Michigan,US,44.99690221,-85.15503082,1635,30,2021-06-30,04:21:41
Arenac,Michigan,US,44.0636262,-83.89277559,1209,29,2021-06-30,04:21:41
Baraga,Michigan,US,46.6720582,-88.36363591,823,38,2021-06-30,04:21:41
Barry,Michigan,US,42.59513984,-85.30834519,5962,69,2021-06-30,04:21:41
Bay,Michigan,US,43.70639106,-83.98731479,11263,355,2021-06-30,04:21:41
Benzie,Michigan,US,44.63899297,-86.01608482,1281,36,2021-06-30,04:21:41
Berrien,Michigan,US,41.95447397,-86.41313079999998,15516,291,2021-06-30,04:21:41
Branch,Michigan,US,41.91600556,-85.05929476,4915,97,2021-06-30,04:21:41
Calhoun,Michigan,US,42.24633834,-85.00493569,14559,318,2021-06-30,04:21:41
Cass,Michigan,US,41.91522292,-85.99405727,5499,77,2021-06-30,04:21:41
Charlevoix,Michigan,US,45.37790017,-85.19614053,1676,22,2021-06-30,04:21:41
Cheboygan,Michigan,US,45.44787015,-84.50122149,1931,46,2021-06-30,04:21:41
Chippewa,Michigan,US,46.29552653,-84.54353449,2510,34,2021-06-30,04:21:41
Clare,Michigan,US,43.98794227,-84.84819859999998,2480,85,2021-06-30,04:21:41
Clinton,Michigan,US,42.94400871,-84.60145248,7660,92,2021-06-30,04:21:41
Crawford,Michigan,US,44.68255561,-84.61006219,995,14,2021-06-30,04:21:41
Delta,Michigan,US,45.90484910000001,-86.9080745,4057,95,2021-06-30,04:21:41
Dickinson,Michigan,US,46.00999672,-87.86961634,2755,74,2021-06-30,04:21:41
Eaton,Michigan,US,42.59599185,-84.83740035,10153,212,2021-06-30,04:21:41
Emmet,Michigan,US,45.52625509,-84.89083249,2379,43,2021-06-30,04:21:41
Federal Correctional Institution (FCI),Michigan,US,,,317,5,2021-06-30,04:21:41
Genesee,Michigan,US,43.02244215,-83.70589709,41749,971,2021-06-30,04:21:41
Gladwin,Michigan,US,43.98901072,-84.38774817,2305,61,2021-06-30,04:21:41
Gogebic,Michigan,US,46.40862701,-89.69377193,1405,52,2021-06-30,04:21:41
Grand Traverse,Michigan,US,44.69565625,-85.55585247,6479,99,2021-06-30,04:21:41
