Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Allen,Kansas,US,37.88582951,-95.30030847,558,9,2020-12-22,05:22:33
Anderson,Kansas,US,38.21413251,-95.29272815,484,2,2020-12-22,05:22:33
Atchison,Kansas,US,39.53185661,-95.30870026,1160,10,2020-12-22,05:22:33
Barber,Kansas,US,37.2288586,-98.68460053,256,3,2020-12-22,05:22:33
Barton,Kansas,US,38.47889676,-98.75636726,2067,19,2020-12-22,05:22:33
Bourbon,Kansas,US,37.85508555,-94.84865997,811,8,2020-12-22,05:22:33
Brown,Kansas,US,39.82652589,-95.56421698,962,18,2020-12-22,05:22:33
Butler,Kansas,US,37.78134351,-96.83878537,4768,18,2020-12-22,05:22:33
Chase,Kansas,US,38.30292938,-96.59563862,226,3,2020-12-22,05:22:33
Chautauqua,Kansas,US,37.14994405,-96.2454192,132,3,2020-12-22,05:22:33
Cherokee,Kansas,US,37.16928494,-94.8462897,1531,12,2020-12-22,05:22:33
Cheyenne,Kansas,US,39.78580976,-101.7318201,260,10,2020-12-22,05:22:33
Clark,Kansas,US,37.23577007,-99.81883015,181,5,2020-12-22,05:22:33
Clay,Kansas,US,39.34948772,-97.16518128,582,17,2020-12-22,05:22:33
Cloud,Kansas,US,39.48028352,-97.64925343,827,21,2020-12-22,05:22:33
Coffey,Kansas,US,38.2365018,-95.73379515,464,10,2020-12-22,05:22:33
Comanche,Kansas,US,37.19114520000001,-99.27113247,134,4,2020-12-22,05:22:33
Cowley,Kansas,US,37.23781842,-96.83776647,2260,39,2020-12-22,05:22:33
Crawford,Kansas,US,37.50675523,-94.85245778,3109,27,2020-12-22,05:22:33
Decatur,Kansas,US,39.78468441,-100.4594081,228,1,2020-12-22,05:22:33
Dickinson,Kansas,US,38.86600962,-97.15532383,1088,14,2020-12-22,05:22:33
Doniphan,Kansas,US,39.79067154,-95.14056866,673,5,2020-12-22,05:22:33
Douglas,Kansas,US,38.88503636,-95.2925121,5974,31,2020-12-22,05:22:33
Edwards,Kansas,US,37.88735543,-99.31263309,229,8,2020-12-22,05:22:33
Elk,Kansas,US,37.45338105,-96.24369667,90,0,2020-12-22,05:22:33
Ellis,Kansas,US,38.91458712,-99.31751551,3091,31,2020-12-22,05:22:33
Ellsworth,Kansas,US,38.69677695,-98.20462799,1001,8,2020-12-22,05:22:33
Finney,Kansas,US,38.04340344,-100.7381938,5351,34,2020-12-22,05:22:33
Ford,Kansas,US,37.69200114,-99.88825298,5011,43,2020-12-22,05:22:33
Franklin,Kansas,US,38.56443815,-95.28644341,1534,17,2020-12-22,05:22:33
Geary,Kansas,US,38.99871131,-96.7577178,1591,10,2020-12-22,05:22:33
Gove,Kansas,US,38.91588178,-100.4829321,326,20,2020-12-22,05:22:33
Graham,Kansas,US,39.34987223,-99.88332493,198,3,2020-12-22,05:22:33
Grant,Kansas,US,37.56227336,-101.3079758,892,14,2020-12-22,05:22:33
Gray,Kansas,US,37.73836671,-100.4369088,508,7,2020-12-22,05:22:33
Greeley,Kansas,US,38.4808095,-101.8061079,90,1,2020-12-22,05:22:33
Greenwood,Kansas,US,37.8774388,-96.23250453,400,2,2020-12-22,05:22:33
Hamilton,Kansas,US,37.99978709,-101.7921066,181,0,2020-12-22,05:22:33
Harper,Kansas,US,37.19175361,-98.07578384,394,15,2020-12-22,05:22:33
Harvey,Kansas,US,38.04293782,-97.42747573,2388,26,2020-12-22,05:22:33
Haskell,Kansas,US,37.5620394,-100.8710738,348,1,2020-12-22,05:22:33
Hodgeman,Kansas,US,38.08780079,-99.89829881,157,4,2020-12-22,05:22:33
Jackson,Kansas,US,39.41673394,-95.79356799,979,10,2020-12-22,05:22:33
Jefferson,Kansas,US,39.2347941,-95.38289232,1057,10,2020-12-22,05:22:33
Jewell,Kansas,US,39.78470589,-98.21820662,138,2,2020-12-22,05:22:33
Johnson,Kansas,US,38.88548175,-94.82250877,35973,390,2020-12-22,05:22:33
Kearny,Kansas,US,38.00017981,-101.321681,476,8,2020-12-22,05:22:33
Kingman,Kansas,US,37.55909527,-98.13638678,525,7,2020-12-22,05:22:33
Kiowa,Kansas,US,37.55848695,-99.2856537,133,1,2020-12-22,05:22:33
Labette,Kansas,US,37.19113093,-95.29849679,1577,22,2020-12-22,05:22:33
Lane,Kansas,US,38.48119447,-100.4660754,118,5,2020-12-22,05:22:33
Leavenworth,Kansas,US,39.20183497,-95.03620809,4761,37,2020-12-22,05:22:33
Lincoln,Kansas,US,39.04549684,-98.20756994,177,1,2020-12-22,05:22:33
Linn,Kansas,US,38.21267844,-94.84254089,450,3,2020-12-22,05:22:33
Logan,Kansas,US,38.91735806,-101.148475,266,6,2020-12-22,05:22:33
Lyon,Kansas,US,38.45576156,-96.15275715,3195,55,2020-12-22,05:22:33
Marion,Kansas,US,38.35855394,-97.0985251,624,5,2020-12-22,05:22:33
Marshall,Kansas,US,39.78359669,-96.52278974,781,21,2020-12-22,05:22:33
McPherson,Kansas,US,38.39184858,-97.64769869,2187,22,2020-12-22,05:22:33
Meade,Kansas,US,37.23859987,-100.364831,373,4,2020-12-22,05:22:33
Miami,Kansas,US,38.56383358,-94.83832189,1566,7,2020-12-22,05:22:33
Mitchell,Kansas,US,39.39331582,-98.20906732,371,2,2020-12-22,05:22:33
Montgomery,Kansas,US,37.19236568,-95.74329258,1866,20,2020-12-22,05:22:33
Morris,Kansas,US,38.68827511,-96.65128437,373,12,2020-12-22,05:22:33
Morton,Kansas,US,37.19141121,-101.79925190000002,201,8,2020-12-22,05:22:33
Nemaha,Kansas,US,39.78345387,-96.01392079,1299,43,2020-12-22,05:22:33
Neosho,Kansas,US,37.55862897,-95.30670046,1037,9,2020-12-22,05:22:33
Ness,Kansas,US,38.47974157,-99.91547333,302,14,2020-12-22,05:22:33
Norton,Kansas,US,39.78443827,-99.90286639,1139,24,2020-12-22,05:22:33
Osage,Kansas,US,38.65235984,-95.72707998,740,6,2020-12-22,05:22:33
Osborne,Kansas,US,39.3503437,-98.76753828,163,1,2020-12-22,05:22:33
Ottawa,Kansas,US,39.13237408,-97.65020313,386,8,2020-12-22,05:22:33
Pawnee,Kansas,US,38.18108732,-99.23692334,914,5,2020-12-22,05:22:33
Phillips,Kansas,US,39.78465501,-99.34668865,552,12,2020-12-22,05:22:33
Pottawatomie,Kansas,US,39.37925655,-96.34564657,935,3,2020-12-22,05:22:33
Pratt,Kansas,US,37.64780729,-98.73922153,654,17,2020-12-22,05:22:33
Rawlins,Kansas,US,39.78525843,-101.0761617,251,3,2020-12-22,05:22:33
Reno,Kansas,US,37.95230263,-98.08607292,6659,88,2020-12-22,05:22:33
Republic,Kansas,US,39.82799632,-97.65036709,516,9,2020-12-22,05:22:33
Rice,Kansas,US,38.34616184,-98.19992118,717,3,2020-12-22,05:22:33
Riley,Kansas,US,39.28935726,-96.73420026,4565,19,2020-12-22,05:22:33
Rooks,Kansas,US,39.35022773,-99.32484567,446,9,2020-12-22,05:22:33
Rush,Kansas,US,38.52275276,-99.30863983,324,5,2020-12-22,05:22:33
Russell,Kansas,US,38.91462787,-98.76254297,705,17,2020-12-22,05:22:33
Saline,Kansas,US,38.78369175,-97.65185177,3874,47,2020-12-22,05:22:33
Scott,Kansas,US,38.48222076,-100.9066539,479,9,2020-12-22,05:22:33
Sedgwick,Kansas,US,37.6842718,-97.4608198,35723,236,2020-12-22,05:22:33
Seward,Kansas,US,37.19324632,-100.8507201,3417,16,2020-12-22,05:22:33
Shawnee,Kansas,US,39.04100763,-95.7557264,10687,194,2020-12-22,05:22:33
Sheridan,Kansas,US,39.35018161,-100.4418259,362,8,2020-12-22,05:22:33
Sherman,Kansas,US,39.35147699,-101.7197624,534,8,2020-12-22,05:22:33
Smith,Kansas,US,39.78516566,-98.78566062,195,1,2020-12-22,05:22:33
Stafford,Kansas,US,38.03100851,-98.71762001,260,7,2020-12-22,05:22:33
Stanton,Kansas,US,37.56304714,-101.7843534,159,5,2020-12-22,05:22:33
Stevens,Kansas,US,37.1923008,-101.3118967,454,5,2020-12-22,05:22:33
Sumner,Kansas,US,37.23682549,-97.47721621,1214,13,2020-12-22,05:22:33
Thomas,Kansas,US,39.35107575,-101.0553705,835,7,2020-12-22,05:22:33
Trego,Kansas,US,38.91467218,-99.87284448,280,6,2020-12-22,05:22:33
Unassigned,Kansas,US,,,0,197,2020-12-22,05:22:33
Wabaunsee,Kansas,US,38.95471985,-96.20350509,371,7,2020-12-22,05:22:33
Wallace,Kansas,US,38.91686134,-101.7638876,159,1,2020-12-22,05:22:33
Washington,Kansas,US,39.78420784,-97.0875323,394,8,2020-12-22,05:22:33
Wichita,Kansas,US,38.48178252,-101.3471509,179,5,2020-12-22,05:22:33
Wilson,Kansas,US,37.55937174,-95.74323255,586,5,2020-12-22,05:22:33
Woodson,Kansas,US,37.8865336,-95.74006277,97,2,2020-12-22,05:22:33
Wyandotte,Kansas,US,39.11727348,-94.76378225,14297,190,2020-12-22,05:22:33
Allen,Kansas,US,37.88582951,-95.30030847,558,9,2020-12-23,05:22:03
Anderson,Kansas,US,38.21413251,-95.29272815,484,2,2020-12-23,05:22:03
Atchison,Kansas,US,39.53185661,-95.30870026,1160,10,2020-12-23,05:22:03
Barber,Kansas,US,37.2288586,-98.68460053,256,3,2020-12-23,05:22:03
Barton,Kansas,US,38.47889676,-98.75636726,2067,19,2020-12-23,05:22:03
Bourbon,Kansas,US,37.85508555,-94.84865997,811,8,2020-12-23,05:22:03
Brown,Kansas,US,39.82652589,-95.56421698,962,18,2020-12-23,05:22:03
Butler,Kansas,US,37.78134351,-96.83878537,4768,18,2020-12-23,05:22:03
Chase,Kansas,US,38.30292938,-96.59563862,226,3,2020-12-23,05:22:03
Chautauqua,Kansas,US,37.14994405,-96.2454192,132,3,2020-12-23,05:22:03
Cherokee,Kansas,US,37.16928494,-94.8462897,1561,12,2020-12-23,05:22:03
Cheyenne,Kansas,US,39.78580976,-101.7318201,260,10,2020-12-23,05:22:03
Clark,Kansas,US,37.23577007,-99.81883015,181,5,2020-12-23,05:22:03
Clay,Kansas,US,39.34948772,-97.16518128,582,17,2020-12-23,05:22:03
Cloud,Kansas,US,39.48028352,-97.64925343,827,21,2020-12-23,05:22:03
Coffey,Kansas,US,38.2365018,-95.73379515,464,10,2020-12-23,05:22:03
Comanche,Kansas,US,37.19114520000001,-99.27113247,134,4,2020-12-23,05:22:03
Cowley,Kansas,US,37.23781842,-96.83776647,2260,39,2020-12-23,05:22:03
Crawford,Kansas,US,37.50675523,-94.85245778,3109,27,2020-12-23,05:22:03
Decatur,Kansas,US,39.78468441,-100.4594081,228,1,2020-12-23,05:22:03
Dickinson,Kansas,US,38.86600962,-97.15532383,1088,14,2020-12-23,05:22:03
Doniphan,Kansas,US,39.79067154,-95.14056866,673,5,2020-12-23,05:22:03
Douglas,Kansas,US,38.88503636,-95.2925121,6018,31,2020-12-23,05:22:03
Edwards,Kansas,US,37.88735543,-99.31263309,229,8,2020-12-23,05:22:03
Elk,Kansas,US,37.45338105,-96.24369667,90,0,2020-12-23,05:22:03
Ellis,Kansas,US,38.91458712,-99.31751551,3091,31,2020-12-23,05:22:03
Ellsworth,Kansas,US,38.69677695,-98.20462799,1001,8,2020-12-23,05:22:03
Finney,Kansas,US,38.04340344,-100.7381938,5378,35,2020-12-23,05:22:03
Ford,Kansas,US,37.69200114,-99.88825298,5011,43,2020-12-23,05:22:03
Franklin,Kansas,US,38.56443815,-95.28644341,1534,17,2020-12-23,05:22:03
Geary,Kansas,US,38.99871131,-96.7577178,1591,11,2020-12-23,05:22:03
Gove,Kansas,US,38.91588178,-100.4829321,326,20,2020-12-23,05:22:03
Graham,Kansas,US,39.34987223,-99.88332493,198,3,2020-12-23,05:22:03
Grant,Kansas,US,37.56227336,-101.3079758,897,14,2020-12-23,05:22:03
Gray,Kansas,US,37.73836671,-100.4369088,508,7,2020-12-23,05:22:03
Greeley,Kansas,US,38.4808095,-101.8061079,90,1,2020-12-23,05:22:03
Greenwood,Kansas,US,37.8774388,-96.23250453,400,2,2020-12-23,05:22:03
Hamilton,Kansas,US,37.99978709,-101.7921066,181,0,2020-12-23,05:22:03
Harper,Kansas,US,37.19175361,-98.07578384,394,15,2020-12-23,05:22:03
Harvey,Kansas,US,38.04293782,-97.42747573,2388,26,2020-12-23,05:22:03
Haskell,Kansas,US,37.5620394,-100.8710738,348,1,2020-12-23,05:22:03
Hodgeman,Kansas,US,38.08780079,-99.89829881,157,4,2020-12-23,05:22:03
Jackson,Kansas,US,39.41673394,-95.79356799,979,10,2020-12-23,05:22:03
Jefferson,Kansas,US,39.2347941,-95.38289232,1057,10,2020-12-23,05:22:03
Jewell,Kansas,US,39.78470589,-98.21820662,138,2,2020-12-23,05:22:03
Johnson,Kansas,US,38.88548175,-94.82250877,35973,401,2020-12-23,05:22:03
Kearny,Kansas,US,38.00017981,-101.321681,476,8,2020-12-23,05:22:03
Kingman,Kansas,US,37.55909527,-98.13638678,525,7,2020-12-23,05:22:03
Kiowa,Kansas,US,37.55848695,-99.2856537,133,1,2020-12-23,05:22:03
Labette,Kansas,US,37.19113093,-95.29849679,1577,22,2020-12-23,05:22:03
Lane,Kansas,US,38.48119447,-100.4660754,118,5,2020-12-23,05:22:03
Leavenworth,Kansas,US,39.20183497,-95.03620809,4761,37,2020-12-23,05:22:03
Lincoln,Kansas,US,39.04549684,-98.20756994,177,1,2020-12-23,05:22:03
Linn,Kansas,US,38.21267844,-94.84254089,450,3,2020-12-23,05:22:03
Logan,Kansas,US,38.91735806,-101.148475,266,6,2020-12-23,05:22:03
Lyon,Kansas,US,38.45576156,-96.15275715,3195,55,2020-12-23,05:22:03
Marion,Kansas,US,38.35855394,-97.0985251,624,5,2020-12-23,05:22:03
Marshall,Kansas,US,39.78359669,-96.52278974,810,21,2020-12-23,05:22:03
McPherson,Kansas,US,38.39184858,-97.64769869,2239,22,2020-12-23,05:22:03
Meade,Kansas,US,37.23859987,-100.364831,373,4,2020-12-23,05:22:03
Miami,Kansas,US,38.56383358,-94.83832189,1566,7,2020-12-23,05:22:03
Mitchell,Kansas,US,39.39331582,-98.20906732,371,2,2020-12-23,05:22:03
Montgomery,Kansas,US,37.19236568,-95.74329258,1866,20,2020-12-23,05:22:03
Morris,Kansas,US,38.68827511,-96.65128437,373,12,2020-12-23,05:22:03
Morton,Kansas,US,37.19141121,-101.79925190000002,201,8,2020-12-23,05:22:03
Nemaha,Kansas,US,39.78345387,-96.01392079,1299,45,2020-12-23,05:22:03
Neosho,Kansas,US,37.55862897,-95.30670046,1077,11,2020-12-23,05:22:03
Ness,Kansas,US,38.47974157,-99.91547333,302,14,2020-12-23,05:22:03
Norton,Kansas,US,39.78443827,-99.90286639,1139,24,2020-12-23,05:22:03
Osage,Kansas,US,38.65235984,-95.72707998,740,6,2020-12-23,05:22:03
Osborne,Kansas,US,39.3503437,-98.76753828,163,1,2020-12-23,05:22:03
Ottawa,Kansas,US,39.13237408,-97.65020313,386,8,2020-12-23,05:22:03
Pawnee,Kansas,US,38.18108732,-99.23692334,914,5,2020-12-23,05:22:03
Phillips,Kansas,US,39.78465501,-99.34668865,552,12,2020-12-23,05:22:03
Pottawatomie,Kansas,US,39.37925655,-96.34564657,935,3,2020-12-23,05:22:03
Pratt,Kansas,US,37.64780729,-98.73922153,654,17,2020-12-23,05:22:03
Rawlins,Kansas,US,39.78525843,-101.0761617,251,3,2020-12-23,05:22:03
Reno,Kansas,US,37.95230263,-98.08607292,6659,89,2020-12-23,05:22:03
Republic,Kansas,US,39.82799632,-97.65036709,537,11,2020-12-23,05:22:03
Rice,Kansas,US,38.34616184,-98.19992118,717,3,2020-12-23,05:22:03
Riley,Kansas,US,39.28935726,-96.73420026,4565,19,2020-12-23,05:22:03
Rooks,Kansas,US,39.35022773,-99.32484567,446,9,2020-12-23,05:22:03
Rush,Kansas,US,38.52275276,-99.30863983,324,5,2020-12-23,05:22:03
Russell,Kansas,US,38.91462787,-98.76254297,705,17,2020-12-23,05:22:03
Saline,Kansas,US,38.78369175,-97.65185177,3874,47,2020-12-23,05:22:03
Scott,Kansas,US,38.48222076,-100.9066539,479,9,2020-12-23,05:22:03
Sedgwick,Kansas,US,37.6842718,-97.4608198,35723,251,2020-12-23,05:22:03
Seward,Kansas,US,37.19324632,-100.8507201,3446,16,2020-12-23,05:22:03
Shawnee,Kansas,US,39.04100763,-95.7557264,10687,194,2020-12-23,05:22:03
Sheridan,Kansas,US,39.35018161,-100.4418259,362,8,2020-12-23,05:22:03
Sherman,Kansas,US,39.35147699,-101.7197624,534,8,2020-12-23,05:22:03
Smith,Kansas,US,39.78516566,-98.78566062,195,1,2020-12-23,05:22:03
Stafford,Kansas,US,38.03100851,-98.71762001,260,7,2020-12-23,05:22:03
Stanton,Kansas,US,37.56304714,-101.7843534,159,5,2020-12-23,05:22:03
Stevens,Kansas,US,37.1923008,-101.3118967,454,5,2020-12-23,05:22:03
Sumner,Kansas,US,37.23682549,-97.47721621,1214,13,2020-12-23,05:22:03
Thomas,Kansas,US,39.35107575,-101.0553705,835,7,2020-12-23,05:22:03
Trego,Kansas,US,38.91467218,-99.87284448,280,6,2020-12-23,05:22:03
Unassigned,Kansas,US,,,0,162,2020-12-23,05:22:03
Wabaunsee,Kansas,US,38.95471985,-96.20350509,371,7,2020-12-23,05:22:03
Wallace,Kansas,US,38.91686134,-101.7638876,159,1,2020-12-23,05:22:03
Washington,Kansas,US,39.78420784,-97.0875323,394,8,2020-12-23,05:22:03
Wichita,Kansas,US,38.48178252,-101.3471509,179,5,2020-12-23,05:22:03
Wilson,Kansas,US,37.55937174,-95.74323255,586,5,2020-12-23,05:22:03
Woodson,Kansas,US,37.8865336,-95.74006277,97,2,2020-12-23,05:22:03
Wyandotte,Kansas,US,39.11727348,-94.76378225,14297,190,2020-12-23,05:22:03
Allen,Kansas,US,37.88582951,-95.30030847,593,9,2020-12-24,05:23:04
Anderson,Kansas,US,38.21413251,-95.29272815,493,2,2020-12-24,05:23:04
Atchison,Kansas,US,39.53185661,-95.30870026,1178,10,2020-12-24,05:23:04
Barber,Kansas,US,37.2288586,-98.68460053,259,3,2020-12-24,05:23:04
Barton,Kansas,US,38.47889676,-98.75636726,2106,19,2020-12-24,05:23:04
Bourbon,Kansas,US,37.85508555,-94.84865997,834,9,2020-12-24,05:23:04
Brown,Kansas,US,39.82652589,-95.56421698,977,18,2020-12-24,05:23:04
Butler,Kansas,US,37.78134351,-96.83878537,4897,18,2020-12-24,05:23:04
Chase,Kansas,US,38.30292938,-96.59563862,226,3,2020-12-24,05:23:04
Chautauqua,Kansas,US,37.14994405,-96.2454192,143,3,2020-12-24,05:23:04
Cherokee,Kansas,US,37.16928494,-94.8462897,1579,12,2020-12-24,05:23:04
Cheyenne,Kansas,US,39.78580976,-101.7318201,266,10,2020-12-24,05:23:04
Clark,Kansas,US,37.23577007,-99.81883015,183,5,2020-12-24,05:23:04
Clay,Kansas,US,39.34948772,-97.16518128,608,18,2020-12-24,05:23:04
Cloud,Kansas,US,39.48028352,-97.64925343,833,21,2020-12-24,05:23:04
Coffey,Kansas,US,38.2365018,-95.73379515,473,10,2020-12-24,05:23:04
Comanche,Kansas,US,37.19114520000001,-99.27113247,138,4,2020-12-24,05:23:04
Cowley,Kansas,US,37.23781842,-96.83776647,2328,40,2020-12-24,05:23:04
Crawford,Kansas,US,37.50675523,-94.85245778,3159,27,2020-12-24,05:23:04
Decatur,Kansas,US,39.78468441,-100.4594081,228,1,2020-12-24,05:23:04
