Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Acadia,Louisiana,US,30.2950649,-92.41419698,2887,94.0,2020-09-12,04:25:05
Allen,Louisiana,US,30.65385745,-92.82442028,1498,45.0,2020-09-12,04:25:05
Ascension,Louisiana,US,30.20406249,-90.91328409999998,3538,94.0,2020-09-12,04:25:05
Assumption,Louisiana,US,29.89946234,-91.06461642,710,23.0,2020-09-12,04:25:05
Avoyelles,Louisiana,US,31.07796211,-92.00079449,1398,49.0,2020-09-12,04:25:05
Beauregard,Louisiana,US,30.64836518,-93.34173616,964,36.0,2020-09-12,04:25:05
Bienville,Louisiana,US,32.34569994,-93.05398492,441,32.0,2020-09-12,04:25:05
Bossier,Louisiana,US,32.67932307,-93.60460152,2894,101.0,2020-09-12,04:25:05
Caddo,Louisiana,US,32.57991587,-93.88375652,7843,334.0,2020-09-12,04:25:05
Calcasieu,Louisiana,US,30.22931235,-93.35400434,7592,198.0,2020-09-12,04:25:05
Caldwell,Louisiana,US,32.0902519,-92.11752148,294,3.0,2020-09-12,04:25:05
Cameron,Louisiana,US,29.87592238,-93.19310676,209,1.0,2020-09-12,04:25:05
Catahoula,Louisiana,US,31.66778967,-91.84526385,404,6.0,2020-09-12,04:25:05
Claiborne,Louisiana,US,32.82308512,-92.99526883,457,16.0,2020-09-12,04:25:05
Concordia,Louisiana,US,31.44817835,-91.63814433,488,11.0,2020-09-12,04:25:05
De Soto,Louisiana,US,32.05457447,-93.74130302,846,34.0,2020-09-12,04:25:05
East Baton Rouge,Louisiana,US,30.53842039,-91.09777565,14507,430.0,2020-09-12,04:25:05
East Carroll,Louisiana,US,32.73926954,-91.23425694,534,3.0,2020-09-12,04:25:05
East Feliciana,Louisiana,US,30.84425359,-91.04976723,1518,57.0,2020-09-12,04:25:05
Evangeline,Louisiana,US,30.72985248,-92.39915924,1246,29.0,2020-09-12,04:25:05
Franklin,Louisiana,US,32.13675181,-91.67589857,1135,34.0,2020-09-12,04:25:05
Grant,Louisiana,US,31.59882456,-92.56124347,466,30.0,2020-09-12,04:25:05
Iberia,Louisiana,US,29.86803617,-91.75871777,2826,89.0,2020-09-12,04:25:05
Iberville,Louisiana,US,30.25734305,-91.3499598,1380,57.0,2020-09-12,04:25:05
Jackson,Louisiana,US,32.30251776,-92.55692092,551,23.0,2020-09-12,04:25:05
Jefferson,Louisiana,US,29.74075478,-90.11115756,16974,559.0,2020-09-12,04:25:05
Jefferson Davis,Louisiana,US,30.26896765,-92.81210004,1191,37.0,2020-09-12,04:25:05
LaSalle,Louisiana,US,31.67884782,-92.15907765,407,7.0,2020-09-12,04:25:05
Lafayette,Louisiana,US,30.2049055,-92.06959876,8612,116.0,2020-09-12,04:25:05
Lafourche,Louisiana,US,29.52470226,-90.40976986,3404,118.0,2020-09-12,04:25:05
Lincoln,Louisiana,US,32.6003154,-92.6659741,1008,43.0,2020-09-12,04:25:05
Livingston,Louisiana,US,30.44143993,-90.73061664,3537,70.0,2020-09-12,04:25:05
Madison,Louisiana,US,32.36918118,-91.23973355,848,8.0,2020-09-12,04:25:05
Morehouse,Louisiana,US,32.81686191,-91.80421614,685,19.0,2020-09-12,04:25:05
Natchitoches,Louisiana,US,31.72321584,-93.09816516,1009,24.0,2020-09-12,04:25:05
Orleans,Louisiana,US,30.06971951,-89.92660315,12125,584.0,2020-09-12,04:25:05
