Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Adair,Iowa,US,41.33075609,-94.47105874,566,17,2020-12-25,05:22:48
Adams,Iowa,US,41.02903567,-94.69932645,249,2,2020-12-25,05:22:48
Allamakee,Iowa,US,43.28383218,-91.37860922,1133,20,2020-12-25,05:22:48
Appanoose,Iowa,US,40.74324454,-92.86865906,933,34,2020-12-25,05:22:48
Audubon,Iowa,US,41.6844628,-94.90581859,363,7,2020-12-25,05:22:48
Benton,Iowa,US,42.08011739,-92.06463573,1953,36,2020-12-25,05:22:48
Black Hawk,Iowa,US,42.4704581,-92.30524729,12480,214,2020-12-25,05:22:48
Boone,Iowa,US,42.03657094,-93.9313999,1797,15,2020-12-25,05:22:48
Bremer,Iowa,US,42.77461496,-92.31795937,2214,41,2020-12-25,05:22:48
Buchanan,Iowa,US,42.4709188,-91.83510825,1401,16,2020-12-25,05:22:48
Buena Vista,Iowa,US,42.73545875,-95.15100162,3623,25,2020-12-25,05:22:48
Butler,Iowa,US,42.73172833,-92.79015971,1235,18,2020-12-25,05:22:48
Calhoun,Iowa,US,42.38521079,-94.64046046,1164,9,2020-12-25,05:22:48
Carroll,Iowa,US,42.03617207,-94.86032705,2309,27,2020-12-25,05:22:48
Cass,Iowa,US,41.33149454,-94.92792482,1007,38,2020-12-25,05:22:48
Cedar,Iowa,US,41.77233777,-91.13246684,1343,18,2020-12-25,05:22:48
Cerro Gordo,Iowa,US,43.08177563,-93.2612239,4227,59,2020-12-25,05:22:48
Cherokee,Iowa,US,42.73538914,-95.62389402,1188,20,2020-12-25,05:22:48
Chickasaw,Iowa,US,43.06001295,-92.31773347,1010,10,2020-12-25,05:22:48
Clarke,Iowa,US,41.02868181,-93.78499767,645,6,2020-12-25,05:22:48
Clay,Iowa,US,43.08247182,-95.15096481,1508,11,2020-12-25,05:22:48
Clayton,Iowa,US,42.84443388,-91.34133693,1331,39,2020-12-25,05:22:48
Clinton,Iowa,US,41.89981633,-90.53275096,4018,53,2020-12-25,05:22:48
Crawford,Iowa,US,42.03718237,-95.3819718,2060,20,2020-12-25,05:22:48
Dallas,Iowa,US,41.68560356,-94.04127625,7689,63,2020-12-25,05:22:48
Davis,Iowa,US,40.74773536,-92.41005468,621,18,2020-12-25,05:22:48
Decatur,Iowa,US,40.73742757,-93.78645949,411,3,2020-12-25,05:22:48
Delaware,Iowa,US,42.47104597,-91.3664492,1599,29,2020-12-25,05:22:48
Des Moines,Iowa,US,40.92012606,-91.18326592,3429,32,2020-12-25,05:22:48
Dickinson,Iowa,US,43.37787725,-95.1510206,1667,15,2020-12-25,05:22:48
Dubuque,Iowa,US,42.46815349,-90.88181925,10400,135,2020-12-25,05:22:48
Emmet,Iowa,US,43.37782951,-94.67858943,978,23,2020-12-25,05:22:48
Fayette,Iowa,US,42.86271799,-91.8441231,1308,16,2020-12-25,05:22:48
Floyd,Iowa,US,43.06000529999999,-92.78940097,1249,33,2020-12-25,05:22:48
Franklin,Iowa,US,42.73270384,-93.26256925,864,17,2020-12-25,05:22:48
Fremont,Iowa,US,40.74542720000001,-95.60129045,454,5,2020-12-25,05:22:48
Greene,Iowa,US,42.03614551,-94.39658081,632,7,2020-12-25,05:22:48
Grundy,Iowa,US,42.40183723,-92.78829551,1035,15,2020-12-25,05:22:48
Guthrie,Iowa,US,41.68378965,-94.50111014,924,22,2020-12-25,05:22:48
Hamilton,Iowa,US,42.38382428,-93.70197703,1431,22,2020-12-25,05:22:48
Hancock,Iowa,US,43.08178477,-93.73454884,1140,24,2020-12-25,05:22:48
Hardin,Iowa,US,42.38353877,-93.23654611,1420,25,2020-12-25,05:22:48
Harrison,Iowa,US,41.68330137,-95.81558439,1386,52,2020-12-25,05:22:48
Henry,Iowa,US,40.98767962,-91.54436349,2437,24,2020-12-25,05:22:48
Howard,Iowa,US,43.35671042,-92.31702714,679,15,2020-12-25,05:22:48
Humboldt,Iowa,US,42.7764426,-94.20722537,930,18,2020-12-25,05:22:48
Ida,Iowa,US,42.38696136,-95.51355387,680,22,2020-12-25,05:22:48
Iowa,Iowa,US,41.68630265,-92.0643373,1118,20,2020-12-25,05:22:48
Jackson,Iowa,US,42.17178824,-90.57354837,1744,29,2020-12-25,05:22:48
Jasper,Iowa,US,41.68576082,-93.05567785,2803,52,2020-12-25,05:22:48
Jefferson,Iowa,US,41.03192394,-91.94849466,963,20,2020-12-25,05:22:48
Johnson,Iowa,US,41.67169354,-91.58754744,10779,47,2020-12-25,05:22:48
Jones,Iowa,US,42.12118609,-91.13139641,2551,44,2020-12-25,05:22:48
Keokuk,Iowa,US,41.33649833,-92.1785067,766,23,2020-12-25,05:22:48
Kossuth,Iowa,US,43.20405458,-94.20691791,1468,27,2020-12-25,05:22:48
