Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Baker,Oregon,US,44.70915557,-117.6749883,526,5,2021-01-13,05:22:15
Benton,Oregon,US,44.49167306,-123.4316987,1588,12,2021-01-13,05:22:15
Clackamas,Oregon,US,45.18787398,-122.2179634,11268,125,2021-01-13,05:22:15
Clatsop,Oregon,US,45.99712889,-123.660711,638,4,2021-01-13,05:22:15
Columbia,Oregon,US,45.94464254,-123.0890898,976,17,2021-01-13,05:22:15
Coos,Oregon,US,43.17406868,-124.0594514,905,14,2021-01-13,05:22:15
Crook,Oregon,US,44.14230227,-120.356297,550,8,2021-01-13,05:22:15
Curry,Oregon,US,42.45911325,-124.157282,314,3,2021-01-13,05:22:15
Deschutes,Oregon,US,43.91570171,-121.2289121,4635,31,2021-01-13,05:22:15
Douglas,Oregon,US,43.27941273,-123.167291,1590,42,2021-01-13,05:22:15
Gilliam,Oregon,US,45.37160076,-120.2048869,46,1,2021-01-13,05:22:15
Grant,Oregon,US,44.49024544,-119.0068631,174,1,2021-01-13,05:22:15
Harney,Oregon,US,43.06422669,-118.9666306,159,3,2021-01-13,05:22:15
Hood River,Oregon,US,45.51872811,-121.65520359999998,917,20,2021-01-13,05:22:15
Jackson,Oregon,US,42.43201126,-122.7289309,6627,81,2021-01-13,05:22:15
Jefferson,Oregon,US,44.62806839,-121.17832,1627,23,2021-01-13,05:22:15
Josephine,Oregon,US,42.3665549,-123.5561938,1560,29,2021-01-13,05:22:15
Klamath,Oregon,US,42.68762984,-121.64964609999998,2306,30,2021-01-13,05:22:15
Lake,Oregon,US,42.79246693,-120.3850163,222,5,2021-01-13,05:22:15
Lane,Oregon,US,43.93727035,-122.847753,7851,103,2021-01-13,05:22:15
Lincoln,Oregon,US,44.64252874,-123.869912,964,17,2021-01-13,05:22:15
Linn,Oregon,US,44.48899494,-122.5373154,2984,38,2021-01-13,05:22:15
Malheur,Oregon,US,43.1937027,-117.6227395,3075,51,2021-01-13,05:22:15
Marion,Oregon,US,44.90287942,-122.5815117,15643,231,2021-01-13,05:22:15
Morrow,Oregon,US,45.41846568,-119.584546,897,9,2021-01-13,05:22:15
Multnomah,Oregon,US,45.54747959,-122.4169351,27400,425,2021-01-13,05:22:15
Polk,Oregon,US,44.90322804,-123.4128888,2324,35,2021-01-13,05:22:15
Sherman,Oregon,US,45.41501554,-120.6827834,47,0,2021-01-13,05:22:15
