Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Apache,Arizona,US,35.39465006,-109.4892383,,,2020-03-24,23:37:31
Cochise,Arizona,US,31.87934684,-109.7516088,,,2020-03-24,23:37:31
Coconino,Arizona,US,35.83883429,-111.7707178,,,2020-03-24,23:37:31
Gila,Arizona,US,33.80190085,-110.8132779,,,2020-03-24,23:37:31
Graham,Arizona,US,32.93166885,-109.8882178,,,2020-03-24,23:37:31
Greenlee,Arizona,US,33.21498827,-109.2405279,,,2020-03-24,23:37:31
La Paz,Arizona,US,33.72854224,-113.9810029,,,2020-03-24,23:37:31
Maricopa,Arizona,US,33.34835867,-112.4918154,,,2020-03-24,23:37:31
Mohave,Arizona,US,35.70471703,-113.7577902,,,2020-03-24,23:37:31
Navajo,Arizona,US,35.3997715,-110.3218983,,,2020-03-24,23:37:31
Pima,Arizona,US,32.0971334,-111.7890033,,,2020-03-24,23:37:31
Pinal,Arizona,US,32.90525627,-111.3449483,,,2020-03-24,23:37:31
Santa Cruz,Arizona,US,31.52508998,-110.8479088,,,2020-03-24,23:37:31
Unassigned,Arizona,US,0.0,0.0,,,2020-03-24,23:37:31
Yavapai,Arizona,US,34.59933926,-112.5538588,,,2020-03-24,23:37:31
Yuma,Arizona,US,32.76895712,-113.90666740000002,,,2020-03-24,23:37:31
Apache,Arizona,US,35.39465006,-109.4892383,,,2020-03-25,23:33:19
Cochise,Arizona,US,31.87934684,-109.7516088,,,2020-03-25,23:33:19
Coconino,Arizona,US,35.83883429,-111.7707178,,,2020-03-25,23:33:19
Gila,Arizona,US,33.80190085,-110.8132779,,,2020-03-25,23:33:19
Graham,Arizona,US,32.93166885,-109.8882178,,,2020-03-25,23:33:19
Greenlee,Arizona,US,33.21498827,-109.2405279,,,2020-03-25,23:33:19
La Paz,Arizona,US,33.72854224,-113.9810029,,,2020-03-25,23:33:19
Maricopa,Arizona,US,33.34835867,-112.4918154,,,2020-03-25,23:33:19
Mohave,Arizona,US,35.70471703,-113.7577902,,,2020-03-25,23:33:19
Navajo,Arizona,US,35.3997715,-110.3218983,,,2020-03-25,23:33:19
Pima,Arizona,US,32.0971334,-111.7890033,,,2020-03-25,23:33:19
Pinal,Arizona,US,32.90525627,-111.3449483,,,2020-03-25,23:33:19
Santa Cruz,Arizona,US,31.52508998,-110.8479088,,,2020-03-25,23:33:19
Unassigned,Arizona,US,0.0,0.0,,,2020-03-25,23:33:19
Yavapai,Arizona,US,34.59933926,-112.5538588,,,2020-03-25,23:33:19
Yuma,Arizona,US,32.76895712,-113.90666740000002,,,2020-03-25,23:33:19
Apache,Arizona,US,35.39465006,-109.4892383,,,2020-03-26,23:48:35
Cochise,Arizona,US,31.87934684,-109.7516088,,,2020-03-26,23:48:35
Coconino,Arizona,US,35.83883429,-111.7707178,,,2020-03-26,23:48:35
Gila,Arizona,US,33.80190085,-110.8132779,,,2020-03-26,23:48:35
Graham,Arizona,US,32.93166885,-109.8882178,,,2020-03-26,23:48:35
Greenlee,Arizona,US,33.21498827,-109.2405279,,,2020-03-26,23:48:35
La Paz,Arizona,US,33.72854224,-113.9810029,,,2020-03-26,23:48:35
Maricopa,Arizona,US,33.34835867,-112.4918154,,,2020-03-26,23:48:35
