Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Carson City,Nevada,US,39.15509045,-119.7480219,5118,58,2021-01-05,05:21:49
Churchill,Nevada,US,39.58105744,-118.3394607,1426,39,2021-01-05,05:21:49
Clark,Nevada,US,36.21458855,-115.0130241,176731,2424,2021-01-05,05:21:49
Douglas,Nevada,US,38.912862,-119.6171333,2047,18,2021-01-05,05:21:49
Elko,Nevada,US,41.14531606,-115.3577619,3913,34,2021-01-05,05:21:49
Esmeralda,Nevada,US,37.78436681,-117.6319999,32,0,2021-01-05,05:21:49
Eureka,Nevada,US,39.98100864,-116.2683204,36,0,2021-01-05,05:21:49
Humboldt,Nevada,US,41.40692186,-118.1109427,843,11,2021-01-05,05:21:49
Lander,Nevada,US,39.9332233,-117.0397075,391,7,2021-01-05,05:21:49
Lincoln,Nevada,US,37.64268459,-114.8790388,277,1,2021-01-05,05:21:49
Lyon,Nevada,US,39.01777974,-119.1870479,2235,44,2021-01-05,05:21:49
Mineral,Nevada,US,38.53841696,-118.4344506,202,4,2021-01-05,05:21:49
Nye,Nevada,US,38.04264256,-116.4722702,2007,46,2021-01-05,05:21:49
Pershing,Nevada,US,40.44003782,-118.40056409999998,834,10,2021-01-05,05:21:49
Storey,Nevada,US,39.44875482,-119.5250207,66,2,2021-01-05,05:21:49
Unassigned,Nevada,US,,,0,0,2021-01-05,05:21:49
Washoe,Nevada,US,40.66562265,-119.6631594,36490,505,2021-01-05,05:21:49
White Pine,Nevada,US,39.44157041,-114.899966,384,3,2021-01-05,05:21:49
Carson City,Nevada,US,39.15509045,-119.7480219,5142,58,2021-01-06,05:22:16
Churchill,Nevada,US,39.58105744,-118.3394607,1426,39,2021-01-06,05:22:16
Clark,Nevada,US,36.21458855,-115.0130241,178837,2449,2021-01-06,05:22:16
Douglas,Nevada,US,38.912862,-119.6171333,2073,18,2021-01-06,05:22:16
Elko,Nevada,US,41.14531606,-115.3577619,3927,35,2021-01-06,05:22:16
