Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Adams,Ohio,US,38.84541072,-83.4718964,99,5.0,2020-09-12,04:25:05
Allen,Ohio,US,40.77285242,-84.10802343,1280,55.0,2020-09-12,04:25:05
Ashland,Ohio,US,40.84772277,-82.27280781,188,4.0,2020-09-12,04:25:05
Ashtabula,Ohio,US,41.70860332,-80.74830218,624,39.0,2020-09-12,04:25:05
Athens,Ohio,US,39.33425634,-82.04278644,491,3.0,2020-09-12,04:25:05
Auglaize,Ohio,US,40.55998859,-84.22421429999999,504,9.0,2020-09-12,04:25:05
Belmont,Ohio,US,40.01625942,-80.9924051,699,25.0,2020-09-12,04:25:05
Brown,Ohio,US,38.93416837,-83.86788395,249,3.0,2020-09-12,04:25:05
Butler,Ohio,US,39.44012838,-84.57388716,5124,100.0,2020-09-12,04:25:05
Carroll,Ohio,US,40.5789686,-81.09178213,136,8.0,2020-09-12,04:25:05
Champaign,Ohio,US,40.13923427,-83.76875242,268,3.0,2020-09-12,04:25:05
Clark,Ohio,US,39.91592258,-83.78498252,1579,38.0,2020-09-12,04:25:05
Clermont,Ohio,US,39.04847534,-84.15375786,1463,18.0,2020-09-12,04:25:05
Clinton,Ohio,US,39.41485808,-83.80852286,266,8.0,2020-09-12,04:25:05
Columbiana,Ohio,US,40.76932373,-80.78094576,1891,82.0,2020-09-12,04:25:05
Coshocton,Ohio,US,40.30096166,-81.91729018,225,9.0,2020-09-12,04:25:05
Crawford,Ohio,US,40.85065156,-82.91989099,206,12.0,2020-09-12,04:25:05
Cuyahoga,Ohio,US,41.424119,-81.65918339,16544,578.0,2020-09-12,04:25:05
Darke,Ohio,US,40.13412966,-84.6194517,701,34.0,2020-09-12,04:25:05
Defiance,Ohio,US,41.32398837,-84.49076944,248,8.0,2020-09-12,04:25:05
Delaware,Ohio,US,40.27942393,-83.00457058,1905,20.0,2020-09-12,04:25:05
Erie,Ohio,US,41.36796058,-82.62904521,835,31.0,2020-09-12,04:25:05
Fairfield,Ohio,US,39.75107189,-82.63088163,1891,43.0,2020-09-12,04:25:05
Fayette,Ohio,US,39.56021306,-83.4562016,213,3.0,2020-09-12,04:25:05
Franklin,Ohio,US,39.96995815,-83.01115755,24144,501.0,2020-09-12,04:25:05
Fulton,Ohio,US,41.60213491,-84.12571393,211,6.0,2020-09-12,04:25:05
Gallia,Ohio,US,38.82708533,-82.31647569,167,7.0,2020-09-12,04:25:05
Geauga,Ohio,US,41.49952319,-81.17935342,674,45.0,2020-09-12,04:25:05
Greene,Ohio,US,39.69116283,-83.89032084,1182,30.0,2020-09-12,04:25:05
Guernsey,Ohio,US,40.05026529,-81.49248905,144,9.0,2020-09-12,04:25:05
