date,total_count,lineage_count,total_count_rolling,lineage_count_rolling,proportion,proportion_ci_lower,proportion_ci_upper,query_key,lineage,total_count_rolling_14,lineage_count_rolling_14,proportion_rolling_14
2020-12-22,2,1,2,1,0.5,0.0608302759200974,0.939169724079903,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2020-12-26,1,1,1.5,1,0.666666666666667,0.0608302759200974,0.939169724079903,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2020-12-29,1,0,1,0.5,0.5,0.000385580980755902,0.853253683690425,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-02,1,0,1,0,0,0.000385580980755902,0.853253683690425,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-03,2,0,1.33333333333333,0,0,0.000385580980755902,0.853253683690425,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-04,2,1,1.5,0.25,0.166666666666667,0.000216908470030966,0.666821754401209,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-05,1,1,1.5,0.5,0.333333333333333,0.000216908470030966,0.666821754401209,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-06,3,0,1.8,0.4,0.222222222222222,0.000216908470030966,0.666821754401209,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-15,10,7,10,7,0.7,0.394181681851329,0.907305406061847,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-19,1,1,5.5,4,0.727272727272727,0.286423009254197,0.923229859965127,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-20,1,1,4,3,0.75,0.283751679563413,0.971529104912853,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-24,1,1,1,1,1,0.146746316309575,0.999614419019244,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-25,1,0,1,0.75,0.75,0.146746316309575,0.999614419019244,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,,,
2021-01-27,1,0,1,0.333333333333333,0.333333333333333,0.000385580980755902,0.853253683690425,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2,1,0.5
2021-01-30,2,0,1.25,0.25,0.2,0.000385580980755902,0.853253683690425,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2,0.928571428571429,0.464285714285714
2021-01-31,1,0,1.25,0,0,0.000385580980755902,0.853253683690425,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2,0.857142857142857,0.428571428571429
2021-02-02,2,1,1.5,0.25,0.166666666666667,0.000216908470030966,0.666821754401209,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.07142857142857,0.928571428571429,0.448275862068966
2021-02-03,1,1,1.5,0.5,0.333333333333333,0.000216908470030966,0.666821754401209,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.07142857142857,1,0.482758620689655
2021-02-04,1,0,1.4,0.4,0.285714285714286,0.000385580980755902,0.853253683690425,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2,1,0.5
2021-02-05,3,2,1.66666666666667,0.666666666666667,0.4,0.0608302759200974,0.939169724079903,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.07142857142857,1.07142857142857,0.517241379310345
2021-02-06,1,0,1.5,0.666666666666667,0.444444444444444,0.0608302759200974,0.939169724079903,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.07142857142857,1,0.482758620689655
2021-02-08,3,1,1.83333333333333,0.833333333333333,0.454545454545455,0.0608302759200974,0.939169724079903,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.07142857142857,1.07142857142857,0.517241379310345
2021-02-09,1,1,1.66666666666667,0.833333333333333,0.5,0.0608302759200974,0.939169724079903,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,1.42857142857143,0.642857142857143,0.45
2021-02-15,9,5,5,3,0.6,0.209416664076005,0.905609672655656,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2,0.928571428571429,0.464285714285714
2021-02-17,2,2,5.5,3.5,0.636363636363636,0.286423009254197,0.923229859965127,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.07142857142857,1,0.482758620689655
2021-02-19,1,0,4,2.33333333333333,0.583333333333333,0.122753882769518,0.877246117230482,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.07142857142857,0.928571428571429,0.448275862068966
2021-02-21,2,1,3.5,2,0.571428571428571,0.122753882769518,0.877246117230482,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.14285714285714,1,0.466666666666667
2021-02-28,1,1,1,1,1,0.146746316309575,0.999614419019244,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.14285714285714,1.07142857142857,0.5
2021-03-01,1,0,1,0.5,0.5,0.000385580980755902,0.853253683690425,B.1.1.7 OR Q.2 OR Q.3 OR Q.7,Alpha,2.07142857142857,1.07142857142857,0.517241379310345
