Lineage,date,total_count,lineage_count,total_count_rolling,lineage_count_rolling,proportion,proportion_ci_lower,proportion_ci_upper
BA.1.1,2020-10-29,2886,1,2587.57142857143,0.142857142857143,5.5208965936068e-05,1.89716800818278e-07,0.000970047141370019
BA.1.1,2020-10-30,2877,0,2640.71428571429,0.142857142857143,5.40979172301866e-05,1.85909895216334e-07,0.000950591181772694
BA.1.1,2020-10-31,1553,0,2599.85714285714,0.142857142857143,5.49480740700039e-05,1.88841269090504e-07,0.000965572593273648
BA.1.1,2020-11-01,3034,0,2884.71428571429,0.142857142857143,4.95221116228396e-05,1.70187857191634e-07,0.000870236519380447
BA.1.1,2020-11-02,6211,0,3019.71428571429,0.142857142857143,4.73081653893462e-05,1.62580752253055e-07,0.000831354612423092
BA.1.1,2020-11-03,3401,0,3129.28571428571,0.142857142857143,4.56516776991554e-05,1.56917637930707e-07,0.000802407968623596
BA.1.1,2020-11-04,4582,0,3506.28571428571,0.142857142857143,4.07431551499348e-05,1.40045496740775e-07,0.00071616213616426
BA.1.1,2020-11-05,4258,0,3702.28571428571,0,0,1.32631379540659e-07,0.00067826081591662
BA.1.1,2020-11-06,3395,0,3776.28571428571,0,0,1.30032313957945e-07,0.000664973928636571
BA.1.1,2020-11-07,2376,0,3893.85714285714,0,0,1.26092194034619e-07,0.000644830995278935
BA.1.1,2020-11-08,3175,0,3914,0,0,1.25447921514437e-07,0.000641537265433907
BA.1.1,2020-11-09,5375,0,3794.57142857143,0,0,1.2938133871462e-07,0.00066164599930637
BA.1.1,2020-11-10,3290,0,3778.71428571429,0,0,1.29929093236694e-07,0.000664446242227814
BA.1.1,2020-11-11,3741,0,3658.57142857143,0,0,1.34189936324915e-07,0.000686228351735537
BA.1.1,2020-11-12,4172,0,3646.28571428571,0,0,1.3466836458567e-07,0.000688674123675815
BA.1.1,2020-11-13,4119,0,3749.71428571429,0,0,1.30933811174676e-07,0.000669582563348433
BA.1.1,2020-11-14,3572,0,3920.57142857143,0,0,1.25223978793008e-07,0.000640392395156831
BA.1.1,2020-11-15,4652,0,4131.57142857143,0,0,1.18829821166333e-07,0.000607702764028191
BA.1.1,2020-11-16,4922,0,4066.85714285714,0,0,1.20728877747339e-07,0.000617411653987513
BA.1.1,2020-11-17,3253,0,4061.57142857143,0,0,1.20877476270861e-07,0.000618171357076771
BA.1.1,2020-11-18,4198,0,4126.85714285714,0,0,1.18973778782415e-07,0.00060843874784927
BA.1.1,2020-11-19,2477,0,3884.71428571429,0,0,1.26384280686764e-07,0.000646324233302088
BA.1.1,2020-11-20,2851,0,3703.57142857143,0,0,1.32559769162387e-07,0.000677894733249661
BA.1.1,2020-11-21,1871,0,3460.57142857143,0,0,1.41866239789536e-07,0.000725469641517828
BA.1.1,2020-11-22,2252,0,3117.71428571429,0,0,1.57471183627057e-07,0.00080523741874588
BA.1.1,2020-11-23,5553,0,3207.85714285714,0,0,1.5305369578862e-07,0.000782657196237142
BA.1.1,2020-11-24,3528,0,3247.14285714286,0,0,1.51215496191337e-07,0.00077326099152711
BA.1.1,2020-11-25,2788,0,3045.71428571429,0,0,1.61193111975989e-07,0.000824261856159544
BA.1.1,2020-11-26,1982,0,2975,0,0,1.65039750048435e-07,0.000843923360079058
BA.1.1,2020-11-27,2580,0,2936.28571428571,0,0,1.67231848700742e-07,0.00085512776501983
BA.1.1,2020-11-28,1591,0,2896.28571428571,0,0,1.69541481270922e-07,0.000866932781472605
BA.1.1,2020-11-29,1443,0,2780.71428571429,0,0,1.7655173510249e-07,0.000902762805018462
