"","X.18426.","X.29.","X.0.000413223140495868.","X.0.0204545454545454.","X.0.136363636363636.","X.6.25704545454545e.06.","X.5.11363636363636e.05.","X.0.000171818181818182.","X.6.25704545454545e.05.","X.Low.Risk."
"1","19094","191","0.00272157309774865","0.134717868338558","0.898119122257053","4.12101959247649e-05","0.000336794670846395","0.00113163009404389","0.000412101959247649","Medium Risk"
"15","19093","183","0.00260758050726703","0.129075235109718","0.860501567398119","3.94841144200627e-05","0.000322688087774295","0.00108423197492163","0.000394841144200627","Medium Risk"
"29","19092","183","0.00260758050726703","0.129075235109718","0.860501567398119","3.94841144200627e-05","0.000322688087774295","0.00108423197492163","0.000394841144200627","Medium Risk"
"43","19091","183","0.00260758050726703","0.129075235109718","0.860501567398119","3.94841144200627e-05","0.000322688087774295","0.00108423197492163","0.000394841144200627","Medium Risk"
"57","19090","163","0.00232259903106298","0.114968652037618","0.766457680250784","3.51689106583072e-05","0.000287421630094044","0.000965736677115987","0.000351689106583072","Medium Risk"
"71","19089","165","0.00235109717868339","0.116379310344828","0.775862068965517","3.56004310344827e-05","0.000290948275862069","0.000977586206896552","0.000356004310344827","Medium Risk"
"85","19088","166","0.00236534625249359","0.117084639498433","0.780564263322884","3.58161912225705e-05","0.000292711598746081","0.000983510971786833","0.000358161912225705","Medium Risk"
"99","19087","166","0.00236534625249359","0.117084639498433","0.780564263322884","3.58161912225705e-05","0.000292711598746081","0.000983510971786833","0.000358161912225705","Medium Risk"
"113","19086","170","0.0024223425477344","0.119905956112853","0.799373040752351","3.66792319749216e-05","0.000299764890282132","0.00100721003134796","0.000366792319749216","Medium Risk"
"127","19085","170","0.0024223425477344","0.119905956112853","0.799373040752351","3.66792319749216e-05","0.000299764890282132","0.00100721003134796","0.000366792319749216","Medium Risk"
"141","19084","170","0.0024223425477344","0.119905956112853","0.799373040752351","3.66792319749216e-05","0.000299764890282132","0.00100721003134796","0.000366792319749216","Medium Risk"
"155","19083","152","0.00216585921915076","0.107210031347962","0.714733542319749","3.27955485893417e-05","0.000268025078369906","0.000900564263322884","0.000327955485893417","Medium Risk"
"169","19082","150","0.00213736107153035","0.105799373040752","0.705329153605015","3.23640282131661e-05","0.000264498432601881","0.000888714733542319","0.000323640282131661","Medium Risk"
"183","19081","143","0.00203761755485893","0.100862068965517","0.672413793103448","3.08537068965517e-05","0.000252155172413793","0.000847241379310345","0.000308537068965517","Medium Risk"
