"","X.18472.","X.14226.","X.0.000760304596427691.","X.0.41816752803523.","X.29.9604344885281.","X.0.135042448340185.","X.0.105761410493343.","X.0.0747452919619799.","X.0.00676610198025517.","X.Medium.Risk."
"1","19095","1848","9.87658438210581e-05","0.054321214101582","3.89195015709253","0.0175424184263082","0.0137387239274355","0.00970963725191443","0.0008789369084431","Low Risk"
"2","19094","1741","9.30472587080423e-05","0.0511759922894233","3.66660455817004","0.0165267048053045","0.0129432458645375","0.00914744505172262","0.000828046080952077","Low Risk"
"3","19093","1694","9.05353568359699e-05","0.0497944462597835","3.56762097733492","0.0160805502241159","0.0125938302668159","0.00890050081425517","0.000805692166072842","Low Risk"
"4","19092","1624","8.67942263882026e-05","0.0477368245135114","3.42019862289937","0.0154160646776648","0.0120734240574433","0.00853271152440935","0.000772399101359088","Low Risk"
"5","19091","1584","8.46564375609069e-05","0.0465610406584988","3.33595727750838","0.0150363586511213","0.011776049080659","0.00832254621592791","0.000753374492951229","Low Risk"
"6","19090","1550","8.28393170577056e-05","0.0455616243817381","3.26435213392507","0.0147136085285594","0.0115232803503924","0.00814390570371627","0.000737203575804549","Low Risk"
"7","19089","1485","7.93654102133503e-05","0.0436509756173426","3.12745994766383","0.0140965862354263","0.0110400460131178","0.00780238707743173","0.000706288587141777","Low Risk"
"8","19088","1491","7.96860785374446e-05","0.0438273431955945","3.14009614947239","0.0141535421394078","0.0110846522596355","0.00783391187370372","0.000709142278402956","Low Risk"
"9","19087","1483","7.92585207719855e-05","0.043592186424592","3.12324788039446","0.0140776009340991","0.0110251772642786","0.00779187881200809","0.000705337356721384","Low Risk"
"10","19086","1509","8.06480835097276e-05","0.0443564459303502","3.17800475489852","0.0143244098513523","0.0112184709991884","0.00792848626252082","0.000717703352186493","Low Risk"
"11","19085","1521","8.12894201579163e-05","0.044709181086854","3.20327715851608","0.0144383216593154","0.0113076834922237","0.00799153585506591","0.00072341073470885","Low Risk"
"12","19084","1468","7.84568499617496e-05","0.0431512674789623","3.0916573758724","0.0139352111741453","0.0109136616479845","0.00771306682132645","0.000698203128568437","Low Risk"
"13","19083","1477","7.89378524478911e-05","0.0434158188463401","3.11061167858546","0.0140206450301176","0.010980571017761","0.007760354015735","0.000702483665460205","Low Risk"
"14","19082","1512","8.08084176717748e-05","0.0444446297194761","3.18432285580301","0.0143528878033431","0.0112407741224473","0.00794424866065736","0.000719130197817082","Low Risk"
"15","19081","1533","8.1930756806105e-05","0.0450619162433578","3.22854956213364","0.0145522334672784","0.011396895985259","0.00805458544761099","0.000729118117231208","Low Risk"
"16","19080","1569","8.38547667506711e-05","0.0461201217128691","3.30436677298632","0.0148939688911675","0.0116645334643649","0.00824373422524627","0.000746240264798282","Low Risk"
"17","19079","1615","8.6313223902061e-05","0.0474722731461336","3.40124432018631","0.0153306308216925","0.0120065146876669","0.00848542433000081","0.00076811856446732","Low Risk"
"18","19078","1676","8.95733518636869e-05","0.0492653435250278","3.5297123719088","0.0159096825121713","0.012460011527263","0.00880592642543808","0.000797131092289306","Low Risk"
"19","19077","1717","9.17645854116649e-05","0.0504705219764157","3.61605975093492","0.0162988811893784","0.0127648208784669","0.00902134586663244","0.000816631315907361","Low Risk"
"20","19076","1779","9.50781580939731e-05","0.0522929869516852","3.7466338362921","0.0168874255305208","0.0132257520924826","0.00934710209478152","0.000846119458939543","Low Risk"
"21","19075","1880","0.000100476074882895","0.055261841185592","3.95934323340602","0.017846183247543","0.013976623908863","0.00987776949870134","0.000894156595169388","Low Risk"
"22","19074","1956","0.000104537873654756","0.057495830510116","4.11940178965013","0.0185676246979756","0.0145416363647532","0.0102770835848192","0.000930303351144321","Low Risk"
"23","19073","2029","0.000108439338264571","0.059641636045514","4.27314224498975","0.0192605881964174","0.0150843456973846","0.0106606352728004","0.000965023261488664","Low Risk"
