"","X.18426.","X.427.","X.0.000116536502398414.","X.0.0640950763191277.","X.0.127532927143683.","X.0.000241485721099549.","X.0.00176203191479566.","X.3.71197337744404e.06.","X.1.20992846013797e.05.","X.Low.Risk."
"1","19094","62156","0.0169635663772267","18.2081743222513","36.2296435641526","0.068601433349147","0.500559264587302","0.00105450000557823","0.00343717327208652","High Risk"
"2","19093","65865","0.0179758237247577","19.2844726563223","38.3712039601575","0.0726565136181416","0.53014768421929","0.00111683226246434","0.00364034706651463","High Risk"
"3","19092","65865","0.0179758237247577","19.267157786775","38.3367517662715","0.0725912778153544","0.52967168271504","0.0011158294969091","0.00363707852317995","High Risk"
"4","19091","65865","0.0179758237247577","19.2475432403389","38.2977237993005","0.0725173777100395","0.529132461002556","0.00111469354890244","0.00363337586779227","High Risk"
"5","19090","68996","0.0188303337692763","20.1353136545423","40.0641615049239","0.0758621569186222","0.553538076732681","0.00116610748476232","0.0038009610789971","High Risk"
"6","19089","72258","0.0197205962302215","21.0547653976672","41.8936370107217","0.0793262992514787","0.578814640995342","0.00121935619883406","0.00397452680285884","High Risk"
"7","19088","76510","0.0208810487084371","22.2649023128555","44.3015021994637","0.0838856320797669","0.612082404890614","0.00128943952301759","0.0042029654253608","High Risk"
"8","19087","78256","0.0213575656479866","22.756315346338","45.2792893587228","0.0857370883469749","0.62559179590891","0.00131789899607499","0.00429572990104888","High Risk"
"9","19086","78221","0.0213480134756589","22.7293671641677","45.2256693187643","0.0856355579084851","0.624850965883319","0.00131633833119195","0.00429064286871671","High Risk"
"10","19085","78221","0.0213480134756589","22.7112076256624","45.1895364481264","0.0855671397162833","0.624351743661552","0.00131528664785917","0.00428721487647107","High Risk"
"11","19084","78221","0.0213480134756589","22.656121727064","45.0799294970775","0.085359597129405","0.622837382232256","0.00131209642794194","0.00427681626236621","High Risk"
"12","19083","79611","0.0217273711766748","23.0530438699405","45.8697037767295","0.0868550478784714","0.63374913276915","0.00133508359812549","0.00435174360853772","High Risk"
"13","19082","80961","0.0220958121093162","23.3952038989931","46.5505153548198","0.0881441759377907","0.643155423014538","0.00135489929991738","0.0044163334617444","High Risk"
"14","19081","82790","0.0225949813432428","23.8852781252347","47.5256386276135","0.0899905880916202","0.656628009004717","0.00138328123789532","0.00450884520959809","High Risk"
"15","19080","84832","0.0231522823687641","24.4622391859855","48.6736446391691","0.0921643565899687","0.672489193061594","0.00141669510086766","0.00461775866253136","High Risk"
"16","19079","85753","0.0234036409605883","24.718334988232","49.1832102589539","0.0931292275758172","0.67952949947385","0.00143152651779711","0.0046661020950467","High Risk"
"17","19078","85753","0.0234036409605883","24.6787401507182","49.1044265860431","0.0929800493793323","0.678441001396194","0.00142923344021337","0.00465862774232981","High Risk"
"18","19077","85753","0.0234036409605883","24.6175174518416","48.982608960669","0.0927493856772991","0.676757933748481","0.00142568781640923","0.00464707067897467","High Risk"
"19","19076","85282","0.0232750960129779","24.4479065028299","48.6451262389794","0.0921103565243491","0.672095174572262","0.00141586504431173","0.00461505306917599","High Risk"
"20","19075","83213","0.0227104261688038","23.8188729475856","47.3935091853936","0.0897403987926871","0.65480247030432","0.00137943547835006","0.00449630984511265","High Risk"
"21","19074","77886","0.021256585540522","22.2565206264903","44.2848247718367","0.0838540530928589","0.61185198471291","0.00128895410980908","0.00420138320696592","High Risk"
"22","19073","70918","0.0193548844896738","20.2552642781316","40.3028327885478","0.0763140849682838","0.556835628418426","0.00117305425114347","0.00382360426496812","High Risk"
"23","19072","71828","0.019603240970195","20.5137419951804","40.8171378139839","0.077287930097649","0.563941415833916","0.00118802361321381","0.00387239733366057","High Risk"
"24","19071","71828","0.019603240970195","20.4771921908641","40.7444129839553","0.0771502244210474","0.562936628487005","0.001185906884311","0.00386549779457047","High Risk"
"25","19070","71828","0.019603240970195","20.4366599630922","40.6637641424488","0.0769975144967696","0.561822360699003","0.00118355951913011","0.00385784648986028","High Risk"
"26","19069","70883","0.0193453323173461","20.1392062473683","40.0719067762581","0.0758768227188602","0.5536450876481","0.00116633291862977","0.00380169588720927","High Risk"
"27","19068","69045","0.0188437068105351","19.5786975431601","38.9566367767145","0.0737650404043442","0.53823619382889","0.00113387187002305","0.00369588816026315","High Risk"
"28","19067","65995","0.018011303221975","18.6637159605614","37.136055755321","0.0703177399258094","0.513082518342774","0.00108088203881437","0.00352316627258238","High Risk"
"29","19066","63013","0.0171974581396517","17.8192756468215","35.4558339474372","0.0671362119551789","0.489868086464398","0.00103197750287411","0.00336376052300583","High Risk"
"30","19065","62763","0.0171292283373107","17.733950658243","35.2860588855003","0.0668147400484739","0.487522424962156","0.00102703602992137","0.00334765364897261","High Risk"
"31","19064","62763","0.0171292283373107","17.7089664348195","35.2363466247684","0.0667206090550185","0.486835585947887","0.00102558910486051","0.00334293735488101","High Risk"
"32","19063","62763","0.0171292283373107","17.6770648920639","35.1728706549799","0.0666004162492844","0.485958583536863","0.00102374157328384","0.00333691527226265","High Risk"
"33","19062","64525","0.01761011198421","18.1496257638062","36.1131467992317","0.0683808447849796","0.498949711491027","0.00105110925073844","0.00342612100860063","High Risk"
"34","19061","64972","0.0177321068707957","18.2522025235091","36.3172485052144","0.0687673147637589","0.50176963986451","0.00105704983499277","0.00344548451482307","High Risk"
"35","19060","68613","0.0187258057120899","19.2458242642106","38.2943034732798","0.0725109012657673","0.529085204786122","0.00111459399689328","0.00363305137513863","High Risk"
"36","19059","76859","0.0209762975125052","21.5394610264936","42.8580582403681","0.081152446908409","0.592139364453066","0.00124742664314415","0.00406602322809151","High Risk"
"37","19058","83446","0.0227740163445856","23.3582783520969","46.4770428924639","0.0880050546069287","0.642140306162528","0.00135276081042806","0.00440936299339306","High Risk"
"38","19057","83446","0.0227740163445856","23.3171438287701","46.3951956357354","0.0878500754634731","0.641009480722197","0.00135037856417372","0.00440159799281494","High Risk"
"39","19056","83446","0.0227740163445856","23.2250738507939","46.2119997575544","0.0875031910177396","0.638478393329759","0.00134504646494338","0.00438421786113009","High Risk"
"40","19055","83125","0.0226864092783798","23.0887776172688","45.9408048605615","0.0869896789646128","0.63473148596761","0.0013371530662715","0.00435848909982391","High Risk"
"41","19054","84228","0.0229874391663082","23.2740199728909","46.3093901123498","0.0876876012761932","0.639823966721558","0.00134788110861005","0.00439345746416038","High Risk"
"42","19053","89971","0.0245548141856855","24.7723713770565","49.2907289520394","0.0933328160114703","0.681015008925385","0.00143465595687806","0.00467630259225747","High Risk"
"43","19052","89209","0.0243468497481502","24.545527061609","48.8393663635798","0.0924781534345756","0.674778852476826","0.00142151859737835","0.00463348098893901","High Risk"
"44","19051","87537","0.0238905288300936","24.0579167690934","47.8691456932701","0.090641024440183","0.66137400226466","0.00139327935454832","0.00454143436004769","High Risk"
"45","19050","87537","0.0238905288300936","23.9617103416533","47.6777193309644","0.0902785554357136","0.658729200116147","0.00138770769884705","0.0045232733871161","High Risk"
"46","19049","87537","0.0238905288300936","23.8081536511724","47.3721805073266","0.0897000125856231","0.654507787101354","0.00137881468584625","0.00449428635398857","High Risk"
"47","19048","88304","0.0240998578636758","23.8926639144178","47.5403344727217","0.0900184149190334","0.656831051063545","0.00138370897516304","0.00451023943159554","High Risk"
"48","19047","92377","0.0252114578034152","24.7886346373585","49.3230887105471","0.0933940897530274","0.681462100735496","0.00143559782000918","0.00467937262237898","High Risk"
"49","19046","94842","0.0258842036544974","25.1979496826077","50.1375217191712","0.0949362322159953","0.692714543424606","0.0014593027071582","0.00475663938776106","High Risk"
"50","19045","96174","0.0262477320413702","25.5245186204294","50.7873109845314","0.0961666190096073","0.701692220398698","0.00147821547351577","0.00481828609680003","High Risk"
"51","19044","94276","0.0257297313819974","24.9721049359608","49.6881480188188","0.0940853356318487","0.686505866031052","0.00144622323623574","0.00471400647393471","High Risk"
"52","19043","94276","0.0257297313819974","24.7661735703964","49.2783968905049","0.0933094650476133","0.680844625586072","0.00143429701989504","0.0046751326267782","High Risk"
"53","19042","94276","0.0257297313819974","24.5172028956008","48.7830084651673","0.0923714388155153","0.674000195404667","0.00141987824438716","0.00462813421091313","High Risk"
"54","19041","100914","0.0275413690937554","26.0182034745098","51.7696184899299","0.0980266346274986","0.71526406583047","0.0015068065157679","0.0049114794260843","High Risk"
"55","19040","110253","0.0300901615900055","28.1653489804789","56.0418928533497","0.106116257272349","0.774291047690831","0.0016311553333896","0.00531679799420558","High Risk"
"56","19039","111407","0.0304051103576115","27.929789496452","55.5731892923331","0.105228759275173","0.767815303335343","0.00161751324754265","0.00527233122075789","High Risk"
"57","19038","117995","0.0322031021089013","29.4292624523707","58.556759735232","0.110878199588285","0.809037178016429","0.00170435304885366","0.00555538806517759","High Risk"
"58","19037","127772","0.0348714332188528","31.65443158857","62.9842813114033","0.119261785415504","0.870209100400605","0.00183322049184971","0.00597543522341847","High Risk"
"59","19036","127772","0.0348714332188528","31.4031186529569","62.4842323817752","0.11831493444093","0.863300279340052","0.00181866606770395","0.00592799465689427","High Risk"
"60","19035","127772","0.0348714332188528","30.9552388105694","61.5930652190444","0.116627494579459","0.850987655319587","0.00179272775626551","0.00584344798043372","High Risk"
"61","19034","129353","0.0353029184888573","31.0698277056506","61.821068024363","0.117059221687808","0.854137808214468","0.00179936400591711","0.00586507902814232","High Risk"
"62","19033","132618","0.0361939997074306","31.5493259536066","62.7751477857728","0.118865787602437","0.867319650947292","0.0018271334514527","0.00595559433916241","High Risk"
"63","19032","137726","0.0375880710288618","32.2590324381663","64.1872834845916","0.121539690061646","0.886830127379293","0.00186823507310252","0.00608956626389153","High Risk"
"64","19031","141361","0.0385801323548998","32.8664853039105","65.395960445743","0.123828340013287","0.903529558874562","0.0019034148247338","0.0062042356819911","High Risk"
"65","19030","146501","0.0399829370910306","33.8561422733773","67.3651265257682","0.127556988774434","0.930736128630687","0.00196072937265901","0.00639105410891206","High Risk"
"66","19029","146501","0.0399829370910306","33.4806809689176","66.6180538653267","0.126142394252368","0.920414356051233","0.0019389850758042","0.00632017794430864","High Risk"
"67","19028","146501","0.0399829370910306","32.7865161546296","65.236842144078","0.123527046859603","0.901331134263435","0.00189878352744553","0.0061891398345088","High Risk"
"68","19027","143855","0.0392607928630535","31.4012333552059","62.4804811179571","0.118307831360428","0.863248450791014","0.00181855688341926","0.0059276387675599","High Risk"
"69","19026","137739","0.0375916189785835","29.2800768451059","58.2599182573086","0.110316125307124","0.804935930052858","0.00169571318079722","0.00552722616531903","High Risk"
"70","19025","135800","0.0370624286316268","28.0364084804683","55.7853339983162","0.105630458808377","0.770746356129858","0.00162368793135499","0.00529245778126155","High Risk"
"71","19024","131136","0.0357895334391532","26.9599198180394","53.6433948972066","0.101574661454961","0.741152704198292","0.0015613446518781","0.00508924805837993","High Risk"
"72","19023","123195","0.0336222819975939","24.999990294849","49.7436328024823","0.0941903969935938","0.687272459896577","0.00144783817634905","0.00471927041795001","High Risk"
"73","19022","123195","0.0336222819975939","24.6332352590475","49.0138834060143","0.0928086043603117","0.677190030557126","0.00142659809041545","0.00465003774342977","High Risk"
"74","19021","123195","0.0336222819975939","23.752950837449","47.2623409248653","0.0894920295072917","0.652990211568984","0.00137561769495913","0.00448386566971149","High Risk"
"75","19020","118690","0.0323927809594093","22.1587094264087","44.0902053194511","0.083485537919155","0.609163065905636","0.00128328951602794","0.00418291929967456","High Risk"
"76","19019","111757","0.0305006320808889","20.2633238183813","40.3188692272027","0.0763444502318998","0.557057192506558","0.00117352100772696","0.00382512567155403","High Risk"
"77","19018","103207","0.028167172840827","18.247000695685","36.306898188669","0.0687477162670369","0.50162663688881","0.0010567485786794","0.00344450256115509","High Risk"
"78","19017","95279","0.0260034693489894","16.7464319352994","33.3211473731226","0.063094147382011","0.460374637546768","0.000969845315442105","0.00316123886075089","High Risk"
"79","19016","86963","0.0237338732039187","15.168904817417","30.182268967075","0.057150628854641","0.417006982996758","0.000878485120555684","0.00286344766270909","High Risk"
"80","19015","86963","0.0237338732039187","14.9575175184976","29.7616619167306","0.0563542024012787","0.411195753984035","0.00086624293174836","0.00282354389415739","High Risk"
"81","19014","86963","0.0237338732039187","14.7133848966681","29.2758999883391","0.0554344041014391","0.404484326276787","0.000852104345060597","0.0027774587618566","High Risk"
"82","19013","82247","0.0224467862125582","13.7350551179031","27.3292721416615","0.0517484318604211","0.377589151290241","0.000795445794955201","0.00259277857880562","High Risk"
"83","19012","76226","0.0208035396529778","12.5619245794132","24.9950402460579","0.0473285248987598","0.345338726331723","0.000727505641401761","0.00237132568296871","High Risk"
"84","19011","69711","0.0190254710039715","11.2725133401204","22.4294392813251","0.0424705167521719","0.309891639201066","0.000652831259722247","0.0021279223757514","High Risk"
