"","X.18449.","X.39698.","X.0.00212164852164955.","X.0.175036003036088.","X.15.0489581817448.","X.0.000659468680575364.","X.0.00481189884309126.","X.0.000438014976837865.","X.3.3041702075165e.05.","X.Medium.Risk."
"1","19094","1741","9.30472587080423e-05","0.0251188552790423","2.23066412058823","9.46382347694391e-05","0.000690540166368402","6.4925709893841e-05","4.741708666806e-06","Low Risk"
"38","19093","1694","9.05353568359699e-05","0.0244836111775762","2.17433324713468","9.22448780761264e-05","0.000673076728539015","6.32861434911021e-05","4.621793072405e-06","Low Risk"
"75","19092","1624","8.67942263882026e-05","0.0235045826421232","2.08730063102642","8.85562731872928e-05","0.0006461623440959","6.0752972166655e-05","4.43698098443215e-06","Low Risk"
"112","19091","1584","8.46564375609069e-05","0.0229292783040877","2.03623828969362","8.63887465861779e-05","0.000630346704852541","5.92667516598224e-05","4.32838027252033e-06","Low Risk"
"149","19090","1550","8.28393170577056e-05","0.0223904349106591","1.98822429337202","8.43585908722827e-05","0.000615533410121903","5.78692562828859e-05","4.2266623255722e-06","Low Risk"
"186","19089","1485","7.93654102133503e-05","0.0214625881864853","1.90577432763629","8.08628194632374e-05","0.000590026060198598","5.54694675801819e-05","4.05151187366631e-06","Low Risk"
"223","19088","1491","7.96860785374446e-05","0.0214877899129772","1.90790048820471","8.09577699250258e-05","0.000590718878569944","5.55313516096862e-05","4.05626922600573e-06","Low Risk"
"260","19087","1483","7.92585207719855e-05","0.0213866230532186","1.89896275836113","8.05766119097274e-05","0.000587937709627624","5.5271210044859e-05","4.03717186785058e-06","Low Risk"
"297","19086","1509","8.06480835097276e-05","0.0217679837914092","1.93276421113389","8.20134332406279e-05","0.000598421663003328","5.6255035129263e-05","4.10916167380988e-06","Low Risk"
"334","19085","1521","8.12894201579163e-05","0.0219601926402498","1.94978991121008","8.27376026328741e-05","0.00060370565898887","5.67505851556806e-05","4.1454451092714e-06","Low Risk"
"371","19084","1468","7.84568499617496e-05","0.0211711277668074","1.87953926869436","7.97647081314489e-05","0.000582013548304312","5.4705869954618e-05","3.99649263084395e-06","Low Risk"
"408","19083","1477","7.89378524478911e-05","0.0213256578946563","1.89296845391645","8.03469185210488e-05","0.000586261721997273","5.50967398196922e-05","4.0256634206098e-06","Low Risk"
"445","19082","1512","8.08084176717748e-05","0.0217721777004247","1.93261643073851","8.20292342849672e-05","0.000598536957374714","5.6250733833075e-05","4.10995336174733e-06","Low Risk"
"482","19081","1533","8.1930756806105e-05","0.0220518475017045","1.95730768781118","8.3082923078402e-05","0.000606225334450762","5.69693975614323e-05","4.16274687904104e-06","Low Risk"
"519","19080","1569","8.38547667506711e-05","0.0225671080668856","2.00299905364051","8.50242277196103e-05","0.000620390315794482","5.82992904552608e-05","4.26001307451218e-06","Low Risk"
"556","19079","1615","8.6313223902061e-05","0.0232164277128633","2.06053905901081","8.74706156785281e-05","0.000638240703138121","5.99740498515687e-05","4.38258572197787e-06","Low Risk"
"593","19078","1676","8.95733518636869e-05","0.0240935136499575","2.13841051913138","9.07751398658603e-05","0.000662352592879599","6.22405765698378e-05","4.54815401492963e-06","Low Risk"
"630","19077","1717","9.17645854116649e-05","0.0246773167718187","2.19023183318406","9.29746866323057e-05","0.000678401871416299","6.37488877366552e-05","4.65835904982814e-06","Low Risk"
"667","19076","1779","9.50781580939731e-05","0.025570071743718","2.26953890337477","9.63382457469076e-05","0.000702944517168787","6.60571993216261e-05","4.82688520042549e-06","Low Risk"
"704","19075","1880","0.000100476074882895","0.0270252269188265","2.3988597127273","0.000101820713620465","0.000742948055767525","6.98212107986407e-05","5.10157613791884e-06","Low Risk"
"741","19074","1956","0.000104537873654756","0.0281488342644734","2.49848780811414","0.000106054036141922","0.000773837043134841","7.272098614297e-05","5.31368049656713e-06","Low Risk"
"778","19073","2029","0.000108439338264571","0.0292016435276139","2.59189309995655","0.000110020618579923","0.000802779726853786","7.54396405673354e-05","5.51242023817042e-06","Low Risk"
"815","19072","2079","0.00011111157429869","0.0299189995347731","2.65560611851545","0.000112723341513139","0.000822500495615982","7.72940716855106e-05","5.6478361700887e-06","Low Risk"
"852","19071","2231","0.000119235171842414","0.0321075889746381","2.8496991983223","0.000120969109042071","0.000882666808894496","8.29433448663687e-05","6.06097814649662e-06","Low Risk"
"889","19070","2444","0.000130618897347763","0.0351863172629534","3.12306596004992","0.000132568579133528","0.000967303848313651","9.0899957833213e-05","6.64215242555008e-06","Low Risk"
"926","19069","2606","0.00013927694209831","0.0375299889729228","3.33124044315013","0.000141398637312797","0.00103173351417766","9.69590843383277e-05","7.08456942010883e-06","Low Risk"
"963","19068","2784","0.000148790102379776","0.0401461814260846","3.56360232990976","0.000151255449370269","0.00110365502301192","0.000103722209414354","7.57843039790347e-06","Low Risk"
"1000","19067","2965","0.000158463596823289","0.0427870883701893","3.79825203718524","0.000161205376172425","0.00117625595566935","0.000110551923794314","8.07695675214928e-06","Low Risk"
"1037","19066","3178","0.000169847322328638","0.0458577332742374","4.07084962171105","0.000172774391165132","0.00126067077550666","0.000118486149089522","8.65660512356041e-06","Low Risk"
"1074","19065","3300","0.000176367578251889","0.0476036091103491","4.22570986458266","0.000179352183242866","0.00130866648936122","0.000122993511318543","8.98617565897271e-06","Low Risk"
"1111","19064","3748","0.000200310813117601","0.0540625049820302","4.79896558010959","0.000203686831341481","0.00148622740844929","0.00013967869217467","1.02054271810873e-05","Low Risk"
"1148","19063","4027","0.000215221890187988","0.0580807414821518","5.15553878255743","0.000218826008865025","0.00159669238268785","0.000150057111805117","1.09639532614457e-05","Low Risk"
"1185","19062","4313","0.000230507080303151","0.062216260215311","5.52256204656209","0.000234407060963712","0.00171038155213014","0.000160739690927236","1.17446188133158e-05","Low Risk"
"1222","19061","4657","0.000248892064217894","0.0671542110648154","5.96051788100438","0.000253011370220004","0.00184613030991612","0.000173486833444514","1.2676760189953e-05","Low Risk"
"1259","19060","5032","0.00026893383447379","0.0725163639568185","6.43621233912291","0.000273213910448277","0.00199354076747889","0.000187332396342511","1.36889785636926e-05","Low Risk"
"1296","19059","5353","0.000286089589812838","0.077098611556206","6.84289858905401","0.000290478065970696","0.00211951091956071","0.000199169406333006","1.45539735212293e-05","Low Risk"
"1333","19058","5641","0.000301481669369366","0.0811747267229584","7.20454206363172","0.000305835308162391","0.0022315670309606","0.000209695401304065","1.53234254089996e-05","Low Risk"
"1370","19057","6054","0.000323554339011194","0.08703720516457","7.72507292268613","0.000327922883608193","0.00239273189271205","0.000224845972487702","1.64300906820285e-05","Low Risk"
"1407","19056","6415","0.000342847883177537","0.0919664684228447","8.16207473427187","0.000346494461345104","0.00252824182071752","0.000237565347215717","1.73605920943373e-05","Low Risk"
"1444","19055","6720","0.000359148522985666","0.0961720583010702","8.53497666486297","0.000362339514705142","0.00264385730963712","0.000248419030807502","1.81544850386249e-05","Low Risk"
"1481","19054","7133","0.000381221192627493","0.101905185932035","9.04310955314228","0.000383939745793504","0.00280146620001521","0.000263208746653759","1.92367326440058e-05","Medium Risk"
"1518","19053","7574","0.000404790314448428","0.108115091577094","9.5940447027335","0.000407336293996218","0.00297218215142438","0.000279244265117761","2.04089820594395e-05","Medium Risk"
"1555","19052","7986","0.000426809539369572","0.113996252897936","10.1145565227158","0.000429494259381815","0.0031338606225099","0.000294394282150167","2.15191741162085e-05","Medium Risk"
"1592","19051","8314","0.000444339407753397","0.118069361883691","10.4693032872185","0.000444840175433847","0.00324583409126132","0.000304719541477782","2.22880585245163e-05","Medium Risk"
"1629","19050","8538","0.000456311025186252","0.121214476032065","10.7472304314596","0.000456689762042948","0.00333229613832275","0.000312808888938064","2.28817645214565e-05","Medium Risk"
"1666","19049","9018","0.0004819644911138","0.127929955793323","11.3411311461606","0.000481991120053703","0.0035169107817875","0.000330094963140151","2.41494516127662e-05","Medium Risk"
"1703","19048","9535","0.000509595411706596","0.135285681615311","11.9916500459931","0.000509704680226239","0.00371912637148892","0.000349028966238676","2.55379985227789e-05","Medium Risk"
"1740","19047","10083","0.000538883118640546","0.142789829859288","12.6557106980125","0.000537977439289851","0.00392542222849687","0.00036835711557635","2.69545632654863e-05","Medium Risk"
"1777","19046","10817","0.000578111543621421","0.153028154926495","13.5599213107266","0.000576551530369735","0.00420688309192809","0.000394675069670009","2.88872610005323e-05","Medium Risk"
"1814","19045","11433","0.000611033491561773","0.161738664399318","14.3281400184183","0.000609369396920297","0.00444634291578143","0.000417034843376083","3.05315516260706e-05","Medium Risk"
"1851","19044","12138","0.000648712019642859","0.171646685029109","15.2018482203608","0.000646699027273515","0.00471872340995888","0.000442464994301821","3.24018974984947e-05","Medium Risk"
"1888","19043","12886","0.000688688670713287","0.181906917899946","16.1058208018486","0.000685355658574284","0.00500078653882755","0.000468776020258605","3.43387307891297e-05","Medium Risk"
"1925","19042","13855","0.000740476605054524","0.195562202902448","17.304780367829","0.000736803547164521","0.00537618273712898","0.000503672937386031","3.69164510922558e-05","Medium Risk"
"1962","19041","15520","0.000829462064990704","0.218629135701113","19.3288587124123","0.000823710923211718","0.00601031368917472","0.000562585761683472","4.12708165262298e-05","Medium Risk"
"1999","19040","17449","0.000932556931187036","0.245371332245515","21.670534658665","0.00092446528668509","0.00674548098265547","0.000630742581775102","4.63189647684716e-05","Medium Risk"
"2036","19039","19711","0.0010534488893706","0.276687907912695","24.4141986871286","0.00104245416027195","0.00760640211664307","0.000710599666987565","5.22306226289175e-05","Medium Risk"
"2073","19038","21638","0.00115643686612557","0.30340346224658","26.7573439882051","0.00114310814609094","0.00834083699153711","0.000778799254120696","5.72737415973683e-05","Medium Risk"
"2110","19037","23831","0.00127364113858205","0.333168112021273","29.3009011146063","0.00125524995677121","0.00915909427193405","0.000852832027841729","6.28924410258754e-05","Medium Risk"
"2147","19036","26701","0.00142702748694052","0.372163892404486","32.6722852354734","0.00140217113522169","0.0102311237244847","0.000950959534063689","7.0253709195059e-05","Medium Risk"
"2184","19035","30264","0.00161745102673187","0.418819066693707","36.675723417243","0.00157794997898438","0.0115137168784213","0.00106748360578228","7.90608479687404e-05","Medium Risk"
"2221","19034","33331","0.00178136598506477","0.457619288660192","39.9601908922461","0.00172413436815255","0.0125803702523202","0.00116308131610972","8.63852004015512e-05","Medium Risk"
"2258","19033","36518","0.00195169430987955","0.499082161870849","43.4564723499881","0.00188035060832492","0.0137202223294524","0.00126484408421875","9.42121838794842e-05","Medium Risk"
"2295","19032","42699","0.0022820361284174","0.580289863265767","50.3458183539375","0.00218631015243324","0.0159526958641214","0.0014653653890097","0.000109541833946657","Medium Risk"
"2332","19031","47613","0.00254466348585067","0.644428670001354","55.7709164540224","0.00242796063300823","0.0177159299678194","0.00162326829431078","0.000121649373577672","Medium Risk"
"2369","19030","52222","0.00279099020347581","0.702727581592567","60.5782827483446","0.00264760862335974","0.0193186200451368","0.00176319149767332","0.000132654511004777","Medium Risk"
"2406","19029","60009","0.00320716424342959","0.804264422386241","69.0630755132599","0.00303016058562198","0.0221099601024477","0.00201014987588894","0.000151821710809187","Medium Risk"
"2443","19028","69891","0.00373530497321297","0.930401718477297","79.4780601650003","0.00350539764989248","0.0255775890393703","0.0023132884191625","0.000175632760454489","Medium Risk"
"2480","19027","78375","0.00418872998348237","1.03701393405506","88.1252796628662","0.0039070716822102","0.0285084557633566","0.00256497438986738","0.000195758043273975","High Risk"
