"","X.18426.","X.29.","X.0.000413223140495868.","X.0.227272727272727.","X.0.681818181818182.","X.8.03336775229545e.05.","X.0.00130165289147727.","X.7.875e.06.","X.4.025e.06.","X.Medium.Risk."
"281","19074","114","0.00162439441436307","1.7771638929576","5.3314916788728","0.000628170888762095","0.010178302287548","6.15787288909809e-05","3.14735725442791e-05","High Risk"
"295","19073","112","0.00159589626674266","1.74592594323219","5.23777782969657","0.00061712926749133","0.00999939403017881","6.04963339329954e-05","3.09203484546421e-05","High Risk"
"309","19072","86","0.0012254203476774","1.34052155181478","4.02156465544435","0.000473831714646662","0.00767753251763219","4.64490717703823e-05","2.37406366826398e-05","High Risk"
"323","19071","86","0.0012254203476774","1.34046829479786","4.02140488439357","0.000473812889985758","0.00767722750017186","4.64472264147457e-05","2.37396935008701e-05","High Risk"
"337","19070","86","0.0012254203476774","1.34046583705498","4.02139751116493","0.000473812021251852","0.0076772134240081","4.6447141253955e-05","2.37396499742437e-05","High Risk"
"351","19069","94","0.00133941293815902","1.46490632248066","4.39471896744199","0.000517797773290595","0.00838991802176129","5.0759004073955e-05","2.59434909711326e-05","High Risk"
"365","19068","80","0.00113992590481619","1.24635234842469","3.73905704527407","0.000440545897608635","0.00713819980775655","4.31861088729156e-05","2.20729000906013e-05","High Risk"
"379","19067","86","0.0012254203476774","1.33964201842081","4.01892605526244","0.000473520827577678","0.00767249519001637","4.64185959382812e-05","2.37250601462326e-05","High Risk"
"393","19066","86","0.0012254203476774","1.33944618185891","4.01833854557673","0.000473451605584348","0.00767137358061731","4.64118102014112e-05","2.37215918807213e-05","High Risk"
"407","19065","93","0.00132516386434882","1.44843202226257","4.3452960667877","0.000511974632357593","0.00829556521149992","5.0188169571398e-05","2.56517311142701e-05","High Risk"
"421","19064","93","0.00132516386434882","1.44826340979865","4.34479022939595","0.00051191503321666","0.00829459952193464","5.01823271495232e-05","2.56487449875341e-05","High Risk"
"435","19063","93","0.00132516386434882","1.44784577166916","4.34353731500749","0.000511767411426673","0.00829220759446777","5.01678559883366e-05","2.56413486162609e-05","High Risk"
"449","19062","106","0.00151040182388145","1.64981389888606","4.94944169665818","0.000583156717994405","0.0094489341402915","5.7166051596402e-05","2.92182041492721e-05","High Risk"
"463","19061","121","0.00172413793103448","1.88227802152643","5.6468340645793","0.000665325388595338","0.0107803195688496","6.5220933445891e-05","3.33351437612332e-05","High Risk"
"477","19060","128","0.0018238814477059","1.98989299929739","5.96967899789217","0.000703363859047261","0.0113966598955696","6.89497924256545e-05","3.52410050175567e-05","High Risk"
"491","19059","178","0.00253633513821602","2.76613015817085","8.29839047451255","0.000977738995697272","0.0158423818017765","9.584640998062e-05","4.89881651012058e-05","High Risk"
"505","19058","164","0.00233684810487318","2.54787485208268","7.64362455624803","0.000900592689638643","0.0145923741406768","8.82838636246647e-05","4.51228636303842e-05","High Risk"
"519","19057","164","0.00233684810487318","2.54726270846694","7.64178812540081","0.000900376316348214","0.0145888682272442","8.82626528483793e-05","4.51120225669494e-05","High Risk"
"533","19056","164","0.00233684810487318","2.54616259871004","7.63848779613013","0.000899987462553435","0.0145825675986418","8.8224534045303e-05","4.50925396231549e-05","High Risk"
"547","19055","168","0.00239384440011399","2.60730423530778","7.82191270592334","0.000921599085631174","0.014932742426137","9.03430917534145e-05","4.61753580073008e-05","High Risk"
"561","19054","197","0.00280706754060986","3.05701568546547","9.17104705639642","0.00108055777393871","0.017508362547621","0.000105925593501379","5.41397477895935e-05","High Risk"
"575","19053","200","0.00284981476204047","3.10199937747181","9.30599813241543","0.00109645807773139","0.0177659964198063","0.000107484278429398","5.49364089750257e-05","High Risk"
"589","19052","220","0.00313479623824451","3.41131697774724","10.2339509332417","0.00120579200728328","0.0195375426744529","0.000118202133278942","6.04144236759036e-05","High Risk"
"603","19051","254","0.00361926474779139","3.9364811262555","11.8094433787665","0.00139142082363595","0.0225453009770392","0.000136399071024753","6.97150807459848e-05","High Risk"
"617","19050","254","0.00361926474779139","3.93422523091453","11.8026756927436","0.00139062343641302","0.022532380849188","0.000136320904251188","6.96751288394962e-05","High Risk"
"631","19049","254","0.00361926474779139","3.93132524577554","11.7939757373266","0.00138959838394072","0.0225157718434058","0.000136220419766122","6.96237701026848e-05","High Risk"
"645","19048","301","0.0042889712168709","4.65533958398953","13.9660187519686","0.00164551441516027","0.0266623994133577","0.000161307516585237","8.24460640324546e-05","High Risk"
"659","19047","325","0.00463094898831576","5.0232870402229","15.0698611206687","0.00177557213325581","0.0287697348427564","0.000174056895943723","8.89624134823475e-05","High Risk"
"673","19046","351","0.00500142490738102","5.41846635142682","16.2553990542804","0.00191525544559581","0.0310330345323109","0.000187749859076939","9.59610390837689e-05","High Risk"
"687","19045","315","0.00448845825021374","4.85928990488981","14.5778697146694","0.00171760436412385","0.027830478522995","0.000168374395204432","8.60580242155984e-05","High Risk"
"701","19044","438","0.00624109432886862","6.75203260470434","20.256097814113","0.00238662868351949","0.0386707321583538","0.000233957929753006","0.000119578497429314","High Risk"
"715","19043","438","0.00624109432886862","6.74396941026036","20.2319082307811","0.00238377860084551","0.0386245520447586","0.000233678540065521","0.000119435698255711","High Risk"
"729","19042","438","0.00624109432886862","6.73463383760006","20.2039015128002","0.00238047877295774","0.0385710846741123","0.000233355062472842","0.000119270365263897","High Risk"
"743","19041","511","0.00728127671701339","7.84127013657842","23.5238104097353","0.00277163949269796","0.0449090925629794","0.000271700010232442","0.000138868894118804","High Risk"
"757","19040","560","0.00797948133371331","8.57234573266011","25.7170371979803","0.00303005145389229","0.0490961618825035","0.000297031779636673","0.000151816242925411","High Risk"
"771","19039","632","0.00900541464804788","9.64684209476257","28.9405262842877","0.00340985172860429","0.0552500955875984","0.000334263078583523","0.000170845573498245","High Risk"
"785","19038","666","0.00948988315759476","10.1505870278021","30.4517610834062","0.00358790953382461","0.0581351802016932","0.000351717840513342","0.000179766896262375","High Risk"
"799","19037","806","0.0114847534910231","12.2682260381344","36.8046781144031","0.00433642754303528","0.0702634763416712","0.000425094032221356","0.00021727028313536","High Risk"
"813","19036","806","0.0114847534910231","12.2496099172162","36.7488297516485","0.00432984733663517","0.0701568567401377","0.00042444898363154","0.000216940591633898","High Risk"
"827","19035","806","0.0114847534910231","12.19991091896","36.5997327568799","0.00431228032211901","0.0698722170230894","0.000422726913341963","0.000216060422374781","High Risk"
"841","19034","845","0.012040467369621","12.7394806882318","38.2184420646955","0.00450300106704062","0.0729624802445257","0.000441423005847233","0.000225616202988586","High Risk"
"855","19033","911","0.0129809062410943","13.6692265358955","41.0076796076865","0.00483163664070051","0.0782873882767075","0.000473638699468779","0.000242082001950709","High Risk"
"869","19032","997","0.0142063265887717","14.8798946717401","44.6396840152203","0.00525956930459443","0.0852212148671302","0.000515588350375794","0.000263522934636517","High Risk"
"883","19031","1029","0.0146622969506982","15.3173614743535","45.9520844230604","0.00541419989960625","0.087726706552737","0.000530746575086347","0.0002712704717108","High Risk"
"897","19030","1246","0.0177543459675121","18.5155994221823","55.546798266547","0.00654467524975352","0.106043887511402","0.000641565519978618","0.000327911265766849","High Risk"
"911","19029","1246","0.0177543459675121","18.457517882483","55.3725536474491","0.00652414527356045","0.105711238693401","0.000639552994628036","0.000326882641698774","High Risk"
"925","19028","1246","0.0177543459675121","18.3486573084805","55.0459719254414","0.00648566652447416","0.10508776449736","0.000635780975738848","0.000324954720933189","High Risk"
"939","19027","1348","0.0192077514961527","19.6903509371875","59.0710528115625","0.00695991253100804","0.112772009819006","0.000682270659973547","0.000348716115097591","High Risk"
"953","19026","1458","0.020775149615275","21.0418042312304","63.1254126936911","0.00743760826869632","0.120512151405711","0.000729098516612132","0.00037265035293509","High Risk"
"967","19025","1440","0.0205186662866914","20.5113733397008","61.5341200191025","0.0072501178262676","0.117474229029482","0.000710719086220634","0.000363256421846102","High Risk"
"981","19024","1963","0.0279709318894272","27.7624880508573","83.2874641525719","0.00981315615417478","0.159003340522407","0.000961970210962206","0.000491673663380683","High Risk"
"995","19023","1768","0.0251923624964377","24.8276164145211","74.4828492435633","0.00877577241511411","0.14219453025558","0.000860276908763156","0.000439697086701169","High Risk"
"1009","19022","1768","0.0251923624964377","24.4818424872045","73.4455274616134","0.00865355233395334","0.140214188673508","0.000848295842181635","0.000433573430448391","High Risk"
"1023","19021","1768","0.0251923624964377","24.0311049528597","72.093314858579","0.00849423095753453","0.137632691888048","0.000832677786616587","0.000425590868715145","High Risk"
"1037","19020","1832","0.0261043032202907","24.280765459553","72.842296378659","0.00858247800272819","0.139062565697918","0.000841328523173512","0.000430012356288684","High Risk"
"1051","19019","1836","0.0261612995155315","23.6209763111501","70.8629289334504","0.00834926353253204","0.135283773305669","0.000818466829181352","0.000418327490470469","High Risk"
"1065","19018","1835","0.0261470504417213","22.7941605988082","68.3824817964247","0.00805701048658483","0.130548374229839","0.000789817664748705","0.000403684584204894","High Risk"
"1079","19017","1936","0.0275862068965517","23.6282391090115","70.8847173270345","0.00835183070048181","0.135325369329749","0.000818718485127248","0.000418456114620594","High Risk"
"1093","19016","2050","0.0292106013109148","24.6934464506263","74.0803393518789","0.00872834760201782","0.141426102281186","0.000855627919514202","0.000437320936640592","High Risk"
"1107","19015","2050","0.0292106013109148","24.160950832701","72.4828524981031","0.00854012734450553","0.138376354653792","0.000837176946353091","0.000427890439247135","High Risk"
"1121","19014","2050","0.0292106013109148","23.3005711806139","69.9017135418416","0.00823601051382597","0.1334487257414","0.000807364791408271","0.000412653115608672","High Risk"
"1135","19013","2063","0.0293958392704474","22.3164255358036","66.9492766074107","0.00788814634281639","0.12781225523491","0.000773264144815593","0.000395223896239081","High Risk"
"1149","19012","2002","0.0285266457680251","20.5754318618042","61.7262955854127","0.0072727604755595","0.117841109655769","0.000712938714011516","0.000364390898272553","High Risk"
"1163","19011","2117","0.0301652892561983","20.788309037637","62.364927112911","0.00734800578369903","0.119060315298159","0.000720314908154122","0.000368160953056551","High Risk"
"1177","19010","1631","0.02324023938444","15.7437891818608","47.2313675455823","0.00556492852574993","0.0901689743300618","0.000545522295151476","0.000278822506410754","High Risk"
"1191","19009","1795","0.0255770874893132","16.9066820145884","50.7200460437653","0.00597597414014956","0.0968291787301336","0.000585816531805489","0.000299417338478361","High Risk"
"1205","19008","1795","0.0255770874893132","16.3741287677269","49.1223863031808","0.00578773351264199","0.0937791010461049","0.000567363561801738","0.000289985820476444","High Risk"
"1219","19007","1795","0.0255770874893132","15.8431787648089","47.5295362944266","0.00560005958085497","0.090738205577381","0.000548966144200627","0.000280582695924765","High Risk"
"1233","19006","1771","0.0252351097178683","15.0232977067833","45.06989312035","0.00531025771455553","0.086042523158057","0.000520557265540043","0.000266062602387133","High Risk"
"1247","19005","1757","0.0250356226845255","14.5265017622546","43.5795052867638","0.0051346561556646","0.0831972372963089","0.000503343286062122","0.000257264346209529","High Risk"
"1261","19004","1708","0.0243374180678256","13.8914588276872","41.6743764830615","0.00491018868466202","0.0795601732195446","0.000481339048379361","0.00024601773583834","High Risk"
"1275","19003","1662","0.0236819606725563","13.440678290738","40.322034872214","0.00475085210819085","0.0769784301464416","0.000465719502774071","0.00023803441252897","High Risk"
"1289","19002","1300","0.018523795953263","10.4577755965067","31.37332678952","0.00369649091845964","0.0598945329118989","0.000362361924418956","0.000185207205814133","High Risk"
"1303","19001","1300","0.018523795953263","10.4007460302442","31.2022380907327","0.00367633278140388","0.059567909032668","0.000360385849947963","0.000184197212195625","High Risk"
"1317","19000","1300","0.018523795953263","10.3514692978982","31.0544078936947","0.00365891502445094","0.0592856877476488","0.000358678411172174","0.000183324521265778","High Risk"
"1331","18999","1162","0.0165574237674551","9.19816661474835","27.5944998442451","0.00325125922277904","0.0526804087496584","0.00031871647320103","0.000162899530747193","High Risk"
"1345","18998","1093","0.0155742376745512","8.62443710150736","25.8733113045221","0.00304846409528979","0.0493945033583801","0.00029883674556723","0.000152738781067695","High Risk"
"1359","18997","972","0.0138500997435167","7.65655625899063","22.9696687769719","0.00270634901436289","0.0438511858104037","0.000265299674374025","0.000135597611346724","High Risk"
"1373","18996","915","0.0130379025363351","7.20247591428035","21.6074277428411","0.00254584606084444","0.0412505438383211","0.000249565790429814","0.000127555848441905","High Risk"
"1387","18995","890","0.0126816756910801","7.00218796381604","21.0065638914481","0.00247505064329737","0.0401034401229814","0.000242625812946226","0.000124008748839182","High Risk"
"1401","18994","890","0.0126816756910801","6.99704847733353","20.9911454320006","0.0024732339983586","0.0400740048822425","0.000242447729739607","0.000123917728533577","High Risk"
"1415","18993","890","0.0126816756910801","6.99223371420149","20.9767011426045","0.00247153213279189","0.0400464294206911","0.000242280898197082","0.000123832459078508","High Risk"
"1429","18992","819","0.0116699914505557","6.42933202374014","19.2879960712204","0.00227256429612584","0.0368225379234626","0.000222776354622596","0.000113863470140438","High Risk"
"1443","18991","759","0.0108150470219436","5.95534341515378","17.8660302454613","0.00210502440478622","0.0341078758947303","0.000206352649335078","0.000105469131882373","High Risk"
"1457","18990","720","0.0102593331433457","5.64739870669372","16.9421961200812","0.00199617574880717","0.0323441925659287","0.000195682365186937","0.000100015431095546","High Risk"
"1471","18989","639","0.00910515816471929","5.01183737456569","15.0355121236971","0.00177152504076175","0.0287041594849561","0.000173660165028701","8.87596399035584e-05","High Risk"
"1485","18988","627","0.00893416927899687","4.91729817310661","14.7518945193198","0.00173810844117926","0.0281627076952326","0.000170384381698144","8.7085350645718e-05","High Risk"
"1499","18987","627","0.00893416927899687","4.9162960408753","14.7488881226259","0.00173775421932224","0.0281569682106399","0.000170349657816329","8.70676028839016e-05","High Risk"
"1513","18986","627","0.00893416927899687","4.91605629166324","14.7481688749897","0.00173766947560433","0.0281555951015174","0.000170341350506131","8.70633569253559e-05","High Risk"
"1527","18985","614","0.00874893131946423","4.81379747883216","14.4413924364965","0.00170152423903138","0.0275699309921547","0.000166798082641534","8.52523533501176e-05","High Risk"
"1541","18984","607","0.00864918780279282","4.7587386550012","14.2762159650036","0.00168206269671829","0.0272545940922947","0.000164890294395792","8.42772615800713e-05","High Risk"
"1555","18983","586","0.00834995725277857","4.59383499262666","13.78150497788","0.00162377449912187","0.0263101458449367","0.000159176382494514","8.13568177194182e-05","High Risk"
"1569","18982","566","0.00806497577657452","4.43701147690185","13.3110344307055","0.00156834237626476","0.0254119748010794","0.000153742447674649","7.85794732559317e-05","High Risk"
"1583","18981","568","0.00809347392419493","4.45271723787786","13.3581517136336","0.00157389386302975","0.0255019259775034","0.000154286652292468","7.88576222828168e-05","High Risk"
"1597","18980","568","0.00809347392419493","4.45253294519594","13.3575988355878","0.00157382872143069","0.0255008704830533","0.000154280266551039","7.88543584594202e-05","High Risk"
"1611","18979","568","0.00809347392419493","4.45249415179345","13.3574824553803","0.00157381500919727","0.0255006483026574","0.000154278922359643","7.8853671428262e-05","High Risk"
"1625","18978","554","0.00789398689085209","4.34261313844145","13.0278394153244","0.00153497556727021","0.0248713297721658","0.000150471545246996","7.69076786817981e-05","High Risk"
"1639","18977","555","0.0079082359646623","4.35028688486268","13.050860654588","0.00153768799245995","0.0249152794107235","0.000150737440560492","7.70435807309181e-05","High Risk"
"1653","18976","564","0.00803647762895412","4.42059642538041","13.2617892761412","0.00156254017786079","0.0253179613242622","0.000153173666139431","7.8288762693487e-05","High Risk"
"1667","18975","576","0.00820746651467655","4.51443483929148","13.5433045178744","0.00159570907134334","0.0258553995125778","0.00015642516718145","7.99506410038521e-05","High Risk"
"1681","18974","574","0.00817896836705614","4.49869062830062","13.4960718849019","0.00159014399372154","0.0257652281224326","0.000155879630270617","7.9671811027204e-05","High Risk"
"1695","18973","574","0.00817896836705614","4.49891786969122","13.4967536090737","0.00159022431632254","0.0257665295958503","0.000155887504184801","7.96758354722315e-05","High Risk"
"1709","18972","574","0.00817896836705614","4.49902995370783","13.4970898611235","0.00159026393445602","0.0257671715315813","0.000155891387895977","7.96778204801657e-05","High Risk"
"1723","18971","579","0.00825021373610715","4.53830776845402","13.614923305362","0.00160414739219198","0.0259921262885765","0.000157252364176932","8.03734305793206e-05","High Risk"
"1737","18970","528","0.00752351097178683","4.1385703495159","12.4157110485477","0.00146285293380191","0.0237027210729297","0.000143401462610726","7.32940808899265e-05","High Risk"
"1751","18969","508","0.00723852949558279","3.98180494622065","11.945414838662","0.00140744135183958","0.0228048828548051","0.000137969541386546","7.05177655975678e-05","High Risk"
"1765","18968","503","0.00716728412653178","3.94261976898597","11.8278593069579","0.00139359063851632","0.0225804586581026","0.000136611774995364","6.98237961087415e-05","High Risk"
"1779","18967","449","0.00639783414078085","3.51926603875148","10.5577981162544","0.00124394856552801","0.020155796386962","0.000121942568242739","6.23262015462887e-05","High Risk"
"1793","18966","449","0.00639783414078085","3.51926655827649","10.5577996748295","0.00124394874916357","0.0201557993624234","0.00012194258624428","6.23262107470766e-05","High Risk"
"1807","18965","449","0.00639783414078085","3.519272384527","10.557817153581","0.00124395080855774","0.020155832730949","0.000121942788123861","6.23263139299732e-05","High Risk"
"1821","18964","409","0.00582787118837276","3.20584604028295","9.61753812084886","0.00113316456874866","0.0183607545790472","0.000111082565295804","5.67755333734111e-05","High Risk"
"1835","18963","389","0.00554288971216871","3.04908760837656","9.14726282512969","0.00107775545095046","0.0174629562879678","0.000105650885630248","5.39993415443489e-05","High Risk"
"1849","18962","368","0.00524365916215446","2.88448184042262","8.65344552126785","0.00101957254955305","0.016520214163199","9.99472957706436e-05","5.10841733938845e-05","High Risk"
"1863","18961","343","0.0048874323168994","2.68855101911301","8.06565305733903","0.000950317238523115","0.0153980649148155","9.31582928122658e-05","4.76142385484914e-05","High Risk"
"1877","18960","311","0.00443146195497293","2.43770431492706","7.31311294478119","0.000861650910259329","0.0139613974284023","8.44664545122228e-05","4.31717434173583e-05","High Risk"
"1891","18959","311","0.00443146195497293","2.43758840331869","7.31276520995607","0.000861609939193948","0.0139607335710095","8.44624381749926e-05","4.3169690622774e-05","High Risk"
"1905","18958","311","0.00443146195497293","2.43752240514134","7.31256721542403","0.000861586610938245","0.0139603555814486","8.44601513381475e-05","4.31685217950532e-05","High Risk"
"1919","18957","291","0.00414648047876888","2.28074980578614","6.84224941735841","0.000806172485397685","0.0130624761495261","7.90279807704896e-05","4.03920790604725e-05","High Risk"
"1933","18956","291","0.00414648047876888","2.28085442463234","6.84256327389703","0.000806209464830962","0.0130630753301903","7.90316058135108e-05","4.03939318602388e-05","High Risk"
"1947","18955","281","0.00400398974066686","2.202537762163","6.607613286489","0.000778527016598022","0.0126145344455123","7.63179334589479e-05","3.90069437679067e-05","High Risk"
"1961","18954","275","0.00391849529780564","2.1555070220495","6.46652106614851","0.000761903146434271","0.0123451765705413","7.46883183140153e-05","3.81740293604967e-05","High Risk"
"1975","18953","206","0.00293530920490168","1.61468523854985","4.84405571564956","0.000570739854320851","0.00924774272216998","5.59488435157524e-05","2.85960755747179e-05","High Risk"
"1989","18952","206","0.00293530920490168","1.61468521677347","4.84405565032041","0.000570739846623592","0.00924774259745069","5.59488427612007e-05","2.85960751890581e-05","High Risk"
"2003","18951","206","0.00293530920490168","1.61469789917855","4.84409369753565","0.000570744329450248","0.00924781523304336","5.59492822065367e-05","2.85962997944521e-05","High Risk"
"2017","18950","204","0.00290681105728128","1.59897466973483","4.79692400920449","0.000565186668137742","0.00915776400994073","5.54044723063118e-05","2.83178414010038e-05","High Risk"
"2031","18949","189","0.00269307495012824","1.48139941769806","4.44419825309417","0.000523627557657813","0.00848437847610946","5.13304898232377e-05","2.62355836874326e-05","High Risk"
"2045","18948","168","0.00239384440011399","1.31679815880654","3.95039447641963","0.000465446250070495","0.00754166217597095","4.56270562026468e-05","2.33204953924639e-05","High Risk"
"2059","18947","165","0.00235109717868339","1.29330505118324","3.87991515354973","0.000457142184050477","0.00740711074151326","4.48130200234994e-05","2.29044324564553e-05","High Risk"
"2073","18946","138","0.00196637218580792","1.08172819013447","3.24518457040341","0.000382356495812508","0.00619535235651645","3.74818817881594e-05","1.91574062472815e-05","High Risk"
"2087","18945","138","0.00196637218580792","1.08178671614563","3.24536014843688","0.000382377182895219","0.00619568755094371","3.7483909714446e-05","1.91584427429391e-05","High Risk"
"2101","18944","138","0.00196637218580792","1.08179680212438","3.24539040637314","0.000382380747967783","0.00619574531609469","3.74842591936097e-05","1.91586213656227e-05","High Risk"
"2115","18943","112","0.00159589626674266","0.877991324050418","2.63397397215126","0.00031034199633456","0.00502849576082562","3.0422399378347e-05","1.55492263489329e-05","Medium Risk"
"2129","18942","112","0.00159589626674266","0.877951281193306","2.63385384357992","0.00031032784245869","0.00502826642446235","3.04210118933481e-05","1.55485171899334e-05","Medium Risk"
"2143","18941","105","0.00149615275007125","0.823057137562862","2.46917141268859","0.00029092450935654","0.00471387269302271","2.85189298165532e-05","1.45763419062383e-05","Medium Risk"
"2157","18940","98","0.00139640923339983","0.768187577963325","2.30456273388998","0.000271529865927079","0.00439961976103269","2.66176995764292e-05","1.36046020057305e-05","Medium Risk"
"2171","18939","102","0.00145340552864064","0.799536408712039","2.39860922613612","0.00028261068011147","0.00457916306426207","2.77039365618722e-05","1.41597897982902e-05","Medium Risk"
"2185","18938","102","0.00145340552864064","0.799536031194453","2.39860809358336","0.000282610546671016","0.0045791609021159","2.77039234808878e-05","1.41597831124538e-05","Medium Risk"
"2199","18937","102","0.00145340552864064","0.799530115335327","2.39859034600598","0.000282608455603051","0.0045791270203773","2.77037184963691e-05","1.41596783425886e-05","Medium Risk"
"2213","18936","98","0.00139640923339983","0.768177808177379","2.30453342453214","0.000271526412618611","0.00439956380680414","2.66173610533462e-05","1.36044289828214e-05","Medium Risk"
"2227","18935","99","0.00141065830721003","0.776016261252685","2.32804878375805","0.000274297056369785","0.00444445676528893","2.68889634524055e-05","1.3743247986785e-05","Medium Risk"
"2241","18934","106","0.00151040182388145","0.83088424726791","2.49265274180373","0.000293691143587262","0.00475870068493245","2.87901391678331e-05","1.47149600191147e-05","Medium Risk"
"2255","18933","107","0.00152465089769165","0.838700724576475","2.51610217372942","0.000296454019604137","0.00480346778220783","2.90609801065748e-05","1.48533898322494e-05","Medium Risk"
"2269","18932","103","0.00146765460245084","0.807299001982045","2.42189700594614","0.000285354509835246","0.00462362155295324","2.79729104186779e-05","1.4297265325102e-05","Medium Risk"
"2283","18931","103","0.00146765460245084","0.807257060988481","2.42177118296544","0.000285339685028537","0.00462338134544485","2.79714571632509e-05","1.4296522550106e-05","Medium Risk"
"2297","18930","103","0.00146765460245084","0.807256497502196","2.42176949250659","0.000285339485854065","0.00462337811820522","2.79714376384511e-05","1.42965125707639e-05","Medium Risk"
"2311","18929","92","0.00131091479053862","0.721026205604586","2.16307861681376","0.000254859821421209","0.00412951371956682","2.49835580241989e-05","1.27693741012572e-05","Medium Risk"
"2325","18928","101","0.00143915645483044","0.79156118027977","2.37468354083931","0.000279791690623651","0.00453348675600623","2.7427594896694e-05","1.40185485027547e-05","Medium Risk"
"2339","18927","100","0.00142490738102023","0.783723426608196","2.35117027982459","0.000277021294089442","0.00448859780319735","2.7156016731974e-05","1.38797418852312e-05","Medium Risk"
"2353","18926","140","0.00199487033342833","1.09721229586899","3.29163688760696","0.000387829634502463","0.00628403405292205","3.80184060518604e-05","1.94316297598398e-05","High Risk"
"2367","18925","118","0.00168139070960388","0.92479281277044","2.77437843831132","0.000326884833425245","0.00529654065054419","3.20440709624957e-05","1.63780807141645e-05","Medium Risk"
"2381","18924","118","0.00168139070960388","0.924798860765858","2.77439658229757","0.000326886971199185","0.00529657528906337","3.2044280525537e-05","1.63781878241633e-05","Medium Risk"
"2395","18923","118","0.00168139070960388","0.924804251191718","2.77441275357515","0.000326888876543209","0.00529660616150237","3.2044467303793e-05","1.63782832886053e-05","Medium Risk"
"2409","18922","117","0.00166714163579367","0.916978134397473","2.75093440319242","0.000324122593274863","0.00525178385626359","3.17732923568725e-05","1.62396827601792e-05","Medium Risk"
"2423","18921","118","0.00168139070960388","0.924819698742973","2.77445909622892","0.000326894336761053","0.00529669463384129","3.2045002561444e-05","1.6378556864738e-05","Medium Risk"
"2437","18920","109","0.00155314904531205","0.854285287043441","2.56285586113032","0.000301962666552591","0.00489272482171698","2.96009851960552e-05","1.51293924335393e-05","Medium Risk"
"2451","18919","107","0.00152465089769165","0.838610358513119","2.51583107553936","0.00029642207807609","0.00480295023111813","2.90578489224796e-05","1.48517894492673e-05","Medium Risk"
