"","X.18426.","X.29.","X.0.000413223140495868.","X.0.0113681765213312.","X.0.0341817122448053.","X.4.28309390127266e.05.","X.0.000312521507016888.","X.9.94892916597304e.07.","X.2.14598079960879e.06.","X.Low.Risk."
"1303","19001","1300","0.018523795953263","0.826980502160037","6.36044818696614","0.00311574608172806","0.0227344457858906","0.000185127204929836","0.000156109845405397","Medium Risk"
"1317","19000","1300","0.018523795953263","0.824119910807516","6.37258459307266","0.00310496846813891","0.0226558055291377","0.000185480447165973","0.000155569849029855","Medium Risk"
"1331","18999","1162","0.0165574237674551","0.733447179741206","5.70879579541898","0.00276334831409474","0.0201631297244465","0.000166160210421465","0.000138453476887737","Medium Risk"
"1345","18998","1093","0.0155742376745512","0.688253004229193","5.37575783693124","0.00259307395466222","0.0189207007550426","0.000156466807601721","0.000129922132153518","Medium Risk"
"1359","18997","972","0.0138500997435167","0.611217267863086","4.7824967052553","0.00230283277834815","0.0168029183316155","0.000139199349103161","0.000115380027637883","Medium Risk"
"1373","18996","915","0.0130379025363351","0.575033225855394","4.50253365116613","0.00216650515416344","0.0158081861230694","0.000131050744450841","0.000108549533824294","Medium Risk"
"1387","18995","890","0.0126816756910801","0.559045690954669","4.37918842446145","0.00210627024040996","0.015368674254892","0.000127460658282375","0.000105531552632178","Medium Risk"
"1401","18994","890","0.0126816756910801","0.558637309066843","4.37865360534624","0.00210473161372708","0.0153574474655488","0.000127445091837208","0.000105454462019753","Medium Risk"
"1415","18993","890","0.0126816756910801","0.558161922541379","4.37668092106019","0.00210294053920942","0.0153443786578051","0.000127387674888378","0.000105364722882247","Medium Risk"
"1429","18992","819","0.0116699914505557","0.51316656285301","4.02597785365296","0.00193341524172199","0.0141074153161302","0.000117180111408423","9.68709087880036e-05","Medium Risk"
"1443","18991","759","0.0108150470219436","0.475195699674663","3.72849560081979","0.00179035555910704","0.0130635617692608","0.000108521592957461","8.97031151517588e-05","Medium Risk"
"1457","18990","720","0.0102593331433457","0.450522127275153","3.53514061661184","0.00169739497983678","0.0123852628340431","0.000102893802787104","8.50454629304238e-05","Medium Risk"
"1471","18989","639","0.00910515816471929","0.399716527033768","3.13576718820204","0.00150597891927856","0.0109885706976621","9.12696397798087e-05","7.54548445558733e-05","Medium Risk"
"1485","18988","627","0.00893416927899687","0.392109895838096","3.07576737847594","0.00147732004366884","0.0107794574911481","8.95232853179207e-05","7.40189340151647e-05","Medium Risk"
"1499","18987","627","0.00893416927899687","0.392042993208095","3.07576759058877","0.0014770679801598","0.0107776182770303","8.95232914916767e-05","7.40063047461561e-05","Medium Risk"
"1513","18986","627","0.00893416927899687","0.392027405151839","3.07576290017282","0.00147700925032872","0.0107771897471932","8.95231549724302e-05","7.40033621749032e-05","Medium Risk"
"1527","18985","614","0.00874893131946423","0.383850497738297","3.01159996402462","0.00144620179215062","0.0105523991290301","8.76556285529006e-05","7.24598000850013e-05","Medium Risk"
"1541","18984","607","0.00864918780279282","0.379458052030302","2.97722367201398","0.00142965273752583","0.0104316468034855","8.6655072197639e-05","7.16306341994265e-05","Medium Risk"
"1555","18983","586","0.00834995725277857","0.366309113264689","2.87420882735363","0.00138011256779893","0.0100701705235393","8.36567221289547e-05","6.91484973260861e-05","Medium Risk"
"1569","18982","566","0.00806497577657452","0.353818201788544","2.77633439930353","0.00133305159309957","0.00972678401197212","8.08079890261286e-05","6.67905768498229e-05","Medium Risk"
"1583","18981","568","0.00809347392419493","0.355085598618358","2.78638757954617","0.00133782665937523","0.00976162590297362","8.1100596890271e-05","6.70298244773702e-05","Medium Risk"
"1597","18980","568","0.00809347392419493","0.355056850845207","2.78613506920292","0.00133771834876655","0.00976083560055604","8.10932473242201e-05","6.7024397734647e-05","Medium Risk"
"1611","18979","568","0.00809347392419493","0.355106601778485","2.78697662489564","0.00133790579124557","0.00976220329893881","8.11177416442124e-05","6.70337892626001e-05","Medium Risk"
"1625","18978","554","0.00789398689085209","0.346437913001609","2.71978619636773","0.00130524548907433","0.00952389316403491","7.91620970314793e-05","6.53973931670562e-05","Medium Risk"
"1639","18977","555","0.0079082359646623","0.347116146322503","2.72573446619782","0.00130780081269629","0.00954253841458652","7.93352273731536e-05","6.55254238746691e-05","Medium Risk"
"1653","18976","564","0.00803647762895412","0.352786630508662","2.77076039766806","0.00132916502725562","0.00969842517971974","8.06457521345267e-05","6.65958462212212e-05","Medium Risk"
"1667","18975","576","0.00820746651467655","0.360326852012218","2.83051180058313","0.00135757369655762","0.00990571272342658","8.23848764677726e-05","6.80192205452447e-05","Medium Risk"
"1681","18974","574","0.00817896836705614","0.359086521742726","2.8209350230138","0.00135290060672403","0.00987161491677369","8.21061347798396e-05","6.77850822963788e-05","Medium Risk"
"1695","18973","574","0.00817896836705614","0.359107885010128","2.82100885499948","0.00135298109534078","0.00987220221241522","8.21082837336149e-05","6.77891150593795e-05","Medium Risk"
"1709","18972","574","0.00817896836705614","0.359157785958121","2.82171007830877","0.00135316910301784","0.00987357403483892","8.21286935392549e-05","6.7798534905744e-05","Medium Risk"
"1723","18971","579","0.00825021373610715","0.36231689008165","2.84667323802284","0.00136507139849996","0.0099604206790352","8.28552712658928e-05","6.83948818027453e-05","Medium Risk"
"1737","18970","528","0.00752351097178683","0.330402626400869","2.59590246420428","0.00124483066518774","0.00908306855821467","7.55563371231297e-05","6.23703978440296e-05","Medium Risk"
"1751","18969","508","0.00723852949558279","0.317891802883024","2.49764556707488","0.00119769466953476","0.0087391346465198","7.26964718752815e-05","6.0008718553933e-05","Medium Risk"
"1765","18968","503","0.00716728412653178","0.314755182165818","2.47293834524889","0.00118587708292422","0.00865290609160227","7.19773434768142e-05","5.94166158695535e-05","Medium Risk"
"1779","18967","449","0.00639783414078085","0.280985253332549","2.20768509836475","0.00105864491340188","0.00772454004881405","6.42568824730045e-05","5.30418363484607e-05","Medium Risk"
"1793","18966","449","0.00639783414078085","0.281051499155807","2.20867447941447","0.00105889450231445","0.00772636120671737","6.42856793978377e-05","5.30543416314759e-05","Medium Risk"
"1807","18965","449","0.00639783414078085","0.281053148881358","2.20861864937093","0.00105890071784904","0.00772640655917249","6.42840544085902e-05","5.30546530516365e-05","Medium Risk"
"1821","18964","409","0.00582787118837276","0.25601023851266","2.01167815369258","0.000964548614440882","0.00703795418742854","5.85519043413763e-05","4.83272805731472e-05","Medium Risk"
"1835","18963","389","0.00554288971216871","0.243521751767324","1.91378004903195","0.000917496775199374","0.00669463433391557","5.57024821071238e-05","4.59698178154768e-05","Medium Risk"
"1849","18962","368","0.00524365916215446","0.230355730338148","1.81020907030065","0.000867892244532988","0.00633268843601877","5.26879452001706e-05","4.34844562325323e-05","Medium Risk"
"1863","18961","343","0.0048874323168994","0.214702514086566","1.68703156971143","0.000808916915519885","0.00590236729142478","4.91027408680208e-05","4.05295846693586e-05","Medium Risk"
"1877","18960","311","0.00443146195497293","0.194668136662164","1.5296007002064","0.000733435047692412","0.00535160404341656","4.45205579802075e-05","3.67476774123584e-05","Medium Risk"
"1891","18959","311","0.00443146195497293","0.194643132318512","1.52935811236758","0.000733340840893633","0.0053509166512789","4.45134972185709e-05","3.67429573201533e-05","Medium Risk"
"1905","18958","311","0.00443146195497293","0.194632596539868","1.52921759603694","0.0007333011461113","0.00535062701314625","4.45094073502511e-05","3.67409684718418e-05","Medium Risk"
"1919","18957","291","0.00414648047876888","0.182109927682221","1.43079648044863","0.000686120521750653","0.005006367462292","4.16447623599377e-05","3.43770531264085e-05","Medium Risk"
"1933","18956","291","0.00414648047876888","0.18212181846386","1.43086230969827","0.000686165321665769","0.00500669435068878","4.16466783860778e-05","3.43792977598413e-05","Medium Risk"
"1947","18955","281","0.00400398974066686","0.17588708856051","1.38198957582053","0.000662675245157004","0.00483529595785223","4.02241885938323e-05","3.32023622470762e-05","Medium Risk"
"1961","18954","275","0.00391849529780564","0.172142169930606","1.35261018059398","0.000648565824781269","0.0047323447403305","3.93690719163684e-05","3.24954306243317e-05","Medium Risk"
"1975","18953","206","0.00293530920490168","0.128941906292288","1.01311318912611","0.00048580376230321","0.00354473022093587","2.94876724827045e-05","2.43404784090918e-05","Medium Risk"
"1989","18952","206","0.00293530920490168","0.128934410978237","1.01302689826507","0.000485775522828004","0.00354452416793885","2.94851609009031e-05","2.43390635119875e-05","Medium Risk"
"2003","18951","206","0.00293530920490168","0.128941718140241","1.01316758378261","0.000485803053418293","0.00354472504846504","2.94892556935765e-05","2.43404428914624e-05","Medium Risk"
"2017","18950","204","0.00290681105728128","0.127691385495673","1.00340918055153","0.000481092278462908","0.00351035226742849","2.92052276091329e-05","2.41044164853513e-05","Medium Risk"
"2031","18949","189","0.00269307495012824","0.118284500239025","0.929298339872431","0.000445650734432411","0.00325174844022486","2.7048157480327e-05","2.2328670383326e-05","Medium Risk"
"2045","18948","168","0.00239384440011399","0.105139328515277","0.825928276432972","0.000396124757477775","0.00289037571968406","2.40394684138581e-05","1.98472446178312e-05","Medium Risk"
"2059","18947","165","0.00235109717868339","0.103263137192122","0.811223218920448","0.000389055986511082","0.00283879751462505","2.36114630098985e-05","1.9493074311949e-05","Medium Risk"
"2073","18946","138","0.00196637218580792","0.0863672869365712","0.678400156452355","0.000325398888074424","0.00237431523162314","1.97455149537022e-05","1.63036296219019e-05","Low Risk"
"2087","18945","138","0.00196637218580792","0.0863827533673283","0.678570124962425","0.000325457159667169","0.00237474041786469","1.97504620571563e-05","1.63065492338011e-05","Low Risk"
"2101","18944","138","0.00196637218580792","0.0863835603373577","0.678570657402642","0.000325460200021447","0.00237476260220439","1.97504775543613e-05","1.63067015662517e-05","Low Risk"
"2115","18943","112","0.00159589626674266","0.0701099239086335","0.550704048961948","0.000264147365189396","0.00192738554293664","1.60287920490865e-05","1.3234712734065e-05","Low Risk"
"2129","18942","112","0.00159589626674266","0.0701127387183687","0.550730722576273","0.00026415797031537","0.00192746292461512","1.6029568411305e-05","1.32352440882039e-05","Low Risk"
"2143","18941","105","0.00149615275007125","0.0657255994887581","0.516242408352295","0.000247628908470561","0.00180685647898524","1.50257515375019e-05","1.24070799112764e-05","Low Risk"
"2157","18940","98","0.00139640923339983","0.0613419715198835","0.481791339538403","0.000231113075712594","0.00168634656110496","1.40230187286048e-05","1.1579578558163e-05","Low Risk"
"2171","18939","102","0.00145340552864064","0.0638469214455843","0.501511455270573","0.000240550768494396","0.0017552099117323","1.45969924171053e-05","1.2052440185043e-05","Low Risk"
"2185","18938","102","0.00145340552864064","0.0638494004002427","0.501536666963707","0.000240560108246958","0.0017552780604494","1.45977262286456e-05","1.20529081395202e-05","Low Risk"
"2199","18937","102","0.00145340552864064","0.0638537545913851","0.501580597472613","0.000240576513173018","0.00175539776112216","1.45990048700379e-05","1.20537300840573e-05","Low Risk"
"2213","18936","98","0.00139640923339983","0.0613480442358645","0.481872835237929","0.000231135955382639","0.00168651350558779","1.40253907424352e-05","1.15807249101635e-05","Low Risk"
"2227","18935","99","0.00141065830721003","0.0619741707806956","0.486799799415946","0.000233494960611454","0.00170372629349681","1.41687949618005e-05","1.16989193752839e-05","Low Risk"
"2241","18934","106","0.00151040182388145","0.0663575335239035","0.521279682945879","0.000250009794100599","0.00182422892008239","1.51723664518227e-05","1.25263706615121e-05","Low Risk"
"2255","18933","107","0.00152465089769165","0.0669850133678775","0.526249485835471","0.000252373898042734","0.00184147891141509","1.53170175347272e-05","1.26448205901161e-05","Low Risk"
"2269","18932","103","0.00146765460245084","0.0644849574378838","0.50671643702099","0.000242954643964031","0.00177275010117871","1.47484886159329e-05","1.21728828071614e-05","Low Risk"
"2283","18931","103","0.00146765460245084","0.0644854306348286","0.506594687964923","0.000242956426789047","0.00177276310979289","1.4744944987907e-05","1.21729721329699e-05","Low Risk"
"2297","18930","103","0.00146765460245084","0.0644859279861999","0.506581381660333","0.000242958300618698","0.00177277678243422","1.47445576946057e-05","1.21730660184309e-05","Low Risk"
"2311","18929","92","0.00131091479053862","0.0576002527557516","0.45253454019741","0.000217015711206633","0.00158348331080218","1.31714703269858e-05","1.08732509769282e-05","Low Risk"
"2325","18928","101","0.00143915645483044","0.0632072854465983","0.496393561115091","0.000238140864811822","0.00173762573664755","1.44480309898158e-05","1.19316955282384e-05","Low Risk"
"2339","18927","100","0.00142490738102023","0.0625798157856115","0.491422238989999","0.000235776799235286","0.00172037602525444","1.43033356880429e-05","1.18132475218859e-05","Low Risk"
