"","X.18449.","X.39698.","X.0.00212164852164955.","X.1.16690668690725.","X.83.605323233909.","X.0.00439645787050242.","X.0.0320793256206084.","X.0.00243341653804615.","X.0.000220278013834433.","X.High.Risk."
"1","19094","1741","9.30472587080423e-05","0.10097183376198","7.23432549826646","0.000380423231971077","0.0027758075003798","0.000210562277952544","1.90605429241809e-05","Medium Risk"
"38","19093","1694","9.05353568359699e-05","0.0983713636439534","7.04800970522404","0.000370625655656124","0.00270431821283109","0.000205139370480251","1.85696498655827e-05","Low Risk"
"75","19092","1624","8.67942263882026e-05","0.0943861992821776","6.76248477135799","0.00035561108129456","0.00259476242174047","0.000196828881755146","1.7817366842214e-05","Low Risk"
"112","19091","1584","8.46564375609069e-05","0.0920741496869961","6.59683343359005","0.000346900163143368","0.00253120207655863","0.000192007433918072","1.73809191824075e-05","Low Risk"
"149","19090","1550","8.28393170577056e-05","0.0899535507462225","6.44489895426697","0.000338910557797929","0.00247290488390813","0.000187585228962894","1.69806118330246e-05","Low Risk"
"186","19089","1485","7.93654102133503e-05","0.0862052765522549","6.17634648210124","0.000324788494940833","0.00236986141887983","0.000179768740708039","1.62730467774653e-05","Low Risk"
"223","19088","1491","7.96860785374446e-05","0.0863743039674091","6.1884567834968","0.000325425325561501","0.00237450813617983","0.000180121223140458","1.63049542330583e-05","Low Risk"
"260","19087","1483","7.92585207719855e-05","0.0859540609808825","6.15834764870594","0.00032384201079746","0.00236295527445077","0.000179244866663235","1.62256245904755e-05","Low Risk"
"297","19086","1509","8.06480835097276e-05","0.0874720567608965","6.26710744010881","0.000329561238023864","0.00240468635840474","0.000182410429151807","1.6512178004885e-05","Low Risk"
"334","19085","1521","8.12894201579163e-05","0.0882153652846175","6.32036324032459","0.000332361740108555","0.00242512058543982","0.000183960492472888","1.66524930164524e-05","Low Risk"
"371","19084","1468","7.84568499617496e-05","0.0850562476883944","6.09402205063984","0.000320459393866485","0.00233827357086693","0.000177372605805923","1.60561435761986e-05","Low Risk"
"408","19083","1477","7.89378524478911e-05","0.085614276136904","6.13400309568372","0.000322561831526617","0.00235361428020227","0.00017853629410297","1.61614831030691e-05","Low Risk"
"445","19082","1512","8.08084176717748e-05","0.0874844622409169","6.26799625510911","0.000329607977125529","0.00240502739632793","0.000182436299001206","1.65145197983893e-05","Low Risk"
"482","19081","1533","8.1930756806105e-05","0.0886235707281634","6.34960992168874","0.000333899702016903","0.00243634252416941","0.000184811746380673","1.67295503213334e-05","Low Risk"
"519","19080","1569","8.38547667506711e-05","0.0906931676470024","6.49789026090126","0.000341697151260006","0.00249323762487262","0.000189127593933792","1.71202299736439e-05","Low Risk"
"556","19079","1615","8.6313223902061e-05","0.0933089249738364","6.68530133606631","0.00035155232392798","0.00256514717168857","0.000194582380687546","1.76140088122543e-05","Low Risk"
"593","19078","1676","8.95733518636869e-05","0.0968366418702597","6.9380515471269","0.000364843411285865","0.00266212731610579","0.000201938928330676","1.82799390704602e-05","Low Risk"
"630","19077","1717","9.17645854116649e-05","0.0991909933821543","7.1067336888663","0.00037371370687208","0.00272685057943339","0.000206848590748143","1.87243721007334e-05","Low Risk"
"667","19076","1779","9.50781580939731e-05","0.10278476458429","7.36421649049462","0.000387253661577706","0.00282564661676251","0.000214342885172336","1.9402771489017e-05","Medium Risk"
"704","19075","1880","0.000100476074882895","0.108647056518155","7.78423191891033","0.000409340534333686","0.00298680635124646","0.000226567854231804","2.05094015548124e-05","Medium Risk"
"741","19074","1956","0.000104537873654756","0.113112322928012","8.10415470769057","0.000426163949497699","0.00310956058408422","0.000235879526922042","2.13523138690882e-05","Medium Risk"
"778","19073","2029","0.000108439338264571","0.117335503806929","8.40673280276751","0.000442075279017012","0.00322565966560425","0.000244686364957351","2.21495274822324e-05","Medium Risk"
"815","19072","2079","0.00011111157429869","0.120225257185529","8.61377486362391","0.000452962763961357","0.0033051016129643","0.000250712531180637","2.26950287993913e-05","Medium Risk"
"852","19071","2231","0.000119235171842414","0.129000722936041","9.24251035621359","0.000486025360910232","0.00354634714394096","0.000269012506427953","2.43515812792799e-05","Medium Risk"
"889","19070","2444","0.000130618897347763","0.141365213980721","10.1283886205278","0.000532610031799567","0.00388625824292235","0.000294796879189082","2.6685637258181e-05","Medium Risk"
