"","X.18426.","X.156410.","X.0.00279417334200353.","X.1.53679533810194.","X.4.82249813566236.","X.0.000124072645017515.","X.0.0135193282866838.","X.3.00779208721262e.06.","X.6.21647622260045e.06.","X.High.Risk."
"3269","18922","502517","0.00897717284894564","4.9374450669201","15.4938130275471","0.000398622935594059","0.0434351530761426","9.66349118528114e-06","1.99724121344704e-05","High Risk"
"3288","18921","491016","0.00877171419792344","4.82444280885789","15.1392094148737","0.00038949973701119","0.0424410619398652","9.44232491205672e-06","1.95153077739044e-05","High Risk"
"3307","18920","482391","0.00861763360796896","4.73969848438293","14.8732798296804","0.000382657933013517","0.0416955584140507","9.27646462977164e-06","1.91725093120418e-05","High Risk"
"3326","18919","474122","0.00846991275019115","4.65845201260513","14.6183265844672","0.000376098526954762","0.0409808258163742","9.11745029073217e-06","1.88438599808949e-05","High Risk"
"3345","18918","462530","0.00826282843729233","4.54455564051078","14.2609172219674","0.00036690314238189","0.0399788690776795","8.89453407134104e-06","1.83831388481516e-05","High Risk"
"3364","18917","448831","0.00801810379940404","4.40995708967222","13.8385439596412","0.000356036374501991","0.0387947933907075","8.63109986762819e-06","1.78386755288408e-05","High Risk"
"3383","18916","435693","0.00778340109901889","4.28087060446039","13.4334676825084","0.00034561462135168","0.0376592078461103","8.3784537935805e-06","1.7316509013832e-05","High Risk"
"3402","18915","426504","0.0076192449783126","4.19058473807193","13.1501486148746","0.000338325422866507","0.0368649548723469","8.20174769109731e-06","1.69512945134197e-05","High Risk"
"3421","18914","417597","0.00746012662298221","4.10306964264022","12.8755242884611","0.000331259921625084","0.0360950766225579","8.03046449871317e-06","1.65972880322823e-05","High Risk"
"3440","18913","409842","0.00732158807514488","4.02687344132968","12.6364189049046","0.000325108247421958","0.0354247717132603","7.88133447098901e-06","1.6289067502225e-05","High Risk"
"3459","18912","406209","0.00725668665099362","3.99117765804649","12.5244047387589","0.000322226360590243","0.0351107526629086","7.8114712355639e-06","1.61446748283761e-05","High Risk"
"3478","18911","403480","0.00720793465911121","3.96436406251116","12.4402630763829","0.000320061574142747","0.0348748710255813","7.75899208074002e-06","1.60362114078053e-05","High Risk"
"3497","18910","398362","0.00711650457686344","3.91407751727489","12.2824627729603","0.000316001707144476","0.0344324957160023","7.66057203149537e-06","1.58327977813922e-05","High Risk"
"3516","18909","394829","0.00705338959433484","3.87936427688416","12.1735318483821","0.000313199145576501","0.0341271201847904","7.59263181383589e-06","1.56923795824635e-05","High Risk"
"3535","18908","392022","0.00700324417798675","3.85178429789271","12.0869852575835","0.000310972485423288","0.033884496602534","7.53865270515481e-06","1.5580816071455e-05","High Risk"
"3554","18907","387792","0.00692767769734821","3.81022273354151","11.95656413928","0.000307617026767037","0.0335188757429172","7.45730905366891e-06","1.54126957823328e-05","High Risk"
"3573","18906","381934","0.00682302794709275","3.75266537090101","11.7759478482582","0.000302970152817081","0.0330125383917031","7.34465867295864e-06","1.51798710415106e-05","High Risk"
"3592","18905","378413","0.00676012733755886","3.71807003565737","11.667386912668","0.000300177110280756","0.032708200082788","7.27694921743104e-06","1.50399297795723e-05","High Risk"
"3611","18904","377489","0.00674362061696548","3.70899133933101","11.6388977605847","0.000299444144843788","0.0326283339659355","7.25918053327666e-06","1.50032056313102e-05","High Risk"
"3630","18903","374656","0.0066930107257955","3.68115589918753","11.5515495269786","0.000297196860122001","0.0323834630687028","7.20470143997654e-06","1.48906087568224e-05","High Risk"
"3649","18902","371028","0.00662819862372537","3.64550924304896","11.4396895229112","0.000294318939553473","0.0320698761943079","7.1349343554397e-06","1.47464148067195e-05","High Risk"
"3668","18901","365727","0.00653349935330813","3.59342464431947","11.2762468874202","0.000290113907322555","0.031611683244703","7.03299518368395e-06","1.45357278912026e-05","High Risk"
"3687","18900","359020","0.00641368271367628","3.52752549252196","11.0694538754907","0.000284793561883437","0.0310319624159914","6.90401838214355e-06","1.42691598583084e-05","High Risk"
"3706","18899","353009","0.00630629970773815","3.46846483925598","10.8841202248708","0.000280025320279957","0.0305124004804933","6.7884257842519e-06","1.40302541708584e-05","High Risk"
"3725","18898","343508","0.00613656988916916","3.37511343904304","10.5911814435465","0.000272488626971911","0.0296911797270134","6.60571986633995e-06","1.36526393086953e-05","High Risk"
"3744","18897","335193","0.00598802726824493","3.29341499753471","10.3348099072123","0.000265892731291836","0.0289724711105325","6.44582093912831e-06","1.33221617190852e-05","High Risk"
"3763","18896","329556","0.00588732555397555","3.23802905468655","10.1610075800546","0.000261421166174748","0.0284852359366176","6.33742042768008e-06","1.30981205678365e-05","High Risk"
"3782","18895","326214","0.00582762267494623","3.20519247122043","10.0579656468702","0.000258770115860519","0.0281963695269629","6.27315317395292e-06","1.29652936160053e-05","High Risk"
"3801","18894","323792","0.00578435505884539","3.18139528236496","9.9832895361063","0.000256848857972708","0.027987023493395","6.2265776836695e-06","1.28690318334393e-05","High Risk"
"3820","18893","322206","0.00575602209470999","3.16581215209049","9.9343893248464","0.000255590759289774","0.0278499372798365","6.1960786219067e-06","1.28059966612058e-05","High Risk"
"3839","18892","324593","0.0057986644562429","3.18926545093359","10.0079863010617","0.000257484253335275","0.0280562580817054","6.24198105597216e-06","1.29008673775497e-05","High Risk"
"3858","18891","327324","0.00584745217695776","3.21609869732677","10.092189628269","0.000259650626288045","0.0282923125894155","6.29449867115136e-06","1.30094102876189e-05","High Risk"
"3877","18890","327640","0.00585309733248537","3.21920353286695","10.1019326716221","0.000259901294121467","0.0283196261098975","6.30057540729073e-06","1.30219696283665e-05","High Risk"
"3896","18889","332602","0.00594174056580179","3.26795731119099","10.2549231181994","0.000263837413708303","0.0287485175296183","6.39599554882099e-06","1.32191830739042e-05","High Risk"
"3915","18888","339032","0.00605660876213887","3.33113481917638","10.453175550987","0.000268938028166858","0.0293042958103125","6.5196455911506e-06","1.34747418112696e-05","High Risk"
"3934","18887","348202","0.00622042545893685","3.42123400241527","10.735908802723","0.00027621215485192","0.0300969065154393","6.69598632025834e-06","1.3839201161447e-05","High Risk"
"3953","18886","354208","0.00632771914279385","3.48024552853662","10.9210882912646","0.000280976430192213","0.0306160362749804","6.81148276726174e-06","1.4077908125151e-05","High Risk"
"3972","18885","357371","0.00638422429131861","3.51132336022523","11.0186112220433","0.000283485488284345","0.0308894307853748","6.8723078191884e-06","1.42036207668752e-05","High Risk"
"3991","18884","358793","0.00640962749119284","3.52529512015606","11.0624549171326","0.000284613493534744","0.0310123416275438","6.89965313181559e-06","1.42601378002397e-05","High Risk"
"4010","18883","359331","0.00641923854712276","3.53058120091752","11.0790427567655","0.000285040263453672","0.0310588437605164","6.90999896739466e-06","1.428152047531e-05","High Risk"
"4029","18882","362222","0.00647088457443388","3.55898651593863","11.1681792704807","0.000287333556828428","0.0313087278988503","6.96559341099883e-06","1.43964225452515e-05","High Risk"
"4048","18881","363877","0.00650045018328891","3.5752476008089","11.2192069184222","0.000288646389943344","0.0314517781406153","6.9974193550199e-06","1.44622001051799e-05","High Risk"
"4067","18880","365306","0.00652597843407673","3.5892881387422","11.2632664404212","0.000289779947962205","0.0315752940291241","7.02489927889069e-06","1.45189953517888e-05","High Risk"
"4086","18879","367883","0.0065720150346927","3.61460826908098","11.3427215756146","0.000291824160008814","0.0317980375173588","7.07445544671082e-06","1.46214175704809e-05","High Risk"
"4105","18878","366134","0.00654077017071236","3.5974235938918","11.2887956805997","0.000290436761145981","0.0316468623676023","7.04082186599004e-06","1.45519040041276e-05","High Risk"
"4124","18877","362154","0.00646966979413047","3.55831838677176","11.1660826662149","0.000287279615649084","0.0313028503058351","6.96428575891821e-06","1.43937199023058e-05","High Risk"
"4143","18876","359251","0.00641780939382463","3.52979516660355","11.0765761635115","0.000284976803242679","0.0310519289452045","6.90846055318213e-06","1.42783408953739e-05","High Risk"
"4162","18875","358398","0.00640257104678333","3.52141407573083","11.0502761129411","0.000284300158742967","0.0309781997269413","6.89205721164138e-06","1.42444386243051e-05","High Risk"
"4181","18874","356421","0.00636725309590333","3.50198920274683","10.9893204271525","0.000282731898278805","0.0308073173535459","6.854039150415e-06","1.41658632551338e-05","High Risk"
"4200","18873","353947","0.00632305653015871","3.47768109158729","10.9130410307735","0.000280769391253849","0.0305934766900253","6.80646369089345e-06","1.40675347456094e-05","High Risk"
"4219","18872","355043","0.00634263593034307","3.48844976168869","10.9468333583529","0.000281638796144452","0.0306882096597984","6.82753996560467e-06","1.41110949907342e-05","High Risk"
"4238","18871","358903","0.00641159257697777","3.52637591733777","11.0658464828568","0.00028470075132486","0.0310218494985977","6.90176845135777e-06","1.42645097226518e-05","High Risk"
"4257","18870","360663","0.0064430339495366","3.54366867224513","11.1201115344441","0.000286096875966704","0.0311739754354596","6.93561356403275e-06","1.43344604812464e-05","High Risk"
"4276","18869","362490","0.00647567223798261","3.56161973089043","11.1764423578815","0.000287546148535254","0.0313318925301451","6.9707470986107e-06","1.44070741380374e-05","High Risk"
"4295","18868","362777","0.00648079932543964","3.5644396289918","11.1852912611801","0.000287773812042191","0.0313566994300766","6.97626615959805e-06","1.44184808810583e-05","High Risk"
"4314","18867","364301","0.00650802469576899","3.57941358267294","11.2322798626682","0.000288982729061606","0.0314884266617683","7.00557295034616e-06","1.44790518788413e-05","High Risk"
"4333","18866","365437","0.00652831867260242","3.59057526993133","11.2673054868745","0.000289883864057706","0.0315866170391973","7.02741843216364e-06","1.45242019139341e-05","High Risk"
"4352","18865","364063","0.00650377296470706","3.57707513058888","11.2249417477376","0.000288793934933902","0.0314678550862154","7.00099616806397e-06","1.44695926285313e-05","High Risk"
"4371","18864","363297","0.00649008882187748","3.56954885203261","11.2013241173309","0.000288186303413645","0.031401645729604","6.98626585197931e-06","1.4439148150643e-05","High Risk"
"4390","18863","360454","0.00643930028654524","3.54161515759988","11.1136675595681","0.000285931086165485","0.0311559104804572","6.93159445690259e-06","1.43261538286633e-05","High Risk"
"4409","18862","358170","0.00639849795988367","3.51917387793602","11.0432463221673","0.000284119297141637","0.0309584925033024","6.88767273113575e-06","1.42353768214871e-05","High Risk"
"4428","18861","356371","0.006366359875092","3.5014979313006","10.9877788063687","0.000282692235646934","0.030802995593976","6.85307764153218e-06","1.41638760176737e-05","High Risk"
"4447","18860","355158","0.00634469033820913","3.48957968601502","10.9503790861555","0.000281730020197754","0.0306981497068093","6.82975143603515e-06","1.41156656368923e-05","High Risk"
"4466","18859","353863","0.00632155591919567","3.47685575555762","10.9104511078569","0.000280702758032306","0.0305862161339478","6.80484835597032e-06","1.40641961866764e-05","High Risk"
"4485","18858","350519","0.0062618173113339","3.44399952123365","10.807347509841","0.000278050121212803","0.0302971768539103","6.74054264188785e-06","1.39312897453468e-05","High Risk"
"4504","18857","348149","0.00621947864487684","3.42071325468226","10.7342746846923","0.000276170112462138","0.0300923254502952","6.69496712084257e-06","1.38370946897393e-05","High Risk"
"4523","18856","344450","0.00615339816925463","3.38436899309004","10.620225579112","0.000273235870956353","0.0297726016773111","6.62383469369213e-06","1.36900788624431e-05","High Risk"
"4542","18855","340455","0.00608202982642933","3.34511640453613","10.497050078492","0.000270066826669894","0.0294272930876729","6.54701013395545e-06","1.35312985893833e-05","High Risk"
"4561","18854","339230","0.00606014591655174","3.33308025410346","10.4592803692906","0.000269095092189065","0.0293214099782094","6.52345316632655e-06","1.34826112716115e-05","High Risk"
"4580","18853","336466","0.0060107686701014","3.30592276855577","10.3740595723661","0.00026690254189926","0.0290825031091832","6.47030095528472e-06","1.33727567848186e-05","High Risk"
"4599","18852","333958","0.00596596471420507","3.28128059281279","10.2967318738542","0.000264913064284632","0.028865723649155","6.42207166972285e-06","1.32730769538214e-05","High Risk"
"4618","18851","333274","0.00595374545350607","3.27455999942834","10.2756425015327","0.000264370479480643","0.0288066019782383","6.40891822820598e-06","1.32458915453676e-05","High Risk"
"4637","18850","330945","0.0059121392281143","3.25167657546287","10.2038338054266","0.000262522994088112","0.0286052944174705","6.36413114444459e-06","1.31533260244774e-05","High Risk"
"4656","18849","330534","0.00590479695304517","3.24763832417484","10.1911616825844","0.000262196967254136","0.0285697695538056","6.35622754142788e-06","1.31369909325556e-05","High Risk"
"4675","18848","330515","0.00590445752913686","3.24745164102527","10.1905758666866","0.000262181895454025","0.028568127285169","6.35586216805242e-06","1.31362357823207e-05","High Risk"
"4694","18847","331548","0.00592291147109895","3.25760130910442","10.2224257520784","0.000263001325428471","0.028657414837884","6.37572694157131e-06","1.31772921082459e-05","High Risk"
"4713","18846","334512","0.00597586160079461","3.28672388043703","10.3138130321379","0.000265352526245759","0.02891360874519","6.4327251881444e-06","1.3295095544879e-05","High Risk"
"4732","18845","338612","0.0060491057073237","3.32700813902803","10.4402259364037","0.000268604862059145","0.029267993029925","6.51156891653499e-06","1.3458049016605e-05","High Risk"
"4751","18844","347838","0.00621392281143037","3.4176575462867","10.7246858034175","0.000275923410891903","0.0300654441057702","6.68898653559148e-06","1.38247340727376e-05","High Risk"
"4770","18843","360622","0.00644230150847131","3.54326582965922","11.1188474054014","0.00028606435260857","0.0311704315926122","6.93482512674885e-06","1.43328309465291e-05","High Risk"
"4789","18842","384660","0.00687172634572647","3.77944949014956","11.8599970133872","0.000305132559506665","0.0332481607234562","7.39708013724958e-06","1.52882152278338e-05","High Risk"
"4808","18841","399991","0.00714560571089658","3.93008314099312","12.3326887780943","0.000317293915690819","0.0345732986427909","7.69189799089741e-06","1.58975419778414e-05","High Risk"
"4827","18840","422892","0.0075547187069021","4.15509528879615","13.038781929458","0.000335460194340177","0.0365527509610145","8.13228828940297e-06","1.68077364793041e-05","High Risk"
"4846","18839","449583","0.00803153784040645","4.41734581222355","13.8617299362284","0.000356632900485324","0.0388597926546394","8.64556096122568e-06","1.78685635802403e-05","High Risk"
"4865","18838","470512","0.0084054222076131","4.62298221418721","14.5070215638819","0.000373234884933707","0.0406687947754246","9.04802934939315e-06","1.87003814362776e-05","High Risk"
"4884","18837","487332","0.00870590168854462","4.78824592869954","15.0256227955285","0.000386577394294967","0.0421226346947521","9.37148093757112e-06","1.93688881178462e-05","High Risk"
"4903","18836","500707","0.00894483825557548","4.91966104056652","15.4380063551761","0.000397187148320344","0.0432787053797108","9.62868456372335e-06","1.99004741384157e-05","High Risk"
"4922","18835","513139","0.00916692867810466","5.04181077295756","15.8213149468426","0.000407048865108643","0.0443532676791805","9.86775413234572e-06","2.03945808604883e-05","High Risk"
"4941","18834","521668","0.00931929428410138","5.12561185625576","16.0842846201312","0.000413814516853124","0.0450904734266207","1.00317683175758e-05","2.07335638264275e-05","High Risk"
"4960","18833","524757","0.00937447746582537","5.15596260620395","16.17952595215","0.000416264874250088","0.0453574717328516","1.00911703363559e-05","2.08563353567109e-05","High Risk"
"4979","18832","525464","0.00938710760809758","5.16290918445367","16.2013244700319","0.000416825703864738","0.0454185814131705","1.01047660719589e-05","2.08844348943963e-05","High Risk"
"4998","18831","524131","0.00936329434126752","5.14981188769713","16.1602248599377","0.000415768298099069","0.0453033633030359","1.00791322451431e-05","2.08314551437107e-05","High Risk"
"5017","18830","516630","0.00922929335515174","5.07611134533346","15.9289509099626","0.000409818110065846","0.0446550129323537","9.93488668254366e-06","2.05333297799506e-05","High Risk"
"5036","18829","504842","0.0090187076166725","4.96028918916988","15.5654983939905","0.00040046724797604","0.0436361148961448","9.7082013483319e-06","2.00648186763638e-05","High Risk"
"5055","18828","486870","0.00869764832824793","4.78370658053636","15.0113782194868","0.000386210911576483","0.0420827016363259","9.36259659549393e-06","1.93505260437151e-05","High Risk"
"5074","18827","475677","0.00849769191742352","4.67373055458294","14.6662709908411","0.000377332034805937","0.0411152325389993","9.14735321698762e-06","1.89056630659032e-05","High Risk"
"5093","18826","451486","0.00806553382448568","4.43604360346713","13.9204040232572","0.000358142460254318","0.0390242788238713","8.68215598930551e-06","1.79441978379706e-05","High Risk"
"5112","18825","422115","0.00754083805549402","4.14746093052171","13.0148251424789","0.000334843837040908","0.0364855908172976","8.11734644136406e-06","1.67768548091745e-05","High Risk"
"5131","18824","397326","0.00709799704165267","3.90389837290897","12.2505203903215","0.000315179897412117","0.0343429488577132","7.64064956744352e-06","1.57916222212195e-05","High Risk"
"5150","18823","375980","0.00671666321287953","3.69416476708374","11.5923716453317","0.000298247126613934","0.0324979032621147","7.2301621951934e-06","1.49432308047652e-05","High Risk"
"5169","18822","359470","0.00642172170097826","3.53194693553804","11.0833284625443","0.000285150525570272","0.0310708582521208","6.91267196208886e-06","1.4287044995449e-05","High Risk"
"5188","18821","343578","0.00613782039830502","3.37580121906776","10.5933397126437","0.00027254415465653","0.0296972301904113","6.60706597877589e-06","1.36554214411394e-05","High Risk"
"5207","18820","331910","0.00592937838977298","3.26115811437514","10.2335870865526","0.000263288482883214","0.0286887043771703","6.38268826588286e-06","1.31916797074568e-05","High Risk"
"5226","18819","315215","0.00563113196086978","3.09712257847838","9.71883990686537","0.000250045130101631","0.0272456688567676","6.06164044991193e-06","1.25281411195384e-05","High Risk"
"5245","18818","300859","0.00537467040152062","2.95606872083634","9.27620974744097","0.000238657195238953","0.0260048052490467","5.78557201947893e-06","1.19575655000022e-05","High Risk"
"5264","18817","283119","0.00505775565766062","2.78176561171334","8.72924269337376","0.000224584893451275","0.0244714449536323","5.44442866785721e-06","1.12524936491683e-05","High Risk"
"5283","18816","268340","0.0047937374502476","2.63655559763618","8.27357042211904","0.000212861412722972","0.0231940192599496","5.16022587227565e-06","1.06651060007199e-05","High Risk"
"5302","18815","253836","0.0045346319572969","2.49404757651329","7.8263770651748","0.000201356076469957","0.0219403632439017","4.88131137554952e-06","1.00886481583019e-05","High Risk"
"5321","18814","237932","0.00425051628162895","2.33778395489592","7.33601832628615","0.000188740186524567","0.0205656979598954","4.57547463010467e-06","9.45654766700192e-06","High Risk"
"5340","18813","223480","0.00399233973832203","2.19585301814943","6.89063587301942","0.000177281440980934","0.0193171186075646","4.29768959400221e-06","8.8824241831126e-06","High Risk"
"5359","18812","211022","0.00376978484097097","2.07344870151691","6.50652839031033","0.000167399170421137","0.0182403167073805","4.05812175703655e-06","8.38728764474339e-06","High Risk"
"5378","18811","198851","0.00355235703107694","1.95386398186139","6.13126886596485","0.000157744539057104","0.0171883190581094","3.82407239170228e-06","7.90355663131967e-06","High Risk"
"5397","18810","185856","0.00332020894221219","1.82618199560864","5.73059993797213","0.000147436177648984","0.0160650890185267","3.57417518131322e-06","7.38707144170757e-06","High Risk"
"5416","18809","172515","0.00308187976533303","1.69510091867142","5.31926458740352","0.000136853391819199","0.0149119568692094","3.31762532316358e-06","6.85683662265905e-06","High Risk"
"5435","18808","159079","0.00284185346891234","1.56308348445686","4.90499092676049","0.000126195009505483","0.0137505874998068","3.05924284102052e-06","6.32281415368335e-06","High Risk"
"5454","18807","148932","0.00266058323746097","1.46338424321003","4.59213247832609","0.000118145825426742","0.0128735242117219","2.86411302673199e-06","5.91952170005857e-06","High Risk"
"5473","18806","136965","0.00244679976847717","1.34580185975929","4.22315632976603","0.000108652851990074","0.0118391412960602","2.63398260287507e-06","5.44389031779465e-06","High Risk"
"5492","18805","131756","0.00235374402435277","1.29462275004253","4.06255513904484","0.000104520924104321","0.0113889140156107","2.53381564022227e-06","5.23686618728093e-06","High Risk"
"5511","18804","123360","0.00220375438571418","1.21212727720131","3.80368250056539","9.78606803726975e-05","0.0106631938420428","2.37235677560263e-06","4.90316453379789e-06","High Risk"
"5530","18803","116991","0.00208997591876693","1.14954889309982","3.60731013192264","9.28084359756107e-05","0.0101126861086167","2.24987932928015e-06","4.65002930676358e-06","High Risk"
"5549","18802","110198","0.00196862293933959","1.0828033629685","3.3978611658556","8.74197584717363e-05","0.00952551961276529","2.11924600914414e-06","4.38003759691192e-06","High Risk"
"5568","18801","103659","0.00185180752163381","1.01861266982113","3.19642933537362","8.22373448563112e-05","0.00896082825010094","1.99361297647253e-06","4.12038043387309e-06","High Risk"
"5587","18800","99875","0.00178420857063233","0.981431885753912","3.07975520356107","7.92355669951534e-05","0.0086337455128629","1.92084332046104e-06","3.96998079746023e-06","Medium Risk"
"5606","18799","96089","0.0017165738907984","0.944173176391061","2.96283654042829","7.62274978619549e-05","0.00830597725971565","1.84792115026513e-06","3.81926594617431e-06","Medium Risk"
"5625","18798","92810","0.00165799646999135","0.911953883292214","2.86173167821975","7.36262842740052e-05","0.00802254120953463","1.78486204770566e-06","3.68893598974344e-06","Medium Risk"
"5644","18797","88798","0.00158632443209021","0.872532514657031","2.73802654193061","7.044361358552e-05","0.00767574784617914","1.70770715420212e-06","3.52947298598026e-06","Medium Risk"
"5663","18796","84823","0.00151531337758945","0.833475293545491","2.61546410871345","6.72903422225761e-05","0.00733215792169079","1.63126496460458e-06","3.37148299190558e-06","Medium Risk"
"5682","18795","79864","0.00142672373752171","0.784748379375515","2.46255796245229","6.33563915040131e-05","0.00690350282837525","1.53589740118149e-06","3.17437821430229e-06","Medium Risk"
"5701","18794","75886","0.00135565908977226","0.745662336451102","2.33990508574184","6.0200793221883e-05","0.0065596593557791","1.45939880197718e-06","3.01627163338616e-06","Medium Risk"
"5720","18793","71959","0.00128550552725038","0.70707588003372","2.21881992266184","5.70855288852077e-05","0.00622021079109858","1.38387798576419e-06","2.86018592510354e-06","Medium Risk"
"5739","18792","68202","0.00121838891548702","0.670159489497692","2.10297546366235","5.41050967451925e-05","0.00589545394778827","1.31162579668621e-06","2.71085578445196e-06","Medium Risk"
"5758","18791","64596","0.00115396983057388","0.634769070657826","1.99191953796807","5.12478634071717e-05","0.00558412121620261","1.24236021583068e-06","2.5676983374118e-06","Medium Risk"
"5777","18790","60772","0.00108565630292333","0.597190815627171","1.87399813338428","4.82139958639798e-05","0.00525354189076842","1.16881263579178e-06","2.41569089498072e-06","Medium Risk"
"5796","18789","57437","0.0010260784748076","0.564419126033283","1.771159838622","4.55681847342892e-05","0.00496524635840672","1.10467239134854e-06","2.28312644473553e-06","Medium Risk"
"5815","18788","53936","0.000963535153598251","0.530016113475988","1.66320241592208","4.27906693041433e-05","0.0046625999296458","1.0373393468106e-06","2.14396314546864e-06","Medium Risk"
"5834","18787","50310","0.000898758780360575","0.494350817263434","1.55128391888572","3.99112438356291e-05","0.00434884907682577","9.67535780209026e-07","1.99969379457955e-06","Medium Risk"
"5853","18786","47140","0.000842128580922233","0.463202365497902","1.45353938072648","3.7396484255786e-05","0.0040748333151953","9.06572511759105e-07","1.87369548825309e-06","Medium Risk"
"5872","18785","44221","0.000789982349956768","0.434520244929861","1.36353424501526","3.50808430800499e-05","0.003822514093303","8.50436308616018e-07","1.75767371482345e-06","Medium Risk"
"5891","18784","41525","0.000741819883809837","0.408029208629268","1.28040478073075","3.29420983418409e-05","0.00358947003888486","7.98588461741766e-07","1.65051507554877e-06","Medium Risk"
"5910","18783","38900","0.000694925791214995","0.382235648450472","1.19946401211287","3.08596640993254e-05","0.00336256174531198","7.48105704354794e-07","1.54617779030834e-06","Medium Risk"
"5929","18782","36073","0.000644423086542378","0.354457161478595","1.11229449883282","2.86169774723331e-05","0.00311819187030702","6.93738078922029e-07","1.43381129655403e-06","Medium Risk"
"5948","18781","33985","0.000607122185461224","0.333940466631417","1.04791265162297","2.6960569144175e-05","0.00293770464073272","6.53583120817246e-07","1.35081940913631e-06","Medium Risk"
"5967","18780","32158","0.000574483897015213","0.315987421972642","0.991575596030815","2.55111362355075e-05","0.00277977007490612","6.18445699244419e-07","1.27819771874102e-06","Medium Risk"
"5986","18779","26917","0.000480856491571568","0.264488658385269","0.829971324315776","2.13534012040434e-05","0.00232673077029976","5.17653114975749e-07","1.069880559392e-06","Medium Risk"
"6005","18778","25808","0.000461044853976262","0.253591309536651","0.795775199950241","2.04736074788773e-05","0.00223086580189028","4.96324992208965e-07","1.02579979708927e-06","Medium Risk"
"6024","18777","24787","0.000442805285008896","0.243542906754893","0.764243087326033","1.96623531235161e-05","0.00214246908920165","4.76658413565247e-07","9.85153098456604e-07","Medium Risk"
"6043","18776","23812","0.000425387479187955","0.233963113553375","0.734181482043294","1.888893180204e-05","0.00205819477758784","4.57908990350402e-07","9.4640196798518e-07","Medium Risk"
"6062","18775","22360","0.000399448346826922","0.219710783041032","0.689457350195322","1.77382747818838e-05","0.00193281573050883","4.30014549316822e-07","8.88750001226838e-07","Medium Risk"
"6081","18774","21815","0.000389712239983422","0.214355518684906","0.672652410895294","1.73059193491473e-05","0.00188570498316503","4.19533308675395e-07","8.67087472254885e-07","Medium Risk"
"6100","18773","21272","0.000380011861972374","0.209020088890367","0.655909712893017","1.68751652529439e-05","0.00183876872226251","4.09090887931375e-07","8.45505175879579e-07","Medium Risk"
"6119","18772","21391","0.000382137727503341","0.210189145649471","0.659578239144688","1.69695486497967e-05","0.00184905302084167","4.11378947754542e-07","8.50234116269792e-07","Medium Risk"
"6138","18771","21505","0.000384174270953174","0.211309278276122","0.663093240374711","1.70599821735804e-05","0.00185890692938035","4.13571254021707e-07","8.54765154116597e-07","Medium Risk"
"6157","18770","21332","0.000381083726945971","0.209609277718663","0.657758600611216","1.69227332111027e-05","0.00184395186994334","4.10244039201215e-07","8.47888498011626e-07","Medium Risk"
"6176","18769","21003","0.000375206334007417","0.206376715525297","0.647614748164229","1.66617534101033e-05","0.0018155147264827","4.03917318430029e-07","8.3481249139258e-07","Medium Risk"
"6195","18768","20968","0.000374581079439486","0.206032684274618","0.646535170406623","1.66339781649668e-05","0.00181248825229743","4.03243985782611e-07","8.33420853848757e-07","Medium Risk"
"6214","18767","21035","0.000375777995326669","0.206690660051468","0.648599913107568","1.66870996138463e-05","0.00181827652501754","4.0453176580519e-07","8.36082425412922e-07","Medium Risk"
"6233","18766","21351","0.000381423150854276","0.209795661771342","0.658343477936315","1.69377808637286e-05","0.00184559150739739","4.10608827188879e-07","8.48642438372467e-07","Medium Risk"
"6252","18765","25778","0.000460508921489464","0.253295066018799","0.794845581166861","2.04496903599755e-05","0.00222825972073468","4.95745188973771e-07","1.02460146524952e-06","Medium Risk"
"6271","18764","25586","0.000457078953573955","0.251408026778899","0.788924009835453","2.02973408935623e-05","0.00221165926500609","4.92051904934372e-07","1.01696822074707e-06","Medium Risk"
"6290","18763","25492","0.000455399698448654","0.250483992183849","0.786024368613585","2.02227392771641e-05","0.00220353044867706","4.90243398704293e-07","1.01323041718496e-06","Medium Risk"
"6309","18762","25520","0.000455899902102999","0.250758681090159","0.786886348543976","2.02449161918891e-05","0.00220594691195558","4.90781015586878e-07","1.01434155867033e-06","Medium Risk"
"6328","18761","25738","0.000459794344840399","0.25288688966222","0.793564714632552","2.04167363816943e-05","0.0022246689562219","4.94946312516323e-07","1.02295035494719e-06","Medium Risk"
"6347","18760","25612","0.000457543428395847","0.251648885617716","0.789679830257545","2.03167865493805e-05","0.00221377812210565","4.92523310131631e-07","1.01794251654781e-06","Medium Risk"
"6366","18759","25637","0.000457990038801512","0.251894521340832","0.790450640649422","2.03366178653158e-05","0.00221593900189062","4.93004064573045e-07","1.01893613527785e-06","Medium Risk"
"6385","18758","25930","0.000463224312755908","0.254773372015749","0.79948453844206","2.05690408880773e-05","0.00224126451297046","4.98638506626312e-07","1.03058134679387e-06","Medium Risk"
"6404","18757","25673","0.00045863315778567","0.252248236782118","0.791560607613707","2.03651749602626e-05","0.00221905066878098","4.93696350968669e-07","1.0203669462491e-06","Medium Risk"
"6423","18756","25656","0.000458329462709818","0.2520812044904","0.791036456547249","2.03516896654266e-05","0.0022175812705272","4.93369437948519e-07","1.01969128551267e-06","Medium Risk"
"6442","18755","25718","0.000459437056515867","0.252690381083727","0.792948066319068","2.04008713289461e-05","0.00222294025239392","4.94561708963203e-07","1.02215545996316e-06","Medium Risk"
"6461","18754","25853","0.000461848752706459","0.254016813988552","0.797110442435133","2.05079604349966e-05","0.00223460900323276","4.97157782946792e-07","1.02752100110536e-06","Medium Risk"
