"","X.18449.","X.39698.","X.0.00212164852164955.","X.0.018670506990516.","X.1.33768517174254.","X.7.03433259280389e.05.","X.0.000513269209929735.","X.3.89346646087385e.05.","X.3.52444822135093e.06.","X.Low.Risk."
"1","19094","1741","9.30472587080423e-05","0.00161554934019168","0.115749207972263","6.08677171153724e-06","4.44129200060768e-05","3.3689964472407e-06","3.04968686786895e-07","Low Risk"
"38","19093","1694","9.05353568359699e-05","0.00157394181830326","0.112768155283585","5.93001049049799e-06","4.32690914052974e-05","3.28222992768401e-06","2.97114397849324e-07","Low Risk"
"75","19092","1624","8.67942263882026e-05","0.00151017918851484","0.108199756341728","5.68977730071297e-06","4.15161987478476e-05","3.14926210808233e-06","2.85077869475425e-07","Low Risk"
"112","19091","1584","8.46564375609069e-05","0.00147318639499194","0.105549334937441","5.5504026102939e-06","4.04992332249381e-05","3.07211894268915e-06","2.7809470691852e-07","Low Risk"
"149","19090","1550","8.28393170577056e-05","0.00143925681193956","0.103118383268272","5.42256892476686e-06","3.956647814253e-05","3.00136366340631e-06","2.71689789328393e-07","Low Risk"
"186","19089","1485","7.93654102133503e-05","0.00137928442483608","0.09882154371362","5.19661591905333e-06","3.79177827020773e-05","2.87629985132862e-06","2.60368748439445e-07","Low Risk"
"223","19088","1491","7.96860785374446e-05","0.00138198886347855","0.0990153085359489","5.20680520898402e-06","3.79921301788774e-05","2.88193957024733e-06","2.60879267728934e-07","Low Risk"
"260","19087","1483","7.92585207719855e-05","0.00137526497569412","0.0985335623792951","5.18147217275936e-06","3.78072843912123e-05","2.86791786661176e-06","2.59609993447608e-07","Low Risk"
"297","19086","1509","8.06480835097276e-05","0.00139955290817435","0.100273719041741","5.27297980838182e-06","3.84749817344759e-05","2.91856686642892e-06","2.64194848078159e-07","Low Risk"
"334","19085","1521","8.12894201579163e-05","0.00141144584455388","0.101125811845194","5.31778784173689e-06","3.88019293670372e-05","2.9433678795662e-06","2.66439888263238e-07","Low Risk"
"371","19084","1468","7.84568499617496e-05","0.00136089996301431","0.0975043528102376","5.12735030186376e-06","3.7412377133871e-05","2.83796169289477e-06","2.56898297219179e-07","Low Risk"
"408","19083","1477","7.89378524478911e-05","0.00136982841819046","0.0981440495309396","5.16098930442588e-06","3.76578284832363e-05","2.85658070564753e-06","2.58583729649106e-07","Low Risk"
"445","19082","1512","8.08084176717748e-05","0.00139975139585467","0.100287940081746","5.27372763400846e-06","3.84804383412468e-05","2.91898078401929e-06","2.64232316774229e-07","Low Risk"
"482","19081","1533","8.1930756806105e-05","0.00141797713165062","0.10159375874702","5.34239523227045e-06","3.89814803867106e-05","2.95698794209076e-06","2.67672805141334e-07","Low Risk"
"519","19080","1569","8.38547667506711e-05","0.00145109068235204","0.10396624417442","5.46715442016011e-06","3.9891801997962e-05","3.02604150294067e-06","2.73923679578302e-07","Low Risk"
"556","19079","1615","8.6313223902061e-05","0.00149294279958138","0.106964821377061","5.62483718284768e-06","4.10423547470172e-05","3.11331809100074e-06","2.81824140996069e-07","Low Risk"
"593","19078","1676","8.95733518636869e-05","0.00154938626992416","0.111008824754031","5.83749458057384e-06","4.25940370576927e-05","3.23102285329081e-06","2.92479025127363e-07","Low Risk"
"630","19077","1717","9.17645854116649e-05","0.00158705589411447","0.113707739021861","5.97941930995329e-06","4.36296092709344e-05","3.30957745197028e-06","2.99589953611734e-07","Low Risk"
"667","19076","1779","9.50781580939731e-05","0.00164455623334865","0.117827463847914","6.1960585852433e-06","4.52103458682003e-05","3.42948616275738e-06","3.10444343824272e-07","Low Risk"
"704","19075","1880","0.000100476074882895","0.00173835290429048","0.124547710702565","6.54944854933898e-06","4.77889016199434e-05","3.62508566770887e-06","3.28150424876999e-07","Low Risk"
"741","19074","1956","0.000104537873654756","0.00180979716684819","0.129666475323049","6.81862319196319e-06","4.97529693453476e-05","3.77407243075267e-06","3.41637021905411e-07","Low Risk"
"778","19073","2029","0.000108439338264571","0.00187736806091086","0.13450772484428","7.0732044642722e-06","5.16105546496681e-05","3.91498183931762e-06","3.54392439715718e-07","Low Risk"
"815","19072","2079","0.00011111157429869","0.00192360411496847","0.137820397817983","7.24740422338172e-06","5.28816258074288e-05","4.0114004988902e-06","3.6312046079026e-07","Low Risk"
"852","19071","2231","0.000119235171842414","0.00206401156697666","0.147880165699418","7.77640577456372e-06","5.67415543030555e-05","4.30420010284725e-06","3.89625300468478e-07","Low Risk"
"889","19070","2444","0.000130618897347763","0.00226184342369153","0.162054217928445","8.52176050879308e-06","6.21801318867577e-05","4.71675006702532e-06","4.26970196130897e-07","Low Risk"
"926","19069","2606","0.00013927694209831","0.00241252580449562","0.172850153279683","9.08947405989799e-06","6.63225275155926e-05","5.03097656135846e-06","4.55414643262604e-07","Low Risk"
"963","19068","2784","0.000148790102379776","0.00257984783074627","0.184838268735526","9.71987942775802e-06","7.09223621243228e-05","5.37990264981623e-06","4.87000171074543e-07","Low Risk"
"1000","19067","2965","0.000158463596823289","0.0027493025403462","0.196979184481882","1.03583199303905e-05","7.55808261370787e-05","5.73327614352965e-06","5.18988287420412e-07","Low Risk"
"1037","19066","3178","0.000169847322328638","0.00294669515699031","0.211121766492664","1.11020197761118e-05","8.10073286119367e-05","6.14491013553547e-06","5.56250267343751e-07","Low Risk"
"1074","19065","3300","0.000176367578251889","0.003058973117347","0.219166141653928","1.1525040166716e-05","8.4093951810443e-05","6.37904971897922e-06","5.77445077847668e-07","Low Risk"
"1111","19064","3748","0.000200310813117601","0.00347393686915444","0.248897035297338","1.30884647944746e-05","9.55016825778974e-05","7.24439710936433e-06","6.55778154594098e-07","Low Risk"
"1148","19063","4027","0.000215221890187988","0.00373207513211725","0.267391858539147","1.40610309907389e-05","0.000102598138091979","7.7827074346404e-06","7.04507144236641e-07","Low Risk"
"1185","19062","4313","0.000230507080303151","0.0039974777606753","0.286407151532749","1.50609665368009e-05","0.000109894297620077","8.33616655251219e-06","7.54607434637883e-07","Low Risk"
"1222","19061","4657","0.000248892064217894","0.00431464871787486","0.309131488186743","1.62559453356375e-05","0.000118613615563461","8.99758109516334e-06","8.14480078510596e-07","Low Risk"
"1259","19060","5032","0.00026893383447379","0.00465969593703589","0.333853074422033","1.75559512224802e-05","0.000128099277289583","9.71712758412769e-06","8.79614949163649e-07","Low Risk"
"1296","19059","5353","0.000286089589812838","0.00495502461946774","0.35501247836751","1.86686366881054e-05","0.000136218131243489","1.03329931953648e-05","9.35364407388836e-07","Low Risk"
"1333","19058","5641","0.000301481669369366","0.00521826072693228","0.373872546698888","1.9660409611723e-05","0.000143454731137211","1.08819343442178e-05","9.85055721675053e-07","Low Risk"
"1370","19057","6054","0.000323554339011194","0.00559716897329602","0.401020172784746","2.10879908918845e-05","0.000153871263283112","1.16720931490728e-05","1.05658256856948e-06","Low Risk"
"1407","19056","6415","0.000342847883177537","0.00591874111101434","0.424059840667886","2.22995516547704e-05","0.000162711573679929","1.23426857224795e-05","1.11728602720577e-06","Low Risk"
"1444","19055","6720","0.000359148522985666","0.00619230112870383","0.443659585839819","2.33302211215924e-05","0.000170231987250871","1.29131559054538e-05","1.16892619521343e-06","Low Risk"
"1481","19054","7133","0.000381221192627493","0.00656402874451033","0.470292741535274","2.47307485335375e-05","0.000180451117335072","1.36883405351257e-05","1.2390975480868e-06","Low Risk"
"1518","19053","7574","0.000404790314448428","0.00696569446757388","0.499070871770962","2.62440712775815e-05","0.000191493273203544","1.45259567937656e-05","1.314920344112e-06","Low Risk"
"1555","19052","7986","0.000426809539369572","0.00734227100656496","0.526051438098934","2.76628675766085e-05","0.00020184570459409","1.53112531573076e-05","1.38600703253046e-06","Low Risk"
"1592","19051","8314","0.000444339407753397","0.0076061062709066","0.544954434202457","2.86568978940671e-05","0.000209098775855038","1.58614437618967e-05","1.43581145019362e-06","Low Risk"
"1629","19050","8538","0.000456311025186252","0.00780785917820725","0.559409417807839","2.94170256464836e-05","0.000214645146683845","1.6282170514715e-05","1.47389652606485e-06","Low Risk"
"1666","19049","9018","0.0004819644911138","0.00823995033707968","0.590367438195732","3.10449797901299e-05","0.000226523725441493","1.7183234656125e-05","1.55546275868633e-06","Low Risk"
"1703","19048","9535","0.000509595411706596","0.0087106071719694","0.624088572245874","3.28182346435586e-05","0.000239462509691679","1.81647219837884e-05","1.64430906829305e-06","Low Risk"
"1740","19047","10083","0.000538883118640546","0.00919762331998005","0.658981801440128","3.46531251288107e-05","0.000252851026331288","1.91803243127164e-05","1.73624353999739e-06","Low Risk"
"1777","19046","10817","0.000578111543621421","0.00985493511806622","0.706076197214061","3.71296244586151e-05","0.000270921125201798","2.05510537961124e-05","1.86032487312961e-06","Low Risk"
"1814","19045","11433","0.000611033491561773","0.0104098247565669","0.745832356045361","3.92202362837235e-05","0.000286175545796595","2.17081965550563e-05","1.96507188404116e-06","Low Risk"
"1851","19044","12138","0.000648712019642859","0.0110420802565269","0.79113154408984","4.16023330701725e-05","0.000303556824253738","2.30266747222789e-05","2.084423317476e-06","Low Risk"
"1888","19043","12886","0.000688688670713287","0.0117008341992697","0.83832926515235","4.40842658491956e-05","0.000321666568991869","2.44004115915243e-05","2.20877688553858e-06","Low Risk"
"1925","19042","13855","0.000740476605054524","0.0125626213291116","0.900073697982884","4.73311499850065e-05","0.000345357880614323","2.61975450534898e-05","2.37145720902937e-06","Low Risk"
"1962","19041","15520","0.000829462064990704","0.0140246960222785","1.0048269132021","5.28396879548013e-05","0.000385551643054798","2.92464921356602e-05","2.64745435010496e-06","Low Risk"
"1999","19040","17449","0.000932556931187036","0.015711028794728","1.12564753930911","5.91931445532649e-05","0.000431910463960598","3.27630972791309e-05","2.96578488839644e-06","Low Risk"
"2036","19039","19711","0.0010534488893706","0.0176891565338253","1.26737438934844","6.66459729284824e-05","0.00048629099376101","3.68881989763756e-05","3.33919782223952e-06","Low Risk"
"2073","19038","21638","0.00115643686612557","0.0193802348278161","1.38853501767397","7.3017308836203e-05","0.000532780273367978","4.04147002244184e-05","3.65842417685583e-06","Low Risk"
"2110","19037","23831","0.00127364113858205","0.0211644463275056","1.5163683575827","7.97395350248635e-05","0.000581829869464023","4.41354174158022e-05","3.99523136960046e-06","Low Risk"
"2147","19036","26701","0.00142702748694052","0.023567175559692","1.68851661618333","8.87920993490337e-05","0.000647883080301085","4.91459646306319e-05","4.44879670518931e-06","Low Risk"
"2184","19035","30264","0.00161745102673187","0.0264294240968618","1.89358803861224","9.95759565758064e-05","0.000726568894566436","5.51147734518478e-05","4.98910590895205e-06","Low Risk"
"2221","19034","33331","0.00178136598506477","0.0287646461949846","2.06089961590207","0.000108374179850946","0.000790766272919514","5.99845442204456e-05","5.42992786276236e-06","Low Risk"
"2258","19033","36518","0.00195169430987955","0.0312100025731413","2.23610198016287","0.000117587346949529","0.000857991342750272","6.50839842346205e-05","5.89153996263416e-06","Low Risk"
"2295","19032","42699","0.0022820361284174","0.0360517941254206","2.58300165286284","0.000135829364769967","0.000991096594040194","7.51808461082257e-05","6.80552926315242e-06","Low Risk"
"2332","19031","47613","0.00254466348585067","0.0398580719535896","2.85570990941208","0.0001501699631252","0.00109573463170193","8.31182926233481e-05","7.52404371636314e-06","Low Risk"
"2369","19030","52222","0.00279099020347581","0.0431504950711439","3.09160203519593","0.00016257455356127","0.00118624633624","8.99841688364126e-05","8.14555735852044e-06","Low Risk"
"2406","19029","60009","0.00320716424342959","0.0490027926182001","3.51090139612377","0.000184623771292183","0.001347131315945","0.000102188296035579","9.25030077502306e-06","Low Risk"
"2443","19028","69891","0.00373530497321297","0.0561224867187163","4.02100587429575","0.000211448054257555","0.00154285817905427","0.000117035396977252","1.05942917669053e-05","Low Risk"
"2480","19027","78375","0.00418872998348237","0.0619156010657044","4.43606493852531","0.000233274292337516","0.00170211615878784","0.000129116106100718","1.1687863118058e-05","Low Risk"
"2517","19026","88013","0.00470383020141926","0.0682783078602945","4.89193357324379","0.000257246536801137","0.00187703275270427","0.000142384618582834","1.28889569424818e-05","Low Risk"
"2554","19025","98770","0.00527873506179973","0.0750125229514926","5.37441965010269","0.000282618482365888","0.00206216244742075","0.000156427858335889","1.41601807186987e-05","Low Risk"
"2591","19024","107771","0.00575979099266193","0.0811457261317019","5.81384504726077","0.000305726045031835","0.00223076977834345","0.000169217773945572","1.53179509415776e-05","Low Risk"
"2628","19023","117519","0.00628077012987388","0.0865209405125564","6.19896284700016","0.000325977795952021","0.00237853930810853","0.000180427012624787","1.63326349441923e-05","Low Risk"
"2665","19022","132131","0.00706170438848497","0.0954450062256668","6.83834507599628","0.000359600260697056","0.0026238699871445","0.000199036871781948","1.80172387712747e-05","Low Risk"
"2702","19021","148366","0.00792937942876359","0.105418965536444","7.55294899544887","0.000397178322768289","0.002898063195605","0.000219836133461535","1.99000319471938e-05","Medium Risk"
"2739","19020","197572","0.0105591803546613","0.136006118637371","9.74442570091343","0.000512419011244625","0.00373893184015158","0.000283621254450786","2.56739960606221e-05","Medium Risk"
"2776","19019","193281","0.0103298490582132","0.129148841232267","9.25312258268574","0.000486583413971814","0.00355041905055382","0.000269321385891651","2.43795417018838e-05","Medium Risk"
"2813","19018","234603","0.0125382918062509","0.152465153934145","10.9236656363295","0.000574430358067195","0.00419140568284221","0.000317944212011008","2.87809828021356e-05","Medium Risk"
"2850","19017","228575","0.0122161270299775","0.145768531150084","10.4438729342062","0.000549200045930752","0.00400730943482288","0.000303979365623006","2.7516855359194e-05","Medium Risk"
"2887","19016","241981","0.0129326069554456","0.150845955004312","10.8076549463338","0.000568329836098431","0.00414689243229915","0.000314567604867992","2.84753251790638e-05","Medium Risk"
"2924","19015","255535","0.0136569966995747","0.155542192831342","11.1441261362906","0.000586023463179376","0.00427599627936374","0.000324360935322873","2.9361838173324e-05","Medium Risk"
"2961","19014","264230","0.0141216985459081","0.158207711273848","11.3351024443982","0.000596066116689729","0.00434927380448574","0.000329919491746654","2.98650104620272e-05","Medium Risk"
"2998","19013","270809","0.0144733113632776","0.15864600192728","11.3665046397594","0.000597717428156593","0.0043613228129846","0.000330833484044838","2.99477469787543e-05","Medium Risk"
"3035","19012","273600","0.0146224755787021","0.15670465385656","11.2274129413545","0.0005904031714978","0.00430795338970311","0.000326785081071063","2.95812769756448e-05","Medium Risk"
"3072","19011","270480","0.014455728050173","0.152279450186623","10.9103605263224","0.000573730697407491","0.0041863005180055","0.000317556953479141","2.87459273404395e-05","Medium Risk"
"3109","19010","264277","0.0141242104477802","0.147576299973308","10.5733940848634","0.0005560110271001","0.00405700664315809","0.000307749208234035","2.78581094888683e-05","Medium Risk"
"3146","19009","255849","0.013673778341869","0.141349482370049","10.1272614983592","0.000532550761110377","0.00388582576664388","0.000294764073171242","2.66826675880334e-05","Medium Risk"
"3183","19008","240757","0.0128671906173303","0.131959495637607","9.4544974421272","0.000497172884252741","0.0036276864952326","0.000275182602550554","2.49101114354622e-05","Medium Risk"
"3220","19007","222755","0.011905078755606","0.121218534411682","8.68494016285886","0.000456705052464375","0.00333240770686777","0.00025278386838017","2.28825306253887e-05","Medium Risk"
"3257","19006","171301","0.00915513409761422","0.0849973991915561","6.08980573441212","0.000320237675249225","0.00233665577219156","0.000177249885705799","1.60450346930753e-05","Low Risk"
