"","X.18520.","X.1094.","X.0.000124186050682666.","X.0.0683023278754661.","X.1.3053244930159.","X.0.000257337035026862.","X.0.00187769308475716.","X.3.79927746937207e.05.","X.1.28934912221235e.05.","X.Low.Risk."
"2451","19044","170943","0.0194046947548875","20.9592945264203","99","0.0789666015412791","0.576190059955251","0.0116584863129921","0.00395650468152449","High Risk"
"2500","19043","175868","0.0199637590141308","21.5065407355037","99","0.0810284158491599","0.59123435572697","0.0119628888505104","0.00405980883546228","High Risk"
"2549","19042","175719","0.0199468451918714","21.440757438861","99","0.0807805695598915","0.589425913100771","0.0119262972723651","0.0040473908640079","High Risk"
"2598","19041","177777","0.0201804602671044","21.6137038214921","99","0.0814321653503901","0.594180366379323","0.0120224976970619","0.00408003810657946","High Risk"
"2647","19040","183485","0.0208284072298985","22.2202868477397","99","0.083717538079659","0.610855885196087","0.0123599059958139","0.00419454332430311","High Risk"
"2696","19039","182188","0.0206811775153323","21.9573399221717","99","0.0827268546827701","0.603627235175589","0.0122136432898381","0.00414490659914088","High Risk"
"2745","19038","181473","0.0206000138716046","21.8421968036894","99","0.0822930394727232","0.600461846175585","0.0121495955963831","0.0041231709301876","High Risk"
"2794","19037","179684","0.0203969344889069","21.5548914021131","99","0.0812105826591921","0.592563559506107","0.0119897836290622","0.00406893603383024","High Risk"
"2843","19036","176245","0.0200065543899145","21.043005856304","99","0.0792819937995005","0.578491360513045","0.0117050502558987","0.00397230694376972","High Risk"
"2941","19034","174593","0.0198190266424485","20.5932826930782","99","0.0775876090104718","0.56612806192703","0.011454894348385","0.00388741230199396","High Risk"
"2990","19033","171477","0.0194653120776156","20.0537659960395","99","0.0755549165462187","0.551296257468073","0.0111547913072198","0.00378556725492412","High Risk"
"3039","19032","166026","0.0188465386203293","19.3027627564434","99","0.072725423716551","0.530650495698561","0.0107370501003864","0.00364379970499267","High Risk"
"3088","19031","154029","0.0174846921394884","17.8270678808774","99","0.0671655701113433","0.490082302062263","0.00991620336400162","0.00336523146996364","High Risk"
"3137","19030","150524","0.0170868200118442","17.2860934114708","99","0.0651273853186357","0.475210422115699","0.00961528944539123","0.00326311123790649","High Risk"
"3186","19029","143416","0.0162799512291638","16.245926026803","99","0.0612084326412086","0.446615275128297","0.00903670235592198","0.00306675791495377","High Risk"
"3235","19028","138489","0.0157206599387493","15.3508755466535","99","0.0578362249299136","0.422009523767236","0.00853883570496641","0.00289779843922102","High Risk"
"3284","19027","131186","0.0148916556168704","14.2418697045506","99","0.0536579152864332","0.391521945006105","0.00792195762183787","0.00268845041939206","High Risk"
"3333","19026","117503","0.013338421858652","12.3946825253296","99","0.0466984208354232","0.340741090230565","0.00689447044094368","0.00233975525157392","High Risk"
"3382","19025","112433","0.0127628978394919","11.4385130418675","99","0.0430959401073003","0.314455121907112","0.00636260669802087","0.00215925828718994","High Risk"
"3431","19024","105947","0.0120266357510753","10.5167522572584","99","0.0396230981897038","0.289115079994975","0.00584988259475147","0.00198525668351218","High Risk"
"3480","19023","102289","0.0116113957388292","9.90126427559798","99","0.0373041749959885","0.272194755858701","0.00550752096607384","0.00186907046942984","High Risk"
"3529","19022","96914","0.0110012494660511","9.14384879075496","99","0.0344505232799253","0.251372715638186","0.00508621298492211","0.00172609247425624","High Risk"
"3578","19021","90223","0.0102417166825797","8.30528614425086","99","0.0312911401103049","0.228319866175321","0.00461976736460169","0.0015677962571549","High Risk"
"3627","19020","83037","0.00942599368421985","7.6926304717425","99","0.0289828879736699","0.211477404792399","0.0042789811915026","0.00145214470059195","High Risk"
"3676","19019","75778","0.00860198404810881","6.90340386469602","99","0.0260093841219131","0.189780847904038","0.00383997845767957","0.00130316169156811","High Risk"
"3725","19018","67679","0.00768262132006593","6.05298259977068","99","0.0228053222158724","0.166401994240482","0.00336693654947452","0.00114262691251322","High Risk"
"3774","19017","59680","0.00677461015058637","5.29113527494397","99","0.0199349730226281","0.145458118709972","0.00294316338297382","0.000998812314961567","High Risk"
"3823","19016","55372","0.00628558500767876","4.88932515585773","93.4398003519921","0.0184211062496249","0.13441199326357","0.00271965882904508","0.000922962261170652","High Risk"
"3872","19015","50035","0.00567975232715464","4.35266994731199","83.1837928364574","0.0163991947790425","0.11965885372457","0.00242114747429793","0.000821657379830338","High Risk"
"3921","19014","43546","0.00494314969198113","3.78408174158085","72.3175144171619","0.014256971994471","0.104027847063678","0.00210487357462591","0.000714324478190968","High Risk"
"3970","19013","37968","0.00430995975531943","3.26111983798447","62.323199392889","0.01228665165709","0.0896511489258819","0.00181397904152943","0.000615604494212983","High Risk"
"4019","19012","32541","0.00369391067208832","2.76495634713932","52.8410283266072","0.0104172974843382","0.0760111635161966","0.00153799097047423","0.000521943270460639","High Risk"
"4068","19011","26685","0.0030291634026206","2.26118531614584","43.2134697047895","0.00851928101139079","0.0621620399120621","0.0012577712492276","0.000426845964583781","High Risk"
"4117","19010","21413","0.00243070923516263","1.78993844154128","34.2074796190626","0.00674380311409982","0.049207034933729","0.000995642901792436","0.000337888272654961","High Risk"
"4166","19009","18943","0.00215032573864875","1.57296327782156","30.0608713790642","0.00592632372440897","0.0432421904378958","0.000874951722359042","0.000296929677891694","High Risk"
"4215","19008","15240","0.0017299775250492","1.25541784933818","23.9922667159796","0.00472993406106925","0.0345125779385001","0.000698318915035301","0.000236986344741454","High Risk"
"4264","19007","11618","0.00131882407388593","0.951663451716089","18.1872221822071","0.00358550372477149","0.026162093414466","0.000529357288835321","0.000179646356760918","Medium Risk"
"4313","19006","8870","0.00100688324456604","0.611860698242845","11.6932582032402","0.00230525697780552","0.016820606817677","0.000340343973263508","0.000115501488563323","Medium Risk"
"4362","19005","6470","0.000734445839046478","0.440522927475319","8.41882531466611","0.00165972182126125","0.0121103757415931","0.000245038329608672","8.31579050849213e-05","Medium Risk"
"4411","19004","4820","0.000547145122751781","0.323103593540789","6.1748266501139","0.00121733070240168","0.00888241150957385","0.000179724504478215","6.09925529148929e-05","Medium Risk"
"4460","19003","4258","0.000483349363625951","0.28585177418739","5.46290783674559","0.00107698010177152","0.00785832513111202","0.000159003395496317","5.39604938214327e-05","Medium Risk"
"4509","19002","3774","0.000428407820179507","0.251332587838644","4.80321232091846","0.000946925016639976","0.00690936131809728","0.000139802297812653","4.7444276292304e-05","Medium Risk"
"4558","19001","2924","0.00033191957239133","0.19525148946665","3.73144751322889","0.000735632897835305","0.00536764094231924","0.00010860751132004","3.68577974404452e-05","Medium Risk"
"4607","19000","2060","0.000233842106404288","0.13634928835829","2.60576866463276","0.000513711943436532","0.00374836588774426","7.58435027528011e-05","2.5738776514261e-05","Medium Risk"
"4656","18999","1410","0.000160056975742741","0.0924445171242375","1.76670541401327","0.000348295565922962","0.00254138381409758","5.14217277802702e-05","1.74508337731625e-05","Low Risk"
"4705","18998","938","0.000106477619323894","0.0610028027376478","1.16582340650606","0.000229835217526657","0.00167702250295382","3.39324560697655e-05","1.15155533652802e-05","Low Risk"
"4754","18997","718","8.15041904846014e-05","0.0463730738964112","0.88623493600083","0.000174715997430455","0.00127483795768988","2.57947540472401e-05","8.7538864314613e-06","Low Risk"
"4803","18996","621","7.04931786781859e-05","0.0399981865094897","0.764404584017234","0.000150697861155925","0.00109958650821728","2.22487598224056e-05","7.55049326578236e-06","Low Risk"
"4852","18995","545","6.18659941700665e-05","0.0350015728162813","0.668914394462109","0.000131872532752342","0.00096222505552937","1.94694223652142e-05","6.60727805192922e-06","Low Risk"
"4901","18994","501","5.6871308402208e-05","0.0321991966688972","0.615358237042535","0.000121314251779654","0.0008851851876873","1.791061684736e-05","6.07827101247275e-06","Low Risk"
"4950","18993","445","5.05144356067516e-05","0.0285363752334412","0.545358126036622","0.000107514142217479","0.000784490896672859","1.58731936164219e-05","5.38683695019065e-06","Low Risk"
"4999","18992","382","4.33629537118632e-05","0.0242552304010745","0.463541248315774","9.13844267019179e-05","0.000666798333379328","1.34918315734789e-05","4.57868142996588e-06","Low Risk"
"5048","18991","343","3.89358458721703e-05","0.0217704413962999","0.416054492757093","8.20226925554348e-05","0.000598489224795903","1.2109682066188e-05","4.10962559807237e-06","Low Risk"
"5097","18990","299","3.39411601043117e-05","0.0189648934404506","0.362437718966049","7.14524614221669e-05","0.000521362161055738","1.05491122482258e-05","3.58001981350903e-06","Low Risk"
"5146","18989","263","2.98545990215184e-05","0.0165169027919934","0.315654216097315","6.22293694011153e-05","0.000454064672739686","9.18743161372845e-06","3.11791044008808e-06","Low Risk"
"5195","18988","254","2.883295875082e-05","0.015858127312951","0.303064370407711","5.97473554815565e-05","0.000435954335949103","8.82099156508684e-06","2.99355280659907e-06","Low Risk"
"5244","18987","230","2.61085846956244e-05","0.0143597215825934","0.274428366904629","5.41019360659764e-05","0.000394761800268873","7.98751204712614e-06","2.71069742329837e-06","Low Risk"
"5293","18986","226","2.56545223530918e-05","0.0141099872942005","0.269655699654101","5.31610328300464e-05","0.000387896377655501","7.84859879413226e-06","2.66355485941492e-06","Low Risk"
"5342","18985","205","2.32706950547957e-05","0.0127988822801376","0.244599196588908","4.82212908414137e-05","0.0003518529089353","7.11930421591675e-06","2.41605639902681e-06","Low Risk"
"5391","18984","185","2.10003833421327e-05","0.011550210838173","0.220735860336325","4.35167746617636e-05","0.000317525795868441","6.42473795094908e-06","2.18034357960956e-06","Low Risk"
"5440","18983","174","1.9751711900168e-05","0.0108634415450924","0.207611025397409","4.09292907629561e-05","0.000298645883681669","6.04272650521699e-06","2.05070152893007e-06","Low Risk"
"5489","18982","162","1.83895248725702e-05","0.0101142386799136","0.193293023645883","3.8106581055166e-05","0.000278049615841554","5.62598674623706e-06","1.90927383727972e-06","Low Risk"
"5538","18981","165","1.87300716294697e-05","0.0103015393962083","0.196872524083771","3.88122584821135e-05","0.000283198682801583","5.73017168598225e-06","1.94463076019231e-06","Low Risk"
"5587","18980","160","1.81624937013039e-05","0.00998937153571717","0.190906690020604","3.7636129437201e-05","0.000274616904534868","5.5565301197397e-06","1.885702555338e-06","Low Risk"
"5636","18979","162","1.83895248725702e-05","0.0101142386799136","0.193293023645854","3.8106581055166e-05","0.000278049615841554","5.62598674623621e-06","1.90927383727972e-06","Low Risk"
"5685","18978","164","1.86165560438365e-05","0.0102391058241101","0.195679357271132","3.8577032673131e-05","0.00028148232714824","5.69544337273357e-06","1.93284511922145e-06","Low Risk"
"5734","18977","170","1.92976495576354e-05","0.0106137072566995","0.20283835814691","3.9988387527026e-05","0.000291780461068297","5.90381325222396e-06","2.00355896504662e-06","Low Risk"
"5783","18976","166","1.88435872151028e-05","0.0103639729683066","0.198065690896382","3.9047484291096e-05","0.000284915038454926","5.76489999923009e-06","1.95641640116317e-06","Low Risk"
"5832","18975","163","1.85030404582034e-05","0.0101766722520119","0.194486190458493","3.83418068641485e-05","0.000279765971494897","5.66071505948489e-06","1.92105947825058e-06","Low Risk"
"5881","18974","170","1.92976495576354e-05","0.0106137072566995","0.20283835814691","3.9988387527026e-05","0.000291780461068297","5.90381325222396e-06","2.00355896504662e-06","Low Risk"
"5930","18973","177","2.00922586570675e-05","0.0110507422613871","0.211190525835298","4.16349681899036e-05","0.000303794950641698","6.14691144496218e-06","2.08605845184266e-06","Low Risk"
"5979","18972","178","2.02057742427006e-05","0.0111131758334853","0.212383692647937","4.18701939988861e-05","0.000305511306295041","6.18163975821086e-06","2.09784409281352e-06","Low Risk"
"6028","18971","187","2.1227414513399e-05","0.0116750779823694","0.223122193961575","4.39872262797286e-05","0.000320958507175127","6.49419457744559e-06","2.20391486155128e-06","Low Risk"
"6077","18970","187","2.1227414513399e-05","0.0116750779823694","0.223122193961575","4.39872262797286e-05","0.000320958507175127","6.49419457744559e-06","2.20391486155128e-06","Low Risk"
"6126","18969","183","2.07733521708664e-05","0.0114253436939765","0.218349526711076","4.30463230437986e-05","0.000314093084561755","6.35528132445257e-06","2.15677229766783e-06","Low Risk"
"6175","18968","181","2.05463209996001e-05","0.01130047654978","0.215963193085797","4.25758714258336e-05","0.00031066037325507","6.28582469795521e-06","2.13320101572611e-06","Low Risk"
"6224","18967","180","2.04328054139669e-05","0.0112380429776818","0.214770026273158","4.23406456168511e-05","0.000308944017601727","6.25109638470653e-06","2.12141537475525e-06","Low Risk"
"6273","18966","190","2.15679612702984e-05","0.0118623786986641","0.226701694399464","4.46929037066761e-05","0.000326107574135156","6.59837951719079e-06","2.23927178446387e-06","Low Risk"
"6322","18965","191","2.16814768559316e-05","0.0119248122707624","0.227894861212103","4.49281295156587e-05","0.000327823929788499","6.63310783043947e-06","2.25105742543473e-06","Low Risk"
"6371","18964","200","2.27031171266299e-05","0.0124867144196465","0.23863336252574","4.70451617965012e-05","0.000343271130668585","6.9456626496742e-06","2.3571281941725e-06","Low Risk"
"6420","18963","209","2.37247573973283e-05","0.0130486165685306","0.249371863839407","4.91621940773438e-05","0.000358718331548672","7.25821746890978e-06","2.46319896291026e-06","Low Risk"
"6469","18962","214","2.4292335325494e-05","0.0133607844290217","0.255337697902575","5.03383231222563e-05","0.000367300109815386","7.43185903515233e-06","2.52212716776457e-06","Low Risk"
"6518","18961","215","2.44058509111272e-05","0.0134232180011199","0.256530864715185","5.05735489312388e-05","0.000369016465468729","7.46658734840017e-06","2.53391280873543e-06","Low Risk"
"6567","18960","214","2.4292335325494e-05","0.0133607844290217","0.255337697902546","5.03383231222563e-05","0.000367300109815386","7.43185903515149e-06","2.52212716776457e-06","Low Risk"
"6616","18959","219","2.48599132536598e-05","0.0136729522895129","0.261303531965713","5.15144521671688e-05","0.000375881888082101","7.60550060139404e-06","2.58105537261888e-06","Low Risk"
"6665","18958","230","2.61085846956244e-05","0.0143597215825934","0.274428366904629","5.41019360659764e-05","0.000394761800268873","7.98751204712614e-06","2.71069742329837e-06","Low Risk"
"6714","18957","242","2.74707717232222e-05","0.0151089244477722","0.288746368656156","5.69246457737665e-05","0.000415358068108988","8.40425180610606e-06","2.85212511494872e-06","Low Risk"
"6763","18956","293","3.32600665905128e-05","0.0182930366247821","0.349597876100237","6.89211620318743e-05","0.000502892206429477","1.01753957817735e-05","3.45319280446271e-06","Low Risk"
"6812","18955","310","3.51898315462764e-05","0.019354407350452","0.369881711914931","7.29200007845769e-05","0.000532070252536307","1.0765777106996e-05","3.65354870096737e-06","Low Risk"
"6861","18954","325","3.68925653307736e-05","0.0202909109319255","0.387779214104375","7.64483879193145e-05","0.000557815587336451","1.1286701805722e-05","3.8303333155303e-06","Low Risk"
"6910","18953","335","3.80277211871051e-05","0.0209152466529078","0.399710882230652","7.88006460091396e-05","0.000574979143869881","1.16339849382054e-05","3.94818972523893e-06","Low Risk"
"6959","18952","356","4.04115484854013e-05","0.0222263516669707","0.424767385295845","8.37403879977721e-05","0.000611022612590082","1.23632795164209e-05","4.19568818562704e-06","Low Risk"
"7008","18951","378","4.29088913693306e-05","0.0235998902531318","0.451017055173678","8.89153557953873e-05","0.000648782436963626","1.31273024078851e-05","4.45497228698602e-06","Low Risk"
"7057","18950","384","4.35899848831295e-05","0.0239744916857212","0.458176056049455","9.03267106492823e-05","0.000659080570883684","1.33356722873754e-05","4.52568613281119e-06","Low Risk"
"7106","18949","376","4.26818601980643e-05","0.0234750231089353","0.448630721548428","8.84449041774223e-05","0.00064534972565694","1.30578457813885e-05","4.43140100504429e-06","Low Risk"
"7155","18948","411","4.66549056952245e-05","0.0256601981323735","0.490391559990426","9.667780749181e-05","0.000705422173523943","1.42733367450813e-05","4.84389843902448e-06","Low Risk"
"7204","18947","434","4.92657641647869e-05","0.0270961702906328","0.517834396680898","0.000102088001098408","0.00074489835355083","1.50720879497942e-05","5.11496818135431e-06","Low Risk"
"7253","18946","433","4.91522485791538e-05","0.0270337367185346","0.516641229868259","0.000101852775289425","0.000743181997897487","1.50373596365455e-05","5.10318254038345e-06","Low Risk"
"7302","18945","460","5.22171693912488e-05","0.0287194431651869","0.548856733809229","0.000108203872131953","0.000789523600537746","1.59750240942514e-05","5.42139484659674e-06","Low Risk"
"7351","18944","479","5.43739655182787e-05","0.0299056810350533","0.571526903249173","0.00011267316250262","0.000822134357951262","1.66348620459704e-05","5.64532202504313e-06","Low Risk"
"7400","18943","505","5.73253707447406e-05","0.0315289539096073","0.602549240377562","0.000118789033536166","0.000866759604938178","1.75377981904293e-05","5.95174869028555e-06","Low Risk"
"7449","18942","502","5.69848239878411e-05","0.0313416531933126","0.598969739939644","0.000118083356109218","0.000861610537978149","1.74336132506833e-05","5.91639176737296e-06","Low Risk"
"7498","18941","542","6.15254474131671e-05","0.0338389960772419","0.64669641244481","0.000127492388468518","0.000930264764111866","1.88227457806186e-05","6.38781740620746e-06","Low Risk"
"7547","18940","564","6.40227902970964e-05","0.035212534663403","0.672946082322613","0.000132667356266133","0.00096802458848541","1.9586768672082e-05","6.64710150756644e-06","Low Risk"
"7596","18939","575","6.5271461739061e-05","0.0358993039564836","0.686070917261558","0.000135254840164941","0.000986904500672183","1.99687801178149e-05","6.77674355824592e-06","Low Risk"
"7645","18938","574","6.51579461534279e-05","0.0358368703843853","0.684877750448919","0.000135019614355958","0.00098518814501884","1.99340518045662e-05","6.76495791727506e-06","Low Risk"
"7694","18937","581","6.59525552528599e-05","0.036273905389073","0.693229918137336","0.000136666195018836","0.00099720263459224","2.01771499973053e-05","6.8474574040711e-06","Low Risk"
"7743","18936","600","6.81093513798898e-05","0.0374601432589394","0.71590008757728","0.000141135485389504","0.00102981339200576","2.08369879490243e-05","7.07138458251749e-06","Low Risk"
"7792","18935","622","7.06066942638191e-05","0.0388336818451005","0.742149757455112","0.000146310453187119","0.0010675732163793","2.16010108404885e-05","7.33066868387646e-06","Low Risk"
"7841","18934","642","7.28770059764821e-05","0.0400823532870651","0.766013093707695","0.000151014969366769","0.00110190032944616","2.22955771054562e-05","7.56638150329371e-06","Low Risk"
"7890","18933","689","7.82122385012401e-05","0.0430167311756821","0.822091933901248","0.000162070582388947","0.00118256904515328","2.39278078281297e-05","8.12030662892425e-06","Low Risk"
"7939","18932","711","8.07095813851694e-05","0.0443902697618432","0.84834160377908","0.000167245550186562","0.00122032886952682","2.46918307195939e-05","8.37959073028322e-06","Low Risk"
"7988","18931","737","8.36609866116313e-05","0.0460135426363972","0.879363940907412","0.000173361421220107","0.00126495411651374","2.55947668640511e-05","8.68601739552564e-06","Low Risk"
"8037","18930","766","8.69529385949926e-05","0.0478241162272459","0.913965778473661","0.0001801829696806","0.00131472843046068","2.66018879482544e-05","9.02780098368066e-06","Low Risk"
"8086","18929","779","8.84286412082236e-05","0.048635752664523","0.929476947037827","0.000183240905197372","0.00133704105395414","2.7053356020483e-05","9.18101431630187e-06","Low Risk"
"8135","18928","830","9.42179360755142e-05","0.0518198648415328","0.990328454481909","0.00019523742145548","0.00142457519227463","2.88244999961504e-05","9.78208200581586e-06","Low Risk"
"8184","18927","889","0.00010091535562787","0.0555034455953285","1.06072529642699","0.000209115744185448","0.00152584017582186","3.08734704778039e-05","1.04774348230967e-05","Low Risk"
"8233","18926","942","0.000106931681666427","0.0588124249165348","1.12396313749635","0.000221582712061521","0.00161680702544904","3.27140710799687e-05","1.11020737945525e-05","Low Risk"
"8282","18925","965","0.000109542540135989","0.0602483970747942","1.15140597418679","0.000226992905668118","0.00165628320547592","3.35128222846807e-05","1.13731435368823e-05","Low Risk"
"8331","18924","1032","0.00011714808437341","0.0644314464053757","1.23134815063293","0.000242753034869946","0.0017712790342499","3.5839619272322e-05","1.21627814819301e-05","Low Risk"
"8380","18923","1110","0.000126002300052796","0.0693012650290378","1.32441516201795","0.000261100647970582","0.00190515477521065","3.85484277056945e-05","1.30820614776573e-05","Low Risk"
"8429","18922","1225","0.000139056592400608","0.0764811258203346","1.46162934547028","0.00028815161600357","0.00210253567534508","4.2542183729258e-05","1.44374101893065e-05","Low Risk"
"8478","18921","1348","0.000153019009433486","0.0841604551884171","1.60838886342361","0.000317084390508418","0.00231364742070626","4.68137662588075e-05","1.58870440287226e-05","Low Risk"
"8527","18920","1484","0.000168457129079594","0.0926514209937768","1.7706595499411","0.000349075100530039","0.0025470717895609","5.15368168605857e-05","1.74898912007599e-05","Low Risk"
"8576","18919","1577","0.000179014078543477","0.0984577431989123","1.8816240635156","0.000370951100765412","0.00270669286532179","5.4766549992685e-05","1.85859558110501e-05","Low Risk"
"8625","18918","1644","0.000186619622780898","0.102640792529494","1.96156623996173","0.00038671122996724","0.00282168869409577","5.70933469803262e-05","1.93755937560979e-05","Medium Risk"
