"","X.18449.","X.39698.","X.0.00212164852164955.","X.0.332568405768567.","X.23.8275171216641.","X.0.00125299049309319.","X.0.00914260780187339.","X.0.000693523713343154.","X.6.27792339428134e.05.","X.Medium.Risk."
"1925","19042","13855","0.000740476605054524","0.223771692424799","16.0325627453201","0.000843086109107928","0.00615168724844262","0.000466643771265287","4.22415815358356e-05","Medium Risk"
"1962","19041","15520","0.000829462064990704","0.249814897896835","17.8984793914124","0.000941206941694898","0.00686763864191359","0.000520953141166448","4.71577806112447e-05","Medium Risk"
"1999","19040","17449","0.000932556931187036","0.279852700406093","20.0505967939435","0.00105437788735503","0.00769340513929815","0.000583592670284519","5.28280433245615e-05","Medium Risk"
"2036","19039","19711","0.0010534488893706","0.315088100758763","22.575106310269","0.00118713139278859","0.00866205832636799","0.00065707104426669","5.94794612086414e-05","Medium Risk"
"2073","19038","21638","0.00115643686612557","0.345210432870473","24.7332800023175","0.00130062081364486","0.0094901486193671","0.000719886847747453","6.51656806502445e-05","Medium Risk"
"2110","19037","23831","0.00127364113858205","0.376991700208693","27.0103113694419","0.00142036046763038","0.0103638445498279","0.000786162122718976","7.11650587710082e-05","Medium Risk"
"2147","19036","26701","0.00142702748694052","0.419790314657013","30.0767022257655","0.00158160926965466","0.0115404173678631","0.00087541249498313","7.92441913111845e-05","Medium Risk"
"2184","19035","30264","0.00161745102673187","0.470774116725351","33.7295369377804","0.00177369672650655","0.0129420084344646","0.000981731902111037","8.88684490032083e-05","Medium Risk"
"2221","19034","33331","0.00178136598506477","0.512370260348163","36.7097744082556","0.00193041507859497","0.0140855242363788","0.00106847469392669","9.67205900554544e-05","Medium Risk"
"2258","19033","36518","0.00195169430987955","0.555928170834078","39.8305665216511","0.00209452461753848","0.0152829707927392","0.00115930846917918","0.000104943055584421","Medium Risk"
"2295","19032","42699","0.0022820361284174","0.642172582859054","46.0097169416192","0.00241946055996503","0.0176539080813409","0.00133915882130277","0.000121223489999902","Medium Risk"
"2332","19031","47613","0.00254466348585067","0.709971906673313","50.8673327614027","0.00267490246816762","0.0195177731271906","0.00148054458735339","0.000134022028697718","Medium Risk"
"2369","19030","52222","0.00279099020347581","0.76861819345475","55.0691612519274","0.00289585923531011","0.021130012864275","0.0016028430073986","0.000145092740448645","Medium Risk"
"2406","19029","60009","0.00320716424342959","0.872862243511688","62.5379311184547","0.00328861092614202","0.0239957765652703","0.00182022902313374","0.000164770982555098","Medium Risk"
"2443","19028","69891","0.00373530497321297","0.999681794677134","71.6241671358929","0.0037664184664627","0.0274821613144041","0.0020846930086573","0.000188710822098","Medium Risk"
"2480","19027","78375","0.00418872998348237","1.10287164398286","79.017406717482","0.004155198332262","0.0303189440784084","0.00229988063991903","0.000208190061790407","High Risk"
"2517","19026","88013","0.00470383020141926","1.21620735876149","87.137566773405","0.00458220393677026","0.0334346459075447","0.00253622601850672","0.000229584545537957","High Risk"
"2554","19025","98770","0.00527873506179973","1.33616056507346","95.731850017454","0.00503414171714237","0.036732268594682","0.00278637122660802","0.00025222821905182","High Risk"
"2591","19024","107771","0.00575979099266193","1.44540824672094","99","0.00544574517712955","0.0397355866767427","0.0030141915984055","0.000272851001146851","High Risk"
"2628","19023","117519","0.00628077012987388","1.54115425287991","99","0.00580647949039537","0.0423677314256831","0.00321385616237901","0.000290925059943426","High Risk"
"2665","19022","132131","0.00706170438848497","1.70011417339469","99","0.00640537964366631","0.0467376841460114","0.00354534427861594","0.000320932065613329","High Risk"
"2702","19021","148366","0.00792937942876359","1.8777753236179","99","0.00707473887431014","0.0516217506717141","0.00391583112728358","0.00035446931905939","High Risk"
"2739","19020","197572","0.0105591803546613","2.42260898822816","99","0.00912746363779488","0.0665997234026999","0.00505200359490463","0.00045731805482983","High Risk"
"2776","19019","193281","0.0103298490582132","2.30046373444976","99","0.00866726706137294","0.0632418393379899","0.00479728718619503","0.000434260586564804","High Risk"
"2813","19018","234603","0.0125382918062509","2.71578555445196","99","0.0102320407530719","0.0746594137256267","0.00566338127644607","0.000512661256163039","High Risk"
"2850","19017","228575","0.0122161270299775","2.59650196111087","99","0.00978262581814151","0.0713801993077825","0.00541463245015979","0.000490143986085643","High Risk"
"2887","19016","241981","0.0129326069554456","2.6869435735143","99","0.0101233752055033","0.0738665214503285","0.0056032354617111","0.000507216729752074","High Risk"
"2924","19015","255535","0.0136569966995747","2.77059530980828","99","0.0104385429378826","0.0761661837261666","0.00577767916043868","0.000523007742462334","High Risk"
"2961","19014","264230","0.0141216985459081","2.81807485706541","99","0.0106174277035358","0.0774714396424022","0.00587669094673726","0.00053197049885486","High Risk"
"2998","19013","270809","0.0144733113632776","2.82588190932967","99","0.0106468416890393","0.0776860626062882","0.00589297143454867","0.000533444243059061","High Risk"
"3035","19012","273600","0.0146224755787021","2.79130164681997","99","0.0105165564923046","0.0767354197540866","0.0058208592565783","0.000526916496128672","High Risk"
"3072","19011","270480","0.014455728050173","2.71247770644922","99","0.0102195780475709","0.0745684779769728","0.00565648323384719","0.000512036830751579","High Risk"
"3109","19010","264277","0.0141242104477802","2.62870284327454","99","0.00990394642022053","0.0722654308312535","0.00548178277166874","0.000496222575270466","High Risk"
"3146","19009","255849","0.013673778341869","2.51778765471649","99","0.00948606043227859","0.0692162714683441","0.00525048505336273","0.000475285016411845","High Risk"
"3183","19008","240757","0.0128671906173303","2.35052851604487","99","0.00885589200075194","0.0646181656963306","0.00490169010793175","0.00044371135994417","High Risk"
"3220","19007","222755","0.011905078755606","2.15920514420808","99","0.00813505874702168","0.059358512278582","0.00450271265552177","0.000407595076764737","High Risk"
"3257","19006","171301","0.00915513409761422","1.51401617309959","99","0.00570423359037681","0.0416216809421622","0.00315726358913455","0.000285802180470404","High Risk"
"3294","19005","172614","0.0092253070158702","1.51476437674045","99","0.00570705253538974","0.0416422497404175","0.00315882386052037","0.00028594341953759","High Risk"
"3331","19004","124717","0.00666546522934573","1.08917313363841","78.0359500183121","0.00410358758712381","0.0299423595761621","0.00227131436123299","0.000205604181801011","High Risk"
"3368","19003","125213","0.00669197381080419","1.09111091607097","78.1747862495628","0.00411088840982244","0.0299956309768092","0.00227535532857978","0.000205969978715432","High Risk"
"3405","19002","106378","0.00568534249675136","0.923875993415888","66.1929115020346","0.00348081121497967","0.0253981909251044","0.00192661088217822","0.000174400893526751","Medium Risk"
"3442","19001","83917","0.00448492062550418","0.726616067296101","52.0598363646798","0.00273761129637898","0.0199753362333849","0.00151525359723037","0.000137163961711785","Medium Risk"
"3479","19000","63985","0.00341966045286277","0.553215834988901","39.6362358887058","0.00208430557396989","0.0152084062146576","0.00115365228177667","0.000104431045532948","Medium Risk"
"3516","18999","46830","0.00250281626955636","0.401421013493202","28.7605975375218","0.00151240077202293","0.011035428579926","0.00083710595192711","7.57766019818136e-05","Medium Risk"
"3553","18998","31851","0.00170226779845483","0.272585755203437","19.5299422211246","0.00102699881858356","0.0074936302095298","0.000568438498288052","5.14562556110749e-05","Medium Risk"
"3590","18997","21311","0.00113896044246243","0.181965357997447","13.0372657415062","0.000685575838499119","0.00500239311023388","0.00037946265667228","3.43497625783467e-05","Medium Risk"
"3627","18996","15932","0.000851481289911849","0.135899569554816","9.73679178246277","0.000512017575073379","0.00373600270901178","0.000283399061620361","2.56538826954795e-05","Medium Risk"
"3664","18995","11924","0.000637274849416827","0.101598320032728","7.27921133854431","0.000382783592509497","0.00279303017748129","0.000211868725219671","1.91788052950829e-05","Medium Risk"
"3701","18994","8923","0.000476887242648973","0.0758836274262464","5.43683164242336","0.000285900470691974","0.00208610990132493","0.000158244421784374","1.43246198856809e-05","Low Risk"
"3738","18993","6276","0.000335419067002684","0.0532835847109123","3.81760715985286","0.000200752157819705","0.00146481418210476","0.000111115273994677","1.00583897082693e-05","Low Risk"
"3775","18992","4480","0.000239432348657111","0.0377704377268426","2.70613725182125","0.000142304556208013","0.00103834366900719","7.87648308515092e-05","7.12995914538565e-06","Low Risk"
"3812","18991","3252","0.000173802231659135","0.027399055741943","1.9630592037143","0.000103229157577511","0.000753224949950818","5.71368011833083e-05","5.17214413756618e-06","Low Risk"
"3849","18990","2386","0.000127519103548184","0.020121298599511","1.44162998821844","7.58093535542321e-05","0.000553152790129231","4.19600824370858e-05","3.79831544458544e-06","Low Risk"
"3886","18989","1935","0.000103415534520426","0.0163149951615032","1.16891989680199","6.14686587109265e-05","0.000448514048429744","3.40225825163186e-05","3.07979615698265e-06","Low Risk"
"3923","18988","1634","8.73286735950265e-05","0.0137742353690757","0.98688216740253","5.18960480542168e-05","0.000378666252012489","2.8724192364418e-05","2.60017466968989e-06","Low Risk"
"3960","18987","1400","7.4822608955347e-05","0.011812103636274","0.846301382675723","4.4503486509727e-05","0.0003247254669666","2.46324480441596e-05","2.22978131619167e-06","Low Risk"
"3997","18986","1203","6.42939989809161e-05","0.0101497023358545","0.727195373921508","3.82401945403122e-05","0.000279024543982244","2.11657485533594e-05","1.91596834317434e-06","Low Risk"
"4034","18985","1064","5.68651828060638e-05","0.00897987070745945","0.643380487505586","3.38327166095349e-05","0.000246864809061164","1.87262324693376e-05","1.69513818553205e-06","Low Risk"
"4071","18984","1001","5.34981654030731e-05","0.00843959279505307","0.604671214510829","3.1797156177061e-05","0.000232012078099752","1.75995603695522e-05","1.59314944315976e-06","Low Risk"
"4108","18983","941","5.02914821621297e-05","0.00792899696405694","0.568088572581301","2.98734264692655e-05","0.000217975334539337","1.65347859935514e-05","1.49676381371233e-06","Low Risk"
"4145","18982","890","4.75658014073278e-05","0.00749098249177645","0.536706164761533","2.82231555472988e-05","0.000205933918511406","1.56213696315492e-05","1.41407943194706e-06","Low Risk"
"4182","18981","839","4.48401206525258e-05","0.00705699995784848","0.505612633090009","2.65880754261924e-05","0.000194003344134092","1.47163612987178e-05","1.33215616277302e-06","Low Risk"
"4219","18980","760","4.0617987718617e-05","0.00639046305664242","0.457857286670436","2.40768194378885e-05","0.00017567963879257","1.33263941858297e-05","1.20633339871451e-06","Low Risk"
"4256","18979","691","3.6930301991532e-05","0.00581076407586252","0.416323613746654","2.18927355045563e-05","0.000159743186825138","1.21175151017101e-05","1.0969031061806e-06","Low Risk"
"4293","18978","745","3.98163169083811e-05","0.00626395023328969","0.44879302676998","2.36001675305944e-05","0.000172201686269844","1.3062569837167e-05","1.1824514604538e-06","Low Risk"
"4330","18977","877","4.68710200384567e-05","0.00737516038639956","0.528407862363876","2.77867821744527e-05","0.000202749863544426","1.5379839241963e-05","1.39221559003339e-06","Low Risk"
"4367","18976","859","4.59090150661736e-05","0.00720355694011153","0.516112996154005","2.71402460542099e-05","0.000198032328806766","1.50219848660585e-05","1.35982185475053e-06","Low Risk"
"4404","18975","848","4.53211231386673e-05","0.00711126370902272","0.50950046620271","2.67925204761777e-05","0.000195495103983312","1.48295205692961e-05","1.34239957937692e-06","Low Risk"
"4441","18974","852","4.55349020213969e-05","0.00714488845470644","0.511909577199412","2.6919205651148e-05","0.000196419478809338","1.48996401539661e-05","1.34874695254566e-06","Low Risk"
"4478","18973","828","4.42522287250195e-05","0.00693995892312172","0.497226998103368","2.61471095939886e-05","0.000190785779691195","1.44722890067966e-05","1.31006222248113e-06","Low Risk"
"4515","18972","803","4.29161107079598e-05","0.00673034545735763","0.482208829336291","2.53573662651845e-05","0.000185023314964445","1.40351701866621e-05","1.27049330199286e-06","Low Risk"
"4552","18971","785","4.19541057356767e-05","0.00658426192462875","0.471742387494841","2.48069794138426e-05","0.000181007345849864","1.37305339304248e-05","1.24291698350528e-06","Low Risk"
"4589","18970","760","4.0617987718617e-05","0.00637453127113255","0.456715822582356","2.40167945665068e-05","0.000175241659525827","1.3293170732082e-05","1.20332594138452e-06","Low Risk"
"4626","18969","730","3.90146460981452e-05","0.00612437476401115","0.438792867926596","2.30743005719731e-05","0.000168364629735784","1.27715052138715e-05","1.15610367489592e-06","Low Risk"
"4663","18968","706","3.77319728017679e-05","0.00592299270993216","0.424364454829182","2.2315570052586e-05","0.000162828453999172","1.23515518222582e-05","1.11808860531741e-06","Low Risk"
"4700","18967","692","3.69837467122144e-05","0.0058071704661595","0.416066142516043","2.18791961583175e-05","0.000159644395227566","1.21100211440719e-05","1.09622473727864e-06","Low Risk"
"4737","18966","607","3.24409454542112e-05","0.00509363191135627","0.364943270238837","1.91908559248016e-05","0.000140028571700958","1.06220388235716e-05","9.61529429239124e-07","Low Risk"
"4774","18965","639","3.41511765160477e-05","0.00536167483256293","0.384147732189009","2.02007390832354e-05","0.000147397315274172","1.11810038930933e-05","1.0121281300335e-06","Low Risk"
"4811","18964","615","3.28685032196703e-05","0.00516163709679267","0.369815635419191","1.94470734408219e-05","0.000141898096069943","1.0763853884511e-05","9.74366828618568e-07","Low Risk"
"4848","18963","445","2.37829007036639e-05","0.00373407824985856","0.267535375847045","1.40685779718798e-05","0.000102653205619658","7.78688464940408e-06","7.04885274555442e-07","Low Risk"
"4885","18962","450","2.40501243070758e-05","0.00377621884600587","0.270554621688781","1.42273476127416e-05","0.000103811688916415","7.87476281887367e-06","7.12840192395301e-07","Low Risk"
"4922","18961","460","2.45845715138997e-05","0.0038601051679796","0.27656482211209","1.45433991741963e-05","0.000106117800165844","8.04969571239449e-06","7.28675488053109e-07","Low Risk"
"4959","18960","442","2.36225665416167e-05","0.00370893179426223","0.265733708608396","1.39738357496763e-05","0.000101961906695477","7.73444532275597e-06","7.00138355752178e-07","Low Risk"
"4996","18959","446","2.38363454243463e-05","0.00374237490051331","0.26812980569092","1.40998365767701e-05","0.000102881288088377","7.8041861244399e-06","7.06451440683559e-07","Low Risk"
"5033","18958","475","2.53862423241356e-05","0.00398570578964669","0.285563725529647","1.50166142545998e-05","0.000109570675434978","8.31161779526589e-06","7.52385229189758e-07","Low Risk"
"5070","18957","514","2.74705864307488e-05","0.00430894767535164","0.308723025789292","1.62344659889575e-05","0.000118456888721862","8.98569238862314e-06","8.1340388763956e-07","Low Risk"
"5107","18956","524","2.80050336375727e-05","0.00439276716992338","0.314728438231905","1.65502657703335e-05","0.000120761162825259","9.16048592317783e-06","8.29226568229216e-07","Low Risk"
"5144","18955","543","2.90204833305382e-05","0.00455094201674917","0.32606118603839","1.71462080663587e-05","0.000125109533156192","9.49033688083339e-06","8.59085374840135e-07","Low Risk"
"5181","18954","549","2.93411516546325e-05","0.00460120538648778","0.329662403960147","1.73355812098712e-05","0.000126491318883127","9.59515392966403e-06","8.68573635880092e-07","Low Risk"
"5218","18953","548","2.92877069339501e-05","0.00459182317830745","0.3289901972136","1.73002326396214e-05","0.000126233393451185","9.57558868009903e-06","8.66802548091726e-07","Low Risk"
"5255","18952","566","3.02497119062332e-05","0.00474262425108488","0.339794636484539","1.78683933766634e-05","0.000130379052030266","9.89006268951899e-06","8.95269400812876e-07","Low Risk"
"5292","18951","570","3.04634907889627e-05","0.00477806622847331","0.342333946618517","1.80019251853194e-05","0.000131353384207841","9.96397185027856e-06","9.01959814427849e-07","Low Risk"
"5329","18950","572","3.05703802303275e-05","0.00479382539858226","0.343463043336976","1.80612997079231e-05","0.000131786618120294","9.99683533936602e-06","9.04934686994978e-07","Low Risk"
"5366","18949","565","3.01962671855508e-05","0.0047351327838139","0.339257895586723","1.78401683946536e-05","0.000130173104784734","9.87444030894717e-06","8.93855229868728e-07","Low Risk"
"5403","18948","562","3.00359330235036e-05","0.00470993500239186","0.337452551008531","1.7745232796379e-05","0.000129480394866945","9.82189394965429e-06","8.89098622243663e-07","Low Risk"
"5440","18947","552","2.95014858166797e-05","0.0046260970359886","0.331445815115115","1.74293634202103e-05","0.000127175612956107","9.64706189474055e-06","8.73272454709929e-07","Low Risk"
"5477","18946","554","2.96083752580445e-05","0.00464367225891632","0.332705026507375","1.74955801349085e-05","0.000127658771811463","9.68371250152365e-06","8.76590145183944e-07","Low Risk"
"5514","18945","563","3.0089377744186e-05","0.0047191191315808","0.338110565996399","1.77798350807857e-05","0.000129732874927347","9.84104613389119e-06","8.90832318484534e-07","Low Risk"
"5551","18944","544","2.90739280512206e-05","0.00455989278381247","0.326702481338075","1.71799311315738e-05","0.000125355597879618","9.50900242182602e-06","8.60775019104858e-07","Low Risk"
"5588","18943","519","2.77378100341608e-05","0.00435038198624481","0.311691668435735","1.63905746172472e-05","0.000119595955594921","9.0720977014905e-06","8.212254793834e-07","Low Risk"
"5625","18942","521","2.78446994755256e-05","0.00436717665239763","0.312894955303609","1.64538504927036e-05","0.000120057656234956","9.10712056906683e-06","8.24395823460322e-07","Low Risk"
"5662","18941","505","2.69895839446073e-05","0.0042331275388255","0.303290743077218","1.59488047276818e-05","0.000116372524243098","8.82758036800551e-06","7.99091252987598e-07","Low Risk"
"5699","18940","513","2.74171417100665e-05","0.00430023111011311","0.308098510339561","1.6201625306599e-05","0.000118217262419504","8.96751524194326e-06","8.11758453861739e-07","Low Risk"
"5736","18939","515","2.75240311514312e-05","0.00431700983922652","0.309300655366921","1.62648411373894e-05","0.000118678524935838","9.00250487510959e-06","8.14925789489548e-07","Low Risk"
"5773","18938","505","2.69895839446073e-05","0.00423329941599893","0.303303057555147","1.59494522951012e-05","0.000116377249302844","8.82793879320012e-06","7.99123698394598e-07","Low Risk"
"5810","18937","509","2.72033628273369e-05","0.00426505169541472","0.305578012025598","1.60690827336875e-05","0.000117250148328965","8.89415361801706e-06","8.05117604439445e-07","Low Risk"
"5847","18936","515","2.75240311514312e-05","0.00431532959041632","0.309180270638247","1.62585106028326e-05","0.000118632333368585","8.99900095719682e-06","8.14608607426223e-07","Low Risk"
"5884","18935","497","2.65620261791482e-05","0.00416449493065122","0.298373424961558","1.56902233228733e-05","0.00011448575145268","8.68445690693112e-06","7.86135414459519e-07","Low Risk"
"5921","18934","481","2.57069106482299e-05","0.00403044954210697","0.288769479622113","1.51851915923312e-05","0.000110800721865225","8.40492447388123e-06","7.60831547163626e-07","Low Risk"
"5958","18933","483","2.58138000895947e-05","0.00404720737689791","0.289970127634544","1.52483287013099e-05","0.000111261409977639","8.43987053493105e-06","7.63994938551583e-07","Low Risk"
"5995","18932","480","2.56534659275476e-05","0.00402118078414308","0.288105401239318","1.51502704590844e-05","0.000110545915282866","8.3855958084716e-06","7.59081875473587e-07","Low Risk"
"6032","18931","467","2.49586845586765e-05","0.00391227380457254","0.280302546622428","1.47399506341509e-05","0.000107551963410622","8.15848592199238e-06","7.38523408012844e-07","Low Risk"
"6069","18930","451","2.41035690277582e-05","0.0037782344451011","0.270699033247755","1.4234941618848e-05","0.00010386709956786","7.87896606170915e-06","7.13220678830391e-07","Low Risk"
"6106","18929","440","2.35156771002519e-05","0.00368608238546449","0.264096617802761","1.38877479208274e-05","0.000101333755675961","7.68679615776715e-06","6.95825052517455e-07","Low Risk"
"6143","18928","426","2.27674510106985e-05","0.00356879794592698","0.255693543599859","1.34458650324374e-05","9.81094998135439e-05","7.4422162800175e-06","6.73685164482808e-07","Low Risk"
"6180","18927","419","2.23933379659217e-05","0.00351015572615823","0.251492006498533","1.32249235882424e-05","9.64973718823354e-05","7.31992634114631e-06","6.62615220465485e-07","Low Risk"
