"","X.18426.","X.29.","X.0.000413223140495868.","X.0.0113681765213312.","X.0.0341817122448053.","X.4.28309390127266e.05.","X.0.000312521507016888.","X.9.94892916597304e.07.","X.2.14598079960879e.06.","X.Low.Risk."
"1","19094","191","0.00272157309774865","0.251091569263169","0.754044833556219","0.000946016950875189","0.00690273549835521","2.19472289254873e-05","4.73987790013051e-05","Medium Risk"
"15","19093","183","0.00260758050726703","0.240663165010156","0.722714149416488","0.000906726714158442","0.00661604918531128","2.10353180329163e-05","4.5430199849184e-05","Medium Risk"
"29","19092","183","0.00260758050726703","0.240960284925802","0.723554064071306","0.000907846148305389","0.0066242172818946","2.10597645888594e-05","4.54862874400973e-05","Medium Risk"
"43","19091","183","0.00260758050726703","0.24115530566751","0.72410884503449","0.000908580911833968","0.00662957857937127","2.10759120435739e-05","4.5523101679078e-05","Medium Risk"
"57","19090","163","0.00232259903106298","0.214860487349045","0.645222177392257","0.000809512098323228","0.00590671012001875","1.8779836695179e-05","4.05594054227129e-05","Medium Risk"
"71","19089","165","0.00235109717868339","0.217634014106815","0.653539349379985","0.000819961685835292","0.00598295689191429","1.90219163030538e-05","4.10829665372161e-05","Medium Risk"
"85","19088","166","0.00236534625249359","0.218992879667022","0.657700041305366","0.000825081371285857","0.00602031334146558","1.9143017402234e-05","4.13394807984067e-05","Medium Risk"
"99","19087","166","0.00236534625249359","0.219076593042654","0.657942337574646","0.000825396771251674","0.00602261469826284","1.91500696774477e-05","4.13552834468296e-05","Medium Risk"
"113","19086","170","0.0024223425477344","0.224443309322165","0.674015411476858","0.000845616504577863","0.00617015060749665","1.96178925664454e-05","4.23683632552905e-05","Medium Risk"
"127","19085","170","0.0024223425477344","0.224509530759398","0.674199383334868","0.000845866001613216","0.00617197109500596","1.96232472513447e-05","4.23808639349339e-05","Medium Risk"
"141","19084","170","0.0024223425477344","0.224515719573765","0.674181309971658","0.000845889318697553","0.00617214123113896","1.96227212080351e-05","4.238203220293e-05","Medium Risk"
"155","19083","152","0.00216585921915076","0.200853338636437","0.603077077103351","0.000756738521916655","0.00552164086845851","1.75531614061701e-05","3.79152634938717e-05","Medium Risk"
"169","19082","150","0.00213736107153035","0.198170799736032","0.595057932408352","0.000746631741833946","0.0054478954354761","1.73197561806775e-05","3.74088782381826e-05","Medium Risk"
"183","19081","143","0.00203761755485893","0.18895822559626","0.567418012949135","0.000711922287737203","0.00519463339751742","1.65152686848975e-05","3.56698124186268e-05","Medium Risk"
"197","19080","147","0.00209461385009974","0.194277934194438","0.583409996608989","0.000731964914107978","0.00534087702285819","1.69807313613012e-05","3.66740185452455e-05","Medium Risk"
"211","19079","131","0.00186662866913651","0.173172154903179","0.520017191245913","0.0006524464140263","0.0047606599635529","1.51356203684035e-05","3.26898618042909e-05","Medium Risk"
"225","19078","131","0.00186662866913651","0.173148147462517","0.51997685724964","0.000652355963176516","0.0047599999771847","1.5134446407108e-05","3.26853298983505e-05","Medium Risk"
"239","19077","131","0.00186662866913651","0.173189377498746","0.520093829609295","0.000652511302176039","0.00476113342836156","1.51378510046081e-05","3.26931129289843e-05","Medium Risk"
"253","19076","122","0.00173838700484469","0.161315574347023","0.484428420840918","0.000607775355501893","0.00443471178562621","1.40997736169957e-05","3.04516845403488e-05","Medium Risk"
"267","19075","114","0.00162439441436307","0.150721592602537","0.452635124649919","0.000567861286156766","0.00414347359682048","1.31743979380605e-05","2.84518491777982e-05","Medium Risk"
"281","19074","114","0.00162439441436307","0.150755017783512","0.452721145837566","0.000567987219448279","0.00414439248543124","1.31769016707482e-05","2.84581588789593e-05","Medium Risk"
"295","19073","112","0.00159589626674266","0.148104342773382","0.444777928056977","0.000558000490311165","0.00407152301975894","1.29457063740264e-05","2.79577885981963e-05","Medium Risk"
"309","19072","86","0.0012254203476774","0.113713902712915","0.341536867857915","0.000428430471928111","0.00312609855924814","9.94077207587246e-06","2.14658746204904e-05","Medium Risk"
"323","19071","86","0.0012254203476774","0.113708597800655","0.341534932907737","0.000428410485048682","0.0031259527223876","9.94071575721259e-06","2.14648732074817e-05","Medium Risk"
"337","19070","86","0.0012254203476774","0.113708995894737","0.3415450015739","0.000428411984914846","0.00312596366635579","9.94100881580994e-06","2.14649483560558e-05","Medium Risk"
"351","19069","94","0.00133941293815902","0.124260176754919","0.37329031604764","0.000468164796906","0.00341602521994309","1.08649879388826e-05","2.34567041575834e-05","Medium Risk"
"365","19068","80","0.00113992590481619","0.105722256969223","0.317783610986957","0.000398321008830216","0.00290640095280465","9.24940978138636e-06","1.9957284540889e-05","Medium Risk"
"379","19067","86","0.0012254203476774","0.113630128972331","0.341567746982229","0.000428114844530253","0.00312379554296347","9.94167084366475e-06","2.14500605769217e-05","Medium Risk"
"393","19066","86","0.0012254203476774","0.113607717613542","0.341514593577877","0.000428030407106213","0.0031231794343369","9.94012376067769e-06","2.14458299647769e-05","Medium Risk"
"407","19065","93","0.00132516386434882","0.122852252925348","0.369328883837592","0.000462860278668992","0.00337732011396968","1.0749686492977e-05","2.3190929123223e-05","Medium Risk"
"421","19064","93","0.00132516386434882","0.122834488885258","0.369306538593676","0.00046279335056348","0.00337683176435889","1.07490361123075e-05","2.31875757895653e-05","Medium Risk"
"435","19063","93","0.00132516386434882","0.122790737142913","0.369257997815311","0.00046262851074026","0.0033756289891885","1.07476232844124e-05","2.31793167342237e-05","Medium Risk"
"449","19062","106","0.00151040182388145","0.139909838621427","0.420805077395318","0.000527126734356256","0.00384624865126021","1.22479525826681e-05","2.64109047563231e-05","Medium Risk"
"463","19061","121","0.00172413793103448","0.159597981912546","0.480146419544647","0.000601304124458656","0.00438749360819411","1.39751416872665e-05","3.01274530878352e-05","Medium Risk"
