"","X.18426.","X.156410.","X.0.00279417334200353.","X.1.53679533810194.","X.4.82249813566236.","X.0.0579005676748405.","X.0.133503366831002.","X.0.00140363630736589.","X.0.00290102223721354.","X.High.Risk."
"1","19094","614512","0.0109778981442444","11.9193972505074","37.4033351049754","0.449077277914367","1.03545320843065","0.0108866147156541","0.0225003522724183","High Risk"
"20","19093","722427","0.0129057366213387","14.005845278143","43.9506556713276","0.527686655642801","1.21670560391962","0.0127922778396966","0.0264389587835734","High Risk"
"39","19092","722427","0.0129057366213387","13.9945968480301","43.9153578461041","0.527262857839125","1.21572843848034","0.012782004054687","0.0264177250219383","High Risk"
"58","19091","722427","0.0129057366213387","13.9820097797552","43.8758593443947","0.526788625271907","1.21463498384031","0.0127705076207795","0.0263939643011309","High Risk"
"77","19090","751982","0.013433719442916","14.5310358520338","45.5987154361264","0.54747382678513","1.26232957745987","0.0132719621148389","0.0274303657041033","High Risk"
"96","19089","792554","0.0141585145380619","15.2893114681457","47.9782012754928","0.576042750400615","1.32820194525467","0.0139645352632449","0.0288617693332907","High Risk"
"115","19088","835895","0.0149327762017393","16.0960196637024","50.509669632171","0.606436428278612","1.3982817128638","0.0147013444431397","0.030384599573746","High Risk"
"134","19087","869180","0.0155273932958419","16.7126557281771","52.4446873912593","0.629668915582979","1.45184967254961","0.0152645507120999","0.0315486289607159","High Risk"
"153","19086","935900","0.0167193071464811","17.9641602673555","56.3719366204344","0.676820817641432","1.5605694646014","0.0164076158727436","0.0339111052177133","High Risk"
"172","19085","935900","0.0167193071464811","17.9368608569782","56.2862704602208","0.675792280321696","1.5581979300792","0.0163826818801519","0.0338595718777793","High Risk"
"191","19084","935900","0.0167193071464811","17.9011458652057","56.1741960174061","0.674446676097854","1.55509532329106","0.0163500614928262","0.0337921523699469","High Risk"
"210","19083","944153","0.0168667421735993","18.0243154679721","56.5607049851164","0.679087235412193","1.56579522343578","0.016462558792968","0.0340246607252986","High Risk"
"229","19082","956926","0.0170949243620617","18.235408367937","57.2231192255119","0.687040408119753","1.58413313230414","0.0166553610817775","0.0344231426712892","High Risk"
"248","19081","958854","0.0171293669565466","18.2267986973103","57.1961018865619","0.686716028676099","1.58338519925965","0.0166474974151027","0.034406890119421","High Risk"
"267","19080","958205","0.0171177729504155","18.1933411705199","57.0911114193409","0.685455477094423","1.58047870132749","0.0166169388897134","0.0343437320483269","High Risk"
"286","19079","938580","0.0167671837819684","17.7911451512119","55.8290113171379","0.67030227012071","1.54553942127348","0.0162495920339661","0.0335845030431346","High Risk"
"305","19078","938580","0.0167671837819684","17.761976691054","55.7374800369186","0.669203314157304","1.54300552001818","0.0162229509395455","0.0335294414812953","High Risk"
"324","19077","938580","0.0167671837819684","17.7391841467465","55.6659565232113","0.66834457830521","1.54102550268714","0.0162021333056459","0.0334864157925523","High Risk"
"343","19076","930981","0.0166314320830624","17.5610020226413","55.1068170333903","0.661631357696445","1.52554659480177","0.0160393901657386","0.033150059811058","High Risk"
"362","19075","904331","0.0161553453906233","17.0157455925426","53.395790163113","0.641088181875736","1.47817947479584","0.0155413786848757","0.0321207743951784","High Risk"
"381","19074","869838","0.015539148081719","16.3131079364012","51.1908974862698","0.614615483689033","1.4171404473916","0.0148996226223537","0.0307943990382052","High Risk"
"400","19073","840007","0.0150062346812631","15.7238168342837","49.3416888305265","0.592413249928696","1.36594797938645","0.014361391951013","0.0296819889800472","High Risk"
"419","19072","746695","0.013339270274326","13.9478418662942","43.7686396679161","0.525501309038828","1.21166677371399","0.0127393002617437","0.0263294652267961","High Risk"
"438","19071","746695","0.013339270274326","13.9197572472145","43.6805095052364","0.524443188059848","1.20922702711251","0.0127136490965941","0.0262764496414063","High Risk"
"457","19070","746695","0.013339270274326","13.8890572615388","43.5841722636952","0.523286530075428","1.20656008028637","0.0126856091790711","0.0262184970052163","High Risk"
"476","19069","710087","0.0126852897251024","13.1756137248351","41.3453704920139","0.496406707658666","1.14458233228553","0.0120339835354056","0.0248717232913333","High Risk"
"495","19068","667404","0.0119227828473021","12.3529628777557","38.7638737383595","0.465412371677067","1.07311760624913","0.0112826130902869","0.023318797965709","High Risk"
"514","19067","623166","0.0111324968022695","11.4981519100816","36.0814578071377","0.433206365414621","0.998859089607928","0.0105018691093455","0.021705163694213","High Risk"
"533","19066","585581","0.0104610627183925","10.7782606881616","33.8224230550693","0.406083618891467","0.936321222986659","0.00984435445440847","0.0203462186275627","High Risk"
"552","19065","482381","0.00861745496380669","8.86076982868658","27.8052938605023","0.333839900731804","0.769746351719966","0.00809300883103779","0.0167265540664631","High Risk"
"571","19064","482381","0.00861745496380669","8.8396232606034","27.7389354569931","0.333043178965389","0.767909322438297","0.00807369455411241","0.016686635501688","High Risk"
"590","19063","482381","0.00861745496380669","8.81994049004626","27.677170482853","0.332301607488423","0.766199455110625","0.0080557172407392","0.0166494801605307","High Risk"
"609","19062","449945","0.00803800475908048","8.20615273872551","25.7510907941336","0.309176433724408","0.712878932013414","0.00749511248654054","0.0154908275596515","High Risk"
"628","19061","425244","0.00759673581386707","7.73150946373738","24.2616495835936","0.291293691381631","0.671646066658114","0.00706159572780076","0.0145948392251313","High Risk"
"647","19060","403439","0.00720720221804592","7.31557464974464","22.9564368364529","0.275622859196746","0.635513280025094","0.00668170050561797","0.0138096753749373","High Risk"
"666","19059","388497","0.00694027211078796","7.02756708480352","22.0526626574521","0.264771836232728","0.610493696324427","0.00641864799307801","0.0132660009313307","High Risk"
"685","19058","323018","0.00577052800068599","5.82904655914434","18.2916784474901","0.219616169056302","0.506376692957418","0.00532397592892648","0.0110035430682112","High Risk"
"704","19057","346689","0.006193396597186","6.23471554332583","19.5646767911261","0.234900224056882","0.541617673889876","0.00569449482682516","0.0117693280201045","High Risk"
"723","19056","378553","0.00676262835583059","6.78034611308942","21.2768777200378","0.255457496028488","0.589017295884647","0.00619284802919421","0.0127993197027593","High Risk"
"742","19055","383393","0.00684909213036736","6.83895372188555","21.4607897069808","0.257665606461431","0.594108613448026","0.00624637745211383","0.0129099538074915","High Risk"
"761","19054","390638","0.00697851982592913","6.9465368525969","21.7983879768487","0.261718927151561","0.603454496929117","0.00634463880454158","0.0131130394408252","High Risk"
"780","19053","401122","0.00716581036564887","7.11273213913352","22.3199125023386","0.267980529589292","0.617892092979796","0.00649643373293067","0.0134267677623584","High Risk"
"799","19052","410781","0.00733836276198166","7.26482325873799","22.7971778366083","0.273710740987692","0.631104442099341","0.00663534658112322","0.0137138715224467","High Risk"
"818","19051","382230","0.00682831581429582","6.74301798361099","21.15974121503","0.254051114948682","0.58577455377103","0.00615875427804664","0.0127288550605225","High Risk"
"837","19050","414120","0.0073980120477623","7.28266383937704","22.8531619775916","0.274382905797826","0.632654276044358","0.00665164132519781","0.0137475493453002","High Risk"
"856","19049","451386","0.00806374738286302","7.91128240881847","24.8257811052096","0.298066848037369","0.687263171186225","0.00722579184848231","0.0149341982135401","High Risk"
"875","19048","474387","0.0084746468204912","8.287926751322","26.0076994742323","0.312257365604533","0.719982744557767","0.00756980100897006","0.0156451930910186","High Risk"
"894","19047","499965","0.00893158285873534","8.7087496615238","27.3282511765811","0.328112362549902","0.756540166329328","0.00795416078745568","0.0164395842439305","High Risk"
"913","19046","528871","0.00944797167418163","9.18226992227383","28.8141683433299","0.345952794013487","0.797675474008553","0.0083866518380096","0.0173334526544786","High Risk"
"932","19045","557409","0.00995778638445653","9.64800035496686","30.2756408554456","0.363499734564257","0.838134069410705","0.008812028027386","0.0182126161372741","High Risk"
"951","19044","576081","0.0102913507642397","9.94351232146759","31.2029640143483","0.374633494662875","0.86380557002537","0.00908193470601622","0.018770456706494","High Risk"
"970","19043","601174","0.010739622560614","10.3503590011033","32.4796579926546","0.389961920721629","0.899148858860739","0.00945352925534206","0.0195384648045779","High Risk"
"989","19042","626223","0.0111871083226742","10.7539389889022","33.7461010189292","0.405167270332214","0.934208366018866","0.00982214016256954","0.0203003063394076","High Risk"
"1008","19041","660947","0.0118074323117269","11.3049605177288","35.4752188979292","0.425927653012398","0.982076307488269","0.0103254172124313","0.0213404745834652","High Risk"
"1027","19040","698156","0.0124721493751027","11.890070423596","37.3113068663425","0.447972355297693","1.03290554965394","0.0108598289765176","0.022444991760249","High Risk"
"1046","19039","735984","0.0131479245121228","12.4895514993017","39.1924918870663","0.47055850827012","1.084983233633","0.0114073666886495","0.0235766375222402","High Risk"
"1065","19038","803051","0.0143460373151926","13.5867876227918","42.6356433781735","0.511898166745322","1.1803015320835","0.0124095303616512","0.0256478999179539","High Risk"
"1084","19037","1593576","0.0284683049527308","26.9000524589959","84.4129661357175","1.01349104154787","2.33684179159601","0.0245692379234619","0.0507794684373135","High Risk"
"1103","19036","1621245","0.0289625954853047","27.2816781568243","85.6105161091389","1.02786923752214","2.36999410164417","0.024917796818726","0.0514998666635728","High Risk"
"1122","19035","1652532","0.0295215194757866","27.7384528799503","87.0438854043722","1.04507876120613","2.40967470315871","0.0253349932857966","0.0523621243737129","High Risk"
"1141","19034","1684314","0.0300892863523006","28.1755963131171","88.4156512727328","1.06154865300509","2.44764990953063","0.0257342594594416","0.0531873239230784","High Risk"
"1160","19033","1715471","0.030645887968673","28.6164760928659","89.7991418802169","1.07815931604585","2.4859496970852","0.0261369382356559","0.0540195766071401","High Risk"
"1179","19032","1747079","0.0312105464367635","29.016930008942","91.055775223523","1.09324688723607","2.52073763841437","0.0265026939365586","0.054775517028557","High Risk"
"1198","19031","1772638","0.0316671430510994","29.3558188757182","92.1192160654528","1.10601492295205","2.55017734555979","0.0268122190280107","0.0554152405584813","High Risk"
"1217","19030","1800639","0.0321673645698606","29.7538614065782","93.3682824280286","1.12101164237468","2.58475580678637","0.027175772283502","0.0561666289865642","High Risk"
"1236","19029","1820788","0.0325273146924105","29.9978131707134","94.1338085189564","1.13020281134722","2.60594820700319","0.0273985863075274","0.0566271389028928","High Risk"
"1255","19028","1835828","0.0327959955124586","30.0640909259372","94.3417895969038","1.13269990354715","2.6117058399482","0.0274591212800748","0.0567522520113009","High Risk"
"1274","19027","1850538","0.033058781075152","30.1471171492967","94.602327742378","1.13582801393715","2.61891843363516","0.0275349535126965","0.0569089813520701","High Risk"
"1293","19026","1868522","0.0333800547365713","30.2127825140616","94.8083871253711","1.13830203360795","2.62462286744164","0.0275949291567105","0.0570329384455584","High Risk"
"1312","19025","1884241","0.0336608654952373","30.1588664416574","94.6391972845347","1.13627068231373","2.61993910961533","0.0275456847616367","0.056931160595828","High Risk"
"1331","19024","1865474","0.0333256039959126","29.6614553638087","93.0783101995012","1.11753013628191","2.57672837624998","0.0270913729666668","0.0559921932772144","High Risk"
"1350","19023","1117136","0.0199569824857263","17.6179563421233","55.2855409614956","0.663777178514467","1.53049428901836","0.0160914095522529","0.0332575729868375","High Risk"
"1369","19022","1123086","0.0200632757622746","17.5526795988989","55.0807010815864","0.66131780061622","1.52482361525969","0.0160317888568065","0.0331343494976898","High Risk"
"1388","19021","1128121","0.0201532230979756","17.3767576662053","54.5286541229558","0.654689735371048","1.50954105307869","0.0158711100690275","0.0328022600996389","High Risk"
"1407","19020","1136866","0.0203094474178773","17.2118492070057","54.0111676904245","0.648476615663234","1.49521524535647","0.015720490467975","0.0324909609335226","High Risk"
"1426","19019","1146648","0.0204841971374059","17.0410149473619","53.475085963591","0.642040234470208","1.48037465580816","0.0155644585205628","0.032168475581168","High Risk"
"1445","19018","1172908","0.0209533167075166","17.0986599879334","53.6559773899206","0.644212079015788","1.48538235384485","0.0156171087791103","0.0322772926372957","High Risk"
"1464","19017","1188389","0.0212298757351207","17.0400053446217","53.4719178076162","0.642002196502281","1.48028695033324","0.0155635363970848","0.0321665697450899","High Risk"
"1483","19016","1228231","0.0219416298064212","17.3839245424261","54.5511439407973","0.654959755842451","1.51016364873696","0.0158776559554085","0.0328157890756662","High Risk"
"1502","19015","1280546","0.0228762067413161","17.8346613538572","55.9655661341165","0.671941794118309","1.54931972917838","0.0162893376789959","0.0336666489661623","High Risk"
"1521","19014","1333142","0.0238158035771707","18.1776253959347","57.0417949672677","0.684863366845662","1.57911345198851","0.0166025848431729","0.0343140652407719","High Risk"
"1540","19013","1396645","0.0249502476008089","18.5556337807259","58.2279937314907","0.699105276306614","1.61195152144954","0.0169478398554877","0.0350276350330168","High Risk"
"1559","19012","1453794","0.0259711811237432","18.7526256640943","58.84615866649","0.706527176667435","1.62906445706043","0.0171277629414686","0.0353994983644792","High Risk"
"1578","19011","1507209","0.0269254089164874","18.8177485446839","59.0505157220107","0.708980757610372","1.63472176457621","0.0171872431060484","0.0355224314057619","High Risk"
"1597","19010","1571348","0.0280712147088457","19.1291903445292","60.0278270541601","0.720714692872688","1.6617771100867","0.0174716993423838","0.0361103428631619","High Risk"
"1616","19009","1633709","0.0291852575691532","19.3736067613369","60.7948112355646","0.729923368179899","1.68300987527253","0.0176949377582234","0.0365717299084759","High Risk"
"1635","19008","1689109","0.0301749462281072","19.6230199880592","61.5774755182161","0.739320304164018","1.70467671969485","0.017922740024332","0.0370425494763373","High Risk"
"1654","19007","1778093","0.0317645934416155","20.2123812208341","63.4269042455304","0.761525180179162","1.75587528003945","0.0184610347497041","0.0381550919207613","High Risk"
"1673","19006","1851576","0.0330773243391952","20.3901049774855","63.9846053680317","0.768221131256247","1.77131436896077","0.0186233592384193","0.0384905826379336","High Risk"
