"","X.18426.","X.156410.","X.0.00279417334200353.","X.1.53679533810194.","X.4.82249813566236.","X.0.00579005676748405.","X.0.0422479008958868.","X.0.000140363630736589.","X.0.000290102223721354.","X.High.Risk."
"1","19094","614512","0.0109778981442444","11.9193972505074","37.4033351049754","0.0449077277914367","0.327675065959067","0.00108866147156541","0.00225003522724183","High Risk"
"20","19093","722427","0.0129057366213387","14.005845278143","43.9506556713276","0.0527686655642801","0.385033418961905","0.00127922778396966","0.00264389587835734","High Risk"
"39","19092","722427","0.0129057366213387","13.9945968480301","43.9153578461041","0.0527262857839125","0.384724189392514","0.00127820040546871","0.00264177250219383","High Risk"
"58","19091","722427","0.0129057366213387","13.9820097797552","43.8758593443947","0.0526788625271907","0.384378159443137","0.00127705076207795","0.00263939643011309","High Risk"
"77","19090","751982","0.013433719442916","14.5310358520338","45.5987154361264","0.054747382678513","0.39947138527211","0.00132719621148389","0.00274303657041033","High Risk"
"96","19089","792554","0.0141585145380619","15.2893114681457","47.9782012754928","0.0576042750400615","0.420317071283123","0.00139645352632449","0.00288617693332907","High Risk"
"115","19088","835895","0.0149327762017393","16.0960196637024","50.509669632171","0.0606436428278612","0.442494212931583","0.00147013444431397","0.0030384599573746","High Risk"
"134","19087","869180","0.0155273932958419","16.7126557281771","52.4446873912593","0.0629668915582979","0.459446098908106","0.00152645507120999","0.00315486289607159","High Risk"
"153","19086","935900","0.0167193071464811","17.9641602673555","56.3719366204344","0.0676820817641432","0.493851096392848","0.00164076158727436","0.00339111052177133","High Risk"
"172","19085","935900","0.0167193071464811","17.9368608569782","56.2862704602208","0.0675792280321695","0.493100610784556","0.00163826818801519","0.00338595718777793","High Risk"
"191","19084","935900","0.0167193071464811","17.9011458652057","56.1741960174061","0.0674446676097854","0.492118773193373","0.00163500614928262","0.00337921523699469","High Risk"
"210","19083","944153","0.0168667421735993","18.0243154679721","56.5607049851164","0.0679087235412193","0.495504817542968","0.0016462558792968","0.00340246607252986","High Risk"
"229","19082","956926","0.0170949243620617","18.235408367937","57.2231192255119","0.0687040408119753","0.501307953260804","0.00166553610817775","0.00344231426712892","High Risk"
"248","19081","958854","0.0171293669565466","18.2267986973103","57.1961018865619","0.0686716028676099","0.501071265588498","0.00166474974151027","0.0034406890119421","High Risk"
"267","19080","958205","0.0171177729504155","18.1933411705199","57.0911114193409","0.0685455477094423","0.500151487761865","0.00166169388897134","0.00343437320483269","High Risk"
"286","19079","938580","0.0167671837819684","17.7911451512119","55.8290113171379","0.067030227012071","0.489094753567556","0.00162495920339661","0.00335845030431346","High Risk"
"305","19078","938580","0.0167671837819684","17.761976691054","55.7374800369186","0.0669203314157304","0.488292886081702","0.00162229509395455","0.00335294414812953","High Risk"
"324","19077","938580","0.0167671837819684","17.7391841467465","55.6659565232113","0.066834457830521","0.487666298318716","0.00162021333056459","0.00334864157925523","High Risk"
"343","19076","930981","0.0166314320830624","17.5610020226413","55.1068170333903","0.0661631357696445","0.482767909747397","0.00160393901657386","0.0033150059811058","High Risk"
"362","19075","904331","0.0161553453906233","17.0157455925426","53.395790163113","0.0641088181875736","0.46777831480881","0.00155413786848757","0.00321207743951784","High Risk"
"381","19074","869838","0.015539148081719","16.3131079364012","51.1908974862698","0.0614615483689033","0.448462166896075","0.00148996226223537","0.00307943990382052","High Risk"
"400","19073","840007","0.0150062346812631","15.7238168342837","49.3416888305265","0.0592413249928696","0.432262018793181","0.0014361391951013","0.00296819889800472","High Risk"
"419","19072","746695","0.013339270274326","13.9478418662942","43.7686396679161","0.0525501309038828","0.383438852441136","0.00127393002617437","0.00263294652267961","High Risk"
"438","19071","746695","0.013339270274326","13.9197572472145","43.6805095052364","0.0524443188059848","0.382666780731808","0.00127136490965941","0.00262764496414063","High Risk"
"457","19070","746695","0.013339270274326","13.8890572615388","43.5841722636952","0.0523286530075428","0.381822810217207","0.00126856091790711","0.00262184970052163","High Risk"
"476","19069","710087","0.0126852897251024","13.1756137248351","41.3453704920139","0.0496406707658665","0.362209598824534","0.00120339835354056","0.00248717232913333","High Risk"
"495","19068","667404","0.0119227828473021","12.3529628777557","38.7638737383595","0.0465412371677067","0.339594179192761","0.00112826130902869","0.0023318797965709","High Risk"
"514","19067","623166","0.0111324968022695","11.4981519100816","36.0814578071377","0.0433206365414621","0.316094648610104","0.00105018691093455","0.0021705163694213","High Risk"
"533","19066","585581","0.0104610627183925","10.7782606881616","33.8224230550693","0.0406083618891467","0.296304184489449","0.000984435445440847","0.00203462186275627","High Risk"
"552","19065","482381","0.00861745496380669","8.86076982868658","27.8052938605023","0.0333839900731805","0.243590617632901","0.000809300883103779","0.00167265540664631","High Risk"
"571","19064","482381","0.00861745496380669","8.8396232606034","27.7389354569931","0.0333043178965389","0.243009279252626","0.000807369455411241","0.0016686635501688","High Risk"
