"","X.18566.","X.512.","X.0.000297111461480834.","X.0.163411303814459.","X.3.88040576583583.","X.0.000615671262188287.","X.0.0044923252938466.","X.0.000112943090220418.","X.3.08472972571157e.05.","X.Medium.Risk."
"1","19094","341","0.000197880875712821","0.216101119610988","5.13159133406206","0.000814186325948812","0.00594081622871867","0.00014936009736921","4.07936006789627e-05","Medium Risk"
"2","19093","345","0.00020020205900564","0.218593772617364","5.19078249692753","0.000823577688644108","0.00600934152585502","0.000151082915355573","4.12641410054374e-05","Medium Risk"
"3","19092","355","0.000206005017237687","0.224942795027777","5.34154797393997","0.000847498375584583","0.00618388192361037","0.000155471095329497","4.2462651616481e-05","Medium Risk"
"4","19091","351","0.000203683833944868","0.222646484315508","5.28701920438695","0.000838846755521602","0.00612075425462752","0.000153883980962886","4.20291749996095e-05","Medium Risk"
"5","19090","333","0.000193238509127183","0.211311993216137","5.01786753869361","0.000796142730288838","0.00580915879048266","0.000146050052581216","3.98895530270841e-05","Medium Risk"
"6","19089","334","0.000193818804950388","0.211976399310793","5.03364469229527","0.000798645958213431","0.00582742391801507","0.000146509262413946","4.00149735568938e-05","Medium Risk"
"7","19088","318","0.000184534071779112","0.201816397347655","4.79238273991889","0.000760366958618747","0.00554811622791575","0.000139487092028079","3.80970609439105e-05","Medium Risk"
"8","19087","236","0.000136949814276322","0.149800374203371","3.55719722084304","0.000564390487739974","0.00411814846557725","0.000103535782309858","2.82779499607034e-05","Medium Risk"
"9","19086","166","9.6329106651989e-05","0.10537723797217","2.50231429693089","0.000397021109273478","0.00289691606692993","7.28323599264705e-05","1.98921549977484e-05","Medium Risk"
"10","19085","174","0.000100971473237627","0.110423341720075","2.62214034091525","0.000416032897265407","0.00303563804621126","7.63200167626792e-05","2.08447124932726e-05","Medium Risk"
"11","19084","164","9.51685150055795e-05","0.104095174165018","2.47187008852362","0.000392190783439643","0.00286167096738812","7.19462507965685e-05","1.96501386718354e-05","Medium Risk"
"12","19083","155","8.99458525967368e-05","0.0984594773946085","2.33804342089458","0.000370957634551192","0.00270674053993798","6.80510918085576e-05","1.85862831767151e-05","Low Risk"
"13","19082","160","9.28473317127605e-05","0.101557149287007","2.41160151382534","0.000382628476893921","0.00279189835625442","7.01920736614002e-05","1.91710334567712e-05","Medium Risk"
"14","19081","174","0.000100971473237627","0.110492762515705","2.62378882452255","0.000416294448258946","0.00303754648699137","7.63679975265534e-05","2.08578171186483e-05","Medium Risk"
"15","19080","161","9.34276275359653e-05","0.102272471731957","2.42858773983933","0.000385323538142891","0.00281156322054284","7.06864747557634e-05","1.93060655113414e-05","Medium Risk"
"16","19079","159","9.22670358895558e-05","0.101000412812219","2.3983811099955","0.000380530906896387","0.00277659316445118","6.9807280587529e-05","1.906593781693e-05","Medium Risk"
"17","19078","152","8.82049651271225e-05","0.0965592919010143","2.29292114004045","0.000363798462731834","0.00265450271332125","6.67377627020174e-05","1.82275834699242e-05","Low Risk"
"18","19077","173","0.000100391177414422","0.109780302712258","2.60687057551156","0.000413610172347747","0.0030179603193202","7.58755749708396e-05","2.07233254474624e-05","Medium Risk"
"19","19076","149","8.64640776575082e-05","0.0945661784283669","2.24559216811076","0.000356289173847005","0.0025997102120825","6.53602056450318e-05","1.78513416658216e-05","Low Risk"
"20","19075","134","7.77596403094369e-05","0.0850901064011078","2.02057098736175","0.000320586960539693","0.0023392043776593","5.8810739158151e-05","1.60625351155318e-05","Low Risk"
"21","19074","149","8.64640776575082e-05","0.0945607138312171","2.2454624044176","0.000356268585336015","0.00259955998533916","6.53564287429786e-05","1.78503101089542e-05","Low Risk"
"22","19073","169","9.80699941216033e-05","0.107164598293446","2.54475740297319","0.000403755199016955","0.00294605222699388","7.40677089709378e-05","2.02295565963463e-05","Medium Risk"
"23","19072","165","9.57488108287843e-05","0.104609852964634","2.48409178026086","0.000394129896210819","0.00287581995546759","7.23019753562726e-05","1.9747295046903e-05","Medium Risk"
"24","19071","178","0.000103292656530446","0.112945601218113","2.68203454695014","0.000425535805892137","0.00310497725271773","7.80632975235307e-05","2.13208416635282e-05","Medium Risk"
