"","X.18426.","X.3242.","X.0.000376779811017381.","X.0.20722889605956.","X.0.704830836475594.","X.0.000780759182631194.","X.0.00569691073783537.","X.2.05148063264586e.05.","X.3.91187831428805e.05.","X.Medium.Risk."
"1","19094","33437","0.00388599214712775","4.18211490819548","14.2242882389012","0.015756608655841","0.114970140653129","0.000414012133481457","0.000789461553302329","High Risk"
"5","19089","36300","0.00421872521281028","4.53833699761306","15.4358775395705","0.0170987171776608","0.124763009721321","0.000449276651666739","0.000856705914159344","High Risk"
"14","19093","35051","0.00407356852435849","4.38599545264338","14.9177305986144","0.0165247525308718","0.120575002161281","0.00043419546680327","0.000827948265131444","High Risk"
"27","19092","36935","0.00429252384945311","4.61943082880628","15.7116954103393","0.0174042477024224","0.126992352860629","0.000457304606613336","0.000872014068847199","High Risk"
"40","19091","35579","0.00413493180018118","4.44529839950266","15.1194329018891","0.0167481833419116","0.122205294080854","0.000440066214042385","0.000839142935189692","High Risk"
"53","19090","37782","0.00439096077108535","4.72057555963482","16.0557107797717","0.0177853223443799","0.129772913458544","0.000467317517956034","0.000891107249704513","High Risk"
"79","19088","34650","0.00402696497586436","4.3319905979013","14.7340482663461","0.0163212829035741","0.119090359610335","0.000428849208840269","0.00081775372063746","High Risk"
"92","19087","31087","0.00361287908238659","3.88399444723125","13.2103152946477","0.0146334048370011","0.106774538169451","0.000384499436966016","0.0007331850885589","High Risk"
"105","19086","31994","0.00371828910354414","3.99970889647947","13.6038854656363","0.0150693726027499","0.109955633571588","0.000395954690362809","0.000755028608129347","High Risk"
"118","19085","30366","0.00352908566975749","3.79702125016566","12.9145004135942","0.0143057231114167","0.104383565917568","0.000375889449038073","0.000716767080742684","High Risk"
"131","19084","28671","0.00333209560816759","3.58506131579792","12.1935782802408","0.0135071391868083","0.098556594635805","0.00035490628942469","0.000676755215287744","High Risk"
"144","19083","28118","0.00326782687420935","3.51682095303202","11.9614778691289","0.0132500356126028","0.0966806050282403","0.000348150774858867","0.000663873421274502","High Risk"
"157","19082","24799","0.00288209825213449","3.09991966862405","10.5435053440397","0.0116793111034171","0.0852196097282485","0.000306879266543621","0.000585174594774667","High Risk"
"170","19081","23112","0.00268603793714797","2.88815816762783","9.82325812601865","0.0108814747998205","0.0793980935602581","0.000285915751015899","0.000545200187763874","High Risk"
