"","X.18438.","X.15.","X.0.000213736107153035.","X.0.117554858934169.","X.0.352664576802508.","X.0.000442901725198537.","X.0.00323168993746082.","X.1.02646551724138e.05.","X.2.21909353448276e.05.","X.Medium.Risk."
"1555","18983","586","0.00834995725277857","4.59383499262666","13.78150497788","0.01730781238614","0.126288700055696","0.000401124483886175","0.000867182320071278","High Risk"
"1569","18982","566","0.00806497577657452","4.43701147690185","13.3110344307055","0.0167169613886061","0.121977479045181","0.000387430968140116","0.000837578605434976","High Risk"
"1583","18981","568","0.00809347392419493","4.45271723787786","13.3581517136336","0.0167761346860341","0.122409244692016","0.000388802363777018","0.000840543395912544","High Risk"
"1597","18980","568","0.00809347392419493","4.45253294519594","13.3575988355878","0.0167754403417297","0.122404178318656","0.000388786271708619","0.000840508606818959","High Risk"
"1611","18979","568","0.00809347392419493","4.45249415179345","13.3574824553803","0.0167752941830337","0.122403111852756","0.0003887828843463","0.000840501283753844","High Risk"
"1625","18978","554","0.00789398689085209","4.34261313844145","13.0278394153244","0.0163613045715331","0.119382382906396","0.000379188294022431","0.000819758947069286","High Risk"
"1639","18977","555","0.0079082359646623","4.35028688486268","13.050860654588","0.0163902163116306","0.119593341171473","0.000379858350212439","0.000821207527010855","High Risk"
"1653","18976","564","0.00803647762895412","4.42059642538041","13.2617892761412","0.0166551157558182","0.121526214356459","0.000385997638671366","0.000834479921549878","High Risk"
"1667","18975","576","0.00820746651467655","4.51443483929148","13.5433045178744","0.0170086629914487","0.124105917660373","0.000394191421297253","0.000852193882460059","High Risk"
"1681","18974","574","0.00817896836705614","4.49869062830062","13.4960718849019","0.0169493448290779","0.123673094987676","0.000392816668281954","0.000849221833738968","High Risk"
"1695","18973","574","0.00817896836705614","4.49891786969122","13.4967536090737","0.016950200987682","0.123679342060082","0.000392836510545698","0.000849264730298516","High Risk"
"1709","18972","574","0.00817896836705614","4.49902995370783","13.4970898611235","0.0169506232773668","0.12368242335159","0.000392846297497861","0.000849285888498086","High Risk"
"1723","18971","579","0.00825021373610715","4.53830776845402","13.614923305362","0.0170986070533743","0.124762206185167","0.000396275957725868","0.000856700396544978","High Risk"
"1737","18970","528","0.00752351097178683","4.1385703495159","12.4157110485477","0.0155925494213946","0.113773061150062","0.000361371685779029","0.000781241608205727","High Risk"
"1751","18969","508","0.00723852949558279","3.98180494622065","11.945414838662","0.0150019173692581","0.109463437703065","0.000347683244294095","0.000751648863504475","High Risk"
"1765","18968","503","0.00716728412653178","3.94261976898597","11.8278593069579","0.0148542826159454","0.108386201558892","0.000344261672988317","0.000744251842723076","High Risk"
"1779","18967","449","0.00639783414078085","3.51926603875148","10.5577981162544","0.013259247759963","0.0967478226574176","0.000307295271971702","0.000664334982281891","High Risk"
"1793","18966","449","0.00639783414078085","3.51926655827649","10.5577996748295","0.0132592497173344","0.0967478369396322","0.000307295317335586","0.000664335080353089","High Risk"
"1807","18965","449","0.00639783414078085","3.519272384527","10.557817153581","0.0132592716684169","0.0967479971085554","0.000307295826072129","0.000664336180179584","High Risk"
"1821","18964","409","0.00582787118837276","3.20584604028295","9.61753812084886","0.012078401138292","0.0881316219794265","0.000279928064545427","0.000605170410227189","High Risk"
"1835","18963","389","0.00554288971216871","3.04908760837656","9.14726282512969","0.011487795351681","0.0838221901822457","0.000266240231788225","0.000575578981521215","High Risk"
"1849","18962","368","0.00524365916215446","2.88448184042262","8.65344552126785","0.0108676238056859","0.0792970279833554","0.000251867185342022","0.000544506204205415","High Risk"
"1863","18961","343","0.0048874323168994","2.68855101911301","8.06565305733903","0.0101294314454179","0.0739107115911145","0.00023475889788691","0.00050752016868837","High Risk"
"1877","18960","311","0.00443146195497293","2.43770431492706","7.31311294478119","0.00918433705245418","0.0670147076563312","0.000212855465370801","0.000460167613085622","High Risk"
"1891","18959","311","0.00443146195497293","2.43758840331869","7.31276520995607","0.00918390034186829","0.0670115211408454","0.000212845344200981","0.000460145732348148","High Risk"
"1905","18958","311","0.00443146195497293","2.43752240514134","7.31256721542403","0.00918365168599075","0.0670097067909533","0.000212839581372132","0.000460133273813472","High Risk"
"1919","18957","291","0.00414648047876888","2.28074980578614","6.84224941735841","0.00859299252185392","0.0626998855177253","0.000199150511541634","0.000430539170705576","High Risk"
"1933","18956","291","0.00414648047876888","2.28085442463234","6.84256327389703","0.00859338668563323","0.0627027615849132","0.000199159646650047","0.000430558919698285","High Risk"
"1947","18955","281","0.00400398974066686","2.202537762163","6.607613286489","0.00829831946991832","0.0605497653384592","0.000192321192316549","0.000415775013622118","High Risk"
"1961","18954","275","0.00391849529780564","2.1555070220495","6.46652106614851","0.00812112563784289","0.0592568475385984","0.000188214562151318","0.000406896978953534","High Risk"
"1975","18953","206","0.00293530920490168","1.61468523854985","4.84405571564956","0.00608351610720595","0.0443891650664159","0.000140991085659696","0.000304805569550918","High Risk"
"1989","18952","206","0.00293530920490168","1.61468521677347","4.84405565032041","0.00608351602516087","0.0443891644677633","0.000140991083758226","0.000304805565440171","High Risk"
"2003","18951","206","0.00293530920490168","1.61469789917855","4.84409369753565","0.00608356380761019","0.0443895131186081","0.000140992191160473","0.000304807959509065","High Risk"
"2017","18950","204","0.00290681105728128","1.59897466973483","4.79692400920449","0.00602432469568019","0.0439572672477155","0.000139619270211906","0.0003018398714933","High Risk"
"2031","18949","189","0.00269307495012824","1.48139941769806","4.44419825309417","0.00558134613707462","0.0407250166853254","0.000129352834354559","0.000279645086524344","High Risk"
"2045","18948","168","0.00239384440011399","1.31679815880654","3.95039447641963","0.00496119157950141","0.0361999784446605","0.00011498018163067","0.000248573160388273","High Risk"
"2059","18947","165","0.00235109717868339","1.29330505118324","3.87991515354973","0.00487267853979404","0.0355541315592637","0.000112928810459219","0.000244138345553357","High Risk"
"2073","18946","138","0.00196637218580792","1.08172819013447","3.24518457040341","0.00407553788886552","0.0297376913112789","9.44543421061617e-05","0.000204198793189773","High Risk"
"2087","18945","138","0.00196637218580792","1.08178671614563","3.24536014843688","0.00407575839248014","0.0297393002445298","9.4459452480404e-05","0.000204209841196988","High Risk"
"2101","18944","138","0.00196637218580792","1.08179680212438","3.24539040637314","0.00407579639258859","0.0297395775172545","9.44603331678965e-05","0.000204211745136173","High Risk"
"2115","18943","112","0.00159589626674266","0.877991324050418","2.63397397215126","0.00330793533893007","0.024136779651963","7.66644464334344e-05","0.000165739203653276","Medium Risk"
"2129","18942","112","0.00159589626674266","0.877951281193306","2.63385384357992","0.00330778447276718","0.0241356788374193","7.66609499712371e-05","0.000165731644727501","Medium Risk"
"2143","18941","105","0.00149615275007125","0.823057137562862","2.46917141268859","0.00310096434523136","0.022626588926509","7.1867703137714e-05","0.000155369228378594","Medium Risk"
"2157","18940","98","0.00139640923339983","0.768187577963325","2.30456273388998","0.00289423684091674","0.0211181748529569","6.70766029326016e-05","0.000145011452779081","Medium Risk"
"2171","18939","102","0.00145340552864064","0.799536408712039","2.39860922613612","0.00301234723930816","0.021979982708458","6.98139201359178e-05","0.000150929199459975","Medium Risk"
"2185","18938","102","0.00145340552864064","0.799536031194453","2.39860809358336","0.00301234581696635","0.0219799723301563","6.98138871718372e-05","0.000150929128195645","Medium Risk"
"2199","18937","102","0.00145340552864064","0.799530115335327","2.39859034600598","0.00301232352827292","0.021979809697811","6.98133706108501e-05","0.000150928011453652","Medium Risk"
"2213","18936","98","0.00139640923339983","0.768177808177379","2.30453342453214","0.00289420003210177","0.0211179062726599","6.70757498544323e-05","0.000145009608527893","Medium Risk"
"2227","18935","99","0.00141065830721003","0.776016261252685","2.32804878375805","0.00292373232384554","0.0213333924733869","6.77601879000619e-05","0.000146489280291142","Medium Risk"
"2241","18934","106","0.00151040182388145","0.83088424726791","2.49265274180373","0.00313045389949662","0.0228417632876758","7.25511507029394e-05","0.000156846758843743","Medium Risk"
"2255","18933","107","0.00152465089769165","0.838700724576475","2.51610217372942","0.0031599033949605","0.0230566453545976","7.32336698685686e-05","0.000158322282221946","Medium Risk"
"2269","18932","103","0.00146765460245084","0.807299001982045","2.42189700594614","0.00304159372033389","0.0221933834541756","7.04917342550682e-05","0.000152394551100262","Medium Risk"
"2283","18931","103","0.00146765460245084","0.807257060988481","2.42177118296544","0.00304143570271918","0.0221922304581353","7.04880720513922e-05","0.00015238663386158","Medium Risk"
"2297","18930","103","0.00146765460245084","0.807256497502196","2.42176949250659","0.00304143357971848","0.022192214967385","7.04880228488967e-05","0.000152386527491772","Medium Risk"
"2311","18929","92","0.00131091479053862","0.721026205604586","2.16307861681376","0.00271655083652866","0.0198216658539208","6.29585662209813e-05","0.000136108758545301","Medium Risk"
"2325","18928","101","0.00143915645483044","0.79156118027977","2.37468354083931","0.0029822996303575","0.0217607364288299","6.9117539139669e-05","0.000149423708490863","Medium Risk"
"2339","18927","100","0.00142490738102023","0.783723426608196","2.35117027982459","0.00295276997369936","0.0215452694553473","6.84331621645745e-05","0.000147944168754679","Medium Risk"
"2353","18926","140","0.00199487033342833","1.09721229586899","3.29163688760696","0.00413387607416175","0.0301633634540258","9.58063832506882e-05","0.000207121741610132","High Risk"
"2367","18925","118","0.00168139070960388","0.92479281277044","2.77437843831132","0.00348426543947969","0.0254233951226121","8.07510588254893e-05","0.000174573962332279","Medium Risk"
"2381","18924","118","0.00168139070960388","0.924798860765858","2.77439658229757","0.00348428822601211","0.0254235613875042","8.07515869243532e-05","0.000174575104017757","Medium Risk"
"2395","18923","118","0.00168139070960388","0.924804251191718","2.77441275357515","0.00348430853507406","0.0254237095752114","8.07520576055585e-05","0.000174576121573244","Medium Risk"
"2409","18922","117","0.00166714163579367","0.916978134397473","2.75093440319242","0.00345482272171677","0.0252085625100652","8.00686967393186e-05","0.000173098778540751","Medium Risk"
"2423","18921","118","0.00168139070960388","0.924819698742973","2.77445909622892","0.00348436673553607","0.0254241342424382","8.07534064548389e-05","0.000174579037621243","Medium Risk"
"2437","18920","109","0.00155314904531205","0.854285287043441","2.56285586113032","0.00321862006278407","0.0234850791442415","7.45944826940592e-05","0.000161264193949096","Medium Risk"
"2451","18919","107","0.00152465089769165","0.838610358513119","2.51583107553936","0.00315956293021304","0.023054161109367","7.32257792846486e-05","0.000158305223739741","Medium Risk"
"2465","18918","121","0.00172413793103448","0.94833502003244","2.84500506009732","0.00357296346783733","0.0260705918017118","8.28067172791926e-05","0.000179018045749691","Medium Risk"
"2479","18917","121","0.00172413793103448","0.948328648901818","2.84498594670545","0.0035729394638551","0.0260704166535392","8.28061609648089e-05","0.000179016843065694","Medium Risk"
"2493","18916","121","0.00172413793103448","0.948321347600431","2.84496404280129","0.00357291195534538","0.0260702159341267","8.28055234297745e-05","0.000179015464792533","Medium Risk"
