"","X.18463.","X.167578.","X.0.00282552185860116.","X.1.55403702223064.","X.19.1562184046583.","X.0.00585501683561874.","X.0.042721890466448.","X.0.000557560892885984.","X.0.000293356951779427.","X.High.Risk."
"1","19094","18795","0.000316901283774772","0.345810097693588","99","0.00130288012123203","0.00950663395049062","0.0134287352859507","6.52788799126055e-05","Medium Risk"
"2","19093","18823","0.00031737338997034","0.346344886924499","99","0.00130489500241292","0.00952133579260813","0.0134246737748967","6.5379832551687e-05","Medium Risk"
"3","19092","18984","0.000320088000594854","0.349549988353042","99","0.0013169705981391","0.00960944694453393","0.013429239388646","6.59848624008933e-05","Medium Risk"
"4","19091","19300","0.000325416056230546","0.355320773000167","99","0.00133871270645461","0.00976809106051905","0.013422718291445","6.70742185547294e-05","Medium Risk"
"5","19090","19480","0.000328451024630623","0.35864441239942","99","0.00135123490789497","0.00985946092901874","0.0134182102977611","6.77016249221655e-05","Medium Risk"
"6","19089","20119","0.000339225162450899","0.37102752143067","99","0.00139788972423339","0.010199883853376","0.013435935461963","7.00391954349617e-05","Medium Risk"
"7","19088","19481","0.000328467885566179","0.358752158703486","99","0.00135164085473875","0.00986242297286625","0.0134113532366375","6.77219642878783e-05","Medium Risk"
"8","19087","18170","0.000306363199052281","0.334557493457816","99","0.00126048461436668","0.00919728963066684","0.013403551061113","6.31547157962012e-05","Medium Risk"
"9","19086","18736","0.000315906488576969","0.345277721410904","99","0.00130087433111673","0.00949199844251341","0.0134107758057562","6.51783827679085e-05","Medium Risk"
"10","19085","15624","0.000263435257126738","0.287904058736015","99","0.00108471232462836","0.00791474429901991","0.0134031623490639","5.43479054022097e-05","Medium Risk"
"11","19084","16911","0.000285135281187293","0.311660094029626","99","0.00117421597518618","0.00856781930509276","0.0134015644788576","5.88323533274561e-05","Medium Risk"
"12","19083","18469","0.000311404618783521","0.339695814741395","99","0.00127984384274528","0.00933854675383586","0.0133713793511383","6.41246812780082e-05","Medium Risk"
"13","19082","18264","0.000307948126994543","0.335571189322331","99","0.00126430383248569","0.00922515705150081","0.013352428183373","6.33460720667349e-05","Medium Risk"
"14","19081","18567","0.000313056990468007","0.341478579887381","99","0.00128656061962664","0.00938755658835376","0.0133612101290273","6.4461215441277e-05","Medium Risk"
"15","19080","18658","0.000314591335603602","0.343468002976172","99","0.00129405600455725","0.00944224763758549","0.0133687736244012","6.48367606083346e-05","Medium Risk"
"16","19079","18748","0.000316108819803641","0.345124778636363","99","0.00130029810126699","0.00948779390660589","0.0133640177677304","6.51495116242393e-05","Medium Risk"
"17","19078","18731","0.000315822183899189","0.345133785280682","99","0.00130033203485632","0.00948804150744588","0.0133716549657811","6.51512118165033e-05","Medium Risk"
"18","19077","18804","0.000317053032194776","0.346511904912391","99","0.00130552426228058","0.009525927268926","0.0133681412292413","6.54113606859074e-05","Medium Risk"
"19","19076","18918","0.000318975178848159","0.348658988867151","99","0.00131361365302403","0.00958495255868769","0.0133651321347561","6.58166676349522e-05","Medium Risk"
"20","19075","18666","0.00031472622308805","0.343393344218598","99","0.00129377471892746","0.00944019520046992","0.0133359922463692","6.48226672082212e-05","Medium Risk"
"21","19074","19140","0.000322718306541588","0.352440836390032","99","0.00132786220733738","0.00968891898504824","0.0133438403945266","6.65305703576907e-05","Medium Risk"
"22","19073","19664","0.000331553436772925","0.362061166799036","99","0.00136410793102554","0.00995339061352628","0.0133381409879619","6.83466086910925e-05","Medium Risk"
"23","19072","19899","0.000335515756628582","0.366373410157926","99","0.00138035481388895","0.0100719381035846","0.0133326690238669","6.91606347078466e-05","Medium Risk"
"24","19071","20157","0.000339865878002026","0.370416321815076","99","0.00139558695796204","0.0101830814203213","0.0133022826963601","6.99238187395583e-05","Medium Risk"
"25","19070","20605","0.000347419577131108","0.378576529826919","99","0.00142633149918469","0.0104074129567508","0.0132947955877595","7.1464228468539e-05","Medium Risk"
"26","19069","20945","0.000353152295220144","0.384673896570848","99","0.00144930404387182","0.0105750351114624","0.0132845204809908","7.26152338154469e-05","Medium Risk"
"27","19068","21117","0.000356052376135774","0.388057819505331","99","0.00146205337060497","0.0106680622291474","0.0132869354647791","7.32540199594808e-05","Medium Risk"
"28","19067","21132","0.000356305290169114","0.387798300941259","99","0.00146107560396231","0.010660927827901","0.0132632123177021","7.32050304091692e-05","Medium Risk"
