"","X.18426.","X.156410.","X.0.00279417334200353.","X.1.53679533810194.","X.4.82249813566236.","X.0.496290580070061.","X.0.388680688242159.","X.0.0120311683488505.","X.0.0248659048904018.","X.High.Risk."
"1","19094","614512","0.0109778981442444","11.9193972505074","37.4033351049754","3.84923381069458","3.01461060682342","0.0933138404198926","0.192860162335014","High Risk"
"20","19093","722427","0.0129057366213387","14.005845278143","43.9506556713276","4.5230284769383","3.54230745444953","0.109648095768828","0.226619646716344","High Risk"
"39","19092","722427","0.0129057366213387","13.9945968480301","43.9153578461041","4.51939592433535","3.53946254241113","0.10956003475446","0.226437643045185","High Risk"
"58","19091","722427","0.0129057366213387","13.9820097797552","43.8758593443947","4.5153310737592","3.53627906687686","0.109461493892396","0.226233979723979","High Risk"
"77","19090","751982","0.013433719442916","14.5310358520338","45.5987154361264","4.6926328010154","3.67513674450341","0.113759675270048","0.235117420320886","High Risk"
"96","19089","792554","0.0141585145380619","15.2893114681457","47.9782012754928","4.93750928914813","3.86691705580473","0.119696016542099","0.247386594285349","High Risk"
"115","19088","835895","0.0149327762017393","16.0960196637024","50.509669632171","5.19802652810239","4.07094675897056","0.12601152379834","0.260439424917823","High Risk"
"134","19087","869180","0.0155273932958419","16.7126557281771","52.4446873912593","5.39716213356839","4.22690410995457","0.130839006103714","0.270416819663279","High Risk"
"153","19086","935900","0.0167193071464811","17.9641602673555","56.3719366204344","5.80132129406941","4.5434300868142","0.14063670748066","0.290666616151828","High Risk"
"172","19085","935900","0.0167193071464811","17.9368608569782","56.2862704602208","5.79250525990025","4.53652561921791","0.140422987544159","0.290224901809537","High Risk"
"191","19084","935900","0.0167193071464811","17.9011458652057","56.1741960174061","5.78097150941018","4.52749271337903","0.140143384224225","0.289647020313831","High Risk"
"210","19083","944153","0.0168667421735993","18.0243154679721","56.5607049851164","5.82074773210451","4.5586443213953","0.141107646796868","0.291639949073988","High Risk"
"229","19082","956926","0.0170949243620617","18.235408367937","57.2231192255119","5.88891778388359","4.61203316999939","0.142760237843807","0.29505550861105","High Risk"
"248","19081","958854","0.0171293669565466","18.2267986973103","57.1961018865619","5.88613738865227","4.60985564341418","0.142692834986595","0.294916201023608","High Risk"
"267","19080","958205","0.0171177729504155","18.1933411705199","57.0911114193409","5.87533266080934","4.60139368740915","0.142430904768972","0.294374846128516","High Risk"
