"","X.18449.","X.39698.","X.0.00212164852164955.","X.1.16690668690725.","X.83.605323233909.","X.0.0439645787050243.","X.0.101370668961122.","X.0.0243341653804615.","X.0.00220278013834433.","X.High.Risk."
"630","19077","1717","9.17645854116649e-05","0.0991909933821543","7.1067336888663","0.0037371370687208","0.00861684783100953","0.00206848590748143","0.000187243721007334","Low Risk"
"667","19076","1779","9.50781580939731e-05","0.10278476458429","7.36421649049462","0.00387253661577706","0.00892904330896954","0.00214342885172336","0.00019402771489017","Medium Risk"
"704","19075","1880","0.000100476074882895","0.108647056518155","7.78423191891033","0.00409340534333686","0.00943830806993881","0.00226567854231804","0.000205094015548124","Medium Risk"
"741","19074","1956","0.000104537873654756","0.113112322928012","8.10415470769057","0.00426163949497699","0.00982621144570613","0.00235879526922042","0.000213523138690882","Medium Risk"
"778","19073","2029","0.000108439338264571","0.117335503806929","8.40673280276751","0.00442075279017012","0.0101930845433094","0.00244686364957351","0.000221495274822324","Medium Risk"
"815","19072","2079","0.00011111157429869","0.120225257185529","8.61377486362391","0.00452962763961357","0.0104441210969672","0.00250712531180637","0.000226950287993913","Medium Risk"
"852","19071","2231","0.000119235171842414","0.129000722936041","9.24251035621359","0.00486025360910232","0.0112064569748534","0.00269012506427953","0.000243515812792799","Medium Risk"
"889","19070","2444","0.000130618897347763","0.141365213980721","10.1283886205278","0.00532610031799567","0.0122805760476346","0.00294796879189082","0.000266856372581811","Medium Risk"
"926","19069","2606","0.00013927694209831","0.150782862780976","10.8031345799802","0.00568092128743624","0.0130986991843295","0.00314436035084903","0.000284634152039127","Medium Risk"
"963","19068","2784","0.000148790102379776","0.161240489421642","11.5523917959704","0.00607492464234876","0.0140071665195537","0.00336243915613514","0.000304375106921589","Medium Risk"
"1000","19067","2965","0.000158463596823289","0.171831408771637","12.3111990301176","0.00647394995649407","0.014927213162073","0.00358329758970603","0.000324367679637757","Medium Risk"
"1037","19066","3178","0.000169847322328638","0.184168447311894","13.1951104057915","0.00693876236006989","0.0159989474008575","0.00384056883470967","0.000347656417089844","Medium Risk"
"1074","19065","3300","0.000176367578251889","0.191185819834188","13.6978838533705","0.0072031501041975","0.0166085554825625","0.00398690607436201","0.000360903173654792","Medium Risk"
"1111","19064","3748","0.000200310813117601","0.217121054322153","15.5560647060836","0.00818029049654665","0.0188615823091347","0.0045277481933527","0.000409861346621311","Medium Risk"
"1148","19063","4027","0.000215221890187988","0.233254695757328","16.7119911586967","0.00878814436921178","0.0202631322731659","0.00486419214665025","0.0004403169651479","Medium Risk"
"1185","19062","4313","0.000230507080303151","0.249842360042206","17.9004469707968","0.00941310408550056","0.0217041237799652","0.00521010409532011","0.000471629646648676","Medium Risk"
"1222","19061","4657","0.000248892064217894","0.269665544867179","19.3207180116714","0.0101599658347734","0.0234261890737834","0.00562348818447708","0.000509050049069122","Medium Risk"
"1259","19060","5032","0.00026893383447379","0.291230996064743","20.865817151377","0.0109724695140501","0.0252996072646926","0.0060732047400798","0.00054975934322728","Medium Risk"
"1296","19059","5353","0.000286089589812838","0.309689038716733","22.1882798979694","0.0116678979300659","0.026903080920589","0.00645812074710296","0.000584602754618022","Medium Risk"
"1333","19058","5641","0.000301481669369366","0.326141295433267","23.3670341686805","0.0122877560073269","0.0283323093995991","0.00680120896513613","0.000615659826046908","Medium Risk"
"1370","19057","6054","0.000323554339011194","0.349823060831001","25.0637607990466","0.0131799943074278","0.0303895744984146","0.0072950582181705","0.000660364105355922","Medium Risk"
"1407","19056","6415","0.000342847883177537","0.369921319438396","26.5037400417429","0.0139372197842315","0.0321355358017859","0.00771417857654968","0.000698303767003603","Medium Risk"
"1444","19055","6720","0.000359148522985666","0.387018820543989","27.7287241149886","0.0145813882009953","0.0336208174820469","0.00807072244090859","0.00073057887200839","Medium Risk"
"1481","19054","7133","0.000381221192627493","0.410251796531895","29.3932963459546","0.0154567178334609","0.0356390956736766","0.00855521283445354","0.000774435967554248","Medium Risk"
"1518","19053","7574","0.000404790314448428","0.435355904223367","31.1919294856851","0.0164025445484884","0.0378199214577","0.0090787229961035","0.000821825215069998","Medium Risk"
"1555","19052","7986","0.000426809539369572","0.458891937910309","32.8782148811833","0.0172892922353803","0.0398645266573328","0.00956953322331722","0.000866254395331538","Medium Risk"
"1592","19051","8314","0.000444339407753397","0.475381641931662","34.0596521376535","0.0179105611837919","0.04129700823137","0.00991340235118543","0.000897382156371012","Medium Risk"
"1629","19050","8538","0.000456311025186252","0.487991198637953","34.9630886129899","0.0183856410290523","0.0423924164700593","0.0101763565716968","0.000921185328790531","Medium Risk"
"1666","19049","9018","0.0004819644911138","0.51499689606748","36.8979648872332","0.0194031123688312","0.0447384357746949","0.0107395216600781","0.000972164224178956","Medium Risk"
"1703","19048","9535","0.000509595411706596","0.544412948248087","39.0055357653671","0.0205113966522241","0.0472938456641066","0.0113529512398677","0.00102769316768315","Medium Risk"
"1740","19047","10083","0.000538883118640546","0.574851457498752","41.186362590008","0.0216582032055067","0.0499380777004293","0.0119877026954477","0.00108515221249837","Medium Risk"
"1777","19046","10817","0.000578111543621421","0.615933444879138","44.1297623258787","0.0232060152866344","0.0535069222273551","0.0128444086225703","0.00116270304570601","Medium Risk"
"1814","19045","11433","0.000611033491561773","0.650614047285428","46.614522252835","0.0245126476773272","0.0565196702948274","0.0135676228469102","0.00122816992752572","Medium Risk"
"1851","19044","12138","0.000648712019642859","0.690130016032928","49.445721505615","0.0260014581688578","0.0599524727901132","0.0143916717014243","0.0013027645734225","Medium Risk"
"1888","19043","12886","0.000688688670713287","0.731302137454357","52.3955790720219","0.0275526661557472","0.063529147375894","0.0152502572447027","0.00138048555346161","Medium Risk"
"1925","19042","13855","0.000740476605054524","0.785163833069471","56.2546061239302","0.029581968740629","0.0682081814213287","0.0163734656584311","0.00148216075564336","Medium Risk"
"1962","19041","15520","0.000829462064990704","0.876543501392403","62.8016820751311","0.0330248049717508","0.0761464495033226","0.0182790575847876","0.0016546589688156","Medium Risk"
"1999","19040","17449","0.000932556931187036","0.981939299670502","70.3529712068192","0.0369957153457905","0.0853023166322181","0.0204769357994568","0.00185361555524777","Medium Risk"
"2036","19039","19711","0.0010534488893706","1.10557228336408","79.2108993342772","0.0416537330803015","0.0960424712677994","0.0230551243602347","0.0020869986388997","High Risk"
"2073","19038","21638","0.00115643686612557","1.2112646767385","86.7834386046228","0.0456358180226268","0.105224103990176","0.0252591876402615","0.00228651511053489","High Risk"
"2110","19037","23831","0.00127364113858205","1.3227778954691","94.7730223489189","0.0498372093905397","0.114911399219144","0.0275846358848763","0.00249701960600029","High Risk"
"2147","19036","26701","0.00142702748694052","1.47294847248075","99","0.055495062093146","0.127956908359464","0.0307162278941449","0.00278049794074331","High Risk"
"2184","19035","30264","0.00161745102673187","1.65183900605386","99","0.062234972859879","0.143497356676871","0.0344467334074048","0.00311819119309503","High Risk"
"2221","19034","33331","0.00178136598506477","1.79779038718654","99","0.0677338624068411","0.156176338901604","0.0374903401377785","0.00339370491422647","High Risk"
"2258","19033","36518","0.00195169430987955","1.95062516082133","99","0.0734920918434553","0.169453290193179","0.0406774901466378","0.00368221247664635","High Risk"
"2295","19032","42699","0.0022820361284174","2.25323713283878","99","0.0848933529812292","0.195741577322938","0.046988028817641","0.00425345578947026","High Risk"
"2332","19031","47613","0.00254466348585067","2.49112949709934","99","0.0938562269532497","0.216407589761131","0.0519489328895925","0.00470252732272696","High Risk"
"2369","19030","52222","0.00279099020347581","2.69690594194649","99","0.101609095975794","0.2342836514074","0.0562401055227578","0.00509097334907527","High Risk"
"2406","19029","60009","0.00320716424342959","3.0626745386375","99","0.115389857057615","0.266058434899137","0.0638676850222366","0.00578143798438941","High Risk"
"2443","19028","69891","0.00373530497321297","3.50765541991977","99","0.132155033910972","0.304714490363218","0.0731471231107824","0.00662143235431578","High Risk"
"2480","19027","78375","0.00418872998348237","3.86972506660652","99","0.145796432710947","0.336167941360599","0.0806975663129484","0.00730491444878622","High Risk"
"2517","19026","88013","0.00470383020141926","4.2673942412684","99","0.160779085500711","0.370713968659092","0.0889903866142711","0.00805559808905111","High Risk"
"2554","19025","98770","0.00527873506179973","4.68828268446828","99","0.17663655147868","0.407277083365597","0.0977674114599303","0.00885011294918667","High Risk"
"2591","19024","107771","0.00575979099266193","5.07160788323137","99","0.191078778144897","0.440577031222831","0.105761108715982","0.00957371933848601","High Risk"
"2628","19023","117519","0.00628077012987388","5.40755878203477","99","0.203736122470013","0.469761513351433","0.112766882890492","0.0102078968401202","High Risk"
"2665","19022","132131","0.00706170438848497","5.96531288910417","99","0.22475016293566","0.518214322461038","0.124398044863717","0.0112607742320467","High Risk"
"2702","19021","148366","0.00792937942876359","6.58868534602773","99","0.24823645173018","0.572367481131988","0.137397583413459","0.0124375199669961","High Risk"
"2739","19020","197572","0.0105591803546613","8.50038241483566","99","0.320261882027891","0.738439038429936","0.177263284031741","0.0160462475378888","High Risk"
"2776","19019","193281","0.0103298490582132","8.07180257701669","99","0.304114633732384","0.70120776248438","0.168325866182282","0.0152372135636773","High Risk"
"2813","19018","234603","0.0125382918062509","9.52907212088406","99","0.359018973791997","0.827802622361335","0.19871513250688","0.0179881142513347","High Risk"
"2850","19017","228575","0.0122161270299775","9.11053319688023","99","0.34325002870672","0.791443613377518","0.189987103514379","0.0171980345994963","High Risk"
"2887","19016","241981","0.0129326069554456","9.42787218776947","99","0.355206147561519","0.819011255379081","0.196604753042495","0.0177970782369149","High Risk"
"2924","19015","255535","0.0136569966995747","9.72138705195886","99","0.36626466448711","0.844509265174338","0.202725584576796","0.0183511488583275","High Risk"
"2961","19014","264230","0.0141216985459081","9.88798195461547","99","0.37254132293108","0.858981576385933","0.206199682341658","0.018665631538767","High Risk"
"2998","19013","270809","0.0144733113632776","9.91537512045498","99","0.37357339259787","0.861361255564458","0.206770927528023","0.0187173418617214","High Risk"
"3035","19012","273600","0.0146224755787021","9.794040866035","99","0.369001982186125","0.850820794466363","0.204240675669414","0.018488298109778","High Risk"
"3072","19011","270480","0.014455728050173","9.51746563666394","99","0.358581685879682","0.826794352306084","0.198473095924463","0.0179662045877747","High Risk"
"3109","19010","264277","0.0141242104477802","9.22351874833173","99","0.347506891937562","0.801258812023723","0.192343255146272","0.0174113184305427","High Risk"
"3146","19009","255849","0.013673778341869","8.83434264812805","99","0.332844225693986","0.767450588912166","0.184227545732026","0.0166766672425209","High Risk"
"3183","19008","240757","0.0128671906173303","8.24746847735043","99","0.310733052657963","0.716468082808438","0.171989126594096","0.0155688196471639","High Risk"
"3220","19007","222755","0.011905078755606","7.57615840073009","99","0.285440657790234","0.658150522106383","0.157989917737606","0.014301581640868","High Risk"
"3257","19006","171301","0.00915513409761422","5.31233744947225","99","0.200148547030765","0.461489515007834","0.110781178566124","0.0100281466831721","High Risk"
"3294","19005","172614","0.0092253070158702","5.3149627254051","99","0.200247457382096","0.46171757606919","0.110835924930539","0.0100331024399155","High Risk"
"3331","19004","124717","0.00666546522934573","3.8216601180295","99","0.143985529372765","0.331992478107621","0.0796952407450173","0.00721418181757933","High Risk"
"3368","19003","125213","0.00669197381080419","3.82845935463498","99","0.144241698590261","0.332583136444621","0.0798370290729746","0.00722701679703271","High Risk"
"3405","19002","106378","0.00568534249675136","3.24167015233645","99","0.122133726841392","0.281608011660806","0.0676003818308147","0.00611932959742987","High Risk"
"3442","19001","83917","0.00448492062550418","2.54953006068807","99","0.096056536715052","0.221480921043846","0.0531667928852761","0.00481277058637841","High Risk"
"3479","19000","63985","0.00341966045286277","1.94110819294351","99","0.0731335289112243","0.168626539081817","0.0404790274307604","0.00366424721168238","High Risk"
"3516","18999","46830","0.00250281626955636","1.40849478418667","99","0.0530666937551905","0.122357734430057","0.0293721386641091","0.00265882813971276","High Risk"
"3553","18998","31851","0.00170226779845483","0.956441246327849","68.5261130565775","0.0360350462660897","0.0830872682881198","0.0199452104662474","0.00180548265302017","Medium Risk"
"3590","18997","21311","0.00113896044246243","0.638474940341919","45.7447920754605","0.0240552925789165","0.0554651306257511","0.0133144791814835","0.00120525482731041","Medium Risk"
"3627","18996","15932","0.000851481289911849","0.476840594929178","34.1641816928518","0.0179655289499431","0.0414237493350078","0.00994382672352145","0.000900136234929104","Medium Risk"
"3664","18995","11924","0.000637274849416827","0.356485333448169","25.5410924159449","0.0134310032459473","0.0309683345994417","0.00743399035858494","0.000672940536669576","Medium Risk"
"3701","18994","8923","0.000476887242648973","0.266258341846479","19.076602254117","0.0100315954628763","0.0231302010111817","0.00555243585208331","0.00050261824160284","Medium Risk"
"3738","18993","6276","0.000335419067002684","0.186959946354078","13.395112841589","0.0070439353620949","0.0162414484752669","0.00389878154367289","0.000352925954676116","Medium Risk"
"3775","18992","4480","0.000239432348657111","0.132527851673132","9.49521842744297","0.00499314232308817","0.0115128631370621","0.00276367827549155","0.000250174005101251","Medium Risk"
"3812","18991","3252","0.000173802231659135","0.096137037691028","6.88792703057648","0.00362207570447407","0.00835154681348977","0.00200480004151959","0.000181478741668989","Low Risk"
"3849","18990","2386","0.000127519103548184","0.0706010477175823","5.05835083585416","0.00265997731769235","0.00613320286599429","0.00147228359428371","0.000133274226125805","Low Risk"
"3886","18989","1935","0.000103415534520426","0.057245597057906","4.10147332211223","0.00215679504248865","0.00497299787030875","0.00119377482513399","0.000108063023052023","Low Risk"
"3923","18988","1634","8.73286735950265e-05","0.0483306504178094","3.46274444702642","0.00182091396681463","0.00419854511003321","0.00100786639875151","9.12341989364875e-05","Low Risk"
"3960","18987","1400","7.4822608955347e-05","0.0414459776711367","2.96947853570429","0.00156152584244656","0.00360046482671739","0.000864296422602091","7.82379409190061e-05","Low Risk"
"3997","18986","1203","6.42939989809161e-05","0.0356129906521211","2.55156271551406","0.00134176121194078","0.00309374582099611","0.000742657843977523","6.72269594096258e-05","Low Risk"
"4034","18985","1064","5.68651828060638e-05","0.0315083182717875","2.25747539475644","0.00118711286349245","0.00273716770748519","0.000657060788397809","5.94785328256859e-05","Low Risk"
"4071","18984","1001","5.34981654030731e-05","0.0296126062984318","2.12165338424852","0.00111568969042319","0.00257248479577269","0.000617528434019374","5.58999804617458e-05","Low Risk"
"4108","18983","941","5.02914821621297e-05","0.0278210419791471","1.99329323712737","0.00104819040243037","0.00241684932331335","0.000580167929598293","5.25180285513097e-05","Low Risk"
"4145","18982","890","4.75658014073278e-05","0.0262841490939524","1.88317952547906","0.000990286159554344","0.00228333748244226","0.000548118232685936","4.9616822173581e-05","Low Risk"
"4182","18981","839","4.48401206525258e-05","0.0247614033608719","1.77407941435091","0.00093291492723482","0.00215105462267976","0.000516363554340975","4.67423215008077e-05","Low Risk"
"4219","18980","760","4.0617987718617e-05","0.0224226773917278","1.60651679533486","0.000844800682031175","0.0019478865213492","0.000467592778450165","4.23274876741933e-05","Low Risk"
"4256","18979","691","3.6930301991532e-05","0.0203886458802194","1.46078460963738","0.000768166158054607","0.00177118761532433","0.000425175968481056","3.84878282870384e-05","Low Risk"
"4293","18978","745","3.98163169083811e-05","0.0219787727483849","1.57471237463151","0.000828076053705066","0.00190932396004459","0.000458335783760247","4.14895249282036e-05","Low Risk"
"4330","18977","877","4.68710200384567e-05","0.0258777557417528","1.85406267496097","0.000974974813138691","0.0022480335747382","0.000539643482174139","4.88496698257329e-05","Low Risk"
"4367","18976","859","4.59090150661736e-05","0.0252756383863562","1.81092279352283","0.000952289335235436","0.0021957268737873","0.000527087188282754","4.77130475351063e-05","Low Risk"
"4404","18975","848","4.53211231386673e-05","0.024951802487799","1.78772093404459","0.000940088437760621","0.0021675948371483","0.00052033405506302","4.71017396272603e-05","Low Risk"
"4441","18974","852","4.55349020213969e-05","0.0250697840516015","1.79617395508565","0.000944533531619227","0.00217784404574564","0.000522794391367231","4.73244544752863e-05","Low Risk"
"4478","18973","828","4.42522287250195e-05","0.024350733063585","1.74465613369603","0.000917442441894337","0.00211537917131289","0.000507799614273566","4.59670955256537e-05","Low Risk"
"4515","18972","803","4.29161107079598e-05","0.0236152472187987","1.69196080468874","0.000889732149655599","0.00205148657995666","0.000492462111812705","4.45787123506265e-05","Low Risk"
"4552","18971","785","4.19541057356767e-05","0.02310267341975","1.65523644735032","0.000870420330310268","0.00200695864170375","0.000481773120365783","4.36111222282555e-05","Low Risk"
"4589","18970","760","4.0617987718617e-05","0.0223667763899388","1.6025116581837","0.000842694546193222","0.0019430303301811","0.000466427043230949","4.22219628555973e-05","Low Risk"
"4626","18969","730","3.90146460981452e-05","0.0214890342596882","1.53962409798806","0.000809624581472741","0.00186677975426343","0.000448122989960404","4.05650412244184e-05","Low Risk"
"4663","18968","706","3.77319728017679e-05","0.0207824305611655","1.48899808711994","0.000783002457985472","0.00180539619171012","0.000433387783237129","3.92311791339441e-05","Low Risk"
"4700","18967","692","3.69837467122144e-05","0.0203760367233667","1.45988120181068","0.000767691093274299","0.00177009224182143","0.000424913022599016","3.84640258694261e-05","Low Risk"
"4737","18966","607","3.24409454542112e-05","0.0178723926714255","1.28050270259241","0.000673363365782511","0.00155259749675448","0.000372703116616547","3.37378747101447e-05","Low Risk"
"4774","18965","639","3.41511765160477e-05","0.0188128941493436","1.34788677961056","0.000708797862569663","0.00163430005707502","0.000392315926073448","3.55132677204738e-05","Low Risk"
"4811","18964","615","3.28685032196703e-05","0.0181110073571673","1.29759872076909","0.000682353454063925","0.00157332625817901","0.000377679083667051","3.41883097760901e-05","Low Risk"
"4848","18963","445","2.37829007036639e-05","0.0131020289468721","0.938720617007174","0.0004936343148028","0.00113818992897586","0.000273224022786108","2.47328166510681e-05","Low Risk"
"4885","18962","450","2.40501243070758e-05","0.0132498906877399","0.9493144620659","0.000499205179394442","0.00115103486658201","0.000276307467328901","2.50119365752737e-05","Low Risk"
"4922","18961","460","2.45845715138997e-05","0.0135442286595775","0.970402884603825","0.000510294707866535","0.0011766043807862","0.000282445463592789","2.55675609843196e-05","Low Risk"
"4959","18960","442","2.36225665416167e-05","0.0130137957693412","0.932398977573319","0.000490310026304431","0.00113052500055336","0.00027138404641249","2.45662580965677e-05","Low Risk"
"4996","18959","446","2.38363454243463e-05","0.0131311400018011","0.940806335757612","0.000494731107956846","0.00114071884336586","0.000273831092085611","2.47877698485459e-05","Low Risk"
"5033","18958","475","2.53862423241356e-05","0.0139849325952515","1.00197798431455","0.000526898745775432","0.00121488889254222","0.000291635712114593","2.63994817259564e-05","Low Risk"
"5070","18957","514","2.74705864307488e-05","0.0151191146503566","1.08323868697997","0.000569630385577456","0.00131341673109152","0.000315287452232391","2.85404872855986e-05","Low Risk"
"5107","18956","524","2.80050336375727e-05","0.015413218140082","1.10431030958563","0.000580711079660823","0.00133896587553621","0.000321420558707994","2.90956690606743e-05","Low Risk"
"5144","18955","543","2.90204833305382e-05","0.0159682176026287","1.14407433697681","0.00060162133566171","0.00138717938517041","0.00033299427652047","3.01433464856188e-05","Low Risk"
"5181","18954","549","2.93411516546325e-05","0.0161445803034659","1.15671018933385","0.000608266007363901","0.00140250023744099","0.00033667206770751","3.04762679256173e-05","Low Risk"
"5218","18953","548","2.92877069339501e-05","0.016111660274763","1.15435156917052","0.000607025706653381","0.00139964043265173","0.000335985567722773","3.04141244944465e-05","Low Risk"
"5255","18952","566","3.02497119062332e-05","0.0166407868459119","1.19226188240189","0.000626961171110998","0.00144560633128295","0.000347019743491894","3.14129614320307e-05","Low Risk"
"5292","18951","570","3.04634907889627e-05","0.0167651446613098","1.20117174252111","0.000631646497730507","0.00145640945297115","0.000349613047378195","3.16477127869421e-05","Low Risk"
"5329","18950","572","3.05703802303275e-05","0.0168204399950255","1.2051334853929","0.00063372981431309","0.00146121302898291","0.000350766152258457","3.17520942805255e-05","Low Risk"
"5366","18949","565","3.01962671855508e-05","0.0166145009958383","1.19037858100605","0.000625970820865039","0.00144332284603424","0.00034647158978762","3.13633413989028e-05","Low Risk"
"5403","18948","562","3.00359330235036e-05","0.0165260877276907","1.18404403862642","0.00062263974724137","0.00143564227291069","0.000344627857882607","3.11964428857426e-05","Low Risk"
"5440","18947","552","2.95014858166797e-05","0.0162319194245214","1.16296777233374","0.000611556611235449","0.00141008749803964","0.000338493399815458","3.06411387617519e-05","Low Risk"
"5477","18946","554","2.96083752580445e-05","0.0162935868733906","1.16738605792061","0.000613880004733633","0.00141544462780429","0.000339779386018374","3.07575489538226e-05","Low Risk"
"5514","18945","563","3.0089377744186e-05","0.0165583127423888","1.18635286314526","0.000623853862483709","0.00143844170094883","0.000345299864347059","3.12572743327907e-05","Low Risk"
"5551","18944","544","2.90739280512206e-05","0.0159996238028508","1.14632449592307","0.000602804601107853","0.00138990768175296","0.000333649207783369","3.02026322492932e-05","Low Risk"
"5588","18943","519","2.77378100341608e-05","0.0152644981973502","1.09365497696749","0.000575107881306918","0.00132604638484193","0.000318319217596158","2.88149291011719e-05","Low Risk"
"5625","18942","521","2.78446994755256e-05","0.015323426850518","1.09787703615301","0.000577328087463285","0.00133116559193846","0.000319548090142696","2.89261692442218e-05","Low Risk"
"5662","18941","505","2.69895839446073e-05","0.0148530790835982","1.06417804588498","0.000559607183427433","0.00129030588283576","0.000309739662035281","2.80382895785122e-05","Low Risk"
"5699","18940","513","2.74171417100665e-05","0.0150885302109232","1.08104740470021","0.0005684780809333","0.0013107598219145","0.000314649657612044","2.84827527670786e-05","Low Risk"
"5736","18939","515","2.75240311514312e-05","0.0151474029446545","1.08526545742779","0.000570696180259278","0.00131587417121841","0.000315877364038933","2.85938873505104e-05","Low Risk"
"5773","18938","505","2.69895839446073e-05","0.0148536821613998","1.06422125457946","0.000559629905091271","0.00129035827297189","0.000309752238357899","2.80394280138455e-05","Low Risk"
"5810","18937","509","2.72033628273369e-05","0.0149650936681218","1.07220355096701","0.000563827464339911","0.00130003673234923","0.000312075565544458","2.82497405066472e-05","Low Risk"
"5847","18936","515","2.75240311514312e-05","0.0151415073347941","1.08484305487104","0.000570474056239741","0.00131536201208676","0.000315754419550766","2.85827581553061e-05","Low Risk"
"5884","18935","497","2.65620261791482e-05","0.0146122629145657","1.04692429811073","0.000550534151679766","0.00126938587575603","0.000304717786208109","2.75836987529656e-05","Low Risk"
"5921","18934","481","2.57069106482299e-05","0.0141419282179192","1.01322624428812","0.000532813740081798","0.0012285273020846","0.000294909630662499","2.66958437601272e-05","Low Risk"
"5958","18933","483","2.58138000895947e-05","0.0142007276382383","1.01743904433173","0.000535029077238944","0.00123363528255909","0.000296135808243195","2.68068399491784e-05","Low Risk"
"5995","18932","480","2.56534659275476e-05","0.0141094062601512","1.01089614469936","0.000531588437160856","0.00122570207822406","0.000294231431876197","2.6634451771003e-05","Low Risk"
"6032","18931","467","2.49586845586765e-05","0.0137272765072721","0.983517707447115","0.000517191250321083","0.00119250598027216","0.000286262663929557","2.59131020355384e-05","Low Risk"
"6069","18930","451","2.41035690277582e-05","0.013256962965267","0.949821169290367","0.000499471635749054","0.00115164924433136","0.000276454949533654","2.50252869765049e-05","Low Risk"
"6106","18929","440","2.35156771002519e-05","0.0129336224051386","0.926654799307932","0.000487289400730785","0.00112356023837206","0.000269712145886567","2.44149141234195e-05","Low Risk"
"6143","18928","426","2.27674510106985e-05","0.0125220980558842","0.897170328420559","0.000471784737980259","0.00108781059442385","0.000261130395790088","2.36380759467652e-05","Low Risk"
"6180","18927","419","2.23933379659217e-05","0.0123163358812569","0.88242809297731","0.000464032406604997","0.00106993577244975","0.000256839520741976","2.32496568584381e-05","Low Risk"
"6217","18926","412","2.2019224921145e-05","0.0121105737066297","0.867685857534062","0.000456280075229734","0.00105206095047565","0.000252548645693864","2.28612377701109e-05","Low Risk"
"6254","18925","408","2.18054460384154e-05","0.0119929953211285","0.859261722994437","0.000451850171586727","0.00104184676649045","0.000250096717094761","2.26392840053526e-05","Low Risk"
"6291","18924","400","2.13778882729563e-05","0.011757838550126","0.842413453916063","0.000442990364300713","0.00102141839852005","0.000245192859896809","2.21953764758359e-05","Low Risk"
"6328","18923","390","2.08434410661324e-05","0.0114638925863728","0.821353117568314","0.000431915605193195","0.00099588293855705","0.000239063038399434","2.164049206394e-05","Low Risk"
"6365","18922","391","2.08968857868148e-05","0.0114932871827481","0.823459151203002","0.000433023081103947","0.00099843648455335","0.000239676020549146","2.16959805051296e-05","Low Risk"
"6402","18921","413","2.20726696418274e-05","0.0121425645323256","0.869977903121084","0.000457485367126616","0.00105484003421714","0.000253215768482423","2.29216271364954e-05","Low Risk"
"6439","18920","414","2.21261143625098e-05","0.0121719433410469","0.872082805618704","0.000458592248218976","0.00105739220871984","0.00025382842140338","2.297708577519e-05","Low Risk"
"6476","18919","405","2.16451118763683e-05","0.0119073838767588","0.853127922786591","0.000448624659961614","0.00103440959136424","0.000248311413206265","2.24776745198741e-05","Low Risk"
"6513","18918","424","2.26605615693337e-05","0.0124660420449018","0.893154085331261","0.000469672761989054","0.00108294093740986","0.000259961428076517","2.35322585159352e-05","Low Risk"
