"","X.18426.","X.29.","X.0.000413223140495868.","X.0.0205741029405088.","X.0.136647396219562.","X.1.10736210060099e.05.","X.8.08001132990284e.05.","X.3.97725911436657e.06.","X.3.88379172303146e.06.","X.Low.Risk."
"1","19094","191","0.00272157309774865","0.958084333438901","3.3675621980381","0.000515670735729081","0.00376265847000632","9.8016265336097e-05","0.000180858432318318","Medium Risk"
"15","19093","183","0.00260758050726703","0.91835314254864","3.2277178025268","0.000494286175181855","0.00360662324773096","9.3945954360345e-05","0.000173358340053204","Medium Risk"
"29","19092","183","0.00260758050726703","0.919686263077068","3.23175678089471","0.000495003702042191","0.00361185877562006","9.40635128647215e-05","0.000173609994401832","Medium Risk"
"43","19091","183","0.00260758050726703","0.92056176105026","3.23440926768942","0.000495474922234619","0.00361529709493009","9.41407161453683e-05","0.000173775262933425","Medium Risk"
"57","19090","163","0.00232259903106298","0.820314663636478","2.88194697587101","0.000441518821843623","0.00322159940359678","8.38819486797015e-05","0.000154851529134709","Medium Risk"
"71","19089","165","0.00235109717868339","0.831006732798218","2.91919899691397","0.000447273625443542","0.0032635900751788","8.49662060041781e-05","0.000156869880546312","Medium Risk"
"85","19088","166","0.00236534625249359","0.83631599915038","2.93764497606831","0.000450131237441198","0.00328444101210809","8.55030946734441e-05","0.000157872115480856","Medium Risk"
"99","19087","166","0.00236534625249359","0.836696598898177","2.938794330858","0.000450336088042669","0.00328593573111638","8.55365477939529e-05","0.000157943961633982","Medium Risk"
"113","19086","170","0.0024223425477344","0.857217475108119","3.01072473553609","0.000461381060769656","0.00336652680852826","8.76301541525134e-05","0.000161817705699712","Medium Risk"
"127","19085","170","0.0024223425477344","0.857509740856547","3.01161412775146","0.000461538367269993","0.00336767461583023","8.76560408023341e-05","0.00016187287696516","Medium Risk"
"141","19084","170","0.0024223425477344","0.857497077004305","3.01160731581816","0.000461531551191517","0.00336762488142874","8.76558425342033e-05","0.000161870486398501","Medium Risk"
"155","19083","152","0.00216585921915076","0.767159453791113","2.69414223453419","0.000412909037493631","0.00301284439783258","7.84157038783522e-05","0.000144817372864062","Medium Risk"
"169","19082","150","0.00213736107153035","0.756919470792652","2.65822594535778","0.000407397560703569","0.0029726291919085","7.73703243655837e-05","0.000142884362159858","Medium Risk"
"183","19081","143","0.00203761755485893","0.721787870012204","2.53472974370643","0.000388488642365694","0.00283465781441299","7.37758439203194e-05","0.000136252538613408","Medium Risk"
"197","19080","147","0.00209461385009974","0.742157044144682","2.60615428673868","0.000399451964324406","0.00291465311639387","7.58547266698161e-05","0.000140097645742961","Medium Risk"
"211","19079","131","0.00186662866913651","0.661554270596206","2.32302781315999","0.000356069048972521","0.00259810404235819","6.76140475298347e-05","0.000124882188443747","Medium Risk"
"225","19078","131","0.00186662866913651","0.661477736201592","2.32277160991928","0.00035602785578503","0.00259780347091778","6.76065904783105e-05","0.00012486774097796","Medium Risk"
"239","19077","131","0.00186662866913651","0.661662276612169","2.32333115986066","0.000356127181163781","0.00259852821143871","6.76228767389044e-05","0.000124902576835505","Medium Risk"
"253","19076","122","0.00173838700484469","0.616310695781438","2.16403827629759","0.000331717552243624","0.0024204201850519","6.29864980699178e-05","0.000116341518559181","Medium Risk"
"267","19075","114","0.00162439441436307","0.575846470154204","2.02196491426854","0.00030993844964103","0.00226150613544828","5.88513107947002e-05","0.000108703050674367","Medium Risk"
"281","19074","114","0.00162439441436307","0.575985989225316","2.02239585883652","0.000310013543137017","0.00226205406489074","5.88638538672959e-05","0.000108729387813593","Medium Risk"
"295","19073","112","0.00159589626674266","0.565872528624874","1.98687576765416","0.000304570164629952","0.00222233574692938","5.7830006093342e-05","0.000106820260855068","Medium Risk"
"309","19072","86","0.0012254203476774","0.434509939057756","1.52560651484281","0.00023386674025998","0.00170643903196843","4.44043032210149e-05","8.20228279097784e-05","Medium Risk"
"323","19071","86","0.0012254203476774","0.434500869494777","1.52556754971448","0.000233861858739584","0.00170640341332112","4.44031691019896e-05","8.20211158403028e-05","Medium Risk"
"337","19070","86","0.0012254203476774","0.434512655501264","1.52559546999074","0.000233868202334218","0.00170644970018292","4.44039817495503e-05","8.2023340695237e-05","Medium Risk"
