iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths
ABW,North America,Aruba,2022-09-06,42848.0,0.0,227.0,0.0
ABW,North America,Aruba,2022-09-07,42970.0,122.0,228.0,1.0
ABW,North America,Aruba,2022-09-08,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-09,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-10,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-11,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-12,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-13,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-14,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-15,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-16,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-17,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-18,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-19,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-20,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-21,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-22,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-23,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-24,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-25,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-26,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-27,42970.0,0.0,228.0,0.0
ABW,North America,Aruba,2022-09-28,43145.0,175.0,230.0,2.0
ABW,North America,Aruba,2022-09-29,43145.0,0.0,230.0,0.0
ABW,North America,Aruba,2022-09-30,43145.0,0.0,230.0,0.0
ABW,North America,Aruba,2022-10-01,43145.0,0.0,230.0,0.0
ABW,North America,Aruba,2022-10-02,43145.0,0.0,230.0,0.0
ABW,North America,Aruba,2022-10-03,43145.0,0.0,230.0,0.0
ABW,North America,Aruba,2022-10-04,43145.0,0.0,230.0,0.0
ABW,North America,Aruba,2022-10-05,43211.0,66.0,231.0,1.0
ABW,North America,Aruba,2022-10-06,43211.0,0.0,231.0,0.0
ABW,North America,Aruba,2022-10-07,43211.0,0.0,231.0,0.0
ABW,North America,Aruba,2022-10-08,43211.0,0.0,231.0,0.0
ABW,North America,Aruba,2022-10-09,43211.0,0.0,231.0,0.0
ABW,North America,Aruba,2022-10-10,43211.0,0.0,231.0,0.0
ABW,North America,Aruba,2022-10-11,43211.0,0.0,231.0,0.0
ABW,North America,Aruba,2022-10-12,43251.0,40.0,232.0,1.0
ABW,North America,Aruba,2022-10-13,43251.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-14,43251.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-15,43251.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-16,43251.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-17,43251.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-18,43251.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-19,43291.0,40.0,232.0,0.0
ABW,North America,Aruba,2022-10-20,43291.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-21,43291.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-22,43291.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-23,43291.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-24,43291.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-25,43291.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-26,43334.0,43.0,232.0,0.0
ABW,North America,Aruba,2022-10-27,43334.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-28,43334.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-29,43334.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-30,43334.0,0.0,232.0,0.0
ABW,North America,Aruba,2022-10-31,43334.0,0.0,232.0,0.0
