"","X.18426.","X.29.","X.0.000413223140495868.","X.0.0205740830407941.","X.0.136647348989226.","X.1.10736102953656e.05.","X.8.08000351474216e.05.","X.3.97725773968043e.06.","X.3.8837879665446e.06.","X.Low.Risk."
"1","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"2","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"3","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"4","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"5","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"6","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"7","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"8","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"9","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"10","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"11","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"12","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"13","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"14","19095","195","0.00277856939298946","0.138649157192422","0.919622776808776","7.46252813058786e-05","0.000544513053247387","2.67665405417962e-05","2.61729248009634e-05","Medium Risk"
"15","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"16","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"17","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"18","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"19","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"20","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"21","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"22","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"23","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"24","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"25","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"26","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"27","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"28","19094","191","0.00272157309774865","0.135849155421031","0.900865952403346","7.3118233415519e-05","0.000533516682663453","2.62206044106518e-05","2.56443659745764e-05","Medium Risk"
"29","19093","183","0.00260758050726703","0.130140367980667","0.86308783033188","7.00455867634993e-05","0.000511096717461797","2.51210343896397e-05","2.4566713088638e-05","Medium Risk"
"30","19093","183","0.00260758050726703","0.130140367980667","0.86308783033188","7.00455867634993e-05","0.000511096717461797","2.51210343896397e-05","2.4566713088638e-05","Medium Risk"
"31","19093","183","0.00260758050726703","0.130140367980667","0.86308783033188","7.00455867634993e-05","0.000511096717461797","2.51210343896397e-05","2.4566713088638e-05","Medium Risk"
"32","19093","183","0.00260758050726703","0.130140367980667","0.86308783033188","7.00455867634993e-05","0.000511096717461797","2.51210343896397e-05","2.4566713088638e-05","Medium Risk"
