"","X.18467.","X.18224.","X.0.000973976589715889.","X.0.176776751033434.","X.17.271160632189.","X.9.51467361312623e.05.","X.0.000694250512570943.","X.0.000502694401360494.","X.3.33703046238897e.05.","X.Medium.Risk."
"33","19061","4657","0.000248892064217894","0.0453761209805637","4.42289885875275","2.44228371907422e-05","0.000178204402247892","0.000128732894182857","8.56569074224867e-06","Low Risk"
"34","19060","5032","0.00026893383447379","0.0490392044588239","4.77947620160943","2.63944224534836e-05","0.000192590330077798","0.000139111434324044","9.25717427058415e-06","Low Risk"
"35","19059","5353","0.000286089589812838","0.052165246697239","5.08426262759814","2.80769554463962e-05","0.000204867150494798","0.000147982548038871","9.84728004610736e-06","Low Risk"
"36","19058","5641","0.000301481669369366","0.0549737378040616","5.35789314036983","2.958857256067e-05","0.000215896861014219","0.000155946837743604","1.03774414118994e-05","Low Risk"
"37","19057","6054","0.000323554339011194","0.0589824405101373","5.74941618764206","3.17461808229212e-05","0.000231640129810415","0.00016734250755751","1.11341677894707e-05","Low Risk"
"38","19056","6415","0.000342847883177537","0.062507453778059","6.09262024468886","3.36434524115291e-05","0.000245483818269262","0.000177331804841914","1.17995876813181e-05","Low Risk"
"39","19055","6720","0.000359148522985666","0.0654856960776873","6.3825870037056","3.524643488836e-05","0.000257180188018055","0.000185771577329855","1.23617931308545e-05","Low Risk"
"40","19054","7133","0.000381221192627493","0.0695319291580285","6.7758527347687","3.74242431633181e-05","0.000273070848829426","0.000197217969698178","1.3125604150578e-05","Low Risk"
"41","19053","7574","0.000404790314448428","0.0738315453708791","7.19480832650778","3.97384301074622e-05","0.000289956614305822","0.000209412091151335","1.39372465297362e-05","Low Risk"
"42","19052","7986","0.000426809539369572","0.0779169290588372","7.58939467952394","4.19373104550233e-05","0.000306001030230614","0.000220896921542224","1.47084480445036e-05","Low Risk"
"43","19051","8314","0.000444339407753397","0.0814184660572501","7.91509788290307","4.3821946386469e-05","0.000319752520976558","0.000230376838979777","1.53694363000619e-05","Low Risk"
"44","19050","8538","0.000456311025186252","0.0836577306118769","8.13047003055094","4.50271880964881e-05","0.000328546723583764","0.000236645460709216","1.57921442629842e-05","Low Risk"
"45","19049","9018","0.0004819644911138","0.0884307204678355","8.59080076543686","4.75961594330877e-05","0.000347291556456999","0.000250043847078805","1.66931458060545e-05","Low Risk"
"46","19048","9535","0.000509595411706596","0.0935817256956792","9.08708419022016","5.03685903798003e-05","0.000367520958789491","0.000264488672440548","1.76655056473092e-05","Low Risk"
"47","19047","10083","0.000538883118640546","0.0989961669889213","9.61101616018673","5.32828107963124e-05","0.00038878494639614","0.000279738236358395","1.86875945490873e-05","Low Risk"
"48","19046","10817","0.000578111543621421","0.10635609418426","10.3177817364381","5.72441521305455e-05","0.000417689387721019","0.000300309355220766","2.00769345560866e-05","Medium Risk"
"49","19045","11433","0.000611033491561773","0.112596097618052","10.9138639299945","6.06027157239044e-05","0.000442195583004216","0.00031765892354642","2.12548655578865e-05","Medium Risk"
"50","19044","12138","0.000648712019642859","0.11973899546523","11.5961303999511","6.44472451244333e-05","0.000470247690889756","0.000337516971420976","2.26032367416774e-05","Medium Risk"
"51","19043","12886","0.000688688670713287","0.127333822260139","12.3207654337243","6.85350167165314e-05","0.000500074647004908","0.000358608198713979","2.40369189551482e-05","Medium Risk"
"52","19042","13855","0.000740476605054524","0.137419235562085","13.2709506008661","7.39632992967077e-05","0.000539682815575906","0.000386264288188808","2.59407514001744e-05","Medium Risk"
"53","19041","15520","0.000829462064990704","0.154765999743388","14.9044268198301","8.32998663771691e-05","0.000607808289394798","0.000433808247017974","2.92153155132991e-05","Medium Risk"
"54","19040","17449","0.000932556931187036","0.17511161491565","16.8084376178539","9.4250508172013e-05","0.000687711068913824","0.000489226385305256","3.30559753969645e-05","Medium Risk"
"55","19039","19711","0.0010534488893706","0.198893888936419","19.0376255484436","0.000107050866463628","0.000781110544990285","0.000554109129212999","3.7545376430089e-05","Medium Risk"
"56","19038","21638","0.00115643686612557","0.21902549053829","20.9307042581387","0.000117886319509999","0.000860172834851747","0.000609209078137384","4.13456367815996e-05","Medium Risk"
"57","19037","23831","0.00127364113858205","0.245137208748312","23.2337440982302","0.000131940456990968","0.000962720673554739","0.000676241355723089","4.62747690675346e-05","Medium Risk"
"58","19036","26701","0.00142702748694052","0.277466101080276","26.1621411133191","0.000149340870620833","0.0010896850506072","0.000761475279244266","5.23775228457537e-05","Medium Risk"
"59","19035","30264","0.00161745102673187","0.318792595116229","29.8529582895982","0.000171584072853491","0.00125198546341314","0.000868900203977044","6.01787619055002e-05","Medium Risk"
"60","19034","33331","0.00178136598506477","0.356332512785626","33.1212910817602","0.000191789222116608","0.00139941495813737","0.000964028298225713","6.7265205574479e-05","Medium Risk"
"61","19033","36518","0.00195169430987955","0.396339415590273","36.5638512381119","0.000213322179376711","0.00155653297629378","0.00106422745413649","7.48173442230556e-05","Medium Risk"
"62","19032","42699","0.0022820361284174","0.472023933808086","43.151967538492","0.000254057937003177","0.00185376672031968","0.00125598116717535","8.91043780862535e-05","Medium Risk"
"63","19031","47613","0.00254466348585067","0.532889930693863","48.4219276223421","0.000286817906349836","0.00209280408970826","0.00140936862537589","0.000100594106489119","Medium Risk"
"64","19030","52222","0.00279099020347581","0.595671367271224","53.6291539671387","0.000320608824810816","0.00233936391315206","0.00156093015536754","0.000112445414147306","Medium Risk"
"65","19029","60009","0.00320716424342959","0.697298666055077","62.2205530977275","0.000375307792432929","0.00273848203167969","0.00181099141846246","0.00013162968978703","Medium Risk"
"66","19028","69891","0.00373530497321297","0.831690944058384","73.3751943280927","0.000447641889187776","0.0032662771593983","0.00213565840611347","0.000156999039714841","Medium Risk"
"67","19027","78375","0.00418872998348237","0.954259107311867","83.2855757542885","0.000513611880258418","0.00374763576377448","0.00242410996790432","0.000180136340977867","Medium Risk"
"68","19026","88013","0.00470383020141926","1.09739895932764","94.7250613147369","0.000590654192949396","0.00430978500031344","0.00275706763462673","0.000207156978237353","High Risk"
"69","19025","98770","0.00527873506179973","1.26484466591605","99","0.000680778671241603","0.00496738995654899","0.00313907155651981","0.000238765853296725","High Risk"
"70","19024","107771","0.00575979099266193","1.39441710428331","99","0.000750518580653574","0.00547625625953091","0.00344447265044629","0.000263225357806783","High Risk"
"71","19023","117519","0.00628077012987388","1.56155209959949","99","0.000840475824491827","0.00613264096786203","0.00381145208718077","0.000294775579622765","High Risk"
"72","19022","132131","0.00706170438848497","1.79482584030511","99","0.000966030994634489","0.00704877056696064","0.0043382214229388","0.000338810871269394","High Risk"
"73","19021","148366","0.00792937942876359","2.06204882407104","99","0.00110985870147914","0.00809822810233049","0.00493436515981481","0.000389254791743344","High Risk"
"74","19020","197572","0.0105591803546613","2.8457888017362","99","0.00153169189172894","0.0111761887393232","0.00670581685980611","0.000537202084855776","High Risk"
"75","19019","193281","0.0103298490582132","2.87741485323043","99","0.00154871401459749","0.0113003928687243","0.0066864505115216","0.000543172162743527","High Risk"
"76","19018","234603","0.0125382918062509","3.59283776310596","99","0.00193377683779257","0.0141100537488032","0.00825145594473933","0.000678223182167121","High Risk"
"77","19017","228575","0.0122161270299775","3.56286893081957","99","0.00191764668175652","0.0139923579711947","0.00812370185624169","0.000672565939024159","High Risk"
"78","19016","241981","0.0129326069554456","3.851861154521","99","0.00207319126944557","0.0151273092487855","0.00870831910672707","0.000727119258295356","High Risk"
"79","19015","255535","0.0136569966995747","4.15565471634483","99","0.0022367023968775","0.016320389417863","0.00931508266035231","0.000784466639337112","High Risk"
"80","19014","264230","0.0141216985459081","4.35578753533087","99","0.00234442009396125","0.0171063655790441","0.00971141745329717","0.000822245889695315","High Risk"
"81","19013","270809","0.0144733113632776","4.54025578899993","99","0.00244370663562376","0.0178308227201225","0.0100559538865754","0.000857068126117168","High Risk"
"82","19012","273600","0.0146224755787021","4.66181611203625","99","0.00250913417579719","0.0183082232611037","0.0102606412228881","0.000880015176485422","High Risk"
"83","19011","270480","0.014455728050173","4.66380430924063","99","0.00251020428526394","0.0183160314537544","0.0102181685057198","0.000880390490241189","High Risk"
"84","19010","264277","0.0141242104477802","4.58342640498525","99","0.00246694240154754","0.0180003655027599","0.0100197532153968","0.000865217481718565","High Risk"
"85","19009","255849","0.013673778341869","4.46604178501401","99","0.00240376235441477","0.0175393640865298","0.00973911780751659","0.000843058682534284","High Risk"
"86","19008","240757","0.0128671906173303","4.22842690332595","99","0.00227587064740766","0.0166061856428598","0.00919953373205964","0.000798203909840783","High Risk"
"87","19007","222755","0.011905078755606","3.93088599808285","99","0.00211572489388566","0.0154376613614243","0.00853683905222504","0.000742036848346638","High Risk"
"88","19006","171301","0.00915513409761422","3.22362146510461","99","0.0017350531624454","0.0126600406524063","0.00683620623266239","0.000608525892990901","High Risk"
"89","19005","172614","0.0092253070158702","3.26401099164189","99","0.00175679205967845","0.0128186613383114","0.00690979769108211","0.000616150259862022","High Risk"
"90","19004","124717","0.00666546522934573","2.36772946690492","99","0.00127438551450246","0.00929871935318675","0.00500519217297863","0.000446958398746867","High Risk"
"91","19003","125213","0.00669197381080419","2.37991124072635","99","0.00128094212340393","0.0093465605012456","0.0050288351695516","0.000449257963032917","High Risk"
"92","19002","106378","0.00568534249675136","2.02535611772502","99","0.00109010954765524","0.00795412583752799","0.00427702830710154","0.000382328276909896","High Risk"
"93","19001","83917","0.00448492062550418","1.60108790182236","99","0.000861755220791656","0.00628790884555334","0.00337857482532418","0.000302238788195239","High Risk"
"94","19000","63985","0.00341966045286277","1.22352561797029","88.6340258901036","0.000658539476725879","0.00480511878656995","0.00257978195755735","0.000230966019842051","High Risk"
"95","18999","46830","0.00250281626955636","0.900283445982405","65.0931344376329","0.000484560503445562","0.00353565862127543","0.00189460077094174","0.000169947307350365","Medium Risk"
"96","18998","31851","0.00170226779845483","0.613420750308366","44.3236431344328","0.000330162093860365","0.00240907058102166","0.0012900839570708","0.000115795980980178","Medium Risk"
"97","18997","21311","0.00113896044246243","0.411044806488749","29.6848012455505","0.000221237077344599","0.00161428505686512","0.000864005825052994","7.75932939507589e-05","Medium Risk"
"98","18996","15932","0.000851481289911849","0.307308640134996","22.19284299208","0.000165403051718331","0.0012068848402517","0.000645944888127479","5.80109255029729e-05","Medium Risk"
"99","18995","11924","0.000637274849416827","0.230489178954853","16.6325631754605","0.0001240564325508","0.000905193865686548","0.000484107383784954","4.35096474466768e-05","Medium Risk"
"100","18994","8923","0.000476887242648973","0.172636741279107","12.4538002627026","9.29184543387017e-05","0.00067799156518568","0.000362480310446222","3.25887912979567e-05","Medium Risk"
"101","18993","6276","0.000335419067002684","0.121513351303508","8.76353285686662","6.54022585284058e-05","0.000477216070176097","0.00025507138733196","2.29381834724459e-05","Medium Risk"
"102","18992","4480","0.000239432348657111","0.0872024527386127","6.277162748872","4.69350676048483e-05","0.000342467814106253","0.000182703098968668","1.64612846136508e-05","Low Risk"
"103","18991","3252","0.000173802231659135","0.0633698138122086","4.55980769424163","3.41076013572457e-05","0.000248870541309645","0.000132717762748597","1.19623761524649e-05","Low Risk"
"104","18990","2386","0.000127519103548184","0.0461551570040996","3.32977886922532","2.48421385668271e-05","0.000181263889174138","9.69165437676722e-05","8.71275006575362e-06","Low Risk"
"105","18989","1935","0.000103415534520426","0.0374228930337483","2.70001327490275","2.01421629707239e-05","0.000146969907064609","7.85865863793195e-05","7.06435282435546e-06","Low Risk"
"106","18988","1634","8.73286735950265e-05","0.0315883107245648","2.27939661232872","1.70018096145124e-05","0.00012405591110582","6.63441177984398e-05","5.96295352907265e-06","Low Risk"
"107","18987","1400","7.4822608955347e-05","0.027043609397505","1.95195575809439","1.45557102522756e-05","0.000106207629545331","5.68136242950954e-05","5.10504621477938e-06","Low Risk"
"108","18986","1203","6.42939989809161e-05","0.0232004859283399","1.67553707777896","1.24872218763842e-05","9.1114635569915e-05","4.87681821858345e-05","4.37957637712519e-06","Low Risk"
"109","18985","1064","5.68651828060638e-05","0.0204750863977804","1.47986189262938","1.1020327228358e-05","8.04112483315466e-05","4.30728602468707e-05","3.86510028213591e-06","Low Risk"
"110","18984","1001","5.34981654030731e-05","0.0192856709950708","1.39330300067009","1.03801469285703e-05","7.57400896629795e-05","4.05534771375035e-05","3.6405732779867e-06","Low Risk"
"111","18983","941","5.02914821621297e-05","0.0181378893230914","1.31016921463252","9.76237519534355e-06","7.12324380095076e-05","3.8133785161094e-05","3.42390551024146e-06","Low Risk"
"112","18982","890","4.75658014073278e-05","0.0171770797243017","1.24019294298939","9.24523763718615e-06","6.74590766792234e-05","3.60970557986491e-05","3.24253262715738e-06","Low Risk"
"113","18981","839","4.48401206525258e-05","0.0161850266978729","1.16876591536526","8.7112838961991e-06","6.35630138877681e-05","3.40181007326213e-05","3.05526189443123e-06","Low Risk"
"114","18980","760","4.0617987718617e-05","0.0146597204059464","1.05865354929852","7.89031669078961e-06","5.75727200917395e-05","3.08131702058826e-05","2.76732846818166e-06","Low Risk"
"115","18979","691","3.6930301991532e-05","0.0133423829949884","0.963170958182962","7.18128479432403e-06","5.23991768093794e-05","2.80340539088733e-05","2.51865351268483e-06","Low Risk"
"116","18978","745","3.98163169083811e-05","0.0143910583795719","1.03871907301232","7.74571444653232e-06","5.65176110435843e-05","3.02329573390967e-05","2.71661289835374e-06","Low Risk"
"117","18977","877","4.68710200384567e-05","0.0169432878561516","1.22287221750459","9.11940359476559e-06","6.65409122523447e-05","3.55929187626886e-05","3.19839952813193e-06","Low Risk"
"118","18976","859","4.59090150661736e-05","0.016686582273138","1.20200103914522","8.98123667955965e-06","6.55327594180768e-05","3.49854422453608e-05","3.14994098675848e-06","Low Risk"
"119","18975","848","4.53211231386673e-05","0.0164831493902973","1.18708459285221","8.87174278564596e-06","6.4733823006132e-05","3.45512841595563e-05","3.11153878040938e-06","Low Risk"
"120","18974","852","4.55349020213969e-05","0.016569067428952","1.19306329011523","8.91798654171119e-06","6.50712465758401e-05","3.4725300122094e-05","3.12775760503329e-06","Low Risk"
"121","18973","828","4.42522287250195e-05","0.0161060887591896","1.15963026197691","8.66879704666295e-06","6.32530030742883e-05","3.37521984050998e-05","3.04036070949121e-06","Low Risk"
"122","18972","803","4.29161107079598e-05","0.0156382296326487","1.12547331923327","8.41698073824367e-06","6.14155926879497e-05","3.27580264296034e-05","2.95204252577946e-06","Low Risk"
"123","18971","785","4.19541057356767e-05","0.0153022997189886","1.10092344169817","8.23617282845487e-06","6.00963043008569e-05","3.20434776940669e-05","2.88862873700023e-06","Low Risk"
"124","18970","760","4.0617987718617e-05","0.0148250596253904","1.06633090353201","7.97930739229658e-06","5.82220522984694e-05","3.10366272782028e-05","2.79853969978801e-06","Low Risk"
"125","18969","730","3.90146460981452e-05","0.0142557437500921","1.02497644404201","7.67288391157486e-06","5.59861935900703e-05","2.98329643802868e-05","2.69106943531683e-06","Low Risk"
"126","18968","706","3.77319728017679e-05","0.0137943755918738","0.991618198327448","7.42456124384429e-06","5.41742750065775e-05","2.88620392805187e-05","2.6039765574723e-06","Low Risk"
"127","18967","692","3.69837467122144e-05","0.0135346949534172","0.972598059107433","7.28479306142669e-06","5.31544383182158e-05","2.83084391083809e-05","2.55495641223507e-06","Low Risk"
"128","18966","607","3.24409454542112e-05","0.0118806516907075","0.853524151948994","6.39453562119937e-06","4.66585593282602e-05","2.48426739666274e-05","2.24272119343486e-06","Low Risk"
"129","18965","639","3.41511765160477e-05","0.0124977068786868","0.898089928007482","6.72665388225955e-06","4.9081903337214e-05","2.61398054445858e-05","2.35920325044884e-06","Low Risk"
"130","18964","615","3.28685032196703e-05","0.0120292502599586","0.864402537021227","6.47451598499359e-06","4.72421464361053e-05","2.51593002425398e-05","2.27077227760512e-06","Low Risk"
"131","18963","445","2.37829007036639e-05","0.00870607930669228","0.62555429302783","4.68588219711667e-06","3.41911477941534e-05","1.8207383252868e-05","1.64345433913488e-06","Low Risk"
"132","18962","450","2.40501243070758e-05","0.00882785207952662","0.633695163165965","4.75142408436772e-06","3.46693826834316e-05","1.84443314191086e-05","1.66644149384059e-06","Low Risk"
"133","18961","460","2.45845715138997e-05","0.0090220365554524","0.647684873644426","4.85594019852689e-06","3.54319980791591e-05","1.88515159322947e-05","1.70309787018528e-06","Low Risk"
"134","18960","442","2.36225665416167e-05","0.00867519788203079","0.622628459225534","4.66926085552935e-06","3.40698680174021e-05","1.81222239342184e-05","1.63762482511707e-06","Low Risk"
"135","18959","446","2.38363454243463e-05","0.00872997187867517","0.627161015375883","4.69874192119613e-06","3.4284980440408e-05","1.82541485135305e-05","1.64796456121248e-06","Low Risk"
"136","18958","475","2.53862423241356e-05","0.00929769754625959","0.667944339544999","5.00430950275205e-06","3.6514593969427e-05","1.94411879467967e-05","1.75513464075824e-06","Low Risk"
"137","18957","514","2.74705864307488e-05","0.0100679708606079","0.723105709308753","5.41889451667956e-06","3.95396673468924e-05","2.10467147751406e-05","1.90053981985103e-06","Low Risk"
"138","18956","524","2.80050336375727e-05","0.0102629505126074","0.737132342958665","5.52383861929093e-06","4.03054056159249e-05","2.14549739741549e-05","1.93734630229085e-06","Low Risk"
"139","18955","543","2.90204833305382e-05","0.0106343000348362","0.763824188765189","5.72371046215162e-06","4.17637964656446e-05","2.22318668381996e-05","2.00744628210307e-06","Low Risk"
"140","18954","549","2.93411516546325e-05","0.0107515119226462","0.772250574647772","5.78679753947203e-06","4.22241195155691e-05","2.2477125225698e-05","2.02957247448353e-06","Low Risk"
"141","18953","548","2.92877069339501e-05","0.0107294427782945","0.770728521260244","5.77491924075915e-06","4.21374479669149e-05","2.24328243398006e-05","2.02540646246273e-06","Low Risk"
"142","18952","566","3.02497119062332e-05","0.0110850878982271","0.796193853838915","5.96633848669943e-06","4.35341633458497e-05","2.31740183098355e-05","2.09254190827655e-06","Low Risk"
"143","18951","570","3.04634907889627e-05","0.0111715070131326","0.802208284023325","6.01285193756075e-06","4.38735547786505e-05","2.33490743147829e-05","2.10885532151029e-06","Low Risk"
"144","18950","572","3.05703802303275e-05","0.0112095537416214","0.804969379337455","6.03332986814276e-06","4.40229746576818e-05","2.3429438754996e-05","2.1160374363087e-06","Low Risk"
"145","18949","565","3.01962671855508e-05","0.0110600029002089","0.794543749104981","5.95283696190425e-06","4.34356477173512e-05","2.31259903614496e-05","2.08780659087501e-06","Low Risk"
"146","18948","562","3.00359330235036e-05","0.0110026894594098","0.790390153116597","5.92198908854646e-06","4.32105622045826e-05","2.30050957966117e-05","2.07698748164641e-06","Low Risk"
"147","18947","552","2.95014858166797e-05","0.0108083345297682","0.776392121479381","5.81738123090501e-06","4.2447277390626e-05","2.25976690877789e-05","2.04029892860207e-06","Low Risk"
"148","18946","554","2.96083752580445e-05","0.0108380645289972","0.77876698399787","5.83338283957407e-06","4.25640352056827e-05","2.2666791836242e-05","2.04591108701623e-06","Low Risk"
"149","18945","563","3.0089377744186e-05","0.0110417976356378","0.792703010760491","5.9430383232585e-06","4.33641506783679e-05","2.30724138311948e-05","2.08436996687924e-06","Low Risk"
"150","18944","544","2.90739280512206e-05","0.0106663202592373","0.765819258313882","5.74094474111726e-06","4.18895486195512e-05","2.22899353324838e-05","2.01349076836125e-06","Low Risk"
"151","18943","519","2.77378100341608e-05","0.0101750702431754","0.730575865586046","5.47653872969621e-06","3.99602758308066e-05","2.12641411437474e-05","1.92075706561673e-06","Low Risk"
"152","18942","521","2.78446994755256e-05","0.0102085058732266","0.733123175909149","5.49453482392959e-06","4.00915866687167e-05","2.13382831580117e-05","1.92706873925921e-06","Low Risk"
"153","18941","505","2.69895839446073e-05","0.00989218590133268","0.710478415134734","5.32428159366659e-06","3.88493118710412e-05","2.06791847509116e-05","1.86735673664002e-06","Low Risk"
"154","18940","513","2.74171417100665e-05","0.010047692870801","0.721677944102143","5.40798027295601e-06","3.94600301506259e-05","2.1005158241037e-05","1.89671192566775e-06","Low Risk"
"155","18939","515","2.75240311514312e-05","0.0100906689018318","0.724668184693989","5.43111130721561e-06","3.9628808745079e-05","2.10921921837032e-05","1.90482454929411e-06","Low Risk"
"156","18938","505","2.69895839446073e-05","0.00988857774392761","0.71031161072577","5.32233957132184e-06","3.88351416528804e-05","2.06743297417843e-05","1.86667562155541e-06","Low Risk"
"157","18937","509","2.72033628273369e-05","0.00996528279974093","0.715851017868631","5.36362461396878e-06","3.91363833263689e-05","2.08355597260844e-05","1.88115530320879e-06","Low Risk"
"158","18936","515","2.75240311514312e-05","0.0100859383387489","0.724437306103147","5.42856517128561e-06","3.96102305337145e-05","2.10854722314382e-05","1.90393155669075e-06","Low Risk"
"159","18935","497","2.65620261791482e-05","0.00973937076732325","0.699393480023014","5.24203174379969e-06","3.82491651634316e-05","2.03565466295499e-05","1.83850968778759e-06","Low Risk"
"160","18934","481","2.57069106482299e-05","0.00942421599086895","0.676802865687076","5.07240565790035e-06","3.70114664060243e-05","1.9699024208688e-05","1.77901764014856e-06","Low Risk"
"161","18933","483","2.58138000895947e-05","0.00946559760642675","0.679718969219375","5.09467852824752e-06","3.71739832960795e-05","1.97839003180991e-05","1.78682928454705e-06","Low Risk"
"162","18932","480","2.56534659275476e-05","0.00941335196533995","0.675801110306997","5.06655830204451e-06","3.69688004148914e-05","1.96698671165954e-05","1.77696682838047e-06","Low Risk"
"163","18931","467","2.49586845586765e-05","0.00915885863712891","0.657519134112749","4.92958209106141e-06","3.59693357085682e-05","1.91377519174857e-05","1.72892589631501e-06","Low Risk"
"164","18930","451","2.41035690277582e-05","0.00884803183039764","0.635129484537545","4.76228545284574e-06","3.47486340686045e-05","1.84860787769498e-05","1.67025084337249e-06","Low Risk"
"165","18929","440","2.35156771002519e-05","0.00863361607128232","0.619703059838327","4.64688023391471e-06","3.39065649062351e-05","1.80370772596543e-05","1.62977538969427e-06","Low Risk"
"166","18928","426","2.27674510106985e-05","0.00836272057633829","0.600162170452262","4.50107586752654e-06","3.28426844178869e-05","1.74683201331835e-05","1.57863820601669e-06","Low Risk"
"167","18927","419","2.23933379659217e-05","0.00822504515522706","0.59028828605718","4.42697468121301e-06","3.23019954917916e-05","1.71809308539803e-05","1.5526490942424e-06","Low Risk"
